ticker,comp_name,exchange,per_end_date,per_type,filing_date,filing_type,zacks_sector_code,lterm_debt_net_tot,eps_diluted_net_basic
SUIC,SUIC Worldwide Holdings Ltd.,NASDAQ Other OTC,2024-03-31,Q,2024-05-21,10-Q,16.0,0.279,0.0
STRT,Strattec Security,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,5.0,13.0,0.37
STRW,"Strawberry Fields REIT, Inc.",NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-14,10-Q,13.0,22.813,0.12
STRR,Star Equity,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,9.0,-0.111,-0.7
STWD,Starwood Property Trust,NYSE,2024-03-31,Q,2024-05-08,10-Q,13.0,-927.3889,0.48
SUI,Sun Communities,NYSE,2024-03-31,Q,2024-05-02,10-Q,13.0,114.5,-0.22
STX,Seagate Technology,NASDAQ,2024-03-31,Q,2024-04-26,10-Q,10.0,212.0,0.12
SPCE,Virgin Galactic,NYSE,2024-03-31,Q,2024-05-07,10-Q,11.0,-0.06,-5.0
SQFT,Presidio Property Trust,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,7.0,-5.4925,-0.47
SQ,Block,NYSE,2024-03-31,Q,2024-05-02,10-Q,16.0,3125.456,0.74
SPXC,"SPX Technologies, Inc.",NYSE,2024-03-31,Q,2024-05-03,10-Q,16.0,296.0,1.05
SPTN,SpartanNash,NASDAQ,2024-03-31,Q,2024-05-30,10-Q,3.0,16.639,0.37
SPT,Sprout Social,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,10.0,45.0,-0.24
SPRU,Spruce Power Holding Corporation,NYSE,2024-03-31,Q,2024-05-15,10-Q,10.0,-6.701,-0.13
SPRB,Spruce Biosciences,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,4.0,-0.405,-0.28
SPR,Spirit Aerosystems,NYSE,2024-03-31,Q,2024-05-07,10-Q,11.0,-16.5,-5.31
SPFI,South Plains Financial,NASDAQ,2024-03-31,Q,2024-05-06,10-Q,13.0,110.214,0.64
SPG,Simon Property Group,NYSE,2024-03-31,Q,2024-05-07,10-Q,13.0,-669.943,2.25
SPGI,S&P Global,NYSE,2024-03-31,Q,2024-04-25,10-Q,16.0,11404.0,3.16
SPH,Suburban Propane Partners,NYSE,2024-03-31,Q,2024-05-09,10-Q,12.0,22.5,1.72
SPHR,Sphere Entertainment Co.,NYSE,2024-03-31,Q,2024-05-10,10-Q,2.0,240.45,-1.33
SR,Spire,NYSE,2024-03-31,Q,2024-05-01,10-Q,14.0,18.4,3.58
SPIR,Spire,NYSE,2024-03-31,Q,2024-05-15,10-Q,11.0,37.881,-1.16
SPNT,SiriusPoint,NYSE,2024-03-31,Q,2024-05-01,10-Q,13.0,770.6,0.49
SPLP,Steel Partners,NYSE,2024-03-31,Q,2024-05-08,10-Q,9.0,-6.593,1.5
SSY,SunLink Health Systems,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-15,10-Q,4.0,-0.014,-0.2
SRCE,1st Source,NASDAQ,2024-03-31,Q,2024-04-25,10-Q,13.0,-11.264,1.19
SST,System1,NYSE,2024-03-31,Q,2024-05-09,10-Q,16.0,-46.071,-0.16
SSSS,SURO Capital,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,73.8345,-0.87
SSRM,Silver Standard Resources,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,6.0,312.777,-1.42
SSP,The E.W. Scripps Company,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,2.0,-3.903,-0.15
SSNC,SS&C Technologies,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,10.0,-79.9,0.62
SSKN,Strata Skin Sciences,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,4.0,15.075,-1.0
SSD,Simpson Manufacturing,NYSE,2024-03-31,Q,2024-05-07,10-Q,8.0,453.454,1.77
SSBK,Southern States Bancshares,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,13.0,-18.9,0.9
SSB,SouthState Corporation,NYSE,2024-03-31,Q,2024-05-03,10-Q,13.0,-100.0,1.5
SRCL,Stericycle,NASDAQ,2024-03-31,Q,2024-04-25,10-Q,16.0,116.6,0.14
SRDX,Surmodics,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,4.0,29.48,0.02
SRE,Sempra Energy,NYSE,2024-03-31,Q,2024-05-07,10-Q,14.0,1198.0,1.26
SRFM,Surf Air Mobility Inc.,NYSE,2024-03-31,Q,2024-05-15,10-Q,15.0,9.302,-3.359
SRG,Seritage Growth Properties,NYSE,2024-03-31,Q,2024-05-10,10-Q,13.0,-30.0,-0.36
SRI,Stoneridge,NYSE,2024-03-31,Q,2024-05-01,10-Q,10.0,6.008,-0.22
SRBK,"SR Bancorp, Inc.",NASDAQ,2024-03-31,Q,2024-05-15,10-Q,13.0,-20.0,0.12
SRPT,Sarepta Therapeutics,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,4.0,1133.66,0.37
SRRK,Scholar Rock,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,44.594,-0.59
SIRI,Sirius XM,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,2.0,27.0,0.7
SING,Singlepoint,NASDAQ Other OTC,2024-03-31,Q,2024-08-29,10-Q,10.0,-0.0647,-0.37
SAMG,Silvercrest Asset Management Group,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,13.0,-0.931,0.32
SAIA,Saia,NASDAQ,2024-03-31,Q,2024-04-26,10-Q,15.0,67.563,3.38
SAH,Sonic Automotive,NYSE,2024-03-31,Q,2024-04-25,10-Q,3.0,-24.1,1.2
SACH,Sachem Capital,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-10,10-Q,13.0,-0.6201,0.08
SABS,SAB Biotherapeutics,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,4.0,-0.0321,-0.54
SABR,Sabre,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,10.0,6.519,-0.19
RZLV,Rezolve AI Limited,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,16.0,0.2122,-0.05
RXO,,NYSE,2024-03-31,Q,2024-05-07,10-Q,15.0,351.0,-0.13
RXRX,Recursion Pharmaceuticals,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,-0.026,-0.39
RXST,RxSight,NASDAQ,2024-03-31,Q,2024-05-06,10-Q,4.0,-2.161,-0.25
RXT,Rackspace Technology,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,16.0,218.0,-2.91
RYAN,Ryan Specialty Holdings Inc.,NYSE,2024-03-31,Q,2024-05-03,10-Q,13.0,1942.542,0.13
RYI,Ryerson,NYSE,2024-03-31,Q,2024-04-30,10-Q,6.0,-2.0,-0.22
RYN,Rayonier,NYSE,2024-03-31,Q,2024-05-03,10-Q,8.0,1361.985,0.01
RYTM,Rhythm Pharmaceuticals,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,-2.783,-2.35
RYAM,Rayonier Advanced Materials,NYSE,2024-03-31,Q,2024-05-08,10-Q,6.0,4.964,-0.02
RWWI,Rand Worldwide,NASDAQ Other OTC,2024-03-31,Q,2024-04-30,10-Q,10.0,10.078,0.51
SANW,S&W Seed,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,1.0,0.5528,-0.13
SBUX,Starbucks,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,3.0,170.2001,0.68
SBT,Sterling Bancorp,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,50.0,0.0
SBSI,Southside Bancshares,NASDAQ,2024-03-31,Q,2024-04-26,10-Q,13.0,99.818,0.71
SBSAA,Spanish Broadcasting System,NASDAQ Other OTC,2024-03-31,Q,2024-06-07,10-Q,2.0,306.423,-0.17
SBRA,Sabra Healthcare REIT,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,51.901,0.11
SBIG,"SpringBig Holdings, Inc.",NASDAQ Other OTC,2024-03-31,Q,2024-05-14,10-Q,10.0,2.965,0.01
SBH,Sally Beauty,NYSE,2024-03-31,Q,2024-05-09,10-Q,3.0,-20.054,0.27
SBGI,"Sinclair, Inc.",NASDAQ,2024-03-31,Q,2024-05-10,10-Q,2.0,-34.0,0.35
SBFG,SB Financial Group,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,-48.6,0.35
SBEV,Splash Beverage Group,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-15,10-Q,1.0,0.9556,-0.1
SASR,Sandy Spring Bancorp,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,13.0,-50.0,0.45
SATS,EchoStar,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,10.0,-978.293,-0.4
SANM,Sanmina,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,10.0,-17.195,0.93
SBC,SBC Medical Group Holdings Incorporated,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,4.0,1.7,-0.05
SBCF,Seacoast Banking Corp. of Florida,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,60.0,0.31
SAVE,Spirit Airlines,NYSE,2024-03-31,Q,2024-05-06,10-Q,15.0,76.596,-1.3
RWT,Redwood Trust,NYSE,2024-03-31,Q,2024-05-08,10-Q,13.0,1011.257,0.21
RWAY,Runway Growth Finance Corp.,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,13.0,475.914,0.3
RPD,Rapid7,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,10.0,931.001,0.03
RPAY,Repay,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,16.0,434.877,-0.06
ROP,Roper Technologies,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,10.0,7222.3,3.54
ROOT,Root,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,13.0,299.3,-0.42
ROL,Rollins,NYSE,2024-03-31,Q,2024-04-25,10-Q,16.0,20.0,0.19
ROK,Rockwell Automation,NYSE,2024-03-31,Q,2024-05-07,10-Q,7.0,2584.5,2.31
ROIV,Montes Archimedes Acquisition,NASDAQ,2024-03-31,Q,2024-05-30,10-Q,4.0,-29.158,-0.02
ROIV,Montes Archimedes Acquisition,NASDAQ,2024-03-31,A,2024-05-30,10-K,4.0,-29.158,5.23
ROII,"RiskOn International, Inc.",NASDAQ Other OTC,2024-03-31,Q,2024-07-16,10-Q,16.0,-0.0296,3.11
ROII,"RiskOn International, Inc.",NASDAQ Other OTC,2024-03-31,A,2024-07-16,10-K,16.0,-0.0296,-3.71
ROIC,Retail Opportunity Investments,NASDAQ,2024-03-31,Q,2024-04-24,10-Q,13.0,-0.177,0.09
ROG,Rogers,NYSE,2024-03-31,Q,2024-04-26,10-Q,10.0,-30.1,0.42
RMTI,Rockwell Medical,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,4.0,-0.382,-0.06
RNG,Ringcentral,NYSE,2024-03-31,Q,2024-05-07,10-Q,10.0,-6.224,-0.31
RNGE,"Range Impact, Inc.",NASDAQ Other OTC,2024-03-31,Q,2024-10-15,10-Q,9.0,-0.3961,-0.01
RPID,Rapid Micro Biosystems,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,4.0,-0.01,-0.31
RNGR,Ranger Energy Services,NYSE,2024-03-31,Q,2024-05-07,10-Q,12.0,-1.5,-0.04
RNR,RenaissanceRe,NYSE,2024-03-31,Q,2024-05-01,10-Q,13.0,-75.0,6.94
RNST,Renasant,NYSE,2024-03-31,Q,2024-05-08,10-Q,13.0,-0.245,0.7
ROAD,Construction Partners,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,8.0,62.5,-0.02
RNLXY,Renalytix AI,NASDAQ Other OTC,2024-03-31,Q,2024-05-15,10-Q,10.0,-1.66,-0.159
RVYL,RYVYL INC,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,16.0,-0.004,-0.45
RVTY,"Revvity, Inc.",NYSE,2024-03-31,Q,2024-05-07,10-Q,4.0,3164.994,0.21
RVSB,Riverview Bancorp,NASDAQ,2024-03-31,Q,2024-06-14,10-Q,13.0,-35.5109,-0.14
RVSB,Riverview Bancorp,NASDAQ,2024-03-31,A,2024-06-14,10-K,13.0,-35.5109,0.18
RVP,Retractable Technologies,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-15,10-Q,4.0,-0.0736,0.01
RVNC,Revance Therapeutics,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,-4.227,-0.58
RUSHB,Rush Enterprises,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,3.0,105.9,0.88
RUSHA,Rush Enterprises,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,3.0,105.9,0.88
RUN,Sunrun,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,12.0,450.449,-0.4
RTX,RTX Corporation,NYSE,2024-03-31,Q,2024-04-23,10-Q,11.0,-950.0,1.28
RSVR,Reservoir Media,NASDAQ,2024-03-31,Q,2024-05-30,10-Q,2.0,18.0,0.0457
RSVR,Reservoir Media,NASDAQ,2024-03-31,A,2024-05-30,10-K,2.0,18.0,0.01
RR,Richtech Robotics Inc.,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,16.0,0.091,-0.02
RRC,Range Resources,NYSE,2024-03-31,Q,2024-04-23,10-Q,12.0,-14.975,0.38
RRGB,Red Robin Gourmet Burgers,NASDAQ,2024-03-31,Q,2024-05-29,10-Q,3.0,-21.523,-0.61
RRR,Red Rock Resorts,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,2.0,500.0,0.68
RRX,REGAL REXNORD,NYSE,2024-03-31,Q,2024-05-07,10-Q,7.0,-65.8,0.3
RPRX,Royalty Pharma,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,6139.376,0.01
RSG,Republic Services,NYSE,2024-03-31,Q,2024-05-01,10-Q,16.0,-4.0,1.44
RSI,Rush Street Interactive,NYSE,2024-03-31,Q,2024-05-02,10-Q,2.0,-0.182,-0.01
RS,"Reliance, Inc.",NYSE,2024-03-31,Q,2024-05-02,10-Q,6.0,1142.6,5.23
SINT,SINTX TECHNOLOGIES,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,4.0,-0.042,-22.0
SCCO,Southern Copper,NYSE,2024-03-31,Q,2024-04-30,10-Q,6.0,6255.5,0.9402
SHECY,ShinEtsu Chemical Co.,NASDAQ Other OTC,2024-03-31,A,2024-07-22,10-K,6.0,-33.682,0.858
SHCO,SOHO HOUSE&CO,NYSE,2024-03-31,Q,2024-05-10,10-Q,10.0,-0.312,-0.24
SHC,Sotera Health,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,4.0,-1.25,0.02
SHBI,Shore Bancshares,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,43.322,0.25
SHAK,Shake Shack,NYSE,2024-03-31,Q,2024-05-03,10-Q,3.0,-0.91,0.05
SGU,"Star Group, L.P.",NYSE,2024-03-31,Q,2024-05-01,10-Q,10.0,16.749,1.56
SGRY,Surgery Partners,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,72.3,-0.1
SGRP,SPAR Group,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,16.0,6.684,0.28
SGLY,Singularity Future Technology,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,16.0,-5.4034,-0.32
SFST,Southern First Bancshares,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,13.0,-35.0,0.31
SGAPY,Singapore Telecommunications,NASDAQ Other OTC,2024-03-31,A,2024-05-21,10-K,14.0,807.4752,0.3532
SHEN,Shenandoah Telecommunications Co,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,14.0,-1.312,4.21
SGC,Superior Group of Companies,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,2.0,-3.937,0.24
SGHT,Sight Sciences,NASDAQ,2024-03-31,Q,2024-05-06,10-Q,4.0,-0.849,-0.33
SGBX,SAFE&GREEN HLDG,NASDAQ,2024-03-31,Q,2024-05-17,10-Q,2.0,2.4549,-4.93
SFNC,Simmons First National,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,13.0,1238.053,0.31
SHFS,"SHF Holdings, Inc.",NASDAQ,2024-03-31,Q,2024-05-13,10-Q,13.0,10.2419,0.04
SHIM,Shimmick Corporation,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,16.0,1.835,-1.3
SILA,"Sila Realty Trust, Inc.",NYSE,2024-03-31,Q,2024-05-08,10-Q,13.0,521.009,0.26
SIGI,Selective Insurance Group,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,13.0,-0.731,1.31
SIF,SIFCO Industries,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-09,10-Q,11.0,2.911,-0.26
SIEB,Siebert Financial,NASDAQ,2024-03-31,Q,2024-05-22,10-Q,13.0,4.779,0.09
SIDU,Sidus Space,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,11.0,-1.1382,-1.4
SHLS,Shoals Technologies Group,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,12.0,-15.0,0.03
SHO,Sunstone Hotel Investors,NYSE,2024-03-31,Q,2024-05-06,10-Q,13.0,-0.537,0.05
SHW,SherwinWilliams,NYSE,2024-03-31,Q,2024-04-30,10-Q,8.0,8129.5,1.97
SHYF,The Shyft Group,NASDAQ,2024-03-31,Q,2024-04-25,10-Q,5.0,15.0,-0.14
SIBN,SiBone,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,36.107,-0.27
SFM,Sprouts Farmers Market,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,3.0,-0.253,1.12
SFDL,Security Federal,NASDAQ Other OTC,2024-03-31,Q,2024-05-10,10-Q,13.0,-44.652,0.14
SDOT,SADOT GROUP INC,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,1.0,-2.79,-0.01
SDIG,Stronghold Digital Mining,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,-2.4738,0.35
SDHC,Smith Douglas Homes Corp.,NYSE,2024-03-31,Q,2024-05-15,10-Q,13.0,-75.518,0.33
SDGR,Schrodinger,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,4.0,-0.014,-0.76
SCSC,ScanSource,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,7.0,-184.605,0.5
SCPX,"Scorpius Holdings, Inc.",NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-28,10-Q,4.0,2.0189,-32.0
SCI,Service Corporation International,NYSE,2024-03-31,Q,2024-05-02,10-Q,1.0,-49.847,0.89
SCIA,SCI Engineered Materials,NASDAQ Other OTC,2024-03-31,Q,2024-05-03,10-Q,10.0,-0.0204,0.12
SCL,Stepan,NYSE,2024-03-31,Q,2024-05-08,10-Q,6.0,400.121,0.61
SCLX,Scilex Holding Company,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,4.0,-19.375,-0.24
SCOR,comScore,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,16.0,-0.658,-1.08
SCPH,scPharmaceuticals,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,4.0,39.385,-0.36
SCM,Stellus Capital Investment,NYSE,2024-03-31,Q,2024-05-09,10-Q,13.0,419.6952,0.54
SEAT,Vivid Seats,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,16.0,-0.969,0.04
SFBS,ServisFirst Bancshares,NYSE,2024-03-31,Q,2024-05-08,10-Q,13.0,88.604,0.92
SFBC,Sound Financial Bancorp,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,13.0,51.728,0.3
SF,Stifel Financial,NYSE,2024-03-31,Q,2024-05-08,10-Q,13.0,1602.556,1.4
SEZL,Sezzle Inc.,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,16.0,71.6888,1.34
SERV,Serve Robotics Inc.,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,10.0,4.4966,-0.37
SERA,Sera Prognostics,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,4.0,0.081,-0.25
SER,"Serina Therapeutics, Inc.",NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-14,10-Q,4.0,-0.013,-3.38
SENS,Senseonics,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-13,10-Q,4.0,9.95,-0.03
SENR,Strategic Environmental & Energy Resources,NASDAQ Other OTC,2024-03-31,Q,2024-05-20,10-Q,16.0,1.9696,-0.01
SENEA,Seneca Foods,NASDAQ,2024-03-31,Q,2024-06-13,10-Q,1.0,162.8151,-0.19
SENEA,Seneca Foods,NASDAQ,2024-03-31,A,2024-06-13,10-K,1.0,162.8151,8.56
SEB,Seaboard,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-04-30,10-Q,1.0,-17.0,22.66
SEDG,SolarEdge Technologies,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,12.0,668.745,-2.75
SEE,Sealed Air,NYSE,2024-03-31,Q,2024-05-02,10-Q,7.0,-27.1,0.56
SEEL,Seelos Therapeutics,NASDAQ Other OTC,2024-03-31,Q,2024-05-14,10-Q,4.0,-1.314,-25.6
SEI,"Solaris Energy Infrastructure, Inc.",NYSE,2024-03-31,Q,2024-04-26,10-Q,12.0,-0.602,0.14
SELF,Global Self Storage,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,13.0,-0.1429,0.02
SEM,Select Medical,NYSE,2024-03-31,Q,2024-05-02,10-Q,4.0,-70.418,0.75
SEMR,SEMrush,NYSE,2024-03-31,Q,2024-05-08,10-Q,10.0,-0.41,0.01
FNMA,Fannie Mae,NASDAQ Other OTC,2024-03-31,Q,2024-04-30,10-Q,13.0,-30294.0,0.0
LEE,Lee Enterprises,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,1.0,-2.097,-2.06
CABO,Cable One,NYSE,2024-03-31,Q,2024-05-03,10-Q,2.0,-54.849,6.46
ARIS,Aris Water Solutions,NYSE,2024-03-31,Q,2024-05-08,10-Q,16.0,-1.878,0.23
CLF,ClevelandCliffs,NYSE,2024-03-31,Q,2024-04-25,10-Q,6.0,515.0,-0.14
DRIO,DarioHealth,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,4.0,24.508,-0.2
BLUE,bluebird bio,NASDAQ,2024-03-31,Q,2024-09-13,10-Q,4.0,51.775,-0.36
DRH,DiamondRock Hospitality,NYSE,2024-03-31,Q,2024-05-03,10-Q,13.0,-2.461,0.03
ARL,American Realty Investors,NYSE,2024-03-31,Q,2024-05-09,10-Q,13.0,-0.858,0.11
CLH,Clean Harbors,NYSE,2024-03-31,Q,2024-05-01,10-Q,16.0,490.934,1.29
ARKO,ARKO,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,1.0,33.818,-0.02
DRCT,Direct Digital,NASDAQ,2024-03-31,Q,2024-10-15,10-Q,16.0,3.628,-0.22
DRS,"Leonardo DRS, Inc.",NASDAQ,2024-03-31,Q,2024-05-01,10-Q,11.0,-29.0,0.11
ARI,Apollo Commercial Real Estate Finance,NYSE,2024-03-31,Q,2024-04-29,10-Q,13.0,112.953,-0.76
BLZE,Backblaze,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,10.0,-4.541,-0.27
CLDI,"Calidi Biotherapeutics, Inc.",NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-14,10-Q,4.0,3.177,-2.0
AREC,American Resources,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,6.0,-1.5788,-0.03
DSAQ,Direct Selling Acquisition Corp.,NASDAQ Other OTC,2024-03-31,Q,2024-05-20,10-Q,17.0,0.32,-0.84
ARES,Ares Management,NYSE,2024-03-31,Q,2024-05-09,10-Q,13.0,-304.165,0.33
CLDT,Chatham Lodging Trust REIT,NYSE,2024-03-31,Q,2024-05-06,10-Q,13.0,-1.644,-0.15
ACA,Arcosa,NYSE,2024-03-31,Q,2024-05-03,10-Q,8.0,38.3,0.8
DRTTF,DIRTT Environmental Solutions,NASDAQ Other OTC,2024-03-31,Q,2024-05-08,10-Q,8.0,-5.074,0.01
ARHS,"Arhaus, Inc.",NASDAQ,2024-03-31,Q,2024-05-10,10-Q,3.0,-0.221,0.11
DRVN,Driven Brands Holdings,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,5.0,-33.22,0.03
BLND,Blend Labs,NYSE,2024-03-31,Q,2024-05-08,10-Q,10.0,138.854,-0.09
DOV,Dover,NYSE,2024-03-31,Q,2024-04-25,10-Q,7.0,2973.485,4.52
AROW,Arrow Financial,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,13.0,-0.013,0.45
CLNN,Clene,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,4.0,7.085,-1.8
DORM,Dorman Products,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,5.0,-3.125,1.05
CLNE,Clean Energy Fuels,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,14.0,-0.334,-0.08
ARQ,"Arq, Inc.",NASDAQ,2024-03-31,Q,2024-05-08,10-Q,16.0,-0.414,-0.09
ARQT,Arcutis Biotherapeutics,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,4.0,202.803,-0.32
BLMH,"Blum Holdings, Inc.",NASDAQ Other OTC,2024-03-31,Q,2024-05-14,10-Q,4.0,-0.029,-0.31
BLMN,Bloomin' Brands,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,3.0,115.159,-0.96
AROC,Archrock,NYSE,2024-03-31,Q,2024-05-01,10-Q,12.0,-18.525,0.26
DOW,Dow,NYSE,2024-03-31,Q,2024-04-26,10-Q,6.0,1288.0,0.73
BLNK,Blink Charging,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,10.0,-0.419,-0.17
ARLP,Alliance Resource Partners,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,12.0,92.962,1.21
DPZ,Domino's Pizza,NYSE,2024-03-31,Q,2024-04-29,10-Q,3.0,-13.525,3.58
CLMB,"Climb Global Solutions, Inc.",NASDAQ,2024-03-31,Q,2024-05-02,10-Q,16.0,-0.133,0.6
ARMK,Aramark,NYSE,2024-03-31,Q,2024-05-07,10-Q,1.0,-749.204,0.2
CLMT,"Calumet, Inc.",NASDAQ,2024-03-31,Q,2024-05-10,10-Q,12.0,203.8,-0.51
ARMP,Armata Pharmaceuticals,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-07,10-Q,4.0,34.889,-0.69
AREB,"American Rebel Holdings, Inc.",NASDAQ,2024-03-31,Q,2024-06-14,10-Q,7.0,0.3516,-1.0801
AQB,AquaBounty Technologies,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,4.0,-0.0667,-2.9
DUOT,"Duos Technologies Group, Inc.",NASDAQ,2024-03-31,Q,2024-05-13,10-Q,16.0,-0.1305,-0.38
DUOL,Duolingo,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,16.0,53.893,0.57
DUK,Duke Energy,NYSE,2024-03-31,Q,2024-05-07,10-Q,14.0,2089.0,1.44
BMRC,Bank of Marin Bancorp,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,-0.038,0.18
DV,DoubleVerify,NYSE,2024-03-31,Q,2024-05-07,10-Q,10.0,-0.815,0.04
AQST,Aquestive Therapeutics,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,-0.005,-0.17
DTSS,Datasea,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,10.0,-2.2693,-1.55
AR,Antero Resources,NYSE,2024-03-31,Q,2024-04-24,10-Q,12.0,1510.109,0.12
DTM,DT Midstream,NYSE,2024-03-31,Q,2024-04-30,10-Q,12.0,3067.0,0.99
DTST,Data Storage,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,10.0,-0.1674,0.05
APYX,Apyx Medical,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,-0.005,-0.22
DWSN,Dawson Geophysical,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,12.0,-0.582,0.19
