index,ticker,per_end_date,per_type,shares_out
729301,OSBC,2024-03-31,Q,44.85
192601,CGA,2024-03-31,Q,13.82
729151,OSAPQ,2024-03-31,Q,17.39
729001,OS,2024-03-31,Q,
729451,OSCR,2024-03-31,Q,236.01
192076,CFSB,2024-03-31,Q,6.63
191401,CFLT,2024-03-31,Q,317.26
731401,OSW,2024-03-31,Q,100.38
731326,OSUR,2024-03-31,Q,76.51
731251,OSTX,2024-03-31,Q,
730951,OSS,2024-03-31,Q,20.76
730801,OSPN,2024-03-31,Q,37.85
191851,CFR,2024-03-31,Q,64.25
730501,OSK,2024-03-31,Q,65.4
730351,OSIS,2024-03-31,Q,17.05
189826,CF,2024-03-31,Q,182.78
738826,PARR,2024-03-31,Q,59.34
187651,CENN,2024-03-31,Q,30.83
187726,CENT,2024-03-31,Q,67.5
738526,PARAA,2024-03-31,Q,652.48
738451,PARA,2024-03-31,Q,666.48
187801,CENTA,2024-03-31,Q,67.5
738301,PAR,2024-03-31,Q,33.98
187876,CENX,2024-03-31,Q,92.7
738076,PANL,2024-03-31,Q,46.72
737626,PALI,2024-03-31,Q,0.85
738976,PASG,2024-03-31,Q,61.61
740176,PB,2024-03-31,Q,93.53
186826,CELH,2024-03-31,Q,231.01
740026,PAYS,2024-03-31,Q,52.97
739951,PAYO,2024-03-31,Q,355.7
739876,PAYC,2024-03-31,Q,58.11
739651,PAY,2024-03-31,Q,124.13
739426,PAVM,2024-03-31,Q,9.43
739276,PATK,2024-03-31,Q,22.4
187351,CELZ,2024-03-31,Q,1.36
737476,PAL,2024-03-31,Q,
735826,PACB,2024-03-31,Q,272.34
735451,PAA,2024-03-31,Q,701.07
189451,CETX,2024-03-31,Q,0.02
735076,OZK,2024-03-31,Q,113.43
189526,CETY,2024-03-31,Q,42.67
735001,OZ,2024-03-31,Q,3.73
189601,CEVA,2024-03-31,Q,23.58
734851,OXY,2024-03-31,Q,886.47
734776,OXSQ,2024-03-31,Q,59.67
737326,PAHC,2024-03-31,Q,40.5
188401,CERE,2024-03-31,Q,182.2
737176,PAGP,2024-03-31,Q,197.25
377251,FNF,2024-03-31,Q,273.24
736426,PACS,2024-03-31,Q,150.15
188851,CERS,2024-03-31,Q,184.89
188926,CERT,2024-03-31,Q,160.19
736126,PACK,2024-03-31,Q,82.99
188701,CERO,2024-03-31,Q,14.72
180301,CCRD,2024-03-31,Q,8.16
172051,CBAN,2024-03-31,Q,17.56
768151,PM,2024-03-31,Q,1554.56
768076,PLYM,2024-03-31,Q,45.38
172126,CBAT,2024-03-31,Q,89.92
768001,PLYA,2024-03-31,Q,138.89
767851,PLXS,2024-03-31,Q,27.6
767626,PLX,2024-03-31,Q,73.32
767551,PLUS,2024-03-31,Q,26.94
767476,PLUR,2024-03-31,Q,5.18
767326,PLUG,2024-03-31,Q,696.17
767176,PLTR,2024-03-31,Q,2226.96
171301,CAUD,2024-03-31,Q,13.73
769576,PMNT,2024-03-31,Q,15.65
769501,PMN,2024-03-31,Q,18.96
171451,CAVA,2024-03-31,Q,114.01
768676,PMD,2024-03-31,Q,5.81
171826,CB,2024-03-31,Q,406.06
769801,PMT,2024-03-31,Q,86.85
767101,PLTK,2024-03-31,Q,371.13
765376,PLL,2024-03-31,Q,19.36
173701,CBL,2024-03-31,Q,32.27
764926,PLD,2024-03-31,Q,925.84
173776,CBLAQ,2024-03-31,Q,
764626,PLBY,2024-03-31,Q,72.64
764551,PLBC,2024-03-31,Q,5.89
766876,PLSE,2024-03-31,Q,61.22
766726,PLRX,2024-03-31,Q,60.32
766426,PLPC,2024-03-31,Q,4.92
766126,PLNT,2024-03-31,Q,87.9
173176,CBFV,2024-03-31,Q,5.14
765826,PLMR,2024-03-31,Q,24.92
765751,PLMJ,2024-03-31,Q,7.93
766276,PLOW,2024-03-31,Q,22.98
168976,CARR,2024-03-31,Q,901.01
774001,POOL,2024-03-31,Q,38.33
169051,CARS,2024-03-31,Q,66.29
169201,CART,2024-03-31,Q,266.03
773551,POLA,2024-03-31,Q,12.96
773401,PODD,2024-03-31,Q,70.02
169351,CARV,2024-03-31,Q,4.99
773326,PODC,2024-03-31,Q,23.15
773251,POCI,2024-03-31,Q,6.07
773101,POAI,2024-03-31,Q,4.06
774226,POR,2024-03-31,Q,103.03
774376,PORT,2024-03-31,Q,6.91
775576,PPC,2024-03-31,Q,236.94
775426,PPBI,2024-03-31,Q,96.43
775201,POWL,2024-03-31,Q,11.99
168376,CAR,2024-03-31,Q,35.65
775126,POWI,2024-03-31,Q,56.88
774901,POST,2024-03-31,Q,60.59
168676,CARE,2024-03-31,Q,23.02
774601,POSC,2024-03-31,Q,25.93
168751,CARG,2024-03-31,Q,105.07
168826,CARM,2024-03-31,Q,41.54
168451,CARA,2024-03-31,Q,54.67
170476,CAT,2024-03-31,Q,489.05
170551,CATC,2024-03-31,Q,7.85
771301,PNNT,2024-03-31,Q,65.22
770326,PNBK,2024-03-31,Q,3.98
171001,CATX,2024-03-31,Q,58.69
770176,PMVP,2024-03-31,Q,51.44
171076,CATY,2024-03-31,Q,72.69
770101,PMVCD,2024-03-31,Q,0.1
770026,PMTS,2024-03-31,Q,11.38
764101,PLAG,2024-03-31,Q,7.21
772801,PNW,2024-03-31,Q,113.56
169801,CASH,2024-03-31,Q,25.49
772426,PNTG,2024-03-31,Q,30.01
170176,CASS,2024-03-31,Q,13.63
771826,PNRG,2024-03-31,Q,1.79
771676,PNR,2024-03-31,Q,166.02
755701,PGEN,2024-03-31,Q,248.92
178576,CCIX,2024-03-31,Q,7.19
755476,PGC,2024-03-31,Q,17.75
755401,PG,2024-03-31,Q,2360.14
177451,CCCS,2024-03-31,Q,614.58
757876,PHAT,2024-03-31,Q,58.52
757576,PH,2024-03-31,Q,128.54
757501,PGY,2024-03-31,Q,70.6
178726,CCK,2024-03-31,Q,120.79
756976,PGRE,2024-03-31,Q,217.33
756901,PGR,2024-03-31,Q,585.7
756751,PGNY,2024-03-31,Q,96.11
755326,PFX,2024-03-31,Q,2.06
753676,PFGC,2024-03-31,Q,155.59
753601,PFG,2024-03-31,Q,234.38
179776,CCOI,2024-03-31,Q,47.42
753151,PFC,2024-03-31,Q,35.81
179626,CCO,2024-03-31,Q,483.72
752926,PFBC,2024-03-31,Q,14.43
752551,PEV,2024-03-31,Q,34.69
753076,PFBX,2024-03-31,Q,4.66
179551,CCNE,2024-03-31,Q,21.02
755101,PFTA,2024-03-31,Q,10.39
178951,CCLD,2024-03-31,Q,16.12
754876,PFSI,2024-03-31,Q,50.92
754726,PFS,2024-03-31,Q,130.52
754276,PFMT,2024-03-31,Q,76.92
754201,PFLT,2024-03-31,Q,61.63
754126,PFIS,2024-03-31,Q,7.06
753976,PFIE,2024-03-31,Q,47.1
762376,PK,2024-03-31,Q,210.6
175276,CBRE,2024-03-31,Q,306.95
175351,CBRG,2024-03-31,Q,5.75
761926,PIRS,2024-03-31,Q,1.24
761776,PIPR,2024-03-31,Q,17.72
761476,PINS,2024-03-31,Q,683.17
175651,CBSH,2024-03-31,Q,129.88
761251,PINE,2024-03-31,Q,13.62
761176,PINC,2024-03-31,Q,104.82
762451,PKBK,2024-03-31,Q,11.96
762526,PKBO,2024-03-31,Q,22.63
174601,CBNK,2024-03-31,Q,13.89
763276,PKST,2024-03-31,Q,36.31
763051,PKOH,2024-03-31,Q,13.07
174901,CBOE,2024-03-31,Q,105.15
762901,PKG,2024-03-31,Q,89.75
175876,CBT,2024-03-31,Q,55.43
176776,CCBG,2024-03-31,Q,16.94
759076,PHM,2024-03-31,Q,210.34
758851,PHIO,2024-03-31,Q,0.51
758251,PHGE,2024-03-31,Q,5.52
177301,CCCC,2024-03-31,Q,68.81
758776,PHIN,2024-03-31,Q,45.68
175951,CBU,2024-03-31,Q,52.76
760801,PIK,2024-03-31,Q,1.95
760651,PIII,2024-03-31,Q,315.9
760576,PII,2024-03-31,Q,56.51
176101,CBUS,2024-03-31,Q,21.62
176176,CBZ,2024-03-31,Q,50.11
760276,PI,2024-03-31,Q,27.72
176251,CC,2024-03-31,Q,148.9
759901,PHX,2024-03-31,Q,37.46
176476,CCAP,2024-03-31,Q,37.06
759751,PHUN,2024-03-31,Q,8.03
176551,CCB,2024-03-31,Q,13.39
823126,RGEN,2024-03-31,Q,55.88
115876,BDC,2024-03-31,Q,40.68
875026,SHEN,2024-03-31,Q,54.55
115951,BDCO,2024-03-31,Q,14.92
874801,SHECY,2024-03-31,Q,4003.38
874651,SHCR,2024-03-31,Q,362.2
874576,SHCO,2024-03-31,Q,195.67
874351,SHC,2024-03-31,Q,283.07
874201,SHBI,2024-03-31,Q,33.21
874051,SHAK,2024-03-31,Q,42.31
116476,BDL,2024-03-31,Q,1.86
875251,SHFS,2024-03-31,Q,55.43
114976,BCRX,2024-03-31,Q,206.33
876451,SHOO,2024-03-31,Q,73.38
115126,BCSA,2024-03-31,Q,11.32
876301,SHO,2024-03-31,Q,203.69
115276,BCSF,2024-03-31,Q,64.56
875926,SHLS,2024-03-31,Q,170.42
115501,BCTF,2024-03-31,Q,7.44
115576,BCYC,2024-03-31,Q,42.78
875476,SHIM,2024-03-31,Q,25.68
876826,SHOT,2024-03-31,Q,49.22
873676,SGU,2024-03-31,Q,35.57
872176,SGLY,2024-03-31,Q,3.45
117526,BE,2024-03-31,Q,226.93
117601,BEAM,2024-03-31,Q,82.31
871651,SGHT,2024-03-31,Q,49.55
117826,BEAT,2024-03-31,Q,26.33
871126,SGE,2024-03-31,Q,7.88
117376,BDX,2024-03-31,Q,289.01
117301,BDTX,2024-03-31,Q,52.53
116851,BDN,2024-03-31,Q,172.27
116926,BDRL,2024-03-31,Q,14.52
873076,SGRY,2024-03-31,Q,127.1
872701,SGMT,2024-03-31,Q,30.39
117151,BDSX,2024-03-31,Q,114.69
872626,SGMO,2024-03-31,Q,207.5
873001,SGRP,2024-03-31,Q,24.22
870976,SGD,2024-03-31,Q,0.72
880726,SIMA,2024-03-31,Q,
880426,SILO,2024-03-31,Q,2.84
880351,SILK,2024-03-31,Q,39.44
880126,SILA,2024-03-31,Q,57.22
113176,BCBP,2024-03-31,Q,16.95
112651,BCAL,2024-03-31,Q,18.53
881251,SINT,2024-03-31,Q,0.26
882451,SITM,2024-03-31,Q,22.87
882376,SITE,2024-03-31,Q,45.21
882301,SITC,2024-03-31,Q,52.39
882151,SISI,2024-03-31,Q,6.41
113251,BCC,2024-03-31,Q,39.48
881776,SIRI,2024-03-31,Q,384.66
112351,BC,2024-03-31,Q,68.8
112501,BCAB,2024-03-31,Q,48.11
113326,BCDA,2024-03-31,Q,1.79
878176,SHYF,2024-03-31,Q,34.37
114226,BCML,2024-03-31,Q,11.33
878026,SHW,2024-03-31,Q,253.55
114301,BCO,2024-03-31,Q,44.72
114526,BCOV,2024-03-31,Q,44.41
114601,BCOW,2024-03-31,Q,6.01
114676,BCPC,2024-03-31,Q,32.42
877126,SHPH,2024-03-31,Q,2.1
114151,BCLI,2024-03-31,Q,4.56
879601,SIGA,2024-03-31,Q,71.12
879301,SIF,2024-03-31,Q,6.19
113701,BCG,2024-03-31,Q,16.45
879751,SIGI,2024-03-31,Q,60.79
879001,SIEB,2024-03-31,Q,39.58
878851,SIDU,2024-03-31,Q,4.18
878476,SIBN,2024-03-31,Q,41.2
870901,SGC,2024-03-31,Q,16.75
870826,SGBX,2024-03-31,Q,1.1
122101,BFS,2024-03-31,Q,23.98
863251,SDST,2024-03-31,Q,9.29
122326,BFST,2024-03-31,Q,25.49
862801,SDPI,2024-03-31,Q,30.39
862726,SDOT,2024-03-31,Q,5.18
862576,SDOCQ,2024-03-31,Q,
122476,BFXXQ,2024-03-31,Q,36.41
862351,SDIG,2024-03-31,Q,15.31
122626,BG,2024-03-31,Q,141.6
121951,BFRI,2024-03-31,Q,5.09
864826,SEEL,2024-03-31,Q,0.13
864601,SEE,2024-03-31,Q,145.61
864451,SEDG,2024-03-31,Q,57.3
121501,BFICQ,2024-03-31,Q,27.04
121576,BFIN,2024-03-31,Q,12.46
121651,BFLY,2024-03-31,Q,210.71
864076,SEB,2024-03-31,Q,0.97
864001,SEAT,2024-03-31,Q,218.27
121876,BFRG,2024-03-31,Q,7.85
862126,SDHC,2024-03-31,Q,51.28
862051,SDGR,2024-03-31,Q,72.68
123676,BGNE,2024-03-31,Q,95.64
860176,SCSC,2024-03-31,Q,25.17
859876,SCRM,2024-03-31,Q,18.75
124051,BGS,2024-03-31,Q,79.05
859276,SCPX,2024-03-31,Q,0.18
124276,BGXX,2024-03-31,Q,190.17
122701,BGC,2024-03-31,Q,494.59
861451,SD,2024-03-31,Q,37.13
123076,BGFV,2024-03-31,Q,22.62
861226,SCX,2024-03-31,Q,7.51
861076,SCWO,2024-03-31,Q,132.67
123301,BGI,2024-03-31,Q,19.17
123376,BGLC,2024-03-31,Q,17.79
861376,SCYX,2024-03-31,Q,37.78
864901,SEER,2024-03-31,Q,64.77
864976,SEG,2024-03-31,Q,
869176,SFNC,2024-03-31,Q,125.33
118951,BELFA,2024-03-31,Q,12.62
869026,SFM,2024-03-31,Q,100.48
119026,BELFB,2024-03-31,Q,12.62
119251,BEN,2024-03-31,Q,526.09
868426,SFES,2024-03-31,Q,16.72
868201,SFBS,2024-03-31,Q,54.51
118201,BECN,2024-03-31,Q,63.43
870601,SGAPY,2024-03-31,Q,1651.4
870526,SGA,2024-03-31,Q,6.26
870376,SG,2024-03-31,Q,113.21
868051,SFBC,2024-03-31,Q,2.56
118501,BEEM,2024-03-31,Q,14.53
869776,SFST,2024-03-31,Q,8.16
118651,BEEP,2024-03-31,Q,30.71
867901,SF,2024-03-31,Q,102.65
866176,SEMR,2024-03-31,Q,144.73
120751,BFAC,2024-03-31,Q,13.8
865801,SEM,2024-03-31,Q,128.36
120901,BFAM,2024-03-31,Q,58.0
865426,SEIC,2024-03-31,Q,131.39
865351,SEI,2024-03-31,Q,44.02
121126,BFC,2024-03-31,Q,10.12
865651,SELF,2024-03-31,Q,11.26
867826,SEZL,2024-03-31,Q,5.66
119851,BERY,2024-03-31,Q,115.9
867451,SES,2024-03-31,Q,357.01
867301,SERV,2024-03-31,Q,36.94
866476,SENEA,2024-03-31,Q,7.12
867076,SER,2024-03-31,Q,8.41
120151,BETR,2024-03-31,Q,15.11
866926,SEPA,2024-03-31,Q,5.81
866701,SENS,2024-03-31,Q,530.82
867151,SERA,2024-03-31,Q,32.57
882751,SIX,2024-03-31,Q,84.28
102976,AXNX,2024-03-31,Q,51.02
103051,AXON,2024-03-31,Q,75.46
899026,SNSE,2024-03-31,Q,25.08
103126,AXP,2024-03-31,Q,719.3
898501,SNPX,2024-03-31,Q,1.09
103426,AXS,2024-03-31,Q,84.66
898276,SNPO,2024-03-31,Q,76.54
103576,AXSM,2024-03-31,Q,47.5
898051,SNOA,2024-03-31,Q,0.78
899326,SNTI,2024-03-31,Q,4.58
900676,SOFI,2024-03-31,Q,1056.49
102376,AXGN,2024-03-31,Q,43.71
900376,SOC,2024-03-31,Q,64.74
900301,SOBR,2024-03-31,Q,0.18
899926,SO,2024-03-31,Q,1093.43
102676,AXL,2024-03-31,Q,117.54
900151,SOAR,2024-03-31,Q,29.25
102151,AXDX,2024-03-31,Q,21.66
896176,SNDA,2024-03-31,Q,13.85
896101,SND,2024-03-31,Q,42.36
104626,AYRO,2024-03-31,Q,5.0
896026,SNCY,2024-03-31,Q,52.61
895951,SNCR,2024-03-31,Q,10.31
104701,AYTU,2024-03-31,Q,5.57
895651,SNBR,2024-03-31,Q,22.33
895426,SNAX,2024-03-31,Q,3.28
895351,SNAP,2024-03-31,Q,1641.04
105001,AZEK,2024-03-31,Q,145.49
895276,SNAL,2024-03-31,Q,36.76
103801,AXTA,2024-03-31,Q,220.65
103876,AXTI,2024-03-31,Q,44.25
897226,SNGX,2024-03-31,Q,0.65
897076,SNFCA,2024-03-31,Q,24.17
897001,SNEX,2024-03-31,Q,31.55
896926,SNES,2024-03-31,Q,0.51
896776,SNDX,2024-03-31,Q,84.96
896551,SNDR,2024-03-31,Q,175.57
100051,AVY,2024-03-31,Q,80.55
904876,SPCE,2024-03-31,Q,20.26
904501,SPB,2024-03-31,Q,30.27
100501,AWCA,2024-03-31,Q,351.99
904051,SP,2024-03-31,Q,19.8
906601,SPIR,2024-03-31,Q,24.32
99376,AVTE,2024-03-31,Q,28.74
906226,SPHR,2024-03-31,Q,35.14
906076,SPH,2024-03-31,Q,64.02
903976,SOWG,2024-03-31,Q,9.96
99526,AVTR,2024-03-31,Q,679.27
99601,AVTX,2024-03-31,Q,1.03
905776,SPGI,2024-03-31,Q,312.9
905701,SPGC,2024-03-31,Q,1.46
905626,SPG,2024-03-31,Q,325.94
905551,SPFI,2024-03-31,Q,16.43
99826,AVXL,2024-03-31,Q,82.11
905401,SPEC,2024-03-31,Q,16.02
101551,AWX,2024-03-31,Q,3.9
901951,SON,2024-03-31,Q,98.26
101626,AX,2024-03-31,Q,56.97
902326,SONM,2024-03-31,Q,4.32
901651,SOLV,2024-03-31,Q,172.71
901351,SOL,2024-03-31,Q,60.22
895126,SNA,2024-03-31,Q,52.72
902476,SONO,2024-03-31,Q,122.9
903751,SOUN,2024-03-31,Q,321.56
100801,AWH,2024-03-31,Q,12.34
902401,SONN,2024-03-31,Q,0.39
101176,AWK,2024-03-31,Q,194.82
902776,SOPA,2024-03-31,Q,2.52
101251,AWR,2024-03-31,Q,37.23
902626,SONX,2024-03-31,Q,70.46
101326,AWRE,2024-03-31,Q,21.08
101026,AWIN,2024-03-31,Q,0.92
894976,SMXT,2024-03-31,Q,45.25
109201,BAX,2024-03-31,Q,509.58
886951,SLE,2024-03-31,Q,6.51
886876,SLDP,2024-03-31,Q,178.35
886801,SLDB,2024-03-31,Q,37.86
886651,SLCA,2024-03-31,Q,78.13
886576,SLB,2024-03-31,Q,1429.34
886426,SLAMF,2024-03-31,Q,23.45
886276,SLAB,2024-03-31,Q,31.92
886201,SKYW,2024-03-31,Q,40.26
109726,BBAI,2024-03-31,Q,246.08
886051,SKYT,2024-03-31,Q,47.34
887401,SLGN,2024-03-31,Q,106.78
888526,SLNO,2024-03-31,Q,33.41
888301,SLNH,2024-03-31,Q,3.8
888226,SLNG,2024-03-31,Q,18.58
108751,BATL,2024-03-31,Q,16.46
888076,SLND,2024-03-31,Q,48.01
887851,SLM,2024-03-31,Q,219.72
108976,BATRA,2024-03-31,Q,61.87
885901,SKYH,2024-03-31,Q,66.58
883651,SJW,2024-03-31,Q,32.23
883576,SJT,2024-03-31,Q,46.61
111676,BBSI,2024-03-31,Q,26.17
884176,SKGR,2024-03-31,Q,15.3
110926,BBLG,2024-03-31,Q,1.02
885526,SKY,2024-03-31,Q,57.75
885451,SKX,2024-03-31,Q,152.52
885376,SKWD,2024-03-31,Q,39.99
885151,SKT,2024-03-31,Q,109.35
884701,SKLZ,2024-03-31,Q,21.45
110626,BBGI,2024-03-31,Q,1.52
884476,SKIN,2024-03-31,Q,123.45
110776,BBIO,2024-03-31,Q,187.13
110326,BBDC,2024-03-31,Q,106.07
108376,BARK,2024-03-31,Q,175.53
106051,B,2024-03-31,Q,50.7
106126,BA,2024-03-31,Q,613.88
893176,SMRT,2024-03-31,Q,203.87
892951,SMR,2024-03-31,Q,241.23
892651,SMP,2024-03-31,Q,21.82
892426,SMMT,2024-03-31,Q,701.98
106576,BACK,2024-03-31,Q,1.15
892276,SMMF,2024-03-31,Q,14.69
892201,SMLR,2024-03-31,Q,6.92
106651,BAER,2024-03-31,Q,44.84
893401,SMSI,2024-03-31,Q,9.61
105376,AZPN,2024-03-31,Q,63.55
105601,AZTA,2024-03-31,Q,55.76
894001,SMTK,2024-03-31,Q,1.38
105676,AZTR,2024-03-31,Q,0.96
106801,BAFN,2024-03-31,Q,4.13
891826,SMHI,2024-03-31,Q,27.6
890176,SM,2024-03-31,Q,115.04
107701,BAND,2024-03-31,Q,26.98
890026,SLXN,2024-03-31,Q,3.87
107776,BANF,2024-03-31,Q,32.97
889801,SLVM,2024-03-31,Q,41.46
889426,SLS,2024-03-31,Q,57.76
889276,SLRX,2024-03-31,Q,0.6
889201,SLRN,2024-03-31,Q,98.91
889126,SLRC,2024-03-31,Q,54.56
888976,SLQT,2024-03-31,Q,168.99
107626,BANC,2024-03-31,Q,157.27
891676,SMG,2024-03-31,Q,56.69
106951,BAH,2024-03-31,Q,129.75
107101,BALL,2024-03-31,Q,315.64
107326,BALY,2024-03-31,Q,40.49
890701,SMC,2024-03-31,Q,10.65
890626,SMBK,2024-03-31,Q,17.06
890476,SMBC,2024-03-31,Q,11.37
859051,SCPH,2024-03-31,Q,36.05
121426,BFH,2024-03-31,Q,49.58
838351,RRR,2024-03-31,Q,105.6
838126,RRGB,2024-03-31,Q,15.6
837976,RRC,2024-03-31,Q,242.63
837901,RRBI,2024-03-31,Q,7.09
837676,RR,2024-03-31,Q,66.64
135676,BLUE,2024-03-31,Q,193.58
837526,RPTX,2024-03-31,Q,42.44
135526,BLUAF,2024-03-31,Q,8.73
838576,RRX,2024-03-31,Q,66.5
838651,RS,2024-03-31,Q,57.43
134476,BLND,2024-03-31,Q,252.32
134626,BLNK,2024-03-31,Q,100.99
839626,RSLS,2024-03-31,Q,0.23
839326,RSI,2024-03-31,Q,224.93
839101,RSG,2024-03-31,Q,314.93
135901,BLZE,2024-03-31,Q,41.47
136801,BMNM,2024-03-31,Q,10.07
835126,ROP,2024-03-31,Q,107.04
835051,ROOT,2024-03-31,Q,14.9
137176,BMRC,2024-03-31,Q,16.3
137251,BMRN,2024-03-31,Q,189.88
834601,ROL,2024-03-31,Q,484.23
834526,ROKU,2024-03-31,Q,144.16
136651,BMI,2024-03-31,Q,29.39
837151,RPRX,2024-03-31,Q,597.44
836851,RPID,2024-03-31,Q,42.79
836701,RPD,2024-03-31,Q,62.27
136201,BMBL,2024-03-31,Q,126.11
836476,RPAY,2024-03-31,Q,91.49
136501,BMEA,2024-03-31,Q,35.94
834376,ROK,2024-03-31,Q,114.0
132151,BKYI,2024-03-31,Q,1.03
844201,RVSB,2024-03-31,Q,21.11
132226,BL,2024-03-31,Q,61.8
844051,RVPH,2024-03-31,Q,27.92
843976,RVP,2024-03-31,Q,29.94
843901,RVNC,2024-03-31,Q,104.22
843826,RVMD,2024-03-31,Q,170.49
132451,BLBD,2024-03-31,Q,32.28
132526,BLBX,2024-03-31,Q,3.23
843676,RVLV,2024-03-31,Q,70.79
845626,RXO,2024-03-31,Q,117.54
131551,BKSY,2024-03-31,Q,18.35
845251,RWWI,2024-03-31,Q,33.59
845176,RWT,2024-03-31,Q,131.58
131701,BKTI,2024-03-31,Q,3.53
131776,BKU,2024-03-31,Q,74.76
844801,RWAY,2024-03-31,Q,40.51
844651,RVYL,2024-03-31,Q,6.02
844576,RVTY,2024-03-31,Q,123.53
132751,BLCO,2024-03-31,Q,351.4
133801,BLIN,2024-03-31,Q,10.42
133951,BLKB,2024-03-31,Q,51.63
134176,BLMN,2024-03-31,Q,87.07
840451,RSVR,2024-03-31,Q,64.82
132901,BLD,2024-03-31,Q,31.82
842701,RUSHB,2024-03-31,Q,78.53
842626,RUSHA,2024-03-31,Q,78.53
133051,BLDE,2024-03-31,Q,77.15
842401,RUN,2024-03-31,Q,221.66
133201,BLDR,2024-03-31,Q,121.98
842251,RUM,2024-03-31,Q,386.06
133351,BLEU,2024-03-31,Q,7.56
133426,BLFS,2024-03-31,Q,45.3
841876,RTX,2024-03-31,Q,1329.51
133501,BLFY,2024-03-31,Q,23.93
834226,ROIV,2024-03-31,Q,806.68
141001,BOC,2024-03-31,Q,31.36
826951,RITM,2024-03-31,Q,483.48
826801,RIOT,2024-03-31,Q,288.79
827251,RIVN,2024-03-31,Q,995.32
141226,BODI,2024-03-31,Q,6.87
141376,BOF,2024-03-31,Q,4.04
826351,RIME,2024-03-31,Q,4.22
826276,RILY,2024-03-31,Q,30.14
828601,RLGT,2024-03-31,Q,46.92
140326,BNTC,2024-03-31,Q,2.72
828451,RLBY,2024-03-31,Q,300.0
828376,RLAY,2024-03-31,Q,132.74
828301,RL,2024-03-31,Q,66.3
828001,RKT,2024-03-31,Q,1987.69
140626,BNZI,2024-03-31,Q,0.4
827851,RKLB,2024-03-31,Q,492.67
827701,RKDA,2024-03-31,Q,1.36
827626,RJF,2024-03-31,Q,209.03
826051,RIGL,2024-03-31,Q,17.54
824251,RGTI,2024-03-31,Q,165.31
824101,RGS,2024-03-31,Q,2.28
823951,RGR,2024-03-31,Q,17.4
823726,RGNX,2024-03-31,Q,49.04
142801,BOOM,2024-03-31,Q,19.79
823576,RGLS,2024-03-31,Q,65.46
823426,RGLD,2024-03-31,Q,65.73
142276,BOLT,2024-03-31,Q,38.13
825751,RICK,2024-03-31,Q,9.36
141826,BOKF,2024-03-31,Q,64.51
825526,RIBT,2024-03-31,Q,10.0
825301,RHP,2024-03-31,Q,59.89
141976,BOLD,2024-03-31,Q,22.24
825076,RHI,2024-03-31,Q,105.12
824926,RHE,2024-03-31,Q,1.84
825976,RIG,2024-03-31,Q,819.58
828751,RLI,2024-03-31,Q,45.71
828826,RLJ,2024-03-31,Q,155.9
832501,RNST,2024-03-31,Q,56.22
832426,RNR,2024-03-31,Q,52.88
832201,RNLXY,2024-03-31,Q,77.18
832126,RNGR,2024-03-31,Q,22.74
832051,RNG,2024-03-31,Q,92.32
138601,BNGO,2024-03-31,Q,66.86
832951,RNXT,2024-03-31,Q,16.87
138076,BNCC,2024-03-31,Q,3.54
834151,ROII,2024-03-31,Q,32.83
834076,ROIC,2024-03-31,Q,127.45
137551,BMTX,2024-03-31,Q,12.06
137626,BMY,2024-03-31,Q,2027.1
833851,ROG,2024-03-31,Q,18.66
833551,ROCK,2024-03-31,Q,30.47
137851,BNAI,2024-03-31,Q,33.59
833101,ROAD,2024-03-31,Q,52.71
831526,RNAZ,2024-03-31,Q,6.11
829951,RMD,2024-03-31,Q,146.91
829876,RMCO,2024-03-31,Q,14.5
829651,RMBL,2024-03-31,Q,35.2
829576,RMBI,2024-03-31,Q,11.12
829501,RMAX,2024-03-31,Q,18.28
829426,RM,2024-03-31,Q,9.87
829276,RLYB,2024-03-31,Q,37.81
131401,BKSC,2024-03-31,Q,5.46
831376,RNAC,2024-03-31,Q,5.52
831226,RNA,2024-03-31,Q,95.64
138976,BNIX,2024-03-31,Q,5.46
831001,RMTI,2024-03-31,Q,29.36
830851,RMR,2024-03-31,Q,31.73
139201,BNL,2024-03-31,Q,188.43
830626,RMNI,2024-03-31,Q,90.39
850126,SANA,2024-03-31,Q,220.45
849976,SAMG,2024-03-31,Q,13.91
850426,SANM,2024-03-31,Q,55.45
855226,SBT,2024-03-31,Q,52.05
850876,SAPX,2024-03-31,Q,2188.44
855376,SBUX,2024-03-31,Q,1132.7
855526,SBXC,2024-03-31,Q,17.25
126301,BIGC,2024-03-31,Q,76.6
850651,SAOSA,2024-03-31,Q,
128776,BIVI,2024-03-31,Q,6.1
850501,SANW,2024-03-31,Q,2.28
849676,SAM,2024-03-31,Q,11.95
126001,BIAF,2024-03-31,Q,11.51
848926,SAIA,2024-03-31,Q,26.59
848851,SAH,2024-03-31,Q,33.89
848776,SAGE,2024-03-31,Q,60.18
848626,SAFT,2024-03-31,Q,14.84
857026,SCI,2024-03-31,Q,146.51
856201,SCCO,2024-03-31,Q,781.16
129376,BJDX,2024-03-31,Q,0.34
125926,BHVN,2024-03-31,Q,88.26
125851,BHRB,2024-03-31,Q,7.44
129526,BJRI,2024-03-31,Q,23.38
125776,BHR,2024-03-31,Q,66.48
851101,SASR,2024-03-31,Q,45.0
127651,BIOR,2024-03-31,Q,3.59
127051,BIO,2024-03-31,Q,28.52
852826,SBCF,2024-03-31,Q,84.93
852751,SBC,2024-03-31,Q,5.0
853501,SBH,2024-03-31,Q,104.88
