index,ticker,per_end_date,per_type,shares_out
673050,NEXI,2024-06-30,Q,1.37
222225,CNNE,2024-06-30,Q,62.77
73275,AREB,2024-06-30,Q,0.65
673275,NEXT,2024-06-30,Q,257.99
73125,ARDX,2024-06-30,Q,235.43
956925,TGI,2024-06-30,Q,77.25
758850,PHIO,2024-06-30,Q,0.51
93975,AUR,2024-06-30,Q,1568.69
758775,PHIN,2024-06-30,Q,43.68
222525,CNP,2024-06-30,Q,641.97
956700,TGEN,2024-06-30,Q,
73500,ARES,2024-06-30,Q,312.51
674400,NFSCF,2024-06-30,Q,8.63
917025,SSSS,2024-06-30,Q,23.35
177450,CCCS,2024-06-30,Q,623.4
93825,AUPH,2024-06-30,Q,142.98
221775,CNK,2024-06-30,Q,122.38
956325,TG,2024-06-30,Q,34.49
222075,CNMD,2024-06-30,Q,30.83
673500,NFBK,2024-06-30,Q,44.34
73350,AREC,2024-06-30,Q,79.18
956250,TFX,2024-06-30,Q,47.12
673575,NFE,2024-06-30,Q,205.1
221400,CNH,2024-06-30,Q,1253.78
221925,CNL.,2024-06-30,Q,
916875,SSRM,2024-06-30,Q,202.1
73425,AREN,2024-06-30,Q,29.6
177300,CCCC,2024-06-30,Q,69.34
956100,TFSL,2024-06-30,Q,280.71
758250,PHGE,2024-06-30,Q,6.98
674025,NFLX,2024-06-30,Q,429.17
673725,NFG,2024-06-30,Q,91.92
556350,KTCC,2024-06-30,Q,10.76
345375,EVER,2024-06-30,Q,35.08
114975,BCRX,2024-06-30,Q,206.38
844050,RVPH,2024-06-30,Q,27.92
843975,RVP,2024-06-30,Q,29.94
132225,BL,2024-06-30,Q,61.82
132150,BKYI,2024-06-30,Q,1.82
438150,GTLL,2024-06-30,Q,14688.44
345600,EVFM,2024-06-30,Q,100.33
15075,ACU,2024-06-30,Q,3.66
438225,GTLS,2024-06-30,Q,42.81
345525,EVEX,2024-06-30,Q,269.37
844200,RVSB,2024-06-30,Q,21.11
438450,GTN,2024-06-30,Q,99.67
438525,GTN.A,2024-06-30,Q,99.67
1067100,WRAP,2024-06-30,Q,44.21
843675,RVLV,2024-06-30,Q,70.63
440175,GURE,2024-06-30,Q,10.43
440250,GUTS,2024-06-30,Q,47.9
132525,BLBX,2024-06-30,Q,3.23
1065900,WPC,2024-06-30,Q,218.85
440475,GVA,2024-06-30,Q,43.69
876825,SHOT,2024-06-30,Q,51.77
132450,BLBD,2024-06-30,Q,32.3
843900,RVNC,2024-06-30,Q,104.45
345000,EVCM,2024-06-30,Q,185.1
344925,EVC,2024-06-30,Q,89.99
439575,GTX,2024-06-30,Q,218.61
843825,RVMD,2024-06-30,Q,165.65
439650,GTY,2024-06-30,Q,54.19
15450,ACVA,2024-06-30,Q,166.03
344775,EVBN,2024-06-30,Q,5.52
344700,EVBG,2024-06-30,Q,41.62
437850,GTIM,2024-06-30,Q,10.75
845175,RWT,2024-06-30,Q,132.15
346800,EVOK,2024-06-30,Q,0.72
14550,ACTG,2024-06-30,Q,100.02
131775,BKU,2024-06-30,Q,74.76
1067850,WRLD,2024-06-30,Q,5.85
876300,SHO,2024-06-30,Q,203.67
131700,BKTI,2024-06-30,Q,3.53
347100,EVR,2024-06-30,Q,38.34
14400,ACT,2024-06-30,Q,157.29
115275,BCSF,2024-06-30,Q,64.56
845250,RWWI,2024-06-30,Q,33.59
346500,EVLV,2024-06-30,Q,156.09
437250,GTEC,2024-06-30,Q,13.6
844650,RVYL,2024-06-30,Q,6.47
115125,BCSA,2024-06-30,Q,12.9
346050,EVH,2024-06-30,Q,114.72
437400,GTES,2024-06-30,Q,261.61
14925,ACTU,2024-06-30,Q,
1067250,WRBY,2024-06-30,Q,99.13
437550,GTHP,2024-06-30,Q,56.55
844575,RVTY,2024-06-30,Q,123.39
437625,GTHX,2024-06-30,Q,52.28
345900,EVGO,2024-06-30,Q,302.63
437700,GTI,2024-06-30,Q,144.69
1067175,WRB,2024-06-30,Q,380.55
437175,GTE,2024-06-30,Q,30.75
876450,SHOO,2024-06-30,Q,72.62
436725,GT,2024-06-30,Q,284.69
844800,RWAY,2024-06-30,Q,38.55
346275,EVI,2024-06-30,Q,12.68
437025,GTBP,2024-06-30,Q,2.23
133350,BLEU,2024-06-30,Q,7.56
1063950,WNC,2024-06-30,Q,44.0
16725,ADEA,2024-06-30,Q,108.9
133425,BLFS,2024-06-30,Q,46.07
841875,RTX,2024-06-30,Q,1330.24
444300,HALO,2024-06-30,Q,127.27
342750,ETNB,2024-06-30,Q,98.38
443625,HAE,2024-06-30,Q,50.95
443700,HAFC,2024-06-30,Q,30.27
342675,ETN,2024-06-30,Q,398.1
842250,RUM,2024-06-30,Q,388.95
443925,HAIN,2024-06-30,Q,89.84
1064175,WNEB,2024-06-30,Q,21.63
444150,HAL,2024-06-30,Q,882.83
342450,ETD,2024-06-30,Q,25.41
444975,HARL,2024-06-30,Q,3.64
133500,BLFY,2024-06-30,Q,23.71
1063350,WMK,2024-06-30,Q,26.9
445950,HAYN,2024-06-30,Q,12.78
114300,BCO,2024-06-30,Q,44.46
446175,HBAN,2024-06-30,Q,1452.43
878025,SHW,2024-06-30,Q,252.26
446250,HBB,2024-06-30,Q,13.9
341325,ESSA,2024-06-30,Q,10.13
133800,BLIN,2024-06-30,Q,10.42
446400,HBCP,2024-06-30,Q,8.13
341625,ESTA,2024-06-30,Q,27.51
445125,HAS,2024-06-30,Q,139.41
1063650,WMS,2024-06-30,Q,77.51
445200,HASI,2024-06-30,Q,116.45
341925,ET,2024-06-30,Q,3370.02
1063575,WMPN,2024-06-30,Q,9.44
133200,BLDR,2024-06-30,Q,122.06
132900,BLD,2024-06-30,Q,31.82
16050,ADAP,2024-06-30,Q,255.7
441900,GWRS,2024-06-30,Q,24.18
114675,BCPC,2024-06-30,Q,32.44
442050,GWW,2024-06-30,Q,48.83
441300,GWH,2024-06-30,Q,11.79
15675,ACXP,2024-06-30,Q,15.84
440925,GVP,2024-06-30,Q,3.24
344175,EURK,2024-06-30,Q,1.44
1065600,WORX,2024-06-30,Q,1.21
877125,SHPH,2024-06-30,Q,2.1
132750,BLCO,2024-06-30,Q,351.83
442125,GXAI,2024-06-30,Q,1.09
343050,ETR,2024-06-30,Q,213.54
443025,H,2024-06-30,Q,100.31
16350,ADC,2024-06-30,Q,100.63
443175,HA,2024-06-30,Q,52.01
114525,BCOV,2024-06-30,Q,44.58
842400,RUN,2024-06-30,Q,221.66
16425,ADCT,2024-06-30,Q,82.78
342825,ETON,2024-06-30,Q,25.69
343125,ETRN,2024-06-30,Q,435.01
442275,GXO,2024-06-30,Q,119.43
1065000,WOLF,2024-06-30,Q,125.86
842700,RUSHB,2024-06-30,Q,78.57
133050,BLDE,2024-06-30,Q,77.93
842625,RUSHA,2024-06-30,Q,78.57
442725,GYRE,2024-06-30,Q,85.51
114600,BCOW,2024-06-30,Q,6.0
343350,ETSY,2024-06-30,Q,114.75
341250,ESS,2024-06-30,Q,64.22
347250,EVRG,2024-06-30,Q,229.93
426975,GOSS,2024-06-30,Q,226.22
351375,EYEN,2024-06-30,Q,55.82
12300,ACMR,2024-06-30,Q,56.99
1072275,WTW,2024-06-30,Q,101.56
848100,SACQF,2024-06-30,Q,7.81
351150,EYE,2024-06-30,Q,78.64
1072125,WTTR,2024-06-30,Q,119.02
848025,SACH,2024-06-30,Q,47.45
427500,GPAK,2024-06-30,Q,23.88
1072350,WU,2024-06-30,Q,337.78
427575,GPC,2024-06-30,Q,139.32
426375,GOOD,2024-06-30,Q,40.05
426450,GOOG,2024-06-30,Q,12310.0
1072575,WULF,2024-06-30,Q,333.18
426525,GOOGL,2024-06-30,Q,12310.0
351600,EYPT,2024-06-30,Q,52.16
426675,GORO,2024-06-30,Q,90.79
874800,SHECY,2024-06-30,Q,4003.38
426750,GORV,2024-06-30,Q,14.07
350625,EXPO,2024-06-30,Q,50.73
350550,EXPI,2024-06-30,Q,153.73
130425,BKHA,2024-06-30,Q,8.93
350475,EXPE,2024-06-30,Q,130.18
428775,GPRE,2024-06-30,Q,64.62
12750,ACNB,2024-06-30,Q,8.54
1071450,WTM,2024-06-30,Q,2.57
350400,EXPD,2024-06-30,Q,141.25
428925,GPRO,2024-06-30,Q,152.73
115875,BDC,2024-06-30,Q,40.81
428400,GPOR,2024-06-30,Q,18.11
847950,SABS,2024-06-30,Q,9.23
428325,GPN,2024-06-30,Q,255.25
351000,EXTR,2024-06-30,Q,129.95
427725,GPCR,2024-06-30,Q,46.62
130275,BKFG,2024-06-30,Q,0.59
847875,SABR,2024-06-30,Q,385.7
427875,GPI,2024-06-30,Q,13.4
1071900,WTS,2024-06-30,Q,33.35
875025,SHEN,2024-06-30,Q,54.55
1071825,WTRG,2024-06-30,Q,273.67
130350,BKH,2024-06-30,Q,68.93
350775,EXR,2024-06-30,Q,211.93
428250,GPMT,2024-06-30,Q,51.03
115950,BDCO,2024-06-30,Q,14.92
1072725,WVE,2024-06-30,Q,122.47
12075,ACM,2024-06-30,Q,136.13
352725,FACO,2024-06-30,Q,38.15
424500,GNSS,2024-06-30,Q,44.6
1073475,WWD,2024-06-30,Q,60.9
1073775,WWR,2024-06-30,Q,57.84
353175,FALC,2024-06-30,Q,7.13
874350,SHC,2024-06-30,Q,283.07
11475,ACIW,2024-06-30,Q,104.66
353025,FAF,2024-06-30,Q,102.89
1073925,WWW,2024-06-30,Q,80.01
129525,BJRI,2024-06-30,Q,23.38
423825,GNPX,2024-06-30,Q,2.1
423900,GNRC,2024-06-30,Q,60.61
848925,SAIA,2024-06-30,Q,26.59
11925,ACLS,2024-06-30,Q,32.62
425550,GOCO,2024-06-30,Q,22.84
1073025,WW,2024-06-30,Q,79.73
848625,SAFT,2024-06-30,Q,14.84
352050,EZPW,2024-06-30,Q,54.74
425700,GOEV,2024-06-30,Q,73.89
12000,ACLX,2024-06-30,Q,53.5
425850,GOGO,2024-06-30,Q,127.11
1072875,WVVI,2024-06-30,Q,4.96
351900,EZFL,2024-06-30,Q,2.15
1072800,WVFC,2024-06-30,Q,1.89
129975,BKD,2024-06-30,Q,193.01
426075,GOLF,2024-06-30,Q,63.07
874650,SHCR,2024-06-30,Q,362.41
424875,GNTX,2024-06-30,Q,230.22
424950,GNTY,2024-06-30,Q,11.52
848850,SAH,2024-06-30,Q,34.12
874575,SHCO,2024-06-30,Q,195.7
425176,GNW,2024-06-30,Q,432.03
848775,SAGE,2024-06-30,Q,61.05
425325,GO,2024-06-30,Q,99.86
352200,FA,2024-06-30,Q,145.2
435000,GSIT,2024-06-30,Q,25.45
348300,EW,2024-06-30,Q,602.4
13800,ACRS,2024-06-30,Q,71.26
433050,GRPN,2024-06-30,Q,39.74
846000,RXT,2024-06-30,Q,223.85
1069350,WSFS,2024-06-30,Q,60.09
348075,EVTV,2024-06-30,Q,16.2
433350,GRTSQ,2024-06-30,Q,108.57
845925,RXST,2024-06-30,Q,36.99
433425,GRTX,2024-06-30,Q,54.39
432750,GROW,2024-06-30,Q,13.82
432675,GROV,2024-06-30,Q,38.95
131100,BKR,2024-06-30,Q,993.42
13575,ACRE,2024-06-30,Q,54.51
846300,RYAN,2024-06-30,Q,261.45
1069875,WSO.B,2024-06-30,Q,40.34
348600,EWTX,2024-06-30,Q,93.4
432300,GRND,2024-06-30,Q,175.95
846225,RYAM,2024-06-30,Q,65.58
1069800,WSO,2024-06-30,Q,40.34
432375,GRNQ,2024-06-30,Q,7.52
115500,BCTF,2024-06-30,Q,6.61
432450,GRNT,2024-06-30,Q,130.74
348450,EWCZ,2024-06-30,Q,59.93
432600,GROM,2024-06-30,Q,9.02
348375,EWBC,2024-06-30,Q,139.14
432000,GRMN,2024-06-30,Q,192.21
1068750,WSBF,2024-06-30,Q,19.64
1068675,WSBC,2024-06-30,Q,59.59
131550,BKSY,2024-06-30,Q,18.61
434700,GSHD,2024-06-30,Q,36.96
347325,EVRI,2024-06-30,Q,84.08
845850,RXRX,2024-06-30,Q,280.97
433650,GRYP,2024-06-30,Q,40.81
875925,SHLS,2024-06-30,Q,168.31
131400,BKSC,2024-06-30,Q,5.45
14025,ACRV,2024-06-30,Q,30.88
347775,EVTC,2024-06-30,Q,63.98
433950,GSAT,2024-06-30,Q,1900.0
434100,GSBC,2024-06-30,Q,11.66
1068900,WSC,2024-06-30,Q,188.49
434175,GSBD,2024-06-30,Q,112.22
845625,RXO,2024-06-30,Q,117.55
429900,GRAF,2024-06-30,Q,5.75
429975,GRAL,2024-06-30,Q,31.05
847125,RZLV,2024-06-30,Q,7.13
130725,BKKT,2024-06-30,Q,13.51
349725,EXFY,2024-06-30,Q,86.49
430275,GRBK,2024-06-30,Q,44.5
13125,ACON,2024-06-30,Q,8.2
846975,RYTM,2024-06-30,Q,60.97
1070700,WTBA,2024-06-30,Q,16.83
430425,GRC,2024-06-30,Q,26.23
349575,EXEL,2024-06-30,Q,285.25
1071225,WTI,2024-06-30,Q,146.86
12900,ACNT,2024-06-30,Q,10.13
429450,GPUS,2024-06-30,Q,35.85
875250,SHFS,2024-06-30,Q,55.43
1071075,WTFC,2024-06-30,Q,61.75
349950,EXLS,2024-06-30,Q,161.4
1070625,WT,2024-06-30,Q,151.86
349125,EXAS,2024-06-30,Q,184.77
13425,ACR,2024-06-30,Q,7.96
1070175,WST,2024-06-30,Q,72.54
431475,GRI,2024-06-30,Q,2.54
115575,BCYC,2024-06-30,Q,42.78
1070100,WSR,2024-06-30,Q,50.06
846675,RYI,2024-06-30,Q,33.2
349200,EXC,2024-06-30,Q,1000.5
846900,RYN,2024-06-30,Q,148.88
13200,ACORQ,2024-06-30,Q,1.24
430725,GRDI,2024-06-30,Q,8.9
349425,EXE,2024-06-30,Q,131.27
875475,SHIM,2024-06-30,Q,33.71
130875,BKNG,2024-06-30,Q,33.52
430950,GREE,2024-06-30,Q,10.63
1063050,WMG,2024-06-30,Q,517.92
136800,BMNM,2024-06-30,Q,10.07
1055850,WFRD,2024-06-30,Q,73.16
333450,EPM,2024-06-30,Q,33.36
461025,HLVX,2024-06-30,Q,49.72
461100,HLX,2024-06-30,Q,152.05
136650,BMI,2024-06-30,Q,29.41
333300,EPIX,2024-06-30,Q,44.36
1055100,WEX,2024-06-30,Q,41.08
332400,EPD,2024-06-30,Q,2170.3
463125,HMST,2024-06-30,Q,18.86
835125,ROP,2024-06-30,Q,107.2
332250,EPC,2024-06-30,Q,49.55
835050,ROOT,2024-06-30,Q,15.0
21300,AE,2024-06-30,Q,2.57
880725,SIMA,2024-06-30,Q,7.67
462525,HMN,2024-06-30,Q,40.96
462600,HMNF,2024-06-30,Q,4.47
1055175,WEYS,2024-06-30,Q,9.5
458700,HIW,2024-06-30,Q,106.01
836700,RPD,2024-06-30,Q,62.33
1057200,WHD,2024-06-30,Q,79.56
334575,EQ,2024-06-30,Q,35.26
20325,ADV,2024-06-30,Q,323.02
1057050,WH,2024-06-30,Q,78.98
836475,RPAY,2024-06-30,Q,91.57
136200,BMBL,2024-06-30,Q,126.47
1057275,WHF,2024-06-30,Q,23.24
20250,ADUS,2024-06-30,Q,18.1
335100,EQH,2024-06-30,Q,319.76
1057500,WHLM,2024-06-30,Q,5.16
20175,ADTX,2024-06-30,Q,0.05
334950,EQFN,2024-06-30,Q,2.62
836850,RPID,2024-06-30,Q,42.91
113175,BCBP,2024-06-30,Q,16.96
334800,EQC,2024-06-30,Q,107.33
1057350,WHG,2024-06-30,Q,9.29
880125,SILA,2024-06-30,Q,57.22
334725,EQBK,2024-06-30,Q,15.21
460125,HLLY,2024-06-30,Q,118.68
460200,HLMN,2024-06-30,Q,196.16
333825,EPR,2024-06-30,Q,75.67
880425,SILO,2024-06-30,Q,4.48
136500,BMEA,2024-06-30,Q,36.21
460425,HLNE,2024-06-30,Q,54.2
460650,HLT,2024-06-30,Q,250.05
459975,HLIO,2024-06-30,Q,33.22
459375,HL,2024-06-30,Q,626.29
1056900,WGS,2024-06-30,Q,26.94
334200,EPSN,2024-06-30,Q,21.92
459600,HLF,2024-06-30,Q,100.72
880350,SILK,2024-06-30,Q,39.44
334050,EPRT,2024-06-30,Q,175.33
459825,HLGN,2024-06-30,Q,5.99
20550,ADVM,2024-06-30,Q,20.76
459900,HLI,2024-06-30,Q,69.51
1057575,WHLR,2024-06-30,Q,0.19
467325,HOWL,2024-06-30,Q,43.46
330075,ENVB,2024-06-30,Q,7.95
137850,BNAI,2024-06-30,Q,33.32
467400,HP,2024-06-30,Q,98.75
22350,AEIS,2024-06-30,Q,37.67
330000,ENVA,2024-06-30,Q,26.4
112350,BC,2024-06-30,Q,66.22
467550,HPAI,2024-06-30,Q,16.36
329925,ENV,2024-06-30,Q,55.11
329850,ENTX,2024-06-30,Q,35.78
833550,ROCK,2024-06-30,Q,30.48
833850,ROG,2024-06-30,Q,18.6
1053450,WEC,2024-06-30,Q,316.08
466800,HOTH,2024-06-30,Q,5.36
330375,ENVX,2024-06-30,Q,176.29
467025,HOUR,2024-06-30,Q,35.11
22275,AEI,2024-06-30,Q,9.24
467100,HOUS,2024-06-30,Q,111.27
1052925,WEAV,2024-06-30,Q,71.12
329250,ENTA,2024-06-30,Q,21.18
832950,RNXT,2024-06-30,Q,23.95
1052400,WDC,2024-06-30,Q,326.52
329100,ENSV,2024-06-30,Q,37.28
469200,HQI,2024-06-30,Q,14.0
22800,AENT,2024-06-30,Q,50.96
329400,ENTG,2024-06-30,Q,150.98
881775,SIRI,2024-06-30,Q,385.04
468150,HPK,2024-06-30,Q,127.86
329625,ENTO,2024-06-30,Q,3.25
22575,AEMD,2024-06-30,Q,13.9
833100,ROAD,2024-06-30,Q,52.76
468450,HPP,2024-06-30,Q,141.15
138075,BNCC,2024-06-30,Q,3.54
137250,BMRN,2024-06-30,Q,189.88
464475,HNST,2024-06-30,Q,98.64
1054350,WEN,2024-06-30,Q,203.24
834600,ROL,2024-06-30,Q,484.31
464700,HNVR,2024-06-30,Q,7.25
112650,BCAL,2024-06-30,Q,18.55
21750,AEE,2024-06-30,Q,266.67
331500,EOSE,2024-06-30,Q,216.49
834525,ROKU,2024-06-30,Q,144.69
464325,HNRG,2024-06-30,Q,37.03
1054800,WEST,2024-06-30,Q,88.05
137175,BMRC,2024-06-30,Q,16.29
464100,HNNA,2024-06-30,Q,7.68
331875,EPAM,2024-06-30,Q,57.97
1054575,WES,2024-06-30,Q,380.48
1054500,WERN,2024-06-30,Q,63.41
465075,HOFV,2024-06-30,Q,6.55
137550,BMTX,2024-06-30,Q,12.09
465975,HON,2024-06-30,Q,649.67
834075,ROIC,2024-06-30,Q,127.45
466050,HONE,2024-06-30,Q,44.68
466125,HOOD,2024-06-30,Q,884.55
112500,BCAB,2024-06-30,Q,48.33
466200,HOOK,2024-06-30,Q,12.06
330675,ENZN,2024-06-30,Q,
137625,BMY,2024-06-30,Q,2027.4
834150,ROII,2024-06-30,Q,32.83
465150,HOG,2024-06-30,Q,131.62
834375,ROK,2024-06-30,Q,113.47
331125,EOLS,2024-06-30,Q,63.09
881250,SINT,2024-06-30,Q,0.61
465600,HOLX,2024-06-30,Q,232.27
331050,EOG,2024-06-30,Q,568.6
834225,ROIV,2024-06-30,Q,739.05
20100,ADTN,2024-06-30,Q,79.12
450150,HCTI,2024-06-30,Q,5.62
450225,HCVI,2024-06-30,Q,16.63
1061250,WLK,2024-06-30,Q,128.57
450300,HCWB,2024-06-30,Q,37.82
339225,ESGR,2024-06-30,Q,15.23
18225,ADM,2024-06-30,Q,478.14
134625,BLNK,2024-06-30,Q,101.06
18300,ADMA,2024-06-30,Q,233.03
134475,BLND,2024-06-30,Q,254.21
1061400,WLKP,2024-06-30,Q,35.23
449925,HCSG,2024-06-30,Q,73.38
839325,RSI,2024-06-30,Q,225.39
451650,HEAR,2024-06-30,Q,21.52
451950,HEES,2024-06-30,Q,36.52
879000,SIEB,2024-06-30,Q,39.88
839100,RSG,2024-06-30,Q,314.07
451500,HE,2024-06-30,Q,110.3
18525,ADN,2024-06-30,Q,2.58
839625,RSLS,2024-06-30,Q,0.51
338850,ESE,2024-06-30,Q,25.75
878850,SIDU,2024-06-30,Q,4.18
1060875,WLFC,2024-06-30,Q,6.57
338625,ESCA,2024-06-30,Q,13.86
451350,HDSN,2024-06-30,Q,45.52
1060725,WLDN,2024-06-30,Q,13.82
449325,HCMC,2024-06-30,Q,479266.63
17400,ADGM,2024-06-30,Q,7.54
1062675,WMB,2024-06-30,Q,1218.75
133950,BLKB,2024-06-30,Q,51.63
340800,ESPR,2024-06-30,Q,189.46
340650,ESP,2024-06-30,Q,2.73
447600,HBT,2024-06-30,Q,31.56
340575,ESNT,2024-06-30,Q,106.67
1062450,WM,2024-06-30,Q,401.32
447750,HCA,2024-06-30,Q,258.07
114150,BCLI,2024-06-30,Q,4.67
446700,HBI,2024-06-30,Q,351.56
341100,ESRT,2024-06-30,Q,165.46
446775,HBIO,2024-06-30,Q,43.43
114225,BCML,2024-06-30,Q,11.25
340950,ESQ,2024-06-30,Q,8.29
447075,HBNC,2024-06-30,Q,44.12
878175,SHYF,2024-06-30,Q,34.46
840450,RSVR,2024-06-30,Q,65.08
448875,HCI,2024-06-30,Q,10.48
878475,SIBN,2024-06-30,Q,41.21
339900,ESLA,2024-06-30,Q,36.38
449175,HCKT,2024-06-30,Q,27.61
448050,HCAT,2024-06-30,Q,59.03
18675,ADNT,2024-06-30,Q,87.19
448275,HCC,2024-06-30,Q,52.31
17775,ADIL,2024-06-30,Q,4.29
340200,ESMC,2024-06-30,Q,
134175,BLMN,2024-06-30,Q,86.48
455850,HHH,2024-06-30,Q,50.24
135675,BLUE,2024-06-30,Q,193.58
837675,RR,2024-06-30,Q,69.68
456150,HHS,2024-06-30,Q,7.24
456225,HI,2024-06-30,Q,70.19
879750,SIGI,2024-06-30,Q,60.83
335925,EQT,2024-06-30,Q,441.6
1058625,WINA,2024-06-30,Q,3.52
336225,EQV,2024-06-30,Q,10.22
135525,BLUAF,2024-06-30,Q,7.99
837975,RRC,2024-06-30,Q,242.09
455325,HGTXU,2024-06-30,Q,40.0
336450,ERAS,2024-06-30,Q,273.04
455401,HGTY,2024-06-30,Q,340.85
837900,RRBI,2024-06-30,Q,6.9
879600,SIGA,2024-06-30,Q,71.37
455475,HGV,2024-06-30,Q,103.7
1058775,WING,2024-06-30,Q,29.3
455625,HGYN,2024-06-30,Q,
455775,HHGC,2024-06-30,Q,5.05
335850,EQS,2024-06-30,Q,13.59
837525,RPTX,2024-06-30,Q,42.44
113250,BCC,2024-06-30,Q,39.48
457500,HIMS,2024-06-30,Q,214.79
837150,RPRX,2024-06-30,Q,594.39
20025,ADTH,2024-06-30,Q,91.96
1057725,WHR,2024-06-30,Q,54.89
457650,HIPO,2024-06-30,Q,24.89
335250,EQIX,2024-06-30,Q,94.91
135900,BLZE,2024-06-30,Q,42.89
456675,HIFS,2024-06-30,Q,2.15
456750,HIG,2024-06-30,Q,293.01
335700,EQR,2024-06-30,Q,379.14
113325,BCDA,2024-06-30,Q,1.82
19875,ADT,2024-06-30,Q,911.83
457125,HII,2024-06-30,Q,39.22
113700,BCG,2024-06-30,Q,16.6
1059975,WK,2024-06-30,Q,55.24
453225,HES,2024-06-30,Q,308.11
838650,RS,2024-06-30,Q,55.02
453300,HESM,2024-06-30,Q,220.82
337500,ERNA,2024-06-30,Q,5.41
452925,HEPA,2024-06-30,Q,5.8
838575,RRX,2024-06-30,Q,66.54
1060050,WKC,2024-06-30,Q,59.09
337950,ES,2024-06-30,Q,352.26
1060200,WKHS,2024-06-30,Q,18.76
18825,ADP,2024-06-30,Q,409.29
879300,SIF,2024-06-30,Q,6.18
1059300,WINV,2024-06-30,Q,4.02
454425,HGAS,2024-06-30,Q,8.13
1059225,WINT,2024-06-30,Q,0.59
454575,HGBL,2024-06-30,Q,37.34
19275,ADRT,2024-06-30,Q,2.94
838125,RRGB,2024-06-30,Q,15.68
454350,HG,2024-06-30,Q,101.92
336975,ERIE,2024-06-30,Q,46.19
454275,HFWA,2024-06-30,Q,34.69
453675,HEWA,2024-06-30,Q,55.27
19050,ADPT,2024-06-30,Q,147.47
1059525,WISA,2024-06-30,Q,4.67
337125,ERII,2024-06-30,Q,57.72
454050,HFBL,2024-06-30,Q,3.15
838350,RRR,2024-06-30,Q,105.53
454200,HFFG,2024-06-30,Q,52.61
1059375,WIRE,2024-06-30,Q,15.8
369525,FIS,2024-06-30,Q,556.25
392400,FTFT,2024-06-30,Q,19.99
1088400,ZCAR,2024-06-30,Q,7.57
392550,FTHM,2024-06-30,Q,20.94
3975,ABCB,2024-06-30,Q,69.11
392700,FTI,2024-06-30,Q,428.37
392850,FTK,2024-06-30,Q,29.66
369225,FIP,2024-06-30,Q,101.69
1088175,ZBH,2024-06-30,Q,205.73
3900,ABBV,2024-06-30,Q,1766.34
369600,FISI,2024-06-30,Q,15.45
369825,FITB,2024-06-30,Q,684.04
861075,SCWO,2024-06-30,Q,132.67
123300,BGI,2024-06-30,Q,19.17
391875,FTDR,2024-06-30,Q,76.53
391950,FTEK,2024-06-30,Q,30.39
1088625,ZD,2024-06-30,Q,46.13
123375,BGLC,2024-06-30,Q,17.67
391500,FTCI,2024-06-30,Q,125.61
393000,FTNT,2024-06-30,Q,763.94
869025,SFM,2024-06-30,Q,100.13
393825,FTV,2024-06-30,Q,350.34
869175,SFNC,2024-06-30,Q,125.48
4350,ABCP,2024-06-30,Q,41.99
118950,BELFA,2024-06-30,Q,12.55
860175,SCSC,2024-06-30,Q,24.71
123675,BGNE,2024-06-30,Q,96.96
4125,ABCL,2024-06-30,Q,294.05
369075,FINW,2024-06-30,Q,12.79
393300,FTRCQ,2024-06-30,Q,
119025,BELFB,2024-06-30,Q,12.55
393375,FTRE,2024-06-30,Q,89.4
389475,FSLR,2024-06-30,Q,107.05
868425,SFES,2024-06-30,Q,16.72
389550,FSLY,2024-06-30,Q,136.64
389925,FSP,2024-06-30,Q,103.57
370725,FKWL,2024-06-30,Q,11.78
122700,BGC,2024-06-30,Q,489.04
388725,FSHP,2024-06-30,Q,1.96
388800,FSI,2024-06-30,Q,12.45
862125,SDHC,2024-06-30,Q,51.28
1090050,ZI,2024-06-30,Q,366.77
862050,SDGR,2024-06-30,Q,72.8
389025,FSK,2024-06-30,Q,280.07
1089525,ZG,2024-06-30,Q,231.41
3525,ABAT,2024-06-30,Q,58.6
123075,BGFV,2024-06-30,Q,22.71
390900,FSUN,2024-06-30,Q,27.44
861375,SCYX,2024-06-30,Q,37.78
119250,BEN,2024-06-30,Q,523.0
370200,FIX,2024-06-30,Q,35.68
370125,FIVN,2024-06-30,Q,73.87
1089000,ZEO,2024-06-30,Q,41.03
391200,FTAI,2024-06-30,Q,100.25
861225,SCX,2024-06-30,Q,7.51
390750,FSTR,2024-06-30,Q,10.95
390300,FSS,2024-06-30,Q,61.15
3450,AB,2024-06-30,Q,115.16
1089300,ZEUS,2024-06-30,Q,11.13
861450,SD,2024-06-30,Q,37.13
1089225,ZETA,2024-06-30,Q,219.95
398325,GAHC,2024-06-30,Q,1479.88
398475,GAIA,2024-06-30,Q,23.45
398550,GAIN,2024-06-30,Q,36.69
1085550,YOU,2024-06-30,Q,143.21
398625,GALT,2024-06-30,Q,62.15
366300,FGI,2024-06-30,Q,9.56
398775,GAME,2024-06-30,Q,30.99
366900,FHI,2024-06-30,Q,82.61
124425,BH,2024-06-30,Q,2.28
397725,GABC,2024-06-30,Q,29.67
858900,SCOR,2024-06-30,Q,4.83
366750,FHB,2024-06-30,Q,127.84
869775,SFST,2024-06-30,Q,8.16
118650,BEEP,2024-06-30,Q,30.9
118500,BEEM,2024-06-30,Q,14.62
365700,FG,2024-06-30,Q,126.14
399825,GATE,2024-06-30,Q,11.85
399900,GATO,2024-06-30,Q,69.18
365625,FFWM,2024-06-30,Q,56.51
