index,ticker,per_end_date,per_type,mkt_val
16726,ADEA,2024-03-31,Q,1184.9
1078651,XOMA,2024-03-31,Q,279.82
1078576,XOM,2024-03-31,Q,458335.13
1078126,XNCR,2024-03-31,Q,1364.26
17401,ADGM,2024-03-31,Q,84.64
1078051,XMTR,2024-03-31,Q,777.13
17551,ADI,2024-03-31,Q,98085.67
1081351,XTNT,2024-03-31,Q,152.35
1084651,YMAB,2024-03-31,Q,713.37
10876,ACHR,2024-03-31,Q,1478.32
10951,ACHV,2024-03-31,Q,155.68
11026,ACI,2024-03-31,Q,12379.62
11176,ACIC,2024-03-31,Q,510.98
1084276,YHGJ,2024-03-31,Q,33.03
11476,ACIW,2024-03-31,Q,3528.76
1083826,YEXT,2024-03-31,Q,752.95
10651,ACHC,2024-03-31,Q,7322.14
9751,ACEL,2024-03-31,Q,987.75
9976,ACET,2024-03-31,Q,193.1
1085326,YOSH,2024-03-31,Q,4.98
1085251,YORW,2024-03-31,Q,519.9
10276,ACFN,2024-03-31,Q,17.41
10426,ACGL,2024-03-31,Q,34678.44
1085476,YOU,2024-03-31,Q,3115.89
1083751,YETI,2024-03-31,Q,3285.3
1083676,YELP,2024-03-31,Q,2692.2
13126,ACON,2024-03-31,Q,2.36
13201,ACORQ,2024-03-31,Q,16.41
1082251,XYL,2024-03-31,Q,31333.89
13426,ACR,2024-03-31,Q,107.86
1082026,XXII,2024-03-31,Q,6.69
1081726,XWEL,2024-03-31,Q,7.07
13801,ACRS,2024-03-31,Q,88.37
14026,ACRV,2024-03-31,Q,161.86
13576,ACRE,2024-03-31,Q,405.45
1086076,YTEN,2024-03-31,Q,5.86
12901,ACNT,2024-03-31,Q,103.17
11926,ACLS,2024-03-31,Q,3635.85
12001,ACLX,2024-03-31,Q,3706.34
12076,ACM,2024-03-31,Q,13341.18
12301,ACMR,2024-03-31,Q,1660.59
1083151,YCBD,2024-03-31,Q,2.83
12601,ACN,2024-03-31,Q,232483.97
12751,ACNB,2024-03-31,Q,319.8
37801,AKR,2024-03-31,Q,1755.12
1057651,WHR,2024-03-31,Q,6536.06
37876,AKRO,2024-03-31,Q,1746.76
62851,AOSL,2024-03-31,Q,623.26
1032601,VMD,2024-03-31,Q,366.08
1032526,VMCA,2024-03-31,Q,132.59
63001,AOUT,2024-03-31,Q,112.26
1032451,VMC,2024-03-31,Q,36094.29
63151,AOXY,2024-03-31,Q,
63226,AP,2024-03-31,Q,43.11
1032226,VLY,2024-03-31,Q,4050.79
63301,APA,2024-03-31,Q,10352.05
1032076,VLTO,2024-03-31,Q,21885.44
63601,APAM,2024-03-31,Q,3678.76
62776,AOS,2024-03-31,Q,13121.11
62701,AORT,2024-03-31,Q,871.79
61651,ANY,2024-03-31,Q,27.41
1033576,VNDA,2024-03-31,Q,239.19
1033501,VNCE,2024-03-31,Q,40.65
62401,AOMR,2024-03-31,Q,268.13
1033051,VMI,2024-03-31,Q,4615.0
62476,AON,2024-03-31,Q,72560.99
1032901,VMEO,2024-03-31,Q,690.55
1030051,VIVK,2024-03-31,Q,21.9
65776,APLD,2024-03-31,Q,525.26
65851,APLE,2024-03-31,Q,3969.63
1029451,VITL,2024-03-31,Q,979.66
66151,APLS,2024-03-31,Q,7129.65
65176,APH,2024-03-31,Q,69279.66
1030426,VKTX,2024-03-31,Q,9041.99
64201,APCX,2024-03-31,Q,23.7
64276,APD,2024-03-31,Q,53858.05
64351,APDN,2024-03-31,Q,7.08
1031101,VLGEA,2024-03-31,Q,423.11
64426,APEI,2024-03-31,Q,249.33
1031551,VLO,2024-03-31,Q,55815.01
1030651,VLCN,2024-03-31,Q,14.04
64876,APG,2024-03-31,Q,10771.25
65026,APGE,2024-03-31,Q,3884.4
1030951,VLDX,2024-03-31,Q,133.36
1037401,VRE,2024-03-31,Q,1408.2
58126,ANDE,2024-03-31,Q,1953.44
1037251,VRDN,2024-03-31,Q,1117.53
1037026,VRCA,2024-03-31,Q,251.13
58576,ANEB,2024-03-31,Q,73.57
58726,ANET,2024-03-31,Q,90940.23
1036726,VRAR,2024-03-31,Q,18.82
58876,ANF,2024-03-31,Q,6404.2
1036501,VRA,2024-03-31,Q,209.15
1037476,VREX,2024-03-31,Q,740.29
1038451,VRSN,2024-03-31,Q,18875.2
1038376,VRSK,2024-03-31,Q,33632.83
1038226,VRRM,2024-03-31,Q,4158.12
57301,AMZN,2024-03-31,Q,1877147.38
1038151,VRPX,2024-03-31,Q,4.99
59101,ANGI,2024-03-31,Q,1318.96
57376,AN,2024-03-31,Q,6667.33
57451,ANAB,2024-03-31,Q,615.22
1038001,VRNS,2024-03-31,Q,5263.66
1037851,VRNA,2024-03-31,Q,1300.32
1037701,VRME,2024-03-31,Q,14.15
1037626,VRM,2024-03-31,Q,24.11
1038076,VRNT,2024-03-31,Q,2067.78
59176,ANGO,2024-03-31,Q,235.12
1034851,VOC,2024-03-31,Q,102.85
60676,ANSS,2024-03-31,Q,30307.06
1034326,VNT,2024-03-31,Q,7003.58
1034251,VNRX,2024-03-31,Q,62.13
61276,ANTX,2024-03-31,Q,96.94
1034101,VNOM,2024-03-31,Q,6801.81
61426,ANVS,2024-03-31,Q,131.03
1034026,VNO,2024-03-31,Q,5480.21
66226,APLT,2024-03-31,Q,776.84
59326,ANIK,2024-03-31,Q,376.64
59401,ANIP,2024-03-31,Q,1451.12
59476,ANIX,2024-03-31,Q,99.53
1035976,VPG,2024-03-31,Q,472.8
1035751,VOYA,2024-03-31,Q,7443.83
1035676,VOXX,2024-03-31,Q,179.19
60001,ANNX,2024-03-31,Q,653.48
60226,ANRO,2024-03-31,Q,412.67
1023001,VEL,2024-03-31,Q,593.85
1022851,VEEV,2024-03-31,Q,37375.44
1022776,VEEE,2024-03-31,Q,8.19
1022701,VEEA,2024-03-31,Q,88.5
72976,ARDT,2024-03-31,Q,
1022476,VECO,2024-03-31,Q,1982.0
73126,ARDX,2024-03-31,Q,1708.03
73201,ARE,2024-03-31,Q,22544.19
73276,AREB,2024-03-31,Q,1.68
72301,ARCT,2024-03-31,Q,909.36
1024351,VERV,2024-03-31,Q,1114.49
1024276,VERU,2024-03-31,Q,102.48
1024051,VERO,2024-03-31,Q,4.39
1023976,VERI,2024-03-31,Q,198.33
73351,AREC,2024-03-31,Q,111.64
71626,ARC,2024-03-31,Q,119.61
71776,ARCB,2024-03-31,Q,3349.3
1023676,VERA,2024-03-31,Q,2348.2
71851,ARCC,2024-03-31,Q,12653.64
72001,ARCH,2024-03-31,Q,2912.94
1023826,VERB,2024-03-31,Q,21.01
1022101,VCYT,2024-03-31,Q,1694.08
1020751,VC,2024-03-31,Q,3245.63
74776,ARKO,2024-03-31,Q,659.74
1020676,VBTX,2024-03-31,Q,1116.73
74851,ARKR,2024-03-31,Q,49.56
74926,ARL,2024-03-31,Q,
75076,ARLO,2024-03-31,Q,1227.44
1020376,VBIVQ,2024-03-31,Q,17.28
75151,ARLP,2024-03-31,Q,2567.64
1020226,VBFC,2024-03-31,Q,63.55
75526,ARMK,2024-03-31,Q,8552.5
1019926,VATE,2024-03-31,Q,55.98
74551,ARIS,2024-03-31,Q,821.99
73501,ARES,2024-03-31,Q,41179.65
1021951,VCTR,2024-03-31,Q,2744.0
1021801,VCSA,2024-03-31,Q,151.12
73426,AREN,2024-03-31,Q,35.13
1021501,VCNX,2024-03-31,Q,9.13
74176,ARHS,2024-03-31,Q,2158.99
74251,ARI,2024-03-31,Q,1583.69
1020976,VCEL,2024-03-31,Q,2516.75
1024426,VERX,2024-03-31,Q,4922.07
71026,ARAY,2024-03-31,Q,244.95
1024501,VERY,2024-03-31,Q,168.83
67576,APPN,2024-03-31,Q,2886.05
1027876,VINC,2024-03-31,Q,108.35
67727,APPS,2024-03-31,Q,267.3
1027576,VIGL,2024-03-31,Q,128.16
68101,APRE,2024-03-31,Q,36.33
1027051,VIDE,2024-03-31,Q,6.74
1026976,VICR,2024-03-31,Q,1703.47
68551,APT,2024-03-31,Q,72.94
1027951,VINE,2024-03-31,Q,11.81
1028026,VINO,2024-03-31,Q,3.73
67426,APPF,2024-03-31,Q,8935.27
1028851,VISL,2024-03-31,Q,8.42
1028776,VIRX,2024-03-31,Q,40.06
1028701,VIRT,2024-03-31,Q,3225.62
1026901,VICI,2024-03-31,Q,31075.05
1028476,VIRC,2024-03-31,Q,178.68
67051,APOG,2024-03-31,Q,1310.11
1028401,VIR,2024-03-31,Q,1378.28
67201,APP,2024-03-31,Q,22770.54
66901,APO,2024-03-31,Q,63889.73
1026826,VIAV,2024-03-31,Q,2029.23
1025476,VGAS,2024-03-31,Q,127.71
70051,AQB,2024-03-31,Q,7.79
70201,AQMS,2024-03-31,Q,60.89
70501,AQST,2024-03-31,Q,387.82
70726,AR,2024-03-31,Q,9013.4
1025026,VFF,2024-03-31,Q,136.71
1025701,VGR,2024-03-31,Q,1725.31
68851,APTO,2024-03-31,Q,26.09
69001,APTV,2024-03-31,Q,21669.77
69826,APYX,2024-03-31,Q,47.12
69301,APVO,2024-03-31,Q,3.16
1026076,VHI,2024-03-31,Q,486.0
1026001,VHC,2024-03-31,Q,23.33
1025851,VHAI,2024-03-31,Q,18.14
1025776,VGZ,2024-03-31,Q,68.75
1026226,VIA,2024-03-31,Q,78.19
43876,ALNY,2024-03-31,Q,18904.2
1051576,WCN,2024-03-31,Q,44382.23
44251,ALOT,2024-03-31,Q,133.4
44401,ALPN,2024-03-31,Q,2598.82
1051051,WCC,2024-03-31,Q,8704.68
44851,ALRM,2024-03-31,Q,3637.18
43801,ALNT,2024-03-31,Q,597.25
43726,ALNPY,2024-03-31,Q,
42826,ALLK,2024-03-31,Q,111.57
42976,ALLO,2024-03-31,Q,763.13
1052401,WDFC,2024-03-31,Q,3433.02
43126,ALLR,2024-03-31,Q,14.37
1052326,WDC,2024-03-31,Q,22282.04
1052176,WDAY,2024-03-31,Q,72006.0
43351,ALLY,2024-03-31,Q,12337.77
1052026,WD,2024-03-31,Q,3407.55
43501,ALMS,2024-03-31,Q,
1052851,WEAV,2024-03-31,Q,814.85
44926,ALRN,2024-03-31,Q,111.84
1049251,WBA,2024-03-31,Q,18712.25
46276,ALTR,2024-03-31,Q,7153.28
46426,ALTS,2024-03-31,Q,22.6
1048951,WAYN,2024-03-31,Q,53.41
1048876,WAY,2024-03-31,Q,
46876,ALUR,2024-03-31,Q,83.82
47026,ALV,2024-03-31,Q,9799.94
47176,ALVR,2024-03-31,Q,86.75
46201,ALTO,2024-03-31,Q,165.02
46126,ALTM,2024-03-31,Q,4630.65
1050451,WBTN,2024-03-31,Q,
45076,ALRS,2024-03-31,Q,430.88
1050226,WBS,2024-03-31,Q,8719.91
45301,ALSGY,2024-03-31,Q,
45526,ALSN,2024-03-31,Q,7099.73
45601,ALT,2024-03-31,Q,721.71
45826,ALTG,2024-03-31,Q,424.83
1049551,WBD,2024-03-31,Q,21391.24
45976,ALTI,2024-03-31,Q,675.41
42526,ALLE,2024-03-31,Q,11779.14
39226,ALB,2024-03-31,Q,15483.07
39376,ALBT,2024-03-31,Q,3.55
1055776,WFRD,2024-03-31,Q,8443.45
39751,ALCE,2024-03-31,Q,34.27
39826,ALCO,2024-03-31,Q,223.14
1056526,WGO,2024-03-31,Q,2165.88
1057501,WHLR,2024-03-31,Q,10.68
1057426,WHLM,2024-03-31,Q,25.07
38176,AKTS,2024-03-31,Q,58.28
1057276,WHG,2024-03-31,Q,114.74
38251,AKTX,2024-03-31,Q,14.9
1057201,WHF,2024-03-31,Q,288.21
1057126,WHD,2024-03-31,Q,3984.76
38476,AKYA,2024-03-31,Q,231.59
1056976,WH,2024-03-31,Q,6184.27
38626,AL,2024-03-31,Q,5728.71
1056826,WGS,2024-03-31,Q,238.5
38776,ALAB,2024-03-31,Q,11314.2
41476,ALGT,2024-03-31,Q,1371.25
41626,ALHC,2024-03-31,Q,948.34
41701,ALIM,2024-03-31,Q,204.26
41851,ALIT,2024-03-31,Q,5532.75
1053376,WEC,2024-03-31,Q,25935.35
42151,ALK,2024-03-31,Q,5408.12
42226,ALKS,2024-03-31,Q,4580.82
42301,ALKT,2024-03-31,Q,2395.96
42376,ALL,2024-03-31,Q,45659.99
41401,ALGS,2024-03-31,Q,74.15
1055101,WEYS,2024-03-31,Q,302.86
40426,ALDX,2024-03-31,Q,194.29
1055026,WEX,2024-03-31,Q,9952.63
40501,ALE,2024-03-31,Q,3433.97
40576,ALEC,2024-03-31,Q,580.23
40651,ALEX,2024-03-31,Q,1195.59
40726,ALF,2024-03-31,Q,
1054726,WEST,2024-03-31,Q,909.39
1054501,WES,2024-03-31,Q,13526.19
41026,ALG,2024-03-31,Q,2751.99
1054426,WERN,2024-03-31,Q,2480.71
41176,ALGM,2024-03-31,Q,5206.67
1054276,WEN,2024-03-31,Q,3864.72
41251,ALGN,2024-03-31,Q,24686.37
1048201,WATT,2024-03-31,Q,12.35
1042051,VSTS,2024-03-31,Q,2533.05
53476,AMPG,2024-03-31,Q,17.98
1041976,VSTO,2024-03-31,Q,1906.06
53551,AMPH,2024-03-31,Q,2145.7
1041901,VSTNQ,2024-03-31,Q,
1041751,VSTM,2024-03-31,Q,298.63
53776,AMPL,2024-03-31,Q,1323.11
1041676,VSTE,2024-03-31,Q,51.76
53926,AMPS,2024-03-31,Q,764.2
54001,AMPX,2024-03-31,Q,244.53
1041451,VST,2024-03-31,Q,24230.2
54151,AMPY,2024-03-31,Q,261.84
54301,AMR,2024-03-31,Q,4307.6
53251,AMP,2024-03-31,Q,43548.02
1043176,VTLE,2024-03-31,Q,1926.21
52501,AMLX,2024-03-31,Q,193.14
1042951,VTGN,2024-03-31,Q,142.69
52651,AMN,2024-03-31,Q,2368.41
52876,AMNF,2024-03-31,Q,198.49
1042501,VTAK,2024-03-31,Q,3.68
55726,AMTB,2024-03-31,Q,785.09
1039726,VS,2024-03-31,Q,5.21
56251,AMTX,2024-03-31,Q,255.72
1039201,VRTX,2024-03-31,Q,108038.59
56476,AMWD,2024-03-31,Q,1610.83
56551,AMWL,2024-03-31,Q,240.34
1038901,VRTS,2024-03-31,Q,1780.5
1039876,VSAT,2024-03-31,Q,2267.05
54676,AMRK,2024-03-31,Q,701.41
54751,AMRN,2024-03-31,Q,365.83
1040551,VSH,2024-03-31,Q,3118.62
54976,AMRX,2024-03-31,Q,1870.26
54451,AMRC,2024-03-31,Q,1262.48
1040476,VSEE,2024-03-31,Q,42.49
1040401,VSEC,2024-03-31,Q,1261.53
55126,AMSC,2024-03-31,Q,415.25
55201,AMSF,2024-03-31,Q,960.0
1040176,VSCO,2024-03-31,Q,1503.42
55426,AMST,2024-03-31,Q,5.67
55051,AMS,2024-03-31,Q,18.67
1043401,VTNRQ,2024-03-31,Q,130.92
52051,AMK,2024-03-31,Q,2634.48
1043476,VTOL,2024-03-31,Q,772.17
48676,AMAT,2024-03-31,Q,170753.25
48751,AMBA,2024-03-31,Q,2080.8
1046701,WABC,2024-03-31,Q,1304.01
48826,AMBC,2024-03-31,Q,706.87
1046626,WAB,2024-03-31,Q,25695.76
1046476,W,2024-03-31,Q,8170.03
1046326,VZIO,2024-03-31,Q,2165.52
1046176,VZ,2024-03-31,Q,176620.33
49426,AMC,2024-03-31,Q,980.61
1046026,VYX,2024-03-31,Q,1822.39
1046926,WAFD,2024-03-31,Q,1879.31
48451,AMAL,2024-03-31,Q,732.01
1047976,WAT,2024-03-31,Q,20416.2
47551,ALXO,2024-03-31,Q,557.5
1047901,WASH,2024-03-31,Q,457.85
1045876,VYNE,2024-03-31,Q,43.28
48001,AM,2024-03-31,Q,6766.25
1047376,WAL,2024-03-31,Q,7067.99
47926,ALZN,2024-03-31,Q,6.87
1045801,VYGR,2024-03-31,Q,506.36
1044526,VUZI,2024-03-31,Q,78.32
51001,AMG,2024-03-31,Q,5435.48
1044376,VTYX,2024-03-31,Q,387.75
51151,AMGN,2024-03-31,Q,152519.11
1044301,VTVT,2024-03-31,Q,70.83
51226,AMH,2024-03-31,Q,13473.32
1044076,VTSI,2024-03-31,Q,114.21
1043926,VTS,2024-03-31,Q,698.94
1043701,VTRS,2024-03-31,Q,14216.51
1043551,VTR,2024-03-31,Q,17623.85
51976,AMIX,2024-03-31,Q,56.76
47326,ALX,2024-03-31,Q,1109.58
1044676,VVI,2024-03-31,Q,833.96
1045576,VXRT,2024-03-31,Q,229.89
49951,AMCR,2024-03-31,Q,13745.21
1045351,VWESQ,2024-03-31,Q,22.59
50251,AMCX,2024-03-31,Q,528.4
50326,AMD,2024-03-31,Q,291728.5
1045051,VVV,2024-03-31,Q,5778.46
50476,AME,2024-03-31,Q,42335.79
50551,AMED,2024-03-31,Q,3011.5
50626,AMEN,2024-03-31,Q,24.98
1044826,VVOS,2024-03-31,Q,14.4
1045201,VVX,2024-03-31,Q,1469.16
547726,KLG,2024-03-31,Q,1613.37
924826,STRR,2024-03-31,Q,14.06
891751,SMHI,2024-03-31,Q,384.77
924676,STRO,2024-03-31,Q,352.88
203626,CING,2024-03-31,Q,6.65
203551,CINF,2024-03-31,Q,19439.86
170776,CATO,2024-03-31,Q,118.67
170551,CATC,2024-03-31,Q,535.06
203851,CIO,2024-03-31,Q,209.2
891601,SMG,2024-03-31,Q,4228.68
170176,CASS,2024-03-31,Q,656.64
925126,STRW,2024-03-31,Q,51.34
170401,CASY,2024-03-31,Q,11788.12
925051,STRT,2024-03-31,Q,96.54
203926,CION,2024-03-31,Q,592.28
170476,CAT,2024-03-31,Q,179203.63
924976,STRS,2024-03-31,Q,184.13
924526,STRM,2024-03-31,Q,31.37
171451,CAVA,2024-03-31,Q,7986.38
924001,STRA,2024-03-31,Q,2562.18
892351,SMMT,2024-03-31,Q,2906.2
923851,STR,2024-03-31,Q,3878.43
892576,SMP,2024-03-31,Q,731.88
171751,CAWW,2024-03-31,Q,
203176,CIM,2024-03-31,Q,1113.41
171001,CATX,2024-03-31,Q,698.43
924451,STRL,2024-03-31,Q,3411.42
171076,CATY,2024-03-31,Q,2749.79
892126,SMLR,2024-03-31,Q,202.13
892201,SMMF,2024-03-31,Q,398.89
171301,CAUD,2024-03-31,Q,8.59
890326,SMAR,2024-03-31,Q,5290.83
205126,CIVI,2024-03-31,Q,7597.94
168976,CARR,2024-03-31,Q,52375.86
890401,SMBC,2024-03-31,Q,496.94
205051,CIVB,2024-03-31,Q,241.27
890551,SMBK,2024-03-31,Q,359.39
169051,CARS,2024-03-31,Q,1138.8
168826,CARM,2024-03-31,Q,94.3
205276,CIX,2024-03-31,Q,422.36
168451,CARA,2024-03-31,Q,49.75
889951,SLXN,2024-03-31,Q,43.42
927001,STXS,2024-03-31,Q,214.36
205426,CIZN,2024-03-31,Q,44.24
890101,SM,2024-03-31,Q,5734.55
168676,CARE,2024-03-31,Q,290.96
926776,STX,2024-03-31,Q,19539.43
168751,CARG,2024-03-31,Q,2425.13
926701,STWD,2024-03-31,Q,6381.05
169201,CART,2024-03-31,Q,9920.36
169801,CASH,2024-03-31,Q,1286.77
204376,CISO,2024-03-31,Q,14.92
890626,SMC,2024-03-31,Q,298.91
169351,CARV,2024-03-31,Q,7.63
926026,STTK,2024-03-31,Q,425.11
925801,STSS,2024-03-31,Q,5.36
892651,SMPL,2024-03-31,Q,3402.63
171826,CB,2024-03-31,Q,105222.61
921301,STIM,2024-03-31,Q,142.68
921151,STI,2024-03-31,Q,238.98
201376,CHUY,2024-03-31,Q,584.71
173701,CBL,2024-03-31,Q,739.38
921751,STKL,2024-03-31,Q,812.91
173776,CBLAQ,2024-03-31,Q,
201226,CHUC,2024-03-31,Q,25.23
200776,CHTR,2024-03-31,Q,41859.44
921076,STHO,2024-03-31,Q,172.09
174901,CBOE,2024-03-31,Q,19319.97
895201,SNAL,2024-03-31,Q,36.39
895276,SNAP,2024-03-31,Q,18839.13
920326,STER,2024-03-31,Q,1573.12
895351,SNAX,2024-03-31,Q,4.79
200101,CHSCP,2024-03-31,Q,
921901,STKS,2024-03-31,Q,174.39
895051,SNA,2024-03-31,Q,15616.29
920926,STGW,2024-03-31,Q,1674.61
174601,CBNK,2024-03-31,Q,289.32
894901,SMXT,2024-03-31,Q,414.01
893101,SMRT,2024-03-31,Q,546.37
202501,CIEN,2024-03-31,Q,7150.6
202651,CIFR,2024-03-31,Q,1526.94
172051,CBAN,2024-03-31,Q,201.92
923401,STOK,2024-03-31,Q,703.62
892876,SMR,2024-03-31,Q,1280.95
172126,CBAT,2024-03-31,Q,93.52
893326,SMSI,2024-03-31,Q,26.47
173176,CBFV,2024-03-31,Q,111.19
893776,SMTC,2024-03-31,Q,1775.62
201676,CHX,2024-03-31,Q,6833.46
201601,CHWY,2024-03-31,Q,6919.51
893926,SMTK,2024-03-31,Q,
202051,CIA,2024-03-31,Q,106.08
201976,CI,2024-03-31,Q,106180.41
922501,STLY,2024-03-31,Q,17.36
168376,CAR,2024-03-31,Q,4365.35
886126,SKYW,2024-03-31,Q,2781.13
209326,CLDX,2024-03-31,Q,2346.15
886201,SLAB,2024-03-31,Q,4588.18
209251,CLDT,2024-03-31,Q,494.42
886351,SLAMF,2024-03-31,Q,261.03
163876,CACI,2024-03-31,Q,8446.55
163651,CACC,2024-03-31,Q,6679.81
209701,CLFD,2024-03-31,Q,453.55
885826,SKYH,2024-03-31,Q,850.28
163426,CABO,2024-03-31,Q,2377.6
209551,CLF,2024-03-31,Q,10812.33
163501,CAC,2024-03-31,Q,490.38
885976,SKYT,2024-03-31,Q,481.43
930901,SVC,2024-03-31,Q,1123.91
886876,SLE,2024-03-31,Q,13.99
930826,SVBL,2024-03-31,Q,4.46
886801,SLDP,2024-03-31,Q,362.05
886501,SLB,2024-03-31,Q,78342.01
208951,CLDI,2024-03-31,Q,20.19
886576,SLCA,2024-03-31,Q,969.63
931051,SVCO,2024-03-31,Q,
886726,SLDB,2024-03-31,Q,504.3
164476,CADL,2024-03-31,Q,46.37
162001,BYU,2024-03-31,Q,29.08
933526,SWBI,2024-03-31,Q,800.3
933376,SWAV,2024-03-31,Q,12213.64
933226,SW,2024-03-31,Q,12765.42
210601,CLMB,2024-03-31,Q,326.28
884401,SKIN,2024-03-31,Q,548.13
211051,CLNN,2024-03-31,Q,54.64
161626,BYND,2024-03-31,Q,535.53
210901,CLNE,2024-03-31,Q,598.34
884626,SKLZ,2024-03-31,Q,139.2
161851,BYON,2024-03-31,Q,1642.29
210826,CLMT,2024-03-31,Q,1192.11
885451,SKY,2024-03-31,Q,4909.63
163051,CAAS,2024-03-31,Q,107.16
932401,SVRA,2024-03-31,Q,688.12
210076,CLH,2024-03-31,Q,10857.68
163201,CABA,2024-03-31,Q,798.49
885076,SKT,2024-03-31,Q,3229.18
933076,SVVC,2024-03-31,Q,1.79
162451,BZFD,2024-03-31,Q,68.1
933001,SVV,2024-03-31,Q,3118.93
162526,BZH,2024-03-31,Q,1034.75
210301,CLIR,2024-03-31,Q,44.31
885301,SKWD,2024-03-31,Q,1496.21
932776,SVT,2024-03-31,Q,35.04
885376,SKX,2024-03-31,Q,9343.17
920251,STEP,2024-03-31,Q,3954.48
164926,CAG,2024-03-31,Q,14169.78
888901,SLQT,2024-03-31,Q,337.99
889051,SLRC,2024-03-31,Q,837.41
928126,SUM,2024-03-31,Q,7820.46
167401,CANOQ,2024-03-31,Q,1.18
928051,SUI,2024-03-31,Q,16025.46
889126,SLRN,2024-03-31,Q,667.66
206851,CKPT,2024-03-31,Q,73.16
888676,SLP,2024-03-31,Q,822.38
928576,SUN,2024-03-31,Q,6079.58
889201,SLRX,2024-03-31,Q,2.52
168001,CAPL,2024-03-31,Q,865.64
168076,CAPR,2024-03-31,Q,213.9
927376,STZ.B,2024-03-31,Q,
927301,STZ,2024-03-31,Q,49725.65
889726,SLVM,2024-03-31,Q,2559.84
889351,SLS,2024-03-31,Q,58.33
207976,CLB,2024-03-31,Q,801.05
165526,CAKE,2024-03-31,Q,1844.98
929926,SURG,2024-03-31,Q,74.27
165601,CAL,2024-03-31,Q,1443.24
887326,SLGN,2024-03-31,Q,5185.0
208126,CLBK,2024-03-31,Q,1806.63
165226,CAH,2024-03-31,Q,27255.14
887776,SLM,2024-03-31,Q,4787.61
166276,CALM,2024-03-31,Q,2885.91
888226,SLNH,2024-03-31,Q,10.93
207226,CKX,2024-03-31,Q,26.3
166351,CALP,2024-03-31,Q,59.73
929026,SUNS,2024-03-31,Q,
888451,SLNO,2024-03-31,Q,1430.01
929251,SUP,2024-03-31,Q,82.94
207601,CLAR,2024-03-31,Q,258.51
165901,CALC,2024-03-31,Q,44.68
888001,SLND,2024-03-31,Q,247.26
929401,SUPN,2024-03-31,Q,1875.16
207376,CL,2024-03-31,Q,73880.73
888151,SLNG,2024-03-31,Q,78.24
175276,CBRE,2024-03-31,Q,29847.75
911101,SQSP,2024-03-31,Q,5011.56
192601,CGA,2024-03-31,Q,37.34
184576,CDW,2024-03-31,Q,34376.24
192526,CG,2024-03-31,Q,16986.76
902701,SOPA,2024-03-31,Q,5.89
183976,CDT,2024-03-31,Q,270.95
192976,CGC,2024-03-31,Q,864.96
902551,SONX,2024-03-31,Q,7.47
911326,SR,2024-03-31,Q,3543.99
192901,CGBS,2024-03-31,Q,84.68
192826,CGBD,2024-03-31,Q,826.94
184276,CDTX,2024-03-31,Q,83.94
902401,SONO,2024-03-31,Q,2342.49
910276,SPXC,2024-03-31,Q,5692.38
185401,CEAD,2024-03-31,Q,4.77
191851,CFR,2024-03-31,Q,7233.1
909976,SPWH,2024-03-31,Q,117.01
903676,SOUN,2024-03-31,Q,1893.98
185176,CE,2024-03-31,Q,18768.88
192076,CFSB,2024-03-31,Q,47.76
903376,SOTK,2024-03-31,Q,76.99
184876,CDXC,2024-03-31,Q,262.82
184951,CDXS,2024-03-31,Q,246.25
910426,SQ,2024-03-31,Q,52189.33
185101,CDZI,2024-03-31,Q,195.66
910726,SQFT,2024-03-31,Q,17.65
902326,SONN,2024-03-31,Q,5.79
194026,CGON,2024-03-31,Q,2925.33
182776,CDLX,2024-03-31,Q,698.04
912676,SRI,2024-03-31,Q,510.26
182851,CDMO,2024-03-31,Q,425.32
193951,CGNX,2024-03-31,Q,7281.9
901576,SOLV,2024-03-31,Q,
912526,SRG,2024-03-31,Q,542.94
913201,SRNN,2024-03-31,Q,9.91
194401,CGTX,2024-03-31,Q,72.87
182476,CDIO,2024-03-31,Q,30.66
912976,SRM,2024-03-31,Q,16.16
194251,CGRNQ,2024-03-31,Q,3.85
901276,SOL,2024-03-31,Q,116.23
183001,CDNA,2024-03-31,Q,548.34
912451,SRFM,2024-03-31,Q,69.93
911926,SRCL,2024-03-31,Q,4894.42
193276,CGEM,2024-03-31,Q,733.84
911776,SRCE,2024-03-31,Q,1283.75
902251,SONM,2024-03-31,Q,26.36
183826,CDSG,2024-03-31,Q,2.03
911626,SRBK,2024-03-31,Q,89.75
912226,SRE,2024-03-31,Q,45407.33
901876,SON,2024-03-31,Q,5683.12
912151,SRDX,2024-03-31,Q,418.39
183451,CDRE,2024-03-31,Q,1469.94
909901,SPTN,2024-03-31,Q,696.54
189976,CFB,2024-03-31,Q,682.22
187801,CENTA,2024-03-31,Q,2492.05
905551,SPG,2024-03-31,Q,51006.95
187876,CENX,2024-03-31,Q,1426.66
905476,SPFI,2024-03-31,Q,439.74
189826,CF,2024-03-31,Q,15209.3
905701,SPGI,2024-03-31,Q,133123.31
905626,SPGC,2024-03-31,Q,8.76
187726,CENT,2024-03-31,Q,2890.97
908026,SPOK,2024-03-31,Q,322.92
907951,SPNX,2024-03-31,Q,
905326,SPEC,2024-03-31,Q,11.42
190126,CFBK,2024-03-31,Q,105.62
187651,CENN,2024-03-31,Q,43.78
907801,SPNT,2024-03-31,Q,2166.83
188701,CERO,2024-03-31,Q,45.2
188851,CERS,2024-03-31,Q,349.44
188926,CERT,2024-03-31,Q,2864.22
