ticker,per_end_date,per_type,ret_invst,tot_debt_tot_equity
PCOR,2024-03-31,Q,-0.8867,0.0361
PCLB,2024-03-31,Q,3.4762,1.2859
PCG,2024-03-31,Q,0.9193,2.2316
PCB,2024-03-31,Q,1.3386,0.1429
PCAR,2024-03-31,Q,4.5996,0.8315
PBYI,2024-03-31,Q,-4.5565,1.9619
PBBK,2024-03-31,Q,0.3248,1.0866
PBF,2024-03-31,Q,1.3625,0.1958
PBH,2024-03-31,A,7.5273,0.6812
PBH,2024-03-31,Q,1.7784,0.6812
PBHC,2024-03-31,Q,1.2896,1.3651
PBIO,2024-03-31,Q,21.2677,-0.6954
PBLA,2024-03-31,Q,-89001.15,-1.3164
PBPB,2024-03-31,Q,-14.3278,0.3661
PBI,2024-03-31,Q,-0.1713,-5.4394
PBAM,2024-03-31,Q,4.0632,0.3657
PCT,2024-03-31,Q,-13.7803,0.8538
PETV,2024-03-31,Q,-379.1482,0.2488
PETV,2024-03-31,A,-1567.003,0.2488
PET,2024-03-31,Q,-21.0055,-18.8538
PESI,2024-03-31,Q,-8.908,0.0977
PEP,2024-03-31,Q,3.6083,2.3902
PENN,2024-03-31,Q,-1.1244,2.3678
PEN,2024-03-31,Q,0.8969,0.0211
PEGY,2024-03-31,Q,5.4501,1.2436
PEG,2024-03-31,Q,1.5428,1.3862
PDEX,2024-03-31,Q,1.6872,0.3795
PDLB,2024-03-31,Q,0.489,1.3783
PDM,2024-03-31,Q,-0.7399,1.2308
PEB,2024-03-31,Q,-0.5482,0.7843
PEBK,2024-03-31,Q,2.8911,0.6167
PEBO,2024-03-31,Q,2.2787,0.706
PECO,2024-03-31,Q,0.7441,0.7642
PDSB,2024-03-31,Q,-19.6569,0.6484
PEV,2024-03-31,Q,62.1415,0.3093
OWLT,2024-03-31,Q,-15.0246,-0.516
OWL,2024-03-31,Q,2.1659,0.4007
OVV,2024-03-31,Q,2.1508,0.604
OVID,2024-03-31,Q,-12.6137,0.2005
OVBC,2024-03-31,Q,1.4139,0.3551
OUT,2024-03-31,Q,-0.815,4.3229
OUST,2024-03-31,Q,-11.2919,0.2629
OTTW,2024-03-31,Q,0.615,0.6616
OTTR,2024-03-31,Q,3.0454,0.6301
OTRK,2024-03-31,Q,-19.4979,0.0761
OTLK,2024-03-31,Q,85.1402,-0.3333
OTLC,2024-03-31,Q,-3.5297,1.1462
OTIS,2024-03-31,Q,19.6223,-1.3929
OSCR,2024-03-31,Q,13.3119,0.2891
OSIS,2024-03-31,Q,3.6039,0.6005
OSK,2024-03-31,Q,4.0543,0.3241
OSTX,2024-03-31,Q,5.7201,-0.6102
OSUR,2024-03-31,Q,-0.8404,0.0017
OSW,2024-03-31,Q,3.236,0.2688
OTEX,2024-03-31,Q,0.7906,2.0218
OSS,2024-03-31,Q,-3.4912,0.0354
PAVM,2024-03-31,Q,89.9733,-2.2134
PATK,2024-03-31,Q,1.432,1.3222
PARR,2024-03-31,Q,-0.1914,0.4979
PARAA,2024-03-31,Q,-1.4969,0.654
PARA,2024-03-31,Q,-1.4969,0.654
PAR,2024-03-31,Q,-2.0218,0.7184
PANL,2024-03-31,Q,2.1643,0.679
OXY,2024-03-31,Q,1.4259,0.6377
OZ,2024-03-31,Q,-0.974,0.2701
OZK,2024-03-31,Q,2.9557,0.1275
PAA,2024-03-31,Q,1.6751,0.5761
PACB,2024-03-31,Q,-5.0714,1.3752
PACS,2024-03-31,Q,5.4512,5.8738
PAGP,2024-03-31,Q,1.5145,0.5284
PAHC,2024-03-31,Q,1.1576,1.7987
PACK,2024-03-31,Q,-0.849,0.7084
PFBC,2024-03-31,Q,3.9472,0.212
PFC,2024-03-31,Q,1.6788,0.3472
PNR,2024-03-31,Q,2.467,0.6264
PNNT,2024-03-31,Q,1.335,1.4024
PNBK,2024-03-31,Q,-0.485,3.6917
PMTS,2024-03-31,Q,2.5153,-5.4762
PMT,2024-03-31,Q,1.2225,5.071
PMHG,2024-03-31,Q,2.3711,0.2456
PLSH,2024-03-31,Q,15.028,-1.2532
PLTK,2024-03-31,Q,2.3908,-13.3781
PLUG,2024-03-31,Q,-8.6026,0.2071
PLUR,2024-03-31,Q,-20.8028,13.0434
PLUS,2024-03-31,A,12.6575,0.0401
PLXS,2024-03-31,Q,1.1186,0.3477
PLYA,2024-03-31,Q,3.2991,1.8061
PLYM,2024-03-31,Q,0.5213,1.779
PM,2024-03-31,Q,6.2182,-5.8843
PMD,2024-03-31,Q,-10.9537,0.0366
PLUS,2024-03-31,Q,2.4034,0.0401
PLRX,2024-03-31,Q,-10.0474,0.0686
PNTG,2024-03-31,Q,2.0434,0.5072
PRCT,2024-03-31,Q,-8.2294,0.2018
PRCH,2024-03-31,Q,-3.4418,-9.8553
PRAA,2024-03-31,Q,0.9824,2.5631
PRA,2024-03-31,Q,0.3002,0.3843
PR,2024-03-31,Q,1.7318,0.4182
PPSI,2024-03-31,Q,-5.6601,0.0195
PPL,2024-03-31,Q,1.0298,1.1413
PPCB,2024-03-31,Q,14.4199,-0.2454
PPC,2024-03-31,Q,2.5587,0.9568
PPBI,2024-03-31,Q,1.4537,0.1833
POWW,2024-03-31,Q,-1.4519,0.0309
POWW,2024-03-31,A,-4.2378,0.0309
POCI,2024-03-31,Q,-2.4224,0.2472
PODD,2024-03-31,Q,2.3917,1.7725
POLA,2024-03-31,Q,-19.3899,0.4717
PNW,2024-03-31,Q,0.1528,1.4595
POOL,2024-03-31,Q,3.4475,0.7276
POST,2024-03-31,Q,0.9351,1.6077
POR,2024-03-31,Q,1.3462,1.3706
PFBX,2024-03-31,Q,3.4176,0.4246
PLPC,2024-03-31,Q,2.0817,0.1367
PLNT,2024-03-31,Q,1.8805,-19.9512
PHAT,2024-03-31,Q,-15933.41,-1.0035
PH,2024-03-31,Q,3.8471,0.9802
PGY,2024-03-31,Q,-2.7031,0.78
PGRE,2024-03-31,Q,0.2159,0.8998
PGR,2024-03-31,Q,8.1231,0.3159
PGC,2024-03-31,Q,1.2007,0.4395
PFG,2024-03-31,Q,3.5088,0.3546
PFGC,2024-03-31,Q,0.9074,0.995
PFIE,2024-03-31,Q,2.4505,0.0069
PFIS,2024-03-31,Q,0.8709,0.2302
PFLT,2024-03-31,Q,2.5296,0.961
PFS,2024-03-31,Q,0.8425,1.2463
PFSI,2024-03-31,Q,0.3305,2.8831
PFX,2024-03-31,Q,2.2507,0.5472
PG,2024-03-31,Q,5.068,0.6354
PFMT,2024-03-31,Q,-4.8604,0.0644
PLOW,2024-03-31,Q,-2.1182,1.1196
PLMJ,2024-03-31,Q,6.9032,-0.2242
PLL,2024-03-31,Q,-7.5854,0.0012
PLD,2024-03-31,Q,0.7221,0.5114
PLBY,2024-03-31,Q,-7.3886,6.544
PLAG,2024-03-31,Q,-4.7293,0.2844
PKST,2024-03-31,Q,0.2089,1.1791
PKOH,2024-03-31,Q,1.0578,2.2094
PKG,2024-03-31,Q,2.2558,0.7152
PKBO,2024-03-31,Q,11.8601,-0.3426
PKBK,2024-03-31,Q,1.8553,0.4791
PK,2024-03-31,Q,0.3523,1.1996
PHM,2024-03-31,Q,5.2126,0.2315
PHUN,2024-03-31,Q,-14.8043,0.1035
PHX,2024-03-31,Q,-0.1197,0.2508
PHIN,2024-03-31,Q,1.1346,0.4303
PII,2024-03-31,Q,0.1149,1.498
PIK,2024-03-31,Q,443.7695,-2.8822
PINC,2024-03-31,Q,-2.5226,0.0664
PINE,2024-03-31,Q,-0.0519,0.9978
PIII,2024-03-31,Q,-18.7391,0.8156
RMNI,2024-03-31,Q,4.9756,-1.8918
RMTI,2024-03-31,Q,-5.7117,0.4955
SNEX,2024-03-31,Q,1.3661,3.7736
SNES,2024-03-31,Q,-38.5117,0.0393
SNDX,2024-03-31,Q,-14.7186,0.0
SNDR,2024-03-31,Q,0.6088,0.104
SNDA,2024-03-31,Q,5.0992,-13.9624
SND,2024-03-31,Q,-0.0882,0.101
SNCY,2024-03-31,Q,3.1433,1.2974
SNCR,2024-03-31,Q,2.0396,1.6511
SNAX,2024-03-31,Q,-27.2494,-30.9238
SNAP,2024-03-31,Q,-5.6157,1.549
SMP,2024-03-31,Q,1.1594,0.328
SMXT,2024-03-31,Q,-150.8203,-60.3927
SNA,2024-03-31,Q,4.2469,0.2324
SMTI,2024-03-31,Q,-3.4744,0.2254
SPB,2024-03-31,Q,1.3739,0.6128
SOWG,2024-03-31,Q,2.8651,0.6118
SOUN,2024-03-31,Q,-13.6954,0.5508
SONX,2024-03-31,Q,-34.3914,0.885
SON,2024-03-31,Q,1.2905,1.2705
SNWVD,2024-03-31,Q,9.5136,-0.3973
SO,2024-03-31,Q,1.1277,1.7906
SOAR,2024-03-31,Q,-1026.564,12.4008
SNSE,2024-03-31,Q,-13.5354,0.0247
SOFI,2024-03-31,Q,1.01,0.4963
SOL,2024-03-31,Q,-1.4763,0.0818
SOLV,2024-03-31,Q,1.95,2.1561
SOMC,2024-03-31,Q,1.0649,1.5354
SOC,2024-03-31,Q,-18.5265,2.9148
SMID,2024-03-31,Q,2.8501,0.1578
SLB,2024-03-31,Q,3.3616,0.5551
SLAMF,2024-03-31,Q,3.0832,-0.2659
SKYX,2024-03-31,Q,-39.028,1.3161
SKYW,2024-03-31,Q,1.324,1.3376
SKYT,2024-03-31,Q,-4.8724,1.2106
SKYH,2024-03-31,Q,-18.4243,0.077
SKY,2024-03-31,Q,0.1927,0.0173
SKY,2024-03-31,A,10.1377,0.0173
SKX,2024-03-31,Q,5.1514,0.076
SKWD,2024-03-31,Q,5.3135,0.1445
SKVI,2024-03-31,Q,7.368,-0.6641
SKT,2024-03-31,Q,1.1361,2.5385
SITC,2024-03-31,Q,-0.6384,0.7369
SITE,2024-03-31,Q,-0.9678,0.3728
SLDB,2024-03-31,Q,-11.4732,0.0076
SJW,2024-03-31,Q,0.4192,1.4272
SKGR,2024-03-31,Q,1.2136,-0.4249
SKIN,2024-03-31,Q,-0.0932,10.514
SKLZ,2024-03-31,Q,-8.6231,0.6701
SLDP,2024-03-31,Q,-4.4196,0.0017
SMHI,2024-03-31,Q,-3.6568,0.8904
SMG,2024-03-31,Q,6.2759,-11.2328
SMCE,2024-03-31,Q,-5.032,-0.6427
SMC,2024-03-31,Q,6.7274,1.3627
SMBK,2024-03-31,Q,1.8039,0.1113
SMBC,2024-03-31,Q,2.2491,0.261
SM,2024-03-31,Q,2.4875,0.4262
SLVM,2024-03-31,Q,2.3757,1.0675
SLRC,2024-03-31,Q,1.2966,1.1665
SLGN,2024-03-31,Q,1.244,2.0425
SLM,2024-03-31,Q,4.0889,2.3545
SLNG,2024-03-31,Q,2.0797,0.1458
SLNH,2024-03-31,Q,-5.2077,0.3372
SLQT,2024-03-31,Q,0.8593,1.9782
SLND,2024-03-31,Q,0.1016,1.1572
SISI,2024-03-31,Q,-9.1413,0.6414
SPCE,2024-03-31,Q,-12.2021,1.0021
SPFI,2024-03-31,Q,2.0955,0.2697
STRA,2024-03-31,Q,1.7432,0.0373
STR,2024-03-31,Q,0.4274,0.2408
STKS,2024-03-31,Q,-1.7828,1.0903
STKL,2024-03-31,Q,0.92,1.5035
STIM,2024-03-31,Q,-9.0391,2.1495
STHO,2024-03-31,Q,-8.4515,0.5069
STGW,2024-03-31,Q,-0.0345,1.5917
STER,2024-03-31,Q,-0.6267,0.7641
STAA,2024-03-31,Q,-0.8501,0.0004
STAG,2024-03-31,Q,0.6161,0.7759
STBA,2024-03-31,Q,2.2578,0.2884
STRL,2024-03-31,Q,3.3857,0.5987
STC,2024-03-31,Q,0.3432,0.3265
STE,2024-03-31,A,5.8638,0.5077
STE,2024-03-31,Q,1.753,0.5077
STEL,2024-03-31,Q,1.5938,0.2122
STEM,2024-03-31,Q,-8.0677,1.4503
STEP,2024-03-31,A,10.1427,0.0899
STEP,2024-03-31,Q,4.9887,0.0899
STCB,2024-03-31,Q,-10.6626,0.1905
ST,2024-03-31,Q,1.1929,1.1431
STRS,2024-03-31,Q,0.7899,0.5609
SVC,2024-03-31,Q,-1.5338,4.9577
SURG,2024-03-31,Q,2.0271,0.0924
SUP,2024-03-31,Q,-4.4384,4.5902
SUN,2024-03-31,Q,4.6786,3.3854
SUM,2024-03-31,Q,-0.9622,0.659
SUIC,2024-03-31,Q,3.9679,-12.3322
STRT,2024-03-31,Q,0.483,0.0591
STRW,2024-03-31,Q,12.4254,11.59
STRR,2024-03-31,Q,-3.5486,0.0318
STWD,2024-03-31,Q,0.6355,2.7974
SUI,2024-03-31,Q,-0.1683,1.0808
STX,2024-03-31,Q,0.7569,-3.0021
SR,2024-03-31,Q,2.9993,1.3316
SQFT,2024-03-31,Q,-2.3664,1.8377
SQ,2024-03-31,Q,2.1311,0.2174
SPXC,2024-03-31,Q,2.8049,0.6904
SPTN,2024-03-31,Q,0.9271,0.7942
SPT,2024-03-31,Q,-7.0574,0.3054
SPRU,2024-03-31,Q,-0.3068,2.8809
SPRB,2024-03-31,Q,-17.1094,0.0442
SPR,2024-03-31,Q,-21.4291,-3.6561
SPG,2024-03-31,Q,2.8525,7.1192
SPGI,2024-03-31,Q,2.3305,0.34
SPH,2024-03-31,Q,6.011,1.8863
SPHR,2024-03-31,Q,-1.5929,0.5742
SPIR,2024-03-31,Q,-12.6075,1.3482
SPLP,2024-03-31,Q,3.1569,0.101
SPNT,2024-03-31,Q,2.8281,0.2941
SRCL,2024-03-31,Q,0.334,0.5612
SST,2024-03-31,Q,-3.2147,1.7754
SSSS,2024-03-31,Q,-8.6343,0.4063
SSRM,2024-03-31,Q,-8.4242,0.0808
SSP,2024-03-31,Q,0.0405,2.4707
SSNC,2024-03-31,Q,1.2074,1.0233
SSKN,2024-03-31,Q,-13.743,1.5983
SSD,2024-03-31,Q,3.4615,0.2758
SSBK,2024-03-31,Q,2.5559,0.6585
SSB,2024-03-31,Q,2.0742,0.1
SRDX,2024-03-31,Q,0.161,0.2378
SRE,2024-03-31,Q,1.3727,0.9166
SRFM,2024-03-31,Q,44.0663,-0.335
SRG,2024-03-31,Q,-2.1732,0.6071
SRI,2024-03-31,Q,-1.2988,0.7087
SRCE,2024-03-31,Q,2.4974,0.3215
SRPT,2024-03-31,Q,1.7242,1.2893
SRRK,2024-03-31,Q,-25.005,0.2741
SIRI,2024-03-31,Q,4.1719,-3.8932
SING,2024-03-31,Q,-293.5798,3.2865
SAMG,2024-03-31,Q,4.027,0.0174
SAIA,2024-03-31,Q,4.3075,0.0414
SAH,2024-03-31,Q,1.492,4.0363
SACH,2024-03-31,Q,1.7666,1.5672
SABS,2024-03-31,Q,-8.9417,0.0824
SABR,2024-03-31,Q,-2.0005,-3.4872
RZLV,2024-03-31,Q,3.9523,-0.2881
RXO,2024-03-31,Q,-1.6077,0.6306
RXRX,2024-03-31,Q,-22.7171,0.0028
RXT,2024-03-31,Q,-25.3352,-4.3223
RYAN,2024-03-31,Q,1.3943,2.0332
RYI,2024-03-31,Q,-0.5321,0.5543
RYN,2024-03-31,Q,0.0719,0.7379
RYAM,2024-03-31,Q,-0.1049,1.0498
RWWI,2024-03-31,Q,29.7454,0.3707
SANW,2024-03-31,Q,-9.7688,1.0041
SBUX,2024-03-31,Q,10.8722,-1.8466
SBSI,2024-03-31,Q,1.5367,1.1731
SBSAA,2024-03-31,Q,-0.8676,-13.0212
SBRA,2024-03-31,Q,0.5019,0.8902
SBIG,2024-03-31,Q,-50.4232,-1.0459
SBH,2024-03-31,Q,1.9124,1.8962
SBGI,2024-03-31,Q,0.5706,15.4238
SBFG,2024-03-31,Q,1.6516,0.5461
SBEV,2024-03-31,Q,53.7347,-1.0943
SASR,2024-03-31,Q,1.0392,0.593
SATS,2024-03-31,Q,-0.2741,1.0981
SANM,2024-03-31,Q,2.1022,0.1381
SBC,2024-03-31,Q,-3.2441,0.2994
SBCF,2024-03-31,Q,1.1692,0.2565
SAVE,2024-03-31,Q,-3.4141,3.3249
RWT,2024-03-31,Q,0.2232,11.0988
RWAY,2024-03-31,Q,1.1983,0.8989
RPD,2024-03-31,Q,0.2674,-10.7694
RPAY,2024-03-31,Q,-0.4244,0.5244
ROP,2024-03-31,Q,1.5268,0.4339
ROOT,2024-03-31,Q,-1.0745,1.0778
ROL,2024-03-31,Q,5.624,0.4376
ROK,2024-03-31,Q,4.2068,0.9864
ROIV,2024-03-31,Q,-2.6529,0.0686
ROIV,2024-03-31,A,61.508,0.0686
ROII,2024-03-31,Q,7.2163,-0.1281
ROII,2024-03-31,A,100.4516,-0.1281
ROIC,2024-03-31,Q,0.428,1.0133
RNG,2024-03-31,Q,-3.3999,-2.9508
RNGE,2024-03-31,Q,-9.0224,1.1977
RNLXY,2024-03-31,Q,124.5056,-0.8477
RNST,2024-03-31,Q,1.4328,0.2309
ROAD,2024-03-31,Q,-0.1185,0.8351
RNR,2024-03-31,Q,5.2964,0.1924
RVYL,2024-03-31,Q,-7.2118,0.8215
RVTY,2024-03-31,Q,0.2606,0.494
RVSB,2024-03-31,Q,-1.6064,0.755
RVSB,2024-03-31,A,2.0562,0.755
RVP,2024-03-31,Q,0.4259,0.0147
RVNC,2024-03-31,Q,-15.184,-4.3562
RUSHB,2024-03-31,Q,2.7722,0.9775
RUSHA,2024-03-31,Q,2.7722,0.9775
RUN,2024-03-31,Q,-1.6337,1.8874
RTX,2024-03-31,Q,1.669,0.6899
RSVR,2024-03-31,Q,0.4162,0.9332
RSVR,2024-03-31,A,0.1222,0.9332
RR,2024-03-31,Q,-10.8535,0.2098
RRC,2024-03-31,Q,1.6505,0.4588
RRGB,2024-03-31,Q,-7.1203,-5.5655
RRR,2024-03-31,Q,2.1679,18.582
RRX,2024-03-31,Q,0.163,0.9953
RPRX,2024-03-31,Q,-0.0267,0.6224
RS,2024-03-31,Q,3.3439,0.1439
RSG,2024-03-31,Q,2.0418,1.1859
SINT,2024-03-31,Q,-8.9261,0.0235
SCCO,2024-03-31,Q,5.3299,0.8225
SHECY,2024-03-31,A,11.7202,0.042
SHCO,2024-03-31,Q,-6.9451,-4.7833
SHC,2024-03-31,Q,0.2304,5.4071
SHBI,2024-03-31,Q,1.8972,0.0841
SHAK,2024-03-31,Q,0.3083,0.5206
SGU,2024-03-31,Q,15.1833,0.4981
SGRY,2024-03-31,Q,0.4167,0.9451
SGRP,2024-03-31,Q,14.8527,0.5855
SFST,2024-03-31,Q,0.7173,0.8766
SGAPY,2024-03-31,A,2.2138,0.4767
SHEN,2024-03-31,Q,-0.3519,0.3426
SGC,2024-03-31,Q,1.3714,0.4462
SGHT,2024-03-31,Q,-11.3823,0.3086
SGBX,2024-03-31,Q,125.6896,-1.7634
SFNC,2024-03-31,Q,0.8311,0.3771
SHFS,2024-03-31,Q,4.3417,0.359
SHIM,2024-03-31,Q,-39.4663,1.2158
SILA,2024-03-31,Q,0.744,0.3491
SIGI,2024-03-31,Q,2.3511,0.1674
SIF,2024-03-31,Q,-4.7138,1.0525
SIEB,2024-03-31,Q,4.665,5.3507
SIDU,2024-03-31,Q,-22.2066,0.1175
SHLS,2024-03-31,Q,0.6606,0.3046
SHO,2024-03-31,Q,0.438,0.3768
SHW,2024-03-31,Q,4.3427,3.0639
SHYF,2024-03-31,Q,-1.4967,0.341
SIBN,2024-03-31,Q,-5.4076,0.2181
SFM,2024-03-31,Q,8.487,0.111
SFDL,2024-03-31,Q,0.85,0.6064
SDOT,2024-03-31,Q,-1.2432,0.1446
SDIG,2024-03-31,Q,5.5575,0.8909
SDHC,2024-03-31,Q,6.1498,0.0127
SCSC,2024-03-31,Q,1.1835,0.1545
SCPX,2024-03-31,Q,-13.681,0.4661
SCI,2024-03-31,Q,2.116,2.9398
SCIA,2024-03-31,Q,4.7135,0.0025
SCL,2024-03-31,Q,0.8604,0.5319
SCLX,2024-03-31,Q,14.0531,-0.5756
SCOR,2024-03-31,Q,-2.0525,0.3116
SCPH,2024-03-31,Q,-22.0606,1.6032
SCM,2024-03-31,Q,1.7693,1.8583
SEAT,2024-03-31,Q,2.6618,1.9175
SFBS,2024-03-31,Q,3.2468,0.9553
SFBC,2024-03-31,Q,0.5042,0.5122
SF,2024-03-31,Q,2.3788,0.4332
SEZL,2024-03-31,Q,7.9041,2.4208
SERV,2024-03-31,Q,102.6328,-0.6302
SERA,2024-03-31,Q,-12.4894,0.0082
SER,2024-03-31,Q,219.0067,-0.0056
SENS,2024-03-31,Q,-35.6661,2.7372
SENR,2024-03-31,Q,3.0569,-0.6461
SENEA,2024-03-31,Q,-0.1903,1.0929
SENEA,2024-03-31,A,5.3617,1.0929
SEB,2024-03-31,Q,0.3895,0.2972
SEDG,2024-03-31,Q,-5.4072,0.2985
SEE,2024-03-31,Q,1.6409,7.7926
SEEL,2024-03-31,Q,8.0474,-0.395
SEI,2024-03-31,Q,1.7785,0.3414
SELF,2024-03-31,Q,0.5571,0.351
SEM,2024-03-31,Q,2.1713,2.3493
LEE,2024-03-31,Q,-2.5074,43.5317
DRIO,2024-03-31,Q,-6.9972,0.3647
BKU,2024-03-31,Q,1.8172,1.7475
APLE,2024-03-31,Q,1.0926,0.4836
DRH,2024-03-31,Q,0.296,0.7123
CL,2024-03-31,Q,8.3143,14.0827
DRCT,2024-03-31,Q,-14.3755,-5.8427
BKTI,2024-03-31,Q,3.1649,0.3433
APLS,2024-03-31,Q,-18.4619,0.3491
CLB,2024-03-31,Q,0.8774,0.6755
BKSY,2024-03-31,Q,-9.5007,1.0402
BKYI,2024-03-31,Q,-74.4302,0.5333
DSAQ,2024-03-31,Q,20.1942,-0.2708
DRVN,2024-03-31,Q,0.1118,3.24
APH,2024-03-31,Q,4.4912,0.4934
BL,2024-03-31,Q,1.039,4.9735
APG,2024-03-31,Q,0.9137,1.186
DRS,2024-03-31,Q,1.0697,0.1639
DRTTF,2024-03-31,Q,2.9139,2.5212
DPZ,2024-03-31,Q,13.0323,-1.2421
CLBK,2024-03-31,Q,-0.045,1.4744
CLDT,2024-03-31,Q,-0.4616,0.4943
BKH,2024-03-31,Q,1.8214,1.2864
CLF,2024-03-31,Q,-0.4772,0.4923
APTV,2024-03-31,Q,1.3962,0.5483
DORM,2024-03-31,Q,1.9995,0.4777
APPS,2024-03-31,Q,-39.5878,1.7926
APO,2024-03-31,Q,4.8225,0.3554
APP,2024-03-31,Q,5.5571,4.6375
BKR,2024-03-31,Q,2.1626,0.3862
DOW,2024-03-31,Q,1.5333,0.8639
APPN,2024-03-31,Q,-13.8123,-26.3966
CLDI,2024-03-31,Q,65.6759,-0.5409
BKNG,2024-03-31,Q,7.8376,-4.2979
DOV,2024-03-31,Q,7.7799,0.7651
APPS,2024-03-31,A,-70.3771,1.7926
BLBD,2024-03-31,Q,13.1105,0.9321
APEI,2024-03-31,Q,0.1345,0.3295
DTST,2024-03-31,Q,1.7063,0.0183
BLGO,2024-03-31,Q,-14.2673,0.1134
DTSS,2024-03-31,Q,-350.6067,0.4084
CIO,2024-03-31,Q,-0.0316,0.8705
DUK,2024-03-31,Q,0.9187,1.6076
AOMR,2024-03-31,Q,0.9131,5.433
BLFY,2024-03-31,Q,-0.8108,0.9781
DTM,2024-03-31,Q,1.3563,0.725
DTI,2024-03-31,Q,2.8033,0.2732
AON,2024-03-31,Q,6.8794,-590.0714
DUOL,2024-03-31,Q,3.5239,0.0758
ANRO,2024-03-31,Q,-6.6448,0.0516
DVN,2024-03-31,Q,3.3816,0.4981
ANSS,2024-03-31,Q,0.5642,0.1394
DVAX,2024-03-31,Q,-1.0364,0.3605
CIM,2024-03-31,Q,1.0406,3.7021
DVA,2024-03-31,Q,3.0196,8.0601
CINF,2024-03-31,Q,5.5814,0.069
DV,2024-03-31,Q,0.6509,0.0045
BLIN,2024-03-31,Q,-5.5515,0.0583
DUOT,2024-03-31,Q,-49.8621,0.0333
CING,2024-03-31,Q,-92.4244,0.0054
BLFS,2024-03-31,Q,-2.9189,0.0772
AORT,2024-03-31,Q,1.2324,1.0731
APA,2024-03-31,Q,2.4006,1.418
CIVI,2024-03-31,Q,1.5879,0.6688
BLD,2024-03-31,Q,3.7364,0.5215
APAM,2024-03-31,Q,15.6762,0.5634
DSGR,2024-03-31,Q,-0.4388,0.8646
APCX,2024-03-31,Q,-73.269,0.0157
APD,2024-03-31,Q,2.0146,0.8339
BLCO,2024-03-31,Q,-1.4447,0.6812
AP,2024-03-31,Q,-1.2028,1.9479
CIVB,2024-03-31,Q,1.3202,1.3061
AOS,2024-03-31,Q,7.4115,0.0636
DTE,2024-03-31,Q,1.0287,1.9634
AOSL,2024-03-31,Q,-1.2172,0.0503
CISO,2024-03-31,Q,-48.873,1.3459
BLDR,2024-03-31,Q,2.9889,0.7473
DTC,2024-03-31,Q,-1.2347,0.4696
AOXY,2024-03-31,Q,0.731,0.3685
DSS,2024-03-31,Q,-5.9828,0.7047
CIPI,2024-03-31,Q,132.3603,-0.7933
CLVT,2024-03-31,Q,-0.7125,0.7876
DJCO,2024-03-31,Q,5.9527,0.134
CLW,2024-03-31,Q,1.5264,0.6475
ARLP,2024-03-31,Q,7.0108,0.2243
DIT,2024-03-31,Q,0.2417,1.1091
CLX,2024-03-31,Q,-1.8282,10.1608
ARMK,2024-03-31,Q,0.6043,2.0481
DIS,2024-03-31,Q,0.1508,0.4462
BIOR,2024-03-31,Q,7.3611,-0.4517
ARL,2024-03-31,Q,0.2302,0.2222
DK,2024-03-31,Q,-0.7164,2.4122
DLHC,2024-03-31,Q,0.7124,1.5437
ARIS,2024-03-31,Q,1.4978,0.602
DLAPQ,2024-03-31,Q,-29.7646,1.1979
ARKO,2024-03-31,Q,-0.0443,4.2357
CLSK,2024-03-31,Q,8.6632,0.0
DKL,2024-03-31,Q,2.0945,-37.7052
DKNG,2024-03-31,Q,-6.8365,1.5096
CLST,2024-03-31,Q,-5.7485,0.3616
BIO,2024-03-31,Q,3.7453,0.1326
ARRY,2024-03-31,Q,0.2436,2.9418
BILL,2024-03-31,Q,0.6111,0.2824
ARTH,2024-03-31,Q,13.5062,-0.6342
ARTNA,2024-03-31,Q,1.075,0.7783
DH,2024-03-31,Q,-0.8867,0.2117
DHC,2024-03-31,Q,-1.6958,1.262
DHR,2024-03-31,Q,1.5573,0.3398
ARMP,2024-03-31,Q,118.3474,-2.3365
DINO,2024-03-31,Q,2.4441,0.2607
AROC,2024-03-31,Q,1.6553,1.776
DIN,2024-03-31,Q,1.9364,-5.1226
BIOLQ,2024-03-31,Q,-56.5092,52.0706
CMA,2024-03-31,Q,1.0478,1.177
AROW,2024-03-31,Q,1.9006,0.348
ARQ,2024-03-31,Q,-1.7688,0.118
CMAX,2024-03-31,Q,-194.812,19.3159
BIO.B,2024-03-31,Q,3.7453,0.1326
DHX,2024-03-31,Q,-1.0245,0.3847
ARQT,2024-03-31,Q,-8.2718,0.9016
CMBM,2024-03-31,Q,-22.3928,1.1239
DIOD,2024-03-31,Q,0.8278,0.0383
BLKB,2024-03-31,Q,0.3375,1.947
ARI,2024-03-31,Q,-3.1663,0.6124
ARAY,2024-03-31,Q,-3.0589,4.2232
CLMT,2024-03-31,Q,-2.7263,-4.3319
DNMR,2024-03-31,Q,-4.2577,1.5034
BJRI,2024-03-31,Q,1.7822,0.1545
CLMB,2024-03-31,Q,3.5439,0.0152
CLNE,2024-03-31,Q,-1.8749,0.3636
ARC,2024-03-31,Q,1.1306,0.3882
DNB,2024-03-31,Q,-0.3185,1.0501
CLNN,2024-03-31,Q,-97.6298,6.3605
AR,2024-03-31,Q,0.5498,0.2077
DOCN,2024-03-31,Q,1.1846,-5.1724
APYX,2024-03-31,Q,-14.078,1.6361
DOC,2024-03-31,Q,0.0611,0.9174
AQB,2024-03-31,Q,-7.0112,0.0541
CLH,2024-03-31,Q,1.372,1.2087
DNUT,2024-03-31,Q,-0.3129,0.755
BKD,2024-03-31,Q,-0.7013,10.4126
