ticker,per_end_date,per_type,mkt_val
AM,2024-03-31,Q,6766.25
TIL,2024-03-31,Q,70.24
BLIN,2024-03-31,Q,12.08
WASH,2024-03-31,Q,457.85
BLNK,2024-03-31,Q,303.98
THS,2024-03-31,Q,2097.91
THRY,2024-03-31,Q,796.47
ALV,2024-03-31,Q,9799.94
THRM,2024-03-31,Q,1822.11
BLUE,2024-03-31,Q,247.79
BKSY,2024-03-31,Q,199.68
WAB,2024-03-31,Q,25695.76
BKTI,2024-03-31,Q,51.53
BKU,2024-03-31,Q,2093.19
TJX,2024-03-31,Q,114906.21
BKNG,2024-03-31,Q,123085.02
TKR,2024-03-31,Q,6156.17
TKOMY,2024-03-31,Q,61970.01
AMC,2024-03-31,Q,980.61
BKR,2024-03-31,Q,33432.92
TKO,2024-03-31,Q,14865.71
TKNO,2024-03-31,Q,108.18
W,2024-03-31,Q,8170.03
AMAL,2024-03-31,Q,732.01
BLD,2024-03-31,Q,14021.78
TIPT,2024-03-31,Q,635.58
WAL,2024-03-31,Q,7067.99
BLDR,2024-03-31,Q,25438.61
TISI,2024-03-31,Q,31.83
BKYI,2024-03-31,Q,2.17
AMBC,2024-03-31,Q,706.87
BL,2024-03-31,Q,3991.21
AMAT,2024-03-31,Q,170753.25
BLBD,2024-03-31,Q,1237.62
TITN,2024-03-31,Q,566.14
BLZE,2024-03-31,Q,424.24
THR,2024-03-31,Q,1103.15
ALRM,2024-03-31,Q,3637.18
TG,2024-03-31,Q,224.49
BNL,2024-03-31,Q,2952.7
BNGO,2024-03-31,Q,74.21
TGNA,2024-03-31,Q,2631.03
TGLS,2024-03-31,Q,2445.24
TGL,2024-03-31,Q,44.49
ALRS,2024-03-31,Q,430.88
TGI,2024-03-31,Q,1156.93
TFC,2024-03-31,Q,52158.98
BOC,2024-03-31,Q,484.83
TFIN,2024-03-31,Q,1850.91
WCN,2024-03-31,Q,44382.23
TFSL,2024-03-31,Q,3525.73
ALOT,2024-03-31,Q,133.4
VZ,2024-03-31,Q,176620.33
BMNM,2024-03-31,Q,7.35
WBD,2024-03-31,Q,21391.24
ALTO,2024-03-31,Q,165.02
THFF,2024-03-31,Q,452.83
ALTM,2024-03-31,Q,4630.65
BMRC,2024-03-31,Q,273.31
BMBL,2024-03-31,Q,1431.4
THO,2024-03-31,Q,6257.1
WBA,2024-03-31,Q,18712.25
THMO,2024-03-31,Q,5.68
ALTS,2024-03-31,Q,22.6
BMRN,2024-03-31,Q,16584.1
BNCC,2024-03-31,Q,82.43
TGTX,2024-03-31,Q,2350.6
ALSN,2024-03-31,Q,7099.73
TGT,2024-03-31,Q,81983.05
BNED,2024-03-31,Q,38.53
THCP,2024-03-31,Q,103.81
ALTI,2024-03-31,Q,675.41
THC,2024-03-31,Q,10267.46
ALTG,2024-03-31,Q,424.83
TH,2024-03-31,Q,1088.15
AMPH,2024-03-31,Q,2145.7
TNET,2024-03-31,Q,6699.2
AMPG,2024-03-31,Q,17.98
TNDM,2024-03-31,Q,2287.11
BGS,2024-03-31,Q,904.35
TNC,2024-03-31,Q,2311.5
AMPS,2024-03-31,Q,764.2
TNLX,2024-03-31,Q,12.01
BGFV,2024-03-31,Q,79.64
TNL,2024-03-31,Q,3489.06
VSTO,2024-03-31,Q,1906.06
VSTS,2024-03-31,Q,2533.05
BGI,2024-03-31,Q,63.92
BHC,2024-03-31,Q,3891.71
BHF,2024-03-31,Q,3221.19
AMN,2024-03-31,Q,2368.41
BHIL,2024-03-31,Q,42.47
VTLE,2024-03-31,Q,1926.21
BHLB,2024-03-31,Q,996.18
BHM,2024-03-31,Q,66.83
BGXX,2024-03-31,Q,46.33
BH,2024-03-31,Q,431.62
TMUS,2024-03-31,Q,191270.05
BHB,2024-03-31,Q,402.1
BFAM,2024-03-31,Q,6575.35
AMRX,2024-03-31,Q,1870.26
BFC,2024-03-31,Q,877.29
TOL,2024-03-31,Q,13476.47
TOI,2024-03-31,Q,117.41
TOFB,2024-03-31,Q,4.38
TOMZ,2024-03-31,Q,13.57
VSEC,2024-03-31,Q,1261.53
VSH,2024-03-31,Q,3118.62
AMSF,2024-03-31,Q,960.0
TOON,2024-03-31,Q,48.45
BF.A,2024-03-31,Q,25020.16
BF.B,2024-03-31,Q,24391.7
AMSC,2024-03-31,Q,415.25
AMS,2024-03-31,Q,18.67
BFICQ,2024-03-31,Q,15.62
BFST,2024-03-31,Q,567.81
AMPY,2024-03-31,Q,261.84
BG,2024-03-31,Q,14516.33
VSTM,2024-03-31,Q,298.63
AMR,2024-03-31,Q,4307.6
AMRK,2024-03-31,Q,701.41
VST,2024-03-31,Q,24230.2
BFS,2024-03-31,Q,923.05
BFIN,2024-03-31,Q,130.84
TNXP,2024-03-31,Q,15.72
AMRC,2024-03-31,Q,1262.48
ALNY,2024-03-31,Q,18904.2
VVX,2024-03-31,Q,1469.16
AMED,2024-03-31,Q,3011.5
BJ,2024-03-31,Q,10047.45
VWESQ,2024-03-31,Q,22.59
BJDX,2024-03-31,Q,2.16
VVV,2024-03-31,Q,5778.46
BIVI,2024-03-31,Q,32.23
AMCR,2024-03-31,Q,13745.21
BKH,2024-03-31,Q,3728.61
VYX,2024-03-31,Q,1822.39
AMD,2024-03-31,Q,291728.5
BJRI,2024-03-31,Q,846.0
AMCX,2024-03-31,Q,528.4
TLF,2024-03-31,Q,39.07
BKD,2024-03-31,Q,1251.53
TMDX,2024-03-31,Q,2418.82
VTRS,2024-03-31,Q,14216.51
BIGC,2024-03-31,Q,527.77
BIGGQ,2024-03-31,Q,127.79
BIIB,2024-03-31,Q,31395.06
TMCI,2024-03-31,Q,805.91
VTS,2024-03-31,Q,698.94
BILL,2024-03-31,Q,7293.76
TMP,2024-03-31,Q,724.48
VTNRQ,2024-03-31,Q,130.92
BHR,2024-03-31,Q,132.96
VTOL,2024-03-31,Q,772.17
TMHC,2024-03-31,Q,6616.69
BIAF,2024-03-31,Q,23.26
AMKR,2024-03-31,Q,7936.53
BIOLQ,2024-03-31,Q,6.31
BIOR,2024-03-31,Q,39.47
TLSI,2024-03-31,Q,260.89
AMH,2024-03-31,Q,13473.32
TLS,2024-03-31,Q,304.96
TLRY,2024-03-31,Q,1911.85
VVI,2024-03-31,Q,833.96
VTSI,2024-03-31,Q,114.21
BIO.B,2024-03-31,Q,9475.65
TEX,2024-03-31,Q,4334.12
TEVA,2024-03-31,Q,15981.56
AIT,2024-03-31,Q,7625.95
BTM,2024-03-31,Q,112.97
BTMD,2024-03-31,Q,364.72
BTAI,2024-03-31,Q,104.44
WINT,2024-03-31,Q,3.25
BTBD,2024-03-31,Q,10.31
WINV,2024-03-31,Q,45.04
AIV,2024-03-31,Q,1186.01
AIZ,2024-03-31,Q,9784.27
T,2024-03-31,Q,126194.91
BTU,2024-03-31,Q,3088.11
SYRS,2024-03-31,Q,143.0
AIRS,2024-03-31,Q,353.28
WK,2024-03-31,Q,4649.15
WKC,2024-03-31,Q,1585.37
AIRT,2024-03-31,Q,62.64
BTSG,2024-03-31,Q,1860.84
SYY,2024-03-31,Q,40426.22
WKHS,2024-03-31,Q,73.81
SYPR,2024-03-31,Q,36.21
BSY,2024-03-31,Q,14923.89
BSET,2024-03-31,Q,130.31
TASK,2024-03-31,Q,1036.52
BSGM,2024-03-31,Q,7.4
TARS,2024-03-31,Q,1373.18
BRX,2024-03-31,Q,7065.46
BRY,2024-03-31,Q,619.36
AKRO,2024-03-31,Q,1746.76
AKR,2024-03-31,Q,1755.12
BSBK,2024-03-31,Q,93.78
BSRR,2024-03-31,Q,295.89
AJX,2024-03-31,Q,140.56
AJINY,2024-03-31,Q,19397.23
TALO,2024-03-31,Q,2562.0
AJG,2024-03-31,Q,54633.74
AKA,2024-03-31,Q,104.2
AKBA,2024-03-31,Q,383.15
BSM,2024-03-31,Q,3360.81
WINA,2024-03-31,Q,1265.02
AKAM,2024-03-31,Q,16480.44
TAP,2024-03-31,Q,14248.41
WING,2024-03-31,Q,10761.1
AIRI,2024-03-31,Q,15.58
AIG,2024-03-31,Q,51878.93
BXC,2024-03-31,Q,1128.1
WMB,2024-03-31,Q,47482.02
BXMT,2024-03-31,Q,3456.06
SWX,2024-03-31,Q,5456.17
BWXT,2024-03-31,Q,9380.22
AILE,2024-03-31,Q,77.98
BWMN,2024-03-31,Q,536.21
WLY,2024-03-31,Q,2087.02
WLYB,2024-03-31,Q,2077.17
AIHS,2024-03-31,Q,8.61
WM,2024-03-31,Q,85490.86
SWIM,2024-03-31,Q,456.93
AHT,2024-03-31,Q,54.4
BYND,2024-03-31,Q,535.53
SWI,2024-03-31,Q,2122.2
BYON,2024-03-31,Q,1642.29
AHR,2024-03-31,Q,1941.07
BXP,2024-03-31,Q,10256.88
BYFC,2024-03-31,Q,49.66
BXSL,2024-03-31,Q,5968.37
BY,2024-03-31,Q,957.89
WMG,2024-03-31,Q,17101.42
SWKH,2024-03-31,Q,217.35
SWK,2024-03-31,Q,15069.34
BUSE,2024-03-31,Q,1329.28
BV,2024-03-31,Q,1123.36
SYNA,2024-03-31,Q,3834.11
WLK,2024-03-31,Q,19645.49
BVFL,2024-03-31,Q,117.51
AIR,2024-03-31,Q,2121.02
WLDN,2024-03-31,Q,400.55
AIRE,2024-03-31,Q,53.83
WLFC,2024-03-31,Q,351.53
BURL,2024-03-31,Q,14828.73
BURU,2024-03-31,Q,5.22
WLKP,2024-03-31,Q,782.07
AIP,2024-03-31,Q,281.67
BWB,2024-03-31,Q,321.15
BWEN,2024-03-31,Q,51.58
BWFG,2024-03-31,Q,205.14
BWIN,2024-03-31,Q,3381.0
AIM,2024-03-31,Q,23.9
SYBT,2024-03-31,Q,1436.33
SYBX,2024-03-31,Q,20.81
SYK,2024-03-31,Q,136330.5
BVS,2024-03-31,Q,411.66
BW,2024-03-31,Q,101.11
SYF,2024-03-31,Q,17314.56
AIN,2024-03-31,Q,2917.51
WHR,2024-03-31,Q,6536.06
TEAM,2024-03-31,Q,50786.77
ALIT,2024-03-31,Q,5532.75
TDY,2024-03-31,Q,20341.75
ALL,2024-03-31,Q,45659.99
BOWL,2024-03-31,Q,2054.08
ALKT,2024-03-31,Q,2395.96
BOX,2024-03-31,Q,4088.08
ALKS,2024-03-31,Q,4580.82
ALK,2024-03-31,Q,5408.12
BOXL,2024-03-31,Q,6.4
TDW,2024-03-31,Q,4808.94
TDUP,2024-03-31,Q,220.43
WERN,2024-03-31,Q,2480.71
TDC,2024-03-31,Q,3739.39
WES,2024-03-31,Q,13526.19
TCX,2024-03-31,Q,201.0
ALG,2024-03-31,Q,2751.99
BPMC,2024-03-31,Q,5805.43
ALHC,2024-03-31,Q,948.34
WELL,2024-03-31,Q,55869.29
TDS,2024-03-31,Q,1810.26
TDOC,2024-03-31,Q,2560.78
BPOP,2024-03-31,Q,6368.35
ALGS,2024-03-31,Q,74.15
TDG,2024-03-31,Q,68484.66
WEST,2024-03-31,Q,909.39
WDFC,2024-03-31,Q,3433.02
BOLT,2024-03-31,Q,53.38
BOKF,2024-03-31,Q,5935.38
ALNT,2024-03-31,Q,597.25
BODI,2024-03-31,Q,65.93
BOF,2024-03-31,Q,7.58
WD,2024-03-31,Q,3407.55
BOH,2024-03-31,Q,2476.62
WDAY,2024-03-31,Q,72006.0
TELO,2024-03-31,Q,152.49
TELA,2024-03-31,Q,139.79
TEL,2024-03-31,Q,44476.63
ALLE,2024-03-31,Q,11779.14
BOTJ,2024-03-31,Q,47.4
ALLR,2024-03-31,Q,14.37
TENB,2024-03-31,Q,5869.47
BOOM,2024-03-31,Q,385.63
WEAV,2024-03-31,Q,814.85
BRLS,2024-03-31,Q,125.07
BRLT,2024-03-31,Q,292.6
WGS,2024-03-31,Q,238.5
TBRG,2024-03-31,Q,135.1
BRK.A,2024-03-31,Q,911560.81
TCBS,2024-03-31,Q,46.51
BRK.B,2024-03-31,Q,906301.88
ALBT,2024-03-31,Q,3.55
TCBK,2024-03-31,Q,1219.95
TCBI,2024-03-31,Q,2871.5
TCBC,2024-03-31,Q,59.42
BRKR,2024-03-31,Q,13652.74
ALB,2024-03-31,Q,15483.07
WGO,2024-03-31,Q,2165.88
TCBX,2024-03-31,Q,272.41
TBIO,2024-03-31,Q,13.24
BRSP,2024-03-31,Q,900.09
WHLM,2024-03-31,Q,25.07
AKTS,2024-03-31,Q,58.28
WHLR,2024-03-31,Q,10.68
BRT,2024-03-31,Q,312.19
WH,2024-03-31,Q,6184.27
BRO,2024-03-31,Q,24970.72
AL,2024-03-31,Q,5728.71
TBNK,2024-03-31,Q,71.14
BROS,2024-03-31,Q,5846.87
TBMC,2024-03-31,Q,95.58
AKYA,2024-03-31,Q,231.59
WHF,2024-03-31,Q,288.21
TBLA,2024-03-31,Q,1310.12
BRBS,2024-03-31,Q,61.83
ALE,2024-03-31,Q,3433.97
BRC,2024-03-31,Q,2865.1
BRCC,2024-03-31,Q,908.28
TCPC,2024-03-31,Q,892.72
BRBR,2024-03-31,Q,7731.7
BR,2024-03-31,Q,24126.82
TCS,2024-03-31,Q,58.84
TCRX,2024-03-31,Q,380.36
WEX,2024-03-31,Q,9952.63
ALEX,2024-03-31,Q,1195.59
ALCO,2024-03-31,Q,223.14
ALCE,2024-03-31,Q,34.27
BRDG,2024-03-31,Q,828.64
TCMD,2024-03-31,Q,386.09
WFRD,2024-03-31,Q,8443.45
BETR,2024-03-31,Q,375.3
VFC,2024-03-31,Q,5965.53
ATXG,2024-03-31,Q,3.91
UCTT,2024-03-31,Q,2051.66
AR,2024-03-31,Q,9013.4
VFF,2024-03-31,Q,136.71
ATSG,2024-03-31,Q,903.81
UEIC,2024-03-31,Q,129.81
ARAY,2024-03-31,Q,244.95
UE,2024-03-31,Q,2051.94
ATUS,2024-03-31,Q,1200.5
VERX,2024-03-31,Q,4922.07
AQB,2024-03-31,Q,7.79
AUPH,2024-03-31,Q,716.53
UCB,2024-03-31,Q,3135.67
ATYR,2024-03-31,Q,132.49
AQST,2024-03-31,Q,387.82
AUB,2024-03-31,Q,3169.66
AUDAQ,2024-03-31,Q,0.86
ULBI,2024-03-31,Q,145.07
ATNF,2024-03-31,Q,1.99
ATNI,2024-03-31,Q,486.88
UIS,2024-03-31,Q,339.91
ATNM,2024-03-31,Q,233.2
UI,2024-03-31,Q,7004.43
ATO,2024-03-31,Q,17930.32
ATOM,2024-03-31,Q,165.63
VEL,2024-03-31,Q,593.85
ATLX,2024-03-31,Q,249.19
ULH,2024-03-31,Q,970.02
ATMU,2024-03-31,Q,2688.23
ULCC,2024-03-31,Q,1816.3
VERA,2024-03-31,Q,2348.2
ARCH,2024-03-31,Q,2912.94
ARC,2024-03-31,Q,119.61
ATRO,2024-03-31,Q,663.39
ATROB,2024-03-31,Q,637.96
UFPT,2024-03-31,Q,1934.5
UGI,2024-03-31,Q,5142.39
UHG,2024-03-31,Q,338.12
VERB,2024-03-31,Q,21.01
ATPC,2024-03-31,Q,25.4
ARCC,2024-03-31,Q,12653.64
UHAL,2024-03-31,Q,13243.1
UGRO,2024-03-31,Q,16.88
ATR,2024-03-31,Q,9534.67
ARCB,2024-03-31,Q,3349.3
ATRA,2024-03-31,Q,83.57
VERI,2024-03-31,Q,198.33
ATRC,2024-03-31,Q,1471.56
VERO,2024-03-31,Q,4.39
APYX,2024-03-31,Q,47.12
TXT,2024-03-31,Q,18293.75
TXO,2024-03-31,Q,551.96
TXNM,2024-03-31,Q,3395.14
APPS,2024-03-31,Q,267.3
AVNS,2024-03-31,Q,913.95
TYGO,2024-03-31,Q,64.58
AVGO,2024-03-31,Q,614223.13
TYL,2024-03-31,Q,18043.91
TXN,2024-03-31,Q,158615.11
VIRC,2024-03-31,Q,178.68
APP,2024-03-31,Q,22770.54
APOG,2024-03-31,Q,1310.11
TWO,2024-03-31,Q,1370.27
VIRT,2024-03-31,Q,3225.62
VIR,2024-03-31,Q,1378.28
VINO,2024-03-31,Q,3.73
APPN,2024-03-31,Q,2886.05
AVNW,2024-03-31,Q,481.75
AVO,2024-03-31,Q,840.95
AVPT,2024-03-31,Q,1466.91
UBFO,2024-03-31,Q,133.5
UBCP,2024-03-31,Q,82.52
AVA,2024-03-31,Q,2738.17
VHI,2024-03-31,Q,486.0
AVD,2024-03-31,Q,362.4
UAA,2024-03-31,Q,3217.41
UA,2024-03-31,Q,3112.78
U,2024-03-31,Q,10432.71
AVDX,2024-03-31,Q,2714.57
AVAH,2024-03-31,Q,479.02
UAVS,2024-03-31,Q,8.58
UAN,2024-03-31,Q,830.67
AVAV,2024-03-31,Q,4312.65
UAMY,2024-03-31,Q,26.91
AVB,2024-03-31,Q,26383.62
VIAV,2024-03-31,Q,2029.23
UAL,2024-03-31,Q,15743.11
VICI,2024-03-31,Q,31075.05
ARQT,2024-03-31,Q,1144.85
USEG,2024-03-31,Q,29.23
VAPO,2024-03-31,Q,8.2
ASNS,2024-03-31,Q,3.1
USIO,2024-03-31,Q,45.54
ASIX,2024-03-31,Q,767.02
ARRY,2024-03-31,Q,2262.24
ASLE,2024-03-31,Q,380.61
USFD,2024-03-31,Q,13237.48
ASO,2024-03-31,Q,4983.85
AROC,2024-03-31,Q,3074.16
USAC,2024-03-31,Q,2747.06
ASRT,2024-03-31,Q,91.25
VATE,2024-03-31,Q,55.98
ASRV,2024-03-31,Q,44.58
ARMP,2024-03-31,Q,151.13
ASTC,2024-03-31,Q,15.23
USAP,2024-03-31,Q,206.04
ARQ,2024-03-31,Q,216.92
USAQ,2024-03-31,Q,0.89
ASPI,2024-03-31,Q,202.05
USCB,2024-03-31,Q,224.01
ASPN,2024-03-31,Q,1351.01
USB,2024-03-31,Q,69648.56
AROW,2024-03-31,Q,417.64
VASO,2024-03-31,Q,55.71
ASTE,2024-03-31,Q,995.07
UVV,2024-03-31,Q,1270.93
UTGN,2024-03-31,Q,101.27
ASAN,2024-03-31,Q,3532.28
ARTW,2024-03-31,Q,10.64
ASB,2024-03-31,Q,3242.99
ARTNA,2024-03-31,Q,381.8
UTI,2024-03-31,Q,857.6
UTZ,2024-03-31,Q,2596.78
UVE,2024-03-31,Q,584.39
ARVN,2024-03-31,Q,2819.77
UTL,2024-03-31,Q,846.15
UVSP,2024-03-31,Q,609.44
USM,2024-03-31,Q,3102.5
ASH,2024-03-31,Q,4880.91
USPH,2024-03-31,Q,1700.73
VABK,2024-03-31,Q,162.25
VAC,2024-03-31,Q,3789.69
URI,2024-03-31,Q,48018.66
ASTH,2024-03-31,Q,2352.51
VCTR,2024-03-31,Q,2744.0
ATGE,2024-03-31,Q,1932.97
UNH,2024-03-31,Q,455163.53
UNFI,2024-03-31,Q,682.93
ARES,2024-03-31,Q,41179.65
ATEC,2024-03-31,Q,1927.92
UNP,2024-03-31,Q,150047.33
UNM,2024-03-31,Q,10162.3
ATER,2024-03-31,Q,21.17
ARHS,2024-03-31,Q,2158.99
UNCY,2024-03-31,Q,51.9
UMH,2024-03-31,Q,1126.37
ATKR,2024-03-31,Q,6999.21
ATLC,2024-03-31,Q,438.04
VEEE,2024-03-31,Q,8.19
UMAC,2024-03-31,Q,16.33
ATLN,2024-03-31,Q,1.14
ULY,2024-03-31,Q,25.23
ARDX,2024-03-31,Q,1708.03
AREC,2024-03-31,Q,111.64
AREB,2024-03-31,Q,1.68
UNB,2024-03-31,Q,137.84
VECO,2024-03-31,Q,1982.0
ARE,2024-03-31,Q,22544.19
ATI,2024-03-31,Q,6367.67
ATIP,2024-03-31,Q,23.44
VCNX,2024-03-31,Q,9.13
UPS,2024-03-31,Q,127161.73
ARLP,2024-03-31,Q,2567.64
UPLD,2024-03-31,Q,86.08
ASYS,2024-03-31,Q,76.77
VC,2024-03-31,Q,3245.63
UPHL,2024-03-31,Q,19.56
UPST,2024-03-31,Q,2361.09
URGN,2024-03-31,Q,351.8
VBFC,2024-03-31,Q,63.55
ARMK,2024-03-31,Q,8552.5
URG,2024-03-31,Q,450.6
ASTS,2024-03-31,Q,742.59
UPXI,2024-03-31,Q,12.1
UPWK,2024-03-31,Q,1625.47
ASUR,2024-03-31,Q,200.44
UONEK,2024-03-31,Q,101.33
UONE,2024-03-31,Q,134.11
ATCH,2024-03-31,Q,19.93
UNTY,2024-03-31,Q,279.89
ARI,2024-03-31,Q,1583.69
ARIS,2024-03-31,Q,821.99
ARKO,2024-03-31,Q,659.74
ATAI,2024-03-31,Q,329.8
UP,2024-03-31,Q,2001.31
BCBP,2024-03-31,Q,177.17
BCC,2024-03-31,Q,6054.94
ANGI,2024-03-31,Q,1318.96
TRNR,2024-03-31,Q,5.13
TRNO,2024-03-31,Q,6409.08
BCAL,2024-03-31,Q,276.24
ANIP,2024-03-31,Q,1451.12
BCOW,2024-03-31,Q,40.97
BCPC,2024-03-31,Q,5024.02
VRE,2024-03-31,Q,1408.2
ANF,2024-03-31,Q,6404.2
TRIP,2024-03-31,Q,3866.8
VRCA,2024-03-31,Q,251.13
BCML,2024-03-31,Q,233.49
TRIN,2024-03-31,Q,721.57
BCO,2024-03-31,Q,4131.67
TRGP,2024-03-31,Q,24830.03
TRNS,2024-03-31,Q,983.83
TRU,2024-03-31,Q,15497.16
BBGI,2024-03-31,Q,23.67
TRTX,2024-03-31,Q,601.15
ANSS,2024-03-31,Q,30307.06
BBIO,2024-03-31,Q,5786.04
TRT,2024-03-31,Q,26.52
TRVN,2024-03-31,Q,8.43
TRVI,2024-03-31,Q,243.0
TRV,2024-03-31,Q,52700.54
BBCP,2024-03-31,Q,425.59
TRUG,2024-03-31,Q,16.97
BBDC,2024-03-31,Q,986.42
BC,2024-03-31,Q,6640.58
TROX,2024-03-31,Q,2738.5
VOYA,2024-03-31,Q,7443.83
BBWI,2024-03-31,Q,11249.32
BBY,2024-03-31,Q,17747.39
VOXX,2024-03-31,Q,179.19
TRS,2024-03-31,Q,1088.8
ANRO,2024-03-31,Q,412.67
VREX,2024-03-31,Q,740.29
BEEM,2024-03-31,Q,98.78
TPIC,2024-03-31,Q,138.13
TPHS,2024-03-31,Q,9.61
AMTX,2024-03-31,Q,255.72
BEEP,2024-03-31,Q,112.1
TPH,2024-03-31,Q,3667.96
AMWD,2024-03-31,Q,1610.83
TPST,2024-03-31,Q,86.87
TPR,2024-03-31,Q,10909.63
VRTX,2024-03-31,Q,108038.59
BECN,2024-03-31,Q,6217.57
TPG,2024-03-31,Q,16301.15
AMTB,2024-03-31,Q,785.09
TOWN,2024-03-31,Q,2104.52
VSCO,2024-03-31,Q,1503.42
BERY,2024-03-31,Q,7009.63
AMT,2024-03-31,Q,92269.59
BELFA,2024-03-31,Q,893.62
TPET,2024-03-31,Q,3.14
BELFB,2024-03-31,Q,761.11
TPC,2024-03-31,Q,756.03
VSAT,2024-03-31,Q,2267.05
TPB,2024-03-31,Q,516.32
BCRX,2024-03-31,Q,1048.16
VRNS,2024-03-31,Q,5263.66
BDCO,2024-03-31,Q,77.44
VRNT,2024-03-31,Q,2067.78
TRC,2024-03-31,Q,412.96
VRPX,2024-03-31,Q,4.99
VRNA,2024-03-31,Q,1300.32
BCYC,2024-03-31,Q,1065.2
BCSF,2024-03-31,Q,1012.34
ANDE,2024-03-31,Q,1953.44
TREE,2024-03-31,Q,559.93
VRME,2024-03-31,Q,14.15
BCTF,2024-03-31,Q,62.84
VRRM,2024-03-31,Q,4158.12
TR,2024-03-31,Q,2290.85
BDSX,2024-03-31,Q,164.0
TPX,2024-03-31,Q,9864.68
BDX,2024-03-31,Q,71514.65
TPVG,2024-03-31,Q,356.64
BE,2024-03-31,Q,2550.74
BDRL,2024-03-31,Q,1.45
VRSK,2024-03-31,Q,33632.83
AN,2024-03-31,Q,6667.33
TRAK,2024-03-31,Q,288.62
VRSN,2024-03-31,Q,18875.2
AMZN,2024-03-31,Q,1877147.38
BBAI,2024-03-31,Q,504.46
AXL,2024-03-31,Q,865.09
AXON,2024-03-31,Q,23610.96
APG,2024-03-31,Q,10771.25
AXP,2024-03-31,Q,163778.11
VLDX,2024-03-31,Q,133.36
VLCN,2024-03-31,Q,14.04
APH,2024-03-31,Q,69279.66
AXDX,2024-03-31,Q,21.45
AXGN,2024-03-31,Q,352.7
TUSK,2024-03-31,Q,174.75
AXIL,2024-03-31,Q,74.9
TTMI,2024-03-31,Q,1592.78
APD,2024-03-31,Q,53858.05
VLO,2024-03-31,Q,55815.01
APCX,2024-03-31,Q,23.7
TTI,2024-03-31,Q,580.95
AYI,2024-03-31,Q,8276.31
TTGT,2024-03-31,Q,944.39
AXR,2024-03-31,Q,122.5
APEI,2024-03-31,Q,249.33
AXTI,2024-03-31,Q,203.1
AXS,2024-03-31,Q,5504.59
TTWO,2024-03-31,Q,25330.38
VLGEA,2024-03-31,Q,423.11
AXSM,2024-03-31,Q,3790.17
AXTA,2024-03-31,Q,7588.0
AVY,2024-03-31,Q,17983.54
VITL,2024-03-31,Q,979.66
TWI,2024-03-31,Q,907.97
APO,2024-03-31,Q,63889.73
AVTR,2024-03-31,Q,17368.84
TWLO,2024-03-31,Q,10852.41
TWKS,2024-03-31,Q,816.75
TWIN,2024-03-31,Q,231.36
APLD,2024-03-31,Q,525.26
AWX,2024-03-31,Q,8.7
AX,2024-03-31,Q,3078.52
VIVK,2024-03-31,Q,21.9
APLE,2024-03-31,Q,3969.63
APLS,2024-03-31,Q,7129.65
AWH,2024-03-31,Q,38.27
AWI,2024-03-31,Q,5435.65
AWIN,2024-03-31,Q,5.99
AWK,2024-03-31,Q,23809.26
TVTX,2024-03-31,Q,586.8
AWR,2024-03-31,Q,2689.42
BANR,2024-03-31,Q,1649.76
TSE,2024-03-31,Q,133.41
BARK,2024-03-31,Q,217.66
VNCE,2024-03-31,Q,40.65
TSLX,2024-03-31,Q,1974.17
BALY,2024-03-31,Q,564.36
TSLA,2024-03-31,Q,560628.81
AON,2024-03-31,Q,72560.99
AOMR,2024-03-31,Q,268.13
TSHA,2024-03-31,Q,536.74
BAND,2024-03-31,Q,492.63
BAX,2024-03-31,Q,21779.46
BB,2024-03-31,Q,1626.28
VNRX,2024-03-31,Q,62.13
TSBK,2024-03-31,Q,218.67
VNO,2024-03-31,Q,5480.21
BATL,2024-03-31,Q,93.14
VNOM,2024-03-31,Q,6801.81
BATRA,2024-03-31,Q,2592.51
AZO,2024-03-31,Q,54583.43
TTC,2024-03-31,Q,9566.79
TT,2024-03-31,Q,67951.0
VLY,2024-03-31,Q,4050.79
AZTR,2024-03-31,Q,5.92
AYTU,2024-03-31,Q,16.93
TTEK,2024-03-31,Q,9881.48
TTEC,2024-03-31,Q,492.05
AZEK,2024-03-31,Q,7306.5
VLTO,2024-03-31,Q,21885.44
BACK,2024-03-31,Q,3.51
BAER,2024-03-31,Q,225.11
AOSL,2024-03-31,Q,623.26
BAFN,2024-03-31,Q,53.55
TSQ,2024-03-31,Q,189.37
AOS,2024-03-31,Q,13121.11
BAH,2024-03-31,Q,19259.48
VMI,2024-03-31,Q,4615.0
AORT,2024-03-31,Q,871.79
TSN,2024-03-31,Q,20966.61
VMC,2024-03-31,Q,36094.29
APA,2024-03-31,Q,10352.05
AZZ,2024-03-31,Q,1940.64
B,2024-03-31,Q,1883.58
AP,2024-03-31,Q,43.11
BA,2024-03-31,Q,118473.52
VMD,2024-03-31,Q,366.08
BAC,2024-03-31,Q,296548.44
ACTG,2024-03-31,Q,533.12
ACT,2024-03-31,Q,4926.33
XTNT,2024-03-31,Q,152.35
CGBD,2024-03-31,Q,826.94
CGC,2024-03-31,Q,864.96
XTIA,2024-03-31,Q,17.11
SONXD,2024-03-31,Q,7.47
SON,2024-03-31,Q,5683.12
SOHO,2024-03-31,Q,28.78
ACRE,2024-03-31,Q,405.45
SOL,2024-03-31,Q,116.23
CG,2024-03-31,Q,16986.76
CGON,2024-03-31,Q,2925.33
XXII,2024-03-31,Q,6.69
SPCE,2024-03-31,Q,599.8
XPRO,2024-03-31,Q,2207.43
