ticker,per_end_date,per_type,shares_out
CGBD,2024-03-31,Q,50.79
BLZE,2024-03-31,Q,41.47
TXN,2024-03-31,Q,910.48
XELB,2024-03-31,Q,23.49
CG,2024-03-31,Q,362.11
ASB,2024-03-31,Q,150.77
ASTC,2024-03-31,Q,1.7
VITL,2024-03-31,Q,42.14
ALCE,2024-03-31,Q,3.2
ALCO,2024-03-31,Q,7.62
TYL,2024-03-31,Q,42.46
TYGO,2024-03-31,Q,60.36
CFLT,2024-03-31,Q,317.26
ASRV,2024-03-31,Q,17.15
WTTR,2024-03-31,Q,118.92
CFR,2024-03-31,Q,64.25
TXT,2024-03-31,Q,190.7
ASRT,2024-03-31,Q,95.12
UAA,2024-03-31,Q,435.96
VINO,2024-03-31,Q,0.77
ASLE,2024-03-31,Q,53.01
UBFO,2024-03-31,Q,17.32
BLDR,2024-03-31,Q,121.98
WWW,2024-03-31,Q,79.93
CEG,2024-03-31,Q,315.12
CEIN,2024-03-31,Q,151.94
BLMN,2024-03-31,Q,87.07
CELH,2024-03-31,Q,231.01
CEIX,2024-03-31,Q,29.61
ALLR,2024-03-31,Q,0.08
BLD,2024-03-31,Q,31.82
UCB,2024-03-31,Q,119.14
CELC,2024-03-31,Q,30.45
ALRM,2024-03-31,Q,50.19
UBCP,2024-03-31,Q,5.7
BLIN,2024-03-31,Q,10.42
BLFY,2024-03-31,Q,23.93
WERN,2024-03-31,Q,63.41
WWD,2024-03-31,Q,60.3
CDXS,2024-03-31,Q,70.56
CDZI,2024-03-31,Q,67.47
CE,2024-03-31,Q,109.21
WES,2024-03-31,Q,380.48
CDXC,2024-03-31,Q,75.52
ALNY,2024-03-31,Q,126.49
CDW,2024-03-31,Q,134.4
BLKB,2024-03-31,Q,51.63
ASH,2024-03-31,Q,50.13
ASIX,2024-03-31,Q,26.82
CECO,2024-03-31,Q,34.94
BLFS,2024-03-31,Q,45.3
ALNT,2024-03-31,Q,16.74
WWR,2024-03-31,Q,57.11
BLNK,2024-03-31,Q,100.99
BL,2024-03-31,Q,61.8
WYNN,2024-03-31,Q,112.08
UAMY,2024-03-31,Q,107.65
BKYI,2024-03-31,Q,1.03
ALIT,2024-03-31,Q,561.7
ALSN,2024-03-31,Q,87.48
ALHC,2024-03-31,Q,191.2
CERS,2024-03-31,Q,184.89
CERT,2024-03-31,Q,160.19
BKU,2024-03-31,Q,74.76
CDNS,2024-03-31,Q,272.13
ASNS,2024-03-31,Q,3.01
UAL,2024-03-31,Q,328.8
WYY,2024-03-31,Q,9.56
CERO,2024-03-31,Q,14.72
ALK,2024-03-31,Q,125.8
WEST,2024-03-31,Q,88.03
ALRS,2024-03-31,Q,19.74
WY,2024-03-31,Q,729.02
ALLE,2024-03-31,Q,87.44
CELU,2024-03-31,Q,19.38
WW,2024-03-31,Q,79.28
WELL,2024-03-31,Q,597.92
CDRE,2024-03-31,Q,40.61
UAVS,2024-03-31,Q,0.22
ALKT,2024-03-31,Q,97.51
CENTA,2024-03-31,Q,67.5
VIR,2024-03-31,Q,136.06
CENX,2024-03-31,Q,92.7
ALKS,2024-03-31,Q,169.22
UAN,2024-03-31,Q,10.57
BLND,2024-03-31,Q,252.32
CENT,2024-03-31,Q,67.5
BLBD,2024-03-31,Q,32.28
ALL,2024-03-31,Q,263.92
AL,2024-03-31,Q,111.37
UGRO,2024-03-31,Q,12.32
CHMG,2024-03-31,Q,4.75
WTBA,2024-03-31,Q,16.81
CHMI,2024-03-31,Q,30.02
XNCR,2024-03-31,Q,61.65
XMTR,2024-03-31,Q,46.01
AIRE,2024-03-31,Q,44.12
BIO.B,2024-03-31,Q,28.52
AMC,2024-03-31,Q,263.61
WT,2024-03-31,Q,151.82
AIP,2024-03-31,Q,38.48
WD,2024-03-31,Q,33.72
UHAL,2024-03-31,Q,196.08
CCCS,2024-03-31,Q,614.58
TVTX,2024-03-31,Q,76.11
VLDX,2024-03-31,Q,8.37
ATAI,2024-03-31,Q,167.41
BMRC,2024-03-31,Q,16.3
AIRS,2024-03-31,Q,57.54
WFRD,2024-03-31,Q,73.15
CHH,2024-03-31,Q,49.67
CCI,2024-03-31,Q,434.52
CHGG,2024-03-31,Q,102.22
AIRT,2024-03-31,Q,2.82
BIOR,2024-03-31,Q,3.59
AIRI,2024-03-31,Q,3.32
BMRN,2024-03-31,Q,189.88
UGI,2024-03-31,Q,209.55
BIOLQ,2024-03-31,Q,33.26
XLO,2024-03-31,Q,36.91
UI,2024-03-31,Q,60.46
CCB,2024-03-31,Q,13.39
ATEC,2024-03-31,Q,139.81
AMCX,2024-03-31,Q,43.56
AIHS,2024-03-31,Q,9.57
AILE,2024-03-31,Q,7.19
CCAP,2024-03-31,Q,37.06
BIAF,2024-03-31,Q,11.51
BHRB,2024-03-31,Q,7.44
BHR,2024-03-31,Q,66.48
AMD,2024-03-31,Q,1616.31
XOS,2024-03-31,Q,7.75
BNCC,2024-03-31,Q,3.54
AIG,2024-03-31,Q,663.67
AIN,2024-03-31,Q,31.2
ATCH,2024-03-31,Q,12.45
BILL,2024-03-31,Q,106.14
CHRD,2024-03-31,Q,41.54
XOM,2024-03-31,Q,3943.01
AMCR,2024-03-31,Q,1445.34
VLO,2024-03-31,Q,327.0
CHRO,2024-03-31,Q,5.88
BIGC,2024-03-31,Q,76.6
CHRS,2024-03-31,Q,113.5
AIM,2024-03-31,Q,50.75
CCBG,2024-03-31,Q,16.94
XOMA,2024-03-31,Q,11.64
ARVN,2024-03-31,Q,68.31
UHG,2024-03-31,Q,48.37
BIIB,2024-03-31,Q,145.6
VIVK,2024-03-31,Q,27.71
CGRNQ,2024-03-31,Q,18.35
XGN,2024-03-31,Q,17.36
AKRO,2024-03-31,Q,69.15
WEAV,2024-03-31,Q,70.98
AKR,2024-03-31,Q,103.18
CGON,2024-03-31,Q,66.64
CCOI,2024-03-31,Q,47.42
BJDX,2024-03-31,Q,0.34
AM,2024-03-31,Q,481.24
XHR,2024-03-31,Q,101.96
TWO,2024-03-31,Q,103.49
CCNE,2024-03-31,Q,21.02
ASUR,2024-03-31,Q,25.76
CCO,2024-03-31,Q,483.72
XERS,2024-03-31,Q,148.25
AKYA,2024-03-31,Q,49.38
CCS,2024-03-31,Q,31.79
CGC,2024-03-31,Q,100.23
CCRD,2024-03-31,Q,8.16
XFOR,2024-03-31,Q,167.94
BMBL,2024-03-31,Q,126.11
ASTS,2024-03-31,Q,256.06
WTRG,2024-03-31,Q,273.52
AKTS,2024-03-31,Q,98.6
ALXO,2024-03-31,Q,50.0
UEIC,2024-03-31,Q,12.97
BJRI,2024-03-31,Q,23.38
AKBA,2024-03-31,Q,209.37
AIV,2024-03-31,Q,144.81
CHEF,2024-03-31,Q,39.77
WTI,2024-03-31,Q,146.86
TWI,2024-03-31,Q,72.87
TWIN,2024-03-31,Q,14.0
VLCN,2024-03-31,Q,0.21
CHDN,2024-03-31,Q,73.5
VHI,2024-03-31,Q,28.29
UFPT,2024-03-31,Q,7.67
CHD,2024-03-31,Q,243.9
AMBC,2024-03-31,Q,45.22
AIT,2024-03-31,Q,38.6
CCLD,2024-03-31,Q,16.12
AIZ,2024-03-31,Q,51.98
AKAM,2024-03-31,Q,151.53
AKA,2024-03-31,Q,10.48
WTM,2024-03-31,Q,2.57
BIVI,2024-03-31,Q,6.1
BMNM,2024-03-31,Q,10.07
AJINY,2024-03-31,Q,521.43
CHCT,2024-03-31,Q,27.7
AMAL,2024-03-31,Q,30.5
TWKS,2024-03-31,Q,322.83
AJG,2024-03-31,Q,218.5
AJX,2024-03-31,Q,36.99
TWLO,2024-03-31,Q,177.47
ASYS,2024-03-31,Q,14.19
CPRI,2024-03-31,Q,116.57
WMG,2024-03-31,Q,517.91
BRDG,2024-03-31,Q,120.97
ARAY,2024-03-31,Q,99.17
VWESQ,2024-03-31,Q,62.76
TOMZ,2024-03-31,Q,19.95
BARK,2024-03-31,Q,175.53
CPS,2024-03-31,Q,17.29
TOI,2024-03-31,Q,74.31
CPT,2024-03-31,Q,106.54
VVX,2024-03-31,Q,31.45
CPSS,2024-03-31,Q,21.13
CPSH,2024-03-31,Q,14.52
ABSI,2024-03-31,Q,113.08
APD,2024-03-31,Q,222.31
BATL,2024-03-31,Q,16.46
VSEC,2024-03-31,Q,15.77
AVPT,2024-03-31,Q,185.22
CPK,2024-03-31,Q,22.27
BURU,2024-03-31,Q,0.02
APCX,2024-03-31,Q,24.68
APG,2024-03-31,Q,274.29
CPNG,2024-03-31,Q,1795.0
CPMD,2024-03-31,Q,660.63
VSH,2024-03-31,Q,137.51
APEI,2024-03-31,Q,17.56
TOON,2024-03-31,Q,35.37
ABLT,2024-03-31,Q,0.03
WMB,2024-03-31,Q,1218.43
BALY,2024-03-31,Q,40.49
CQP,2024-03-31,Q,484.04
UTGN,2024-03-31,Q,3.16
WK,2024-03-31,Q,54.83
BTM,2024-03-31,Q,59.62
AVY,2024-03-31,Q,80.55
AQST,2024-03-31,Q,91.04
WKC,2024-03-31,Q,59.94
ABL,2024-03-31,Q,63.0
UTI,2024-03-31,Q,53.8
CRAI,2024-03-31,Q,6.92
BTMD,2024-03-31,Q,62.88
AR,2024-03-31,Q,310.81
AVTR,2024-03-31,Q,679.27
VBFC,2024-03-31,Q,1.5
ABOS,2024-03-31,Q,60.08
ABR,2024-03-31,Q,188.51
BANR,2024-03-31,Q,34.37
TOFB,2024-03-31,Q,5.15
BTU,2024-03-31,Q,127.29
VVV,2024-03-31,Q,129.65
APH,2024-03-31,Q,1201.21
BTSG,2024-03-31,Q,171.19
TNXP,2024-03-31,Q,2.64
BAND,2024-03-31,Q,26.98
ABNB,2024-03-31,Q,644.04
CPIX,2024-03-31,Q,14.18
BBDC,2024-03-31,Q,106.07
TPG,2024-03-31,Q,364.68
USM,2024-03-31,Q,85.0
ARCB,2024-03-31,Q,23.5
AOSL,2024-03-31,Q,28.28
BWEN,2024-03-31,Q,21.67
WNC,2024-03-31,Q,45.02
AP,2024-03-31,Q,19.87
APA,2024-03-31,Q,301.11
VSAT,2024-03-31,Q,125.32
COYA,2024-03-31,Q,14.6
BWB,2024-03-31,Q,27.59
VYX,2024-03-31,Q,144.29
ZIMV,2024-03-31,Q,27.22
ARCC,2024-03-31,Q,607.76
BWMN,2024-03-31,Q,15.41
ZI,2024-03-31,Q,376.16
BBIO,2024-03-31,Q,187.13
BR,2024-03-31,Q,117.77
USIO,2024-03-31,Q,26.79
AON,2024-03-31,Q,217.43
ARCH,2024-03-31,Q,18.12
CORZQ,2024-03-31,Q,388.26
TPHS,2024-03-31,Q,64.05
ACHC,2024-03-31,Q,92.43
VZ,2024-03-31,Q,4209.25
BWFG,2024-03-31,Q,7.91
TPH,2024-03-31,Q,94.88
COTY,2024-03-31,Q,867.9
BWIN,2024-03-31,Q,116.83
BBGI,2024-03-31,Q,1.52
TPIC,2024-03-31,Q,47.47
AORT,2024-03-31,Q,41.2
COSM,2024-03-31,Q,16.93
ACHR,2024-03-31,Q,319.98
CPHC,2024-03-31,Q,4.98
BAX,2024-03-31,Q,509.58
BRCC,2024-03-31,Q,212.21
CPF,2024-03-31,Q,27.04
BUSE,2024-03-31,Q,55.27
BATRA,2024-03-31,Q,61.87
CPHI,2024-03-31,Q,14.82
BV,2024-03-31,Q,94.4
BVFL,2024-03-31,Q,11.38
TOWN,2024-03-31,Q,75.0
BRBR,2024-03-31,Q,130.98
ZIP,2024-03-31,Q,99.28
BBAI,2024-03-31,Q,246.08
CPAY,2024-03-31,Q,72.2
AVNS,2024-03-31,Q,45.9
TPC,2024-03-31,Q,52.28
ARC,2024-03-31,Q,43.18
ACEL,2024-03-31,Q,83.78
BW,2024-03-31,Q,89.48
TPB,2024-03-31,Q,17.62
VC,2024-03-31,Q,27.6
WMPN,2024-03-31,Q,9.55
USPH,2024-03-31,Q,15.07
AVNW,2024-03-31,Q,12.56
BRBS,2024-03-31,Q,22.98
WMS,2024-03-31,Q,77.62
ACDC,2024-03-31,Q,159.6
ACCO,2024-03-31,Q,95.64
BVS,2024-03-31,Q,79.17
VTS,2024-03-31,Q,29.45
VAPO,2024-03-31,Q,6.21
AAL,2024-03-31,Q,656.09
CRSR,2024-03-31,Q,103.91
BSBK,2024-03-31,Q,13.25
AXDX,2024-03-31,Q,21.66
CRS,2024-03-31,Q,49.61
VABK,2024-03-31,Q,5.39
WLKP,2024-03-31,Q,35.23
CROX,2024-03-31,Q,60.7
TMUS,2024-03-31,Q,1171.85
AX,2024-03-31,Q,56.97
CRNC,2024-03-31,Q,41.67
BRLS,2024-03-31,Q,21.38
AAPL,2024-03-31,Q,15334.08
APPN,2024-03-31,Q,72.24
VTSI,2024-03-31,Q,11.11
AWX,2024-03-31,Q,3.9
VAC,2024-03-31,Q,35.18
BSGM,2024-03-31,Q,11.2
APPS,2024-03-31,Q,102.02
AAP,2024-03-31,Q,59.61
AYTU,2024-03-31,Q,5.57
BRLT,2024-03-31,Q,97.86
AAOI,2024-03-31,Q,38.73
ZVRA,2024-03-31,Q,43.43
BROS,2024-03-31,Q,177.18
TMDX,2024-03-31,Q,32.71
ZWS,2024-03-31,Q,172.7
AXL,2024-03-31,Q,117.54
VTLE,2024-03-31,Q,36.66
AXS,2024-03-31,Q,84.66
BRSP,2024-03-31,Q,130.64
AXP,2024-03-31,Q,719.3
VTOL,2024-03-31,Q,28.39
TMCI,2024-03-31,Q,61.76
VTNRQ,2024-03-31,Q,93.51
WLFC,2024-03-31,Q,7.08
AXON,2024-03-31,Q,75.46
CRWS,2024-03-31,Q,10.24
AAGR,2024-03-31,Q,9.44
AXGN,2024-03-31,Q,43.71
AXTA,2024-03-31,Q,220.65
AXTI,2024-03-31,Q,44.25
WLK,2024-03-31,Q,128.57
TMP,2024-03-31,Q,14.41
BRY,2024-03-31,Q,76.94
WLDN,2024-03-31,Q,13.82
AXSM,2024-03-31,Q,47.5
BRT,2024-03-31,Q,18.58
TMHC,2024-03-31,Q,106.43
BRX,2024-03-31,Q,301.3
VTRS,2024-03-31,Q,1190.66
BRO,2024-03-31,Q,285.25
BSM,2024-03-31,Q,210.31
AZEK,2024-03-31,Q,145.49
VSTM,2024-03-31,Q,25.31
BAC,2024-03-31,Q,7820.37
ABEO,2024-03-31,Q,27.55
TNL,2024-03-31,Q,71.26
ZPTA,2024-03-31,Q,29.12
TNLX,2024-03-31,Q,13.5
UTZ,2024-03-31,Q,140.82
BTAI,2024-03-31,Q,37.03
BRK.B,2024-03-31,Q,2155.19
B,2024-03-31,Q,50.7
AWH,2024-03-31,Q,12.34
ABCP,2024-03-31,Q,41.99
WKHS,2024-03-31,Q,15.73
BTBD,2024-03-31,Q,6.25
BRK.A,2024-03-31,Q,1.44
BA,2024-03-31,Q,613.88
APLS,2024-03-31,Q,121.29
CRC,2024-03-31,Q,68.53
UTL,2024-03-31,Q,16.16
BAFN,2024-03-31,Q,4.13
CRBG,2024-03-31,Q,611.64
BAH,2024-03-31,Q,129.75
CRBP,2024-03-31,Q,10.51
WM,2024-03-31,Q,401.08
VST,2024-03-31,Q,347.89
APLE,2024-03-31,Q,242.35
BACK,2024-03-31,Q,1.15
CRD.B,2024-03-31,Q,49.2
ABG,2024-03-31,Q,20.17
VVI,2024-03-31,Q,21.12
CRD.A,2024-03-31,Q,49.2
VATE,2024-03-31,Q,7.99
BAER,2024-03-31,Q,44.84
BSY,2024-03-31,Q,285.79
APYX,2024-03-31,Q,34.64
AWR,2024-03-31,Q,37.23
AWK,2024-03-31,Q,194.82
CRI,2024-03-31,Q,36.5
TNC,2024-03-31,Q,19.01
APP,2024-03-31,Q,328.96
CRKN,2024-03-31,Q,0.35
ZTS,2024-03-31,Q,456.3
AATC,2024-03-31,Q,5.46
UVSP,2024-03-31,Q,29.27
CRL,2024-03-31,Q,51.51
UVV,2024-03-31,Q,24.57
ABAT,2024-03-31,Q,51.88
VSTO,2024-03-31,Q,58.15
VASO,2024-03-31,Q,185.63
AQB,2024-03-31,Q,3.86
TNET,2024-03-31,Q,50.56
AWI,2024-03-31,Q,43.76
ABCL,2024-03-31,Q,293.92
CREX,2024-03-31,Q,10.45
BSRR,2024-03-31,Q,14.65
APO,2024-03-31,Q,568.16
CRH,2024-03-31,Q,686.68
CRGY,2024-03-31,Q,177.36
UVE,2024-03-31,Q,28.76
BRKR,2024-03-31,Q,145.34
AWIN,2024-03-31,Q,0.92
VSTS,2024-03-31,Q,131.45
AZTR,2024-03-31,Q,0.96
TNDM,2024-03-31,Q,64.59
WINV,2024-03-31,Q,4.02
AOS,2024-03-31,Q,146.67
BCSF,2024-03-31,Q,64.56
CADL,2024-03-31,Q,29.35
CNK,2024-03-31,Q,122.35
URI,2024-03-31,Q,66.59
WAT,2024-03-31,Q,59.31
WASH,2024-03-31,Q,17.03
BCRX,2024-03-31,Q,206.33
CNP,2024-03-31,Q,639.72
WPC,2024-03-31,Q,218.82
CNOB,2024-03-31,Q,38.33
CNNE,2024-03-31,Q,62.77
CNO,2024-03-31,Q,108.26
CAH,2024-03-31,Q,243.57
URG,2024-03-31,Q,281.63
CNET,2024-03-31,Q,1.8
YUM,2024-03-31,Q,281.5
CNDT,2024-03-31,Q,208.64
AUPH,2024-03-31,Q,143.02
ADNT,2024-03-31,Q,89.82
BCTF,2024-03-31,Q,7.44
ADM,2024-03-31,Q,494.44
VRCA,2024-03-31,Q,42.42
YUMC,2024-03-31,Q,392.03
URGN,2024-03-31,Q,23.45
VECO,2024-03-31,Q,56.35
CNFR,2024-03-31,Q,12.22
BCYC,2024-03-31,Q,42.78
ADMA,2024-03-31,Q,231.77
BOWL,2024-03-31,Q,149.93
BCML,2024-03-31,Q,11.33
ADC,2024-03-31,Q,100.63
CAC,2024-03-31,Q,14.63
CABO,2024-03-31,Q,5.62
ARES,2024-03-31,Q,309.67
CACC,2024-03-31,Q,12.11
USAC,2024-03-31,Q,103.0
ADCT,2024-03-31,Q,82.81
BCO,2024-03-31,Q,44.72
WINA,2024-03-31,Q,3.5
AREC,2024-03-31,Q,79.18
TRGP,2024-03-31,Q,221.72
VRME,2024-03-31,Q,10.15
CNTY,2024-03-31,Q,30.68
USAP,2024-03-31,Q,9.19
ADD,2024-03-31,Q,51.21
TRIP,2024-03-31,Q,139.14
Z,2024-03-31,Q,236.19
BCPC,2024-03-31,Q,32.42
ANGI,2024-03-31,Q,503.42
VRE,2024-03-31,Q,92.58
CACI,2024-03-31,Q,22.3
ADEA,2024-03-31,Q,108.51
BOXL,2024-03-31,Q,9.79
ANIP,2024-03-31,Q,20.99
CNSL,2024-03-31,Q,118.43
VREX,2024-03-31,Q,40.9
TRIN,2024-03-31,Q,49.15
BCOW,2024-03-31,Q,6.01
CMPO,2024-03-31,Q,80.56
YOSH,2024-03-31,Q,1.24
ATYR,2024-03-31,Q,67.94
BDSX,2024-03-31,Q,114.69
CMPR,2024-03-31,Q,25.45
BDX,2024-03-31,Q,289.01
CMPD,2024-03-31,Q,1.29
AMZN,2024-03-31,Q,10406.63
YORW,2024-03-31,Q,14.33
AN,2024-03-31,Q,40.27
CMPS,2024-03-31,Q,61.94
ADV,2024-03-31,Q,323.89
TROX,2024-03-31,Q,157.84
BDRL,2024-03-31,Q,14.52
AUB,2024-03-31,Q,89.77
UPLD,2024-03-31,Q,27.86
ARIS,2024-03-31,Q,58.09
CANOQ,2024-03-31,Q,5.38
TRT,2024-03-31,Q,4.17
AE,2024-03-31,Q,2.57
CMLS,2024-03-31,Q,16.89
TRS,2024-03-31,Q,40.73
CMP,2024-03-31,Q,41.31
UPHL,2024-03-31,Q,18.81
BOOM,2024-03-31,Q,19.79
ATXG,2024-03-31,Q,4.3
ARKO,2024-03-31,Q,115.74
VEL,2024-03-31,Q,32.99
BE,2024-03-31,Q,226.93
UPWK,2024-03-31,Q,132.58
TRNO,2024-03-31,Q,96.52
CNC,2024-03-31,Q,533.66
ANDE,2024-03-31,Q,34.05
ARI,2024-03-31,Q,142.16
UPST,2024-03-31,Q,87.81
CNA,2024-03-31,Q,270.9
TRNR,2024-03-31,Q,0.49
BOTJ,2024-03-31,Q,4.57
BDCO,2024-03-31,Q,14.92
ARHS,2024-03-31,Q,140.29
UPXI,2024-03-31,Q,1.04
TRNS,2024-03-31,Q,8.83
CMTG,2024-03-31,Q,138.75
VEEE,2024-03-31,Q,9.52
ADTX,2024-03-31,Q,0.01
ADTN,2024-03-31,Q,79.12
CMT,2024-03-31,Q,9.15
AUDAQ,2024-03-31,Q,4.73
UPS,2024-03-31,Q,855.56
ADT,2024-03-31,Q,922.32
WORX,2024-03-31,Q,1.21
COLD,2024-03-31,Q,284.03
ACON,2024-03-31,Q,7.15
USEG,2024-03-31,Q,27.07
VCNX,2024-03-31,Q,1.23
COKE,2024-03-31,Q,9.37
ZEO,2024-03-31,Q,40.26
TR,2024-03-31,Q,71.52
ACNB,2024-03-31,Q,8.51
ZETA,2024-03-31,Q,218.68
BXSL,2024-03-31,Q,191.6
COIN,2024-03-31,Q,245.57
COLL,2024-03-31,Q,32.71
ACNT,2024-03-31,Q,10.13
BY,2024-03-31,Q,44.1
AVDX,2024-03-31,Q,206.43
BYND,2024-03-31,Q,64.68
COFS,2024-03-31,Q,7.56
VRSK,2024-03-31,Q,142.68
BCAL,2024-03-31,Q,18.53
BPOP,2024-03-31,Q,72.29
AVD,2024-03-31,Q,27.99
ACR,2024-03-31,Q,7.67
COHU,2024-03-31,Q,47.09
BC,2024-03-31,Q,68.8
BYFC,2024-03-31,Q,9.01
TRAK,2024-03-31,Q,18.21
VRSN,2024-03-31,Q,99.6
COHN,2024-03-31,Q,1.93
ACRE,2024-03-31,Q,54.42
COHR,2024-03-31,Q,151.81
ZEUS,2024-03-31,Q,11.13
BWXT,2024-03-31,Q,91.41
VRTX,2024-03-31,Q,258.46
WINT,2024-03-31,Q,0.51
COOP,2024-03-31,Q,64.72
TPR,2024-03-31,Q,229.77
AOMR,2024-03-31,Q,24.97
WNEB,2024-03-31,Q,21.71
COR,2024-03-31,Q,199.45
ACIW,2024-03-31,Q,106.26
COMM,2024-03-31,Q,212.28
BXC,2024-03-31,Q,8.66
TPST,2024-03-31,Q,22.22
BXMT,2024-03-31,Q,173.58
ACMR,2024-03-31,Q,56.99
TPVG,2024-03-31,Q,37.62
BXP,2024-03-31,Q,157.05
COMP,2024-03-31,Q,492.31
TPX,2024-03-31,Q,173.61
WAB,2024-03-31,Q,176.38
ACLX,2024-03-31,Q,53.29
USFD,2024-03-31,Q,245.27
W,2024-03-31,Q,120.36
COOK,2024-03-31,Q,128.14
ACLS,2024-03-31,Q,32.6
ACM,2024-03-31,Q,136.02
ZG,2024-03-31,Q,236.19
ACTG,2024-03-31,Q,100.02
VCTR,2024-03-31,Q,64.67
CNX,2024-03-31,Q,153.24
ANSS,2024-03-31,Q,87.3
AVAH,2024-03-31,Q,192.38
ACVA,2024-03-31,Q,164.6
BPMC,2024-03-31,Q,61.2
AVA,2024-03-31,Q,78.19
USCB,2024-03-31,Q,19.65
WAL,2024-03-31,Q,110.11
BCC,2024-03-31,Q,39.48
TREE,2024-03-31,Q,13.23
VRRM,2024-03-31,Q,166.52
COCO,2024-03-31,Q,56.68
BCBP,2024-03-31,Q,16.95
ANRO,2024-03-31,Q,26.88
ZCAR,2024-03-31,Q,6.29
COCH,2024-03-31,Q,19.6
VRPX,2024-03-31,Q,1.17
ZBRA,2024-03-31,Q,51.42
ARE,2024-03-31,Q,174.88
VRNS,2024-03-31,Q,111.59
BZFD,2024-03-31,Q,36.45
CNVS,2024-03-31,Q,13.33
ZD,2024-03-31,Q,46.13
ZBH,2024-03-31,Q,205.73
VRNA,2024-03-31,Q,80.82
COEP,2024-03-31,Q,36.09
ACU,2024-03-31,Q,3.65
BYON,2024-03-31,Q,45.73
USAQ,2024-03-31,Q,10.22
AREB,2024-03-31,Q,0.66
ACT,2024-03-31,Q,158.0
WOLF,2024-03-31,Q,125.86
WING,2024-03-31,Q,29.37
ARDX,2024-03-31,Q,233.98
TRC,2024-03-31,Q,26.8
CODI,2024-03-31,Q,75.38
USB,2024-03-31,Q,1558.13
BZH,2024-03-31,Q,31.55
AVB,2024-03-31,Q,142.18
WMT,2024-04-30,Q,8058.05
HOFT,2024-04-30,Q,10.69
MDT,2024-04-30,Q,1327.82
SMAR,2024-04-30,Q,138.34
BNED,2024-04-30,Q,0.53
ALOT,2024-04-30,Q,7.49
GES,2024-04-30,Q,53.46
ASAN,2024-04-30,Q,228.1
CBRL,2024-04-30,Q,22.2
PNST,2024-04-30,Q,40.09
GAP,2024-04-30,Q,375.07
M,2024-04-30,Q,276.41
SNPS,2024-04-30,Q,153.22
SJM,2024-04-30,Q,106.18
GIII,2024-04-30,Q,44.97
ANF,2024-04-30,Q,51.1
LOW,2024-04-30,Q,569.84
FL,2024-04-30,Q,94.5
BOX,2024-04-30,Q,144.35
HEI,2024-04-30,Q,138.5
GEF.B,2024-04-30,Q,47.14
CAL,2024-04-30,Q,35.17
GEF,2024-04-30,Q,47.14
SMTC,2024-04-30,Q,64.59
PSTG,2024-04-30,Q,319.52
CDMO,2024-04-30,Q,63.48
GME,2024-04-30,Q,306.18
BURL,2024-04-30,Q,63.83
CASY,2024-04-30,Q,37.02
MDB,2024-04-30,Q,73.35
PVH,2024-04-30,Q,56.61
HEI.A,2024-04-30,Q,138.5
WLYB,2024-04-30,Q,54.43
UNFI,2024-04-30,Q,59.44
GCO,2024-04-30,Q,11.63
LZB,2024-04-30,Q,42.64
MEI,2024-04-30,Q,35.3
WOOF,2024-04-30,Q,308.6
LMNR,2024-04-30,Q,18.0
SGMA,2024-04-30,Q,6.09
SKIL,2024-04-30,Q,8.16
PPIH,2024-04-30,Q,8.02
BRC,2024-04-30,Q,47.48
AMAT,2024-04-30,Q,827.97
GMS,2024-04-30,Q,39.8
WLY,2024-04-30,Q,54.43
AMWD,2024-04-30,Q,15.85
CNM,2024-04-30,Q,201.45
ADI,2024-04-30,Q,496.22
YYAI,2024-04-30,Q,1.83
DOMO,2024-04-30,Q,36.92
MTN,2024-04-30,Q,37.62
RENT,2024-04-30,Q,3.67
KEQU,2024-04-30,Q,2.85
NTAP,2024-04-30,Q,205.8
BJ,2024-04-30,Q,132.71
KEYS,2024-04-30,Q,174.54
DY,2024-04-30,Q,29.09
ADSK,2024-04-30,Q,215.51
LAKE,2024-04-30,Q,7.38
CMTL,2024-04-30,Q,28.47
KFY,2024-04-30,Q,52.54
BBY,2024-04-30,Q,216.35
NVDA,2024-04-30,Q,24600.0
PANW,2024-04-30,Q,323.8
BBWI,2024-04-30,Q,223.66
JWN,2024-04-30,Q,163.26
REVG,2024-04-30,Q,51.91
MSS,2024-04-30,Q,19.69
COO,2024-04-30,Q,199.12
AVGO,2024-04-30,Q,4634.21
CONNQ,2024-04-30,Q,24.89
PLAB,2024-04-30,Q,63.36
ROST,2024-04-30,Q,333.58
DKS,2024-04-30,Q,81.49
VRNT,2024-04-30,Q,61.71
NTNX,2024-04-30,Q,246.93
DLTR,2024-04-30,Q,218.22
ZDGE,2024-04-30,Q,14.03
AVAV,2024-04-30,Q,28.14
DLTH,2024-04-30,Q,31.7
DG,2024-04-30,Q,219.9
KR,2024-04-30,Q,721.69
NDSN,2024-04-30,Q,57.27
TTC,2024-04-30,Q,103.87
VNCE,2024-04-30,Q,12.51
SVBL,2024-04-30,Q,35.68
CIEN,2024-04-30,Q,144.6
KSS,2024-04-30,Q,110.91
ENZ,2024-04-30,Q,51.23
SAIC,2024-04-30,Q,51.23
CHWY,2024-04-30,Q,434.92
NAPA,2024-04-30,Q,147.05
NCNO,2024-04-30,Q,115.08
RCAT,2024-04-30,Q,74.28
STRM,2024-04-30,Q,4.14
VLGEA,2024-04-30,Q,14.79
WDAY,2024-04-30,Q,265.0
ESTC,2024-04-30,Q,100.8
IHT,2024-04-30,Q,9.02
