ticker,comp_name,exchange,per_end_date,per_type,filing_date,filing_type,zacks_sector_code,lterm_debt_net_tot,eps_diluted_net_basic
BLKB,Blackbaud,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,10.0,260.457,0.1
BLIN,Bridgeline Digital,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,10.0,-0.105,-0.06
BLGO,BioLargo,NASDAQ Other OTC,2024-03-31,Q,2024-05-14,10-Q,8.0,-0.005,-0.001
BLFY,Blue Foundry Bancorp,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,13.0,-55.0,-0.13
BLFS,BioLife Solutions,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,4.0,-0.241,-0.22
BKR,Baker Hughes,NASDAQ,2024-03-31,Q,2024-04-24,10-Q,12.0,5859.0,0.45
BIOR,"Biora Therapeutics, Inc.",NASDAQ,2024-03-31,Q,2024-05-15,10-Q,4.0,2.813,-1.4
BIOLQ,Biolase,NASDAQ Other OTC,2024-03-31,Q,2024-05-13,10-Q,4.0,-0.165,-0.36
BIO.B,BioRad Laboratories,NYSE,2024-03-31,Q,2024-05-08,10-Q,4.0,-0.118,13.45
BKNG,Booking Holdings,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,3.0,2959.0,22.37
BKH,Black Hills,NYSE,2024-03-31,Q,2024-05-09,10-Q,14.0,3802.8,1.87
BKD,Brookdale Senior Living,NYSE,2024-03-31,Q,2024-05-08,10-Q,4.0,60.421,-0.13
BJRI,BJ's Restaurants,NASDAQ,2024-03-31,Q,2024-05-06,10-Q,3.0,58.0,0.32
BJDX,Bluejay Diagnostics,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,4.0,-0.0048,-7.92
BIVI,BioVie,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,4.0,-7.5,-2.0
TCBC,TC Bancshares,NASDAQ Other OTC,2024-03-31,Q,2024-05-10,10-Q,13.0,11.0,0.01
THRM,Gentherm,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,5.0,-0.324,0.47
THRY,Thryv,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,10.0,-2.476,0.22
THS,TreeHouse Foods,NYSE,2024-03-31,Q,2024-05-06,10-Q,1.0,-0.1,-0.22
BAX,Baxter International,NYSE,2024-03-31,Q,2024-05-02,10-Q,4.0,-15.0,0.07
THR,Thermon,NYSE,2024-03-31,Q,2024-05-29,10-Q,10.0,59.6,0.3
TIL,Instil Bio,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,4.0,81.676,-3.74
BATL,Battalion Oil,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-15,10-Q,12.0,-10.026,-2.24
TILE,Interface,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,2.0,-25.499,0.24
BARK,BARK,NYSE,2024-03-31,Q,2024-06-03,10-Q,3.0,-42.515,-0.02
BARK,BARK,NYSE,2024-03-31,A,2024-06-03,10-K,3.0,-42.515,-0.21
BATRA,"Atlanta Braves Holdings, Inc.",NASDAQ,2024-03-31,Q,2024-05-08,10-Q,9.0,9.771,-0.83
BBAI,BigBear.ai,NYSE,2024-03-31,Q,2024-05-10,10-Q,10.0,206.061,-0.67
THR,Thermon,NYSE,2024-03-31,A,2024-05-29,10-K,10.0,59.6,1.51
TGTX,TG Therapeutics,NASDAQ,2024-03-31,Q,2024-05-06,10-Q,4.0,101.326,-0.07
TH,Target Hospitality,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,2.0,-0.407,0.2
THC,Tenet Healthcare,NYSE,2024-03-31,Q,2024-04-30,10-Q,4.0,-2139.0,21.38
THCP,Thunder Bridge Capital Partners IV,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,17.0,0.115,-0.01
BBIO,BridgeBio Pharma,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,4.0,-23.417,-0.2
THFF,First Financial Corporation Indiana,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,-50.0,0.93
BBGI,Beasley Broadcast Group,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,2.0,264.5386,0.0052
BBDC,Barings BDC,NYSE,2024-03-31,Q,2024-05-07,10-Q,13.0,24.5,0.28
THMO,ThermoGenesis,NASDAQ Other OTC,2024-03-31,Q,2024-05-17,10-Q,4.0,-0.398,-0.46
TGNA,TEGNA,NYSE,2024-03-31,Q,2024-05-08,10-Q,2.0,3073.692,1.06
TIPT,Tiptree Financial,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,13.0,3.186,0.22
TISI,Team,NYSE,2024-03-31,Q,2024-05-14,10-Q,16.0,-10.976,-3.89
TKYMY,Tokuyama Corporation,NASDAQ Other OTC,2024-03-31,A,2024-04-26,10-K,6.0,-378.2166,0.851
BAC,Bank of America,NYSE,2024-03-31,Q,2024-04-30,10-Q,13.0,-945.0,0.76
TLF,Tandy Leather Factory,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,3.0,-0.001,0.06
TLN,Talen Energy Corporation,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,12.0,-182.0,4.84
TKR,The Timken Company,NYSE,2024-03-31,Q,2024-04-30,10-Q,10.0,-15.6,1.46
B,Barnes Group,NYSE,2024-03-31,Q,2024-04-29,10-Q,7.0,29.462,0.04
TLS,Telos,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,10.0,-0.416,-0.1
TLSI,"TriSalus Life Sciences, Inc.",NASDAQ,2024-03-31,Q,2024-05-15,10-Q,4.0,-0.022,-0.6
AZTR,"Azitra, Inc.",NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-09,10-Q,4.0,-0.0035,-4.5045
BA,Boeing,NYSE,2024-03-31,Q,2024-04-24,10-Q,11.0,-4442.0,-0.56
TKOMY,Tokio Marine,NASDAQ Other OTC,2024-03-31,A,2024-05-20,10-K,13.0,-944.7618,2.426
BACK,IMAC Holdings,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,4.0,-0.0017,-0.35
BAND,Bandwidth,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,10.0,-0.017,-0.35
BALY,Bally's,NYSE,2024-03-31,Q,2024-05-03,10-Q,2.0,15.137,-3.61
TKLS,TRUTANKLESS,NASDAQ Other OTC,2024-03-31,Q,2024-08-01,10-Q,10.0,0.1164,-0.01
BAH,Booz Allen Hamilton,NYSE,2024-03-31,Q,2024-05-24,10-Q,16.0,635.591,0.97
BAH,Booz Allen Hamilton,NYSE,2024-03-31,A,2024-05-24,10-K,16.0,635.591,4.59
TKNO,Alpha Teknova,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,4.0,13.178,-0.2
BAFN,BayFirst Financial Corp.,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,13.0,23.226,0.11
TKO,"TKO Group Holdings, Inc.",NYSE,2024-03-31,Q,2024-05-08,10-Q,2.0,-9.972,-1.26
BAER,"Bridger Aerospace Group Holdings, Inc.",NASDAQ,2024-03-31,Q,2024-05-14,10-Q,11.0,-0.74,-0.55
BANR,Banner,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,13.0,-270.536,1.09
BC,Brunswick,NYSE,2024-03-31,Q,2024-05-02,10-Q,2.0,396.3,0.99
TGLS,Tecnoglass,NYSE,2024-03-31,Q,2024-05-09,10-Q,3.0,-12.447,0.63
BDRL,Blonder Tongue Laboratories,NASDAQ Other OTC,2024-03-31,Q,2024-05-20,10-Q,10.0,-0.058,-0.02
TDG,Transdigm Group,NYSE,2024-03-31,Q,2024-05-07,10-Q,11.0,2446.0,6.97
TDOC,Teladoc Health,NYSE,2024-03-31,Q,2024-04-26,10-Q,4.0,1539.546,-0.49
TDS,Telephone and Data Systems,NYSE,2024-03-31,Q,2024-05-03,10-Q,14.0,83.0,0.1
BDL,Flanigan's Enterprises,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-14,10-Q,3.0,-0.645,1.04
TDC,Teradata,NYSE,2024-03-31,Q,2024-05-07,10-Q,10.0,-20.0,0.2
TDW,Tidewater,NYSE,2024-03-31,Q,2024-05-02,10-Q,12.0,-12.5,0.89
BDCO,Blue Dolphin Energy Co.,NASDAQ Other OTC,2024-03-31,Q,2024-05-15,10-Q,12.0,-0.345,0.44
TDY,Teledyne Technologies,NYSE,2024-03-31,Q,2024-04-29,10-Q,11.0,-0.1,3.72
TEAM,Atlassian,NASDAQ,2024-03-31,Q,2024-04-26,10-Q,10.0,-25.0,0.05
BCYC,Bicycle Therapeutics,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,4.0,30.802,-0.62
TDUP,ThredUp,NASDAQ,2024-03-31,Q,2024-05-06,10-Q,1.0,-1.0,-0.15
BDSX,Biodesix,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,4.0,-0.013,-0.14
TCX,Tucows,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,10.0,-5.5,-2.42
BELFB,Bel Fuse,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,10.0,60.0,1.25
TCBK,TriCo Bancshares,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,-240.173,0.83
TCBS,Texas Community Bancshares,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,13.0,-0.369,-0.9
BELFA,Bel Fuse,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,10.0,60.0,1.25
TCBX,Third Coast Bancshares,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,13.0,5.0,0.61
BEEP,Mobile Infrastructure Corporation,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-15,10-Q,13.0,-0.351,-0.09
BEEM,Beam Global,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,5.0,0.025,-0.21
TCMD,Tactile Systems Technology,NASDAQ,2024-03-31,Q,2024-05-06,10-Q,4.0,-0.75,-0.09
BECN,Beacon Roofing Supply,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,3.0,293.6,0.09
TCPC,BlackRock TCP Capital,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,13.0,1.8162,0.08
TCRX,TScan Therapeutics,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,4.0,23.449,-0.32
BE,Bloom Energy,NYSE,2024-03-31,Q,2024-05-09,10-Q,12.0,-3.624,-0.25
TCS,The Container Store,NYSE,2024-03-31,A,2024-05-28,10-K,2.0,8.911,-31.3343
BDX,"Becton, Dickinson and Company",NYSE,2024-03-31,Q,2024-05-02,10-Q,4.0,1972.0,1.85
TCS,The Container Store,NYSE,2024-03-31,Q,2024-05-28,10-Q,2.0,8.911,-18.6171
BCTF,BANCORP 34,NASDAQ Other OTC,2024-03-31,Q,2024-05-15,10-Q,13.0,-15.0,-0.31
TEL,TE Connectivity,NYSE,2024-03-31,Q,2024-04-26,10-Q,10.0,-40.0,1.75
BCSF,Bain Capital Specialty Finance,NYSE,2024-03-31,Q,2024-05-06,10-Q,13.0,1357.589,0.55
BCHT,Birchtech Corp.,NASDAQ Other OTC,2024-03-31,Q,2024-05-15,10-Q,16.0,-0.2717,-0.03
TFIN,"Triumph Financial, Inc.",NASDAQ,2024-03-31,Q,2024-04-17,10-Q,13.0,41.889,0.14
TFSL,TFS Financial,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,323.672,0.07
TG,Tredegar,NYSE,2024-03-31,Q,2024-05-09,10-Q,6.0,2.008,0.1
BCC,Boise Cascade,NYSE,2024-03-31,Q,2024-05-06,10-Q,8.0,473.849,2.61
TGEN,Tecogen,NASDAQ Other OTC,2024-03-31,Q,2024-05-09,10-Q,8.0,-0.0171,-0.04
BCBP,BCB Bancorp  NJ,NASDAQ,2024-03-31,Q,2024-05-06,10-Q,13.0,510.573,0.32
TGI,Triumph Group,NYSE,2024-03-31,A,2024-05-31,10-K,11.0,-610.301,6.92
TGI,Triumph Group,NYSE,2024-03-31,Q,2024-05-31,10-Q,11.0,-610.301,7.41
BCAL,California BanCorp,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,-58.0,0.26
TGL,Treasure Global Inc.,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,3.0,0.063,-2.32
TCBI,Texas Capital Bancshares,NASDAQ,2024-03-31,Q,2024-04-18,10-Q,13.0,859.823,0.46
TFC,Truist Financial,NYSE,2024-03-31,Q,2024-05-09,10-Q,13.0,380.0,0.81
TELA,TELA Bio,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,4.0,40.665,-0.23
TELO,"Telomir Pharmaceuticals, Inc.",NASDAQ,2024-03-31,Q,2024-05-13,10-Q,4.0,-0.6205,-0.23
BCRX,BioCryst Pharmaceuticals,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,-0.39,-0.17
TEM,"Tempus AI, Inc.",NASDAQ,2024-03-31,Q,2024-06-17,10-Q,4.0,445.929,-1.47
BCPC,Balchem,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,6.0,-8.057,0.89
TENB,Tenable Holdings,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,10.0,-0.938,-0.12
BCOW,1895 Bancorp of Wisconsin,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,9.007,-0.06
BCO,Brink's,NYSE,2024-03-31,Q,2024-05-08,10-Q,16.0,2514.3,1.09
TEVA,Teva Pharmaceutical Industries,NYSE,2024-03-31,Q,2024-05-08,10-Q,4.0,16584.0,-0.12
TEX,Terex,NYSE,2024-03-31,Q,2024-04-26,10-Q,7.0,99.2,1.6
BCML,Bay Commercial Bank,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,13.0,-0.315,0.51
ARCB,ArcBest,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,15.0,-16.767,-0.1
USEG,U.S. Energy,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,12.0,5.0,-0.38
AFBI,Affinity Bancshares,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,11.837,0.2
WOLF,Wolfspeed,NYSE,2024-03-31,Q,2024-05-02,10-Q,10.0,1499.7,-1.18
AEYE,Audioeye,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,10.0,6.75,-0.07
AESI,Atlas Energy Solutions Inc.,NYSE,2024-03-31,Q,2024-05-08,10-Q,12.0,196.838,0.26
WORX,SCWorx,NASDAQ,2024-03-31,Q,2024-10-10,10-Q,10.0,0.0076,-0.14
AES,AES,NYSE,2024-03-31,Q,2024-05-02,10-Q,14.0,1935.0,0.6
WOW,WideOpenWest,NYSE,2024-03-31,Q,2024-05-07,10-Q,2.0,34.6,-0.18
AFCG,AFC Gamma,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,60.0,-0.01
AERT,"Aeries Technology, Inc.",NASDAQ,2024-03-31,Q,2024-09-27,10-Q,16.0,-0.348,2.14
WPC,W.P. Carey,NYSE,2024-03-31,Q,2024-05-01,10-Q,13.0,7581.594,0.72
AEP,American Electric Power,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,14.0,-319.2999,1.9
WRB,W.R. Berkley,NYSE,2024-03-31,Q,2024-05-03,10-Q,13.0,0.02,1.0933
AEON,"AEON Biopharma, Inc.",NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-14,10-Q,4.0,5.0,-3.17
AERT,"Aeries Technology, Inc.",NASDAQ,2024-03-31,A,2024-09-27,10-K,16.0,-0.348,0.91
AFG,American Financial Group,NYSE,2024-03-31,Q,2024-05-03,10-Q,13.0,1475.0,2.89
WMG,Warner Music Group,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,2.0,3984.0,0.18
AGFY,Agrify,NASDAQ,2024-03-31,Q,2024-05-21,10-Q,16.0,0.198,3.4483
AGEN,Agenus,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,-2.514,-3.04
AGCO,AGCO,NYSE,2024-03-31,Q,2024-05-03,10-Q,7.0,2380.2,2.25
WMPN,William Penn Ban,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,13.0,-0.46,0.02
WMS,Advanced Drainage Systems,NYSE,2024-03-31,A,2024-05-16,10-K,8.0,-26.883,6.45
WMS,Advanced Drainage Systems,NYSE,2024-03-31,Q,2024-05-16,10-Q,8.0,-26.883,1.22
AFRM,Affirm,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,16.0,908.2334,-0.43
WNC,Wabash National,NYSE,2024-03-31,Q,2024-04-24,10-Q,5.0,396.631,0.39
WNEB,Western New England Bancorp,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,13.0,140.368,0.14
AFIB,Acutus Medical,NASDAQ Other OTC,2024-03-31,Q,2024-05-09,10-Q,4.0,32.805,-0.06
WRLD,World Acceptance,NASDAQ,2024-03-31,A,2024-05-23,10-K,13.0,-98.5349,13.19
WMB,The Williams Companies,NYSE,2024-03-31,Q,2024-05-06,10-Q,12.0,1087.0,0.52
WRLD,World Acceptance,NASDAQ,2024-03-31,Q,2024-05-23,10-Q,13.0,-98.5349,6.02
WTRG,Essential Utilities,NYSE,2024-03-31,Q,2024-05-08,10-Q,14.0,31.359,0.97
ADTN,"ADTRAN Holdings, Inc.",NASDAQ,2024-03-31,Q,2024-05-10,10-Q,16.0,195.0,-4.12
WTTR,"Select Water Solutions, Inc.",NYSE,2024-03-31,Q,2024-05-01,10-Q,16.0,74.934,0.031
ADT,ADT,NYSE,2024-03-31,Q,2024-04-25,10-Q,7.0,31.117,0.09
WU,Western Union,NYSE,2024-03-31,Q,2024-04-24,10-Q,16.0,35.0,0.41
WULF,TeraWulf,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,13.0,-33.412,-0.03
WTM,White Mountains Insurance Group,NYSE,2024-03-31,Q,2024-05-09,10-Q,13.0,-32.6,92.33
WVVI,Willamette Valley Vineyards,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,1.0,2.3715,-0.22
WW,WW International,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,2.0,1427.509,-4.39
WWD,Woodward,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,10.0,-75.472,1.56
WWR,Uranium Resources,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-14,10-Q,6.0,-0.001,-0.05
WWW,Wolverine World Wide,NYSE,2024-03-31,Q,2024-05-08,10-Q,2.0,-24.2,-0.19
ADTX,Aditx Therapeutics,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,4.0,1.7219,-365.6
WTI,W&T Offshore,NYSE,2024-03-31,Q,2024-05-10,10-Q,12.0,-0.275,-0.08
WSBC,WesBanco,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,13.0,-250.806,0.56
AEIS,Advanced Energy Industries,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,10.0,-5.0,0.14
WSBF,Waterstone Financial,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,-20.0,0.16
AEI,ALSET INC,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,9.0,0.1196,-0.73
WSC,WillScot Holdings Corporation,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,13.0,-81.167,0.29
WSFS,WSFS,NASDAQ,2024-03-31,Q,2024-05-06,10-Q,13.0,1124.958,1.09
AEE,Ameren,NYSE,2024-03-31,Q,2024-05-06,10-Q,14.0,347.0,0.98
WSO.B,Watsco,NYSE,2024-03-31,Q,2024-05-03,10-Q,8.0,-16.799,2.17
AE,Adams Resources & Energy,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-08,10-Q,12.0,-4.178,-0.19
WST,West Pharmaceutical Services,NYSE,2024-03-31,Q,2024-04-25,10-Q,4.0,-0.6,1.55
WT,"WisdomTree, Inc.",NYSE,2024-03-31,Q,2024-05-07,10-Q,13.0,275.263,0.13
WTBA,West Bancorporation,NASDAQ,2024-03-31,Q,2024-04-25,10-Q,13.0,-1.25,0.35
ADV,Advantage Solutions,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,2.0,-51.217,-0.02
AENT,Alliance Entertainment Holding Corporation,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,2.0,-8.5,-0.07
WM,Waste Management,NYSE,2024-03-31,Q,2024-04-25,10-Q,16.0,-158.0,1.75
AGL,Agilon Health,NYSE,2024-03-31,Q,2024-05-07,10-Q,4.0,-1.25,-0.015
AGM,Federal Agricultural Mortgage,NYSE,2024-03-31,Q,2024-05-06,10-Q,13.0,173.3115,4.28
WELL,Welltower,NYSE,2024-03-31,Q,2024-04-30,10-Q,13.0,-1481.454,0.22
AIRE,reAlpha Tech Corp.,NASDAQ,2024-03-31,Q,2024-04-19,10-Q,16.0,-0.0713,-0.03
WERN,Werner Enterprises,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,15.0,-50.0,0.1
WES,Western Midstream Partners,NYSE,2024-03-31,Q,2024-05-08,10-Q,12.0,-14.503,1.47
WEST,Westrock Coffee Company,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,1.0,-26.649,-0.27
AIRI,Air Industries Group,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-15,10-Q,11.0,0.222,-0.21
WEX,WEX,NYSE,2024-03-31,Q,2024-04-25,10-Q,16.0,182.7999,1.55
AIN,Albany International,NYSE,2024-03-31,Q,2024-04-29,10-Q,7.0,-17.513,0.87
WFCF,Where Food Comes From,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,2.0,-0.003,0.03
AIMD,Ainos,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,4.0,0.875,-0.57
AIP,Arteris,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,10.0,-0.197,-0.25
AKAM,Akamai Technologies,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,10.0,3540.12,1.11
WBD,Warner Bros. Discovery,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,2.0,-1047.0,-0.4
AKA,a.k.a. Brands Holding Corp.,NYSE,2024-03-31,Q,2024-05-08,10-Q,3.0,-0.45,-0.85
AJX,Great Ajax,NYSE,2024-03-31,Q,2024-05-03,10-Q,13.0,-33.539,-2.41
WCN,Waste Connections,NYSE,2024-03-31,Q,2024-04-25,10-Q,16.0,1002.09,0.89
AJINY,Ajinomoto,NASDAQ Other OTC,2024-03-31,A,2024-05-11,10-K,1.0,458.2221,1.1551
WD,Walker & Dunlop,NYSE,2024-03-31,Q,2024-05-02,10-Q,13.0,1294.014,0.35
AJG,Arthur J. Gallagher & Co.,NYSE,2024-03-31,Q,2024-05-01,10-Q,13.0,567.2,2.74
AIZ,Assurant,NYSE,2024-03-31,Q,2024-05-09,10-Q,13.0,2081.2,4.47
AIV,Apartment Investment and Management,NYSE,2024-03-31,Q,2024-05-08,10-Q,13.0,28.982,-0.07
AIT,Applied Industrial Technologies,NYSE,2024-03-31,Q,2024-04-26,10-Q,7.0,-25.188,2.48
WEAV,Weave Communications,NYSE,2024-03-31,Q,2024-05-09,10-Q,10.0,-1.787,-0.1
AIRT,Air T,NASDAQ,2024-03-31,Q,2024-06-26,10-Q,15.0,-21.198,-0.6
AIRT,Air T,NASDAQ,2024-03-31,A,2024-06-26,10-K,15.0,-21.198,-2.42
AIRS,AirSculpt Technologies,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,16.0,-0.531,0.1
AIM,AIM ImmunoTech,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-15,10-Q,4.0,2.5,-0.12
WFRD,Weatherford International,NASDAQ,2024-03-31,Q,2024-04-24,10-Q,12.0,-172.0,1.5
AILE,"iLearningEngines, Inc.",NASDAQ,2024-03-31,Q,2024-05-16,10-Q,10.0,0.21,-0.44
AIHS,Senmiao Technology,NASDAQ,2024-03-31,Q,2024-06-27,10-Q,10.0,0.2493,-0.14
WK,Workiva,NYSE,2024-03-31,Q,2024-05-02,10-Q,10.0,776.976,-0.21
WKC,World Kinect Corporation,NYSE,2024-03-31,Q,2024-04-26,10-Q,12.0,-3.9,0.45
AGS,PlayAGS,NYSE,2024-03-31,Q,2024-05-09,10-Q,2.0,-18.615,0.1
WKHS,Workhorse Group,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,5.0,-12.3313,-2.0
WKSP,Worksport,NASDAQ,2024-03-31,Q,2024-05-16,10-Q,3.0,-0.0165,-0.18
AGRI,AgriFORCE Growing Systems,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,1.0,0.3314,-0.26
WLDN,Willdan Group,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,16.0,-2.22,0.21
WLFC,Willis Lease Finance,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,15.0,-68.868,3.0
AGR,Avangrid,NYSE,2024-03-31,Q,2024-04-24,10-Q,14.0,-4.0,0.91
WLK,Westlake,NYSE,2024-03-31,Q,2024-05-02,10-Q,6.0,4590.0,1.34
WLKP,Westlake Chemical Partners,NYSE,2024-03-31,Q,2024-05-02,10-Q,6.0,399.674,0.42
AGO,Assured Guaranty,NYSE,2024-03-31,Q,2024-05-08,10-Q,13.0,1695.0,1.89
AGNC,AGNC Investment,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,13.0,-4.0,0.59
ADNT,Adient,NYSE,2024-03-31,Q,2024-05-03,10-Q,5.0,-1.0,-0.77
AHCO,AdaptHealth,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,47.709,-0.02
WINV,WinVest Acquisition Corp.,NASDAQ,2024-03-31,Q,2024-05-21,10-Q,17.0,0.237,-0.04
AIHS,Senmiao Technology,NASDAQ,2024-03-31,A,2024-06-27,10-K,10.0,0.2493,-0.41
WGS,GENEDX HOLDINGS,NASDAQ,2024-03-31,Q,2024-04-29,10-Q,4.0,-0.462,-0.78
AIG,American International Group,NYSE,2024-03-31,Q,2024-05-02,10-Q,13.0,829.0,1.74
WH,Wyndham Hotels & Resorts,NYSE,2024-03-31,Q,2024-04-25,10-Q,2.0,40.0,0.19
WHF,WhiteHorse Finance,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,3.78,0.26
WHLM,Wilhelmina International,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,10.0,-0.032,0.02
WHLR,Wheeler Real Estate Investment Trust,NASDAQ,2024-03-31,Q,2024-05-06,10-Q,13.0,0.74,-61.1572
WHR,Whirlpool,NYSE,2024-03-31,Q,2024-04-25,10-Q,2.0,6674.0,-4.72
AHT,Ashford Hospitality Trust,NYSE,2024-03-31,Q,2024-05-09,10-Q,13.0,-22.134,6.0
AHR,"American Healthcare REIT, Inc.",NYSE,2024-03-31,Q,2024-05-14,10-Q,13.0,-166.437,-0.04
WINA,Winmark,NASDAQ,2024-03-31,Q,2024-04-17,10-Q,3.0,-1.0625,2.41
AHKSY,Asahi Kasei,NASDAQ Other OTC,2024-03-31,A,2024-05-09,10-K,6.0,213.9069,0.4361
WING,Wingstop,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,3.0,712.79,0.98
AHH,Armada Hoffler Properties,NYSE,2024-03-31,Q,2024-05-10,10-Q,13.0,29.728,0.17
WINT,Windtree Therapeutics,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,4.0,-0.233,21.98
AKBA,Akebia Therapeutics,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,0.274,-0.09
WY,Weyerhaeuser,NYSE,2024-03-31,Q,2024-04-26,10-Q,8.0,4861.0,0.16
WYNN,Wynn Resorts,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,2.0,-549.722,1.3
ZCAR,"Zoomcar Holdings, Inc.",NASDAQ,2024-03-31,A,2024-07-12,10-K,5.0,12.2616,-20.5
ABR,Arbor Realty Trust,NYSE,2024-03-31,Q,2024-05-03,10-Q,13.0,-2433.312,0.31
ZCAR,"Zoomcar Holdings, Inc.",NASDAQ,2024-03-31,Q,2024-07-12,10-Q,5.0,12.2616,567.3
