ticker,per_end_date,per_type,ret_invst,tot_debt_tot_equity
MDGL,2024-03-31,Q,-15.2593,0.1365
GXO,2024-03-31,Q,-0.8156,0.5639
GIFI,2024-03-31,Q,5.9788,0.2341
MITK,2024-03-31,Q,0.0793,0.6454
MOND,2024-03-31,Q,-10.9008,7.0521
GM,2024-03-31,Q,1.8846,1.7357
GLXZ,2024-03-31,Q,0.588,-3.0273
MORN,2024-03-31,Q,2.7908,0.6864
MOS,2024-03-31,Q,0.3672,0.3744
GLRE,2024-03-31,Q,3.8769,0.116
MP,2024-03-31,Q,0.7953,0.8223
GLPI,2024-03-31,Q,1.6054,1.4862
MPAA,2024-03-31,A,-15.5892,0.5569
MOTS,2024-03-31,Q,-56.5578,0.7502
GMBL,2024-03-31,Q,15.6528,-0.0723
MOD,2024-03-31,A,14.1423,0.5713
MOD,2024-03-31,Q,2.259,0.5713
GNL,2024-03-31,Q,-0.554,2.0313
GNK,2024-03-31,Q,1.7584,0.1753
MODG,2024-03-31,Q,0.1202,0.4043
MODV,2024-03-31,Q,-1.9898,8.1411
MOFG,2024-03-31,Q,0.5028,1.0322
MOG.A,2024-03-31,Q,2.2208,0.5411
GMRE,2024-03-31,Q,0.1939,1.0419
MOG.B,2024-03-31,Q,2.2208,0.5411
MOGU,2024-03-31,A,-10.8817,0.0043
MOH,2024-03-31,Q,4.3782,0.5302
MPAA,2024-03-31,Q,0.4236,0.5569
GLP,2024-03-31,Q,-0.26,2.1236
MRC,2024-03-31,Q,3.8153,0.596
GKOS,2024-03-31,Q,-5.0785,0.7841
MRCC,2024-03-31,Q,0.6141,1.5821
MRCY,2024-03-31,Q,-2.1334,0.4186
GIPR,2024-03-31,Q,-2.528,5.05
MRK,2024-03-31,Q,6.661,0.8465
MRMD,2024-03-31,Q,-0.9325,1.0323
GILD,2024-03-31,Q,-10.3301,1.5233
MRNA,2024-03-31,Q,-8.7739,0.0449
MRNS,2024-03-31,Q,-50.6935,-6.7315
MRO,2024-03-31,Q,1.8891,0.4871
GIGAQ,2024-03-31,Q,-84.3704,-2.6667
MRSN,2024-03-31,Q,-40.1514,0.9043
GIFT,2024-03-31,Q,-11.9899,0.3346
MRBK,2024-03-31,Q,1.2755,1.2234
MOBX,2024-03-31,Q,-42.2105,0.7616
GL,2024-03-31,Q,3.8118,0.469
MPB,2024-03-31,Q,1.9534,0.6207
MPC,2024-03-31,Q,2.4277,0.9342
MPLN,2024-03-31,Q,-9.4988,3.8659
MPLX,2024-03-31,Q,3.1827,1.5623
MPW,2024-03-31,Q,-5.2096,1.5063
GLDD,2024-03-31,Q,2.6571,0.9344
GLAD,2024-03-31,Q,4.3139,0.8608
MLI,2024-03-31,Q,5.7876,0.0003
GPMT,2024-03-31,Q,-4.0091,1.388
GPK,2024-03-31,Q,2.1186,1.9895
MLM,2024-03-31,Q,8.1566,0.4897
MLNK,2024-03-31,Q,-0.5993,0.9063
MLRT,2024-03-31,Q,6.6666,-0.8047
GPC,2024-03-31,Q,3.3423,0.8772
MMATQ,2024-03-31,Q,-35.2599,0.1911
MLR,2024-03-31,Q,4.0787,0.1518
GPOR,2024-03-31,Q,1.832,0.3157
MITT,2024-03-31,Q,0.3282,10.7981
GREE,2024-03-31,Q,-18.2657,-1.4717
GRC,2024-03-31,Q,1.0795,1.133
GRBK,2024-03-31,Q,5.3063,0.2209
MKL,2024-03-31,Q,5.3331,0.2437
MKSI,2024-03-31,Q,0.2108,1.9563
MKTW,2024-03-31,Q,-8.4532,-0.0026
GPUS,2024-03-31,Q,12.8146,0.7776
GPRO,2024-03-31,Q,-106.7473,0.4124
MLAB,2024-03-31,A,-69.2597,1.5248
MLAB,2024-03-31,Q,-69.3515,1.5248
MMC,2024-03-31,Q,5.7138,1.0671
MNR,2024-03-31,Q,2.231,0.7065
GOCO,2024-03-31,Q,-2.1397,1.7814
GOEV,2024-03-31,Q,-62.2561,0.356
MNRO,2024-03-31,A,3.7263,0.5934
GO,2024-03-31,Q,-0.0679,0.2376
MNRO,2024-03-31,Q,0.367,0.5934
GNW,2024-03-31,Q,1.6256,0.1778
MNSB,2024-03-31,Q,1.1171,0.326
GNTY,2024-03-31,Q,1.8995,0.5226
MNTK,2024-03-31,Q,0.6026,0.242
MNTX,2024-03-31,Q,1.6246,1.1221
MOBQ,2024-03-31,Q,-65.7499,0.3031
GOGO,2024-03-31,Q,4.7001,9.5057
MMLP,2024-03-31,Q,0.8881,-6.9927
GOSS,2024-03-31,Q,-18.7563,7.7243
MMM,2024-03-31,Q,3.6551,4.3408
GORV,2024-03-31,Q,-6.4041,2.7263
MMS,2024-03-31,Q,2.7662,0.6762
MMSI,2024-03-31,Q,1.3841,0.6452
GOOGL,2024-03-31,Q,7.7309,0.0452
GOOG,2024-03-31,Q,7.7309,0.0452
GOOD,2024-03-31,Q,0.4064,4.8523
MNKD,2024-03-31,Q,9.8076,-1.6012
GOLF,2024-03-31,Q,4.8243,0.9402
MNKTQ,2024-03-31,Q,-2.31,1.6067
MNMD,2024-03-31,Q,-25.8741,0.0724
TRV,2024-03-31,Q,3.3975,0.321
TRVI,2024-03-31,Q,-15.0718,0.0017
TRVN,2024-03-31,Q,-36.8851,-2.4205
AUPH,2024-03-31,Q,-2.5176,0.2259
AUGG,2024-03-31,Q,-9.1339,0.9504
TSBK,2024-03-31,Q,2.3915,0.0838
AUDAQ,2024-03-31,Q,0.3421,-0.1736
TRNR,2024-03-31,Q,387.2876,-6.4738
TRNS,2024-03-31,A,6.0123,0.0185
AVDX,2024-03-31,Q,-0.1259,0.2071
TRNS,2024-03-31,Q,3.0354,0.0185
TROX,2024-03-31,Q,-0.1913,1.4603
AVD,2024-03-31,Q,0.2778,0.5033
TRS,2024-03-31,Q,0.4681,0.6312
AVB,2024-03-31,Q,0.8811,0.6815
TRT,2024-03-31,Q,0.5103,0.0334
TRTX,2024-03-31,Q,0.4592,2.2534
AVAH,2024-03-31,Q,-0.981,-10.6355
TRU,2024-03-31,Q,0.7423,1.2761
AVA,2024-03-31,Q,1.3829,1.1412
TRUG,2024-03-31,Q,-25.377,-1.8635
AUB,2024-03-31,Q,1.6927,0.415
TTEC,2024-03-31,Q,0.0319,1.5562
ATR,2024-03-31,Q,2.7251,0.4722
TTEK,2024-03-31,Q,3.0151,0.6001
ATPC,2024-03-31,Q,-18.7772,0.0208
TTGT,2024-03-31,Q,-1.5898,1.8392
TTI,2024-03-31,Q,0.2811,1.2275
TTMI,2024-03-31,Q,0.4298,0.6025
ATOM,2024-03-31,Q,-24.3069,0.1515
ATO,2024-03-31,Q,2.2566,0.6486
ATNM,2024-03-31,Q,-19.7611,0.0006
TTWO,2024-03-31,A,-42.9076,0.5439
TTWO,2024-03-31,Q,-33.2676,0.5439
ATNI,2024-03-31,Q,-0.6914,0.8609
ATNF,2024-03-31,Q,114.0547,-0.0173
TUSK,2024-03-31,Q,-2.3914,0.1018
ATMU,2024-03-31,Q,6.403,4.9261
ATRC,2024-03-31,Q,-2.5077,0.1652
ATYR,2024-03-31,Q,-18.0967,0.0214
TSHA,2024-03-31,Q,-25.4989,0.7523
TSLA,2024-03-31,Q,1.6822,0.0823
TSLX,2024-03-31,Q,1.5463,1.1405
ATXG,2024-03-31,Q,3.0091,0.164
ATXG,2024-03-31,A,-10.8222,0.164
TSN,2024-03-31,Q,0.5311,0.6014
ATUS,2024-03-31,Q,-0.0531,-57.5995
TSNDF,2024-03-31,Q,-4.9738,0.2953
ATSG,2024-03-31,Q,0.2831,1.2435
TSQ,2024-03-31,Q,0.3094,271.7962
ATROB,2024-03-31,Q,-0.7849,0.6441
TT,2024-03-31,Q,4.0883,0.7063
ATRO,2024-03-31,Q,-0.7849,0.6441
TSE,2024-03-31,Q,-3.9146,-6.6029
TRNO,2024-03-31,Q,0.8484,0.2338
AXSM,2024-03-31,Q,-21.0704,1.2524
AXS,2024-03-31,Q,5.3451,0.3439
TOFB,2024-03-31,Q,-8.6031,0.0097
AXP,2024-03-31,Q,3.1409,1.758
TOI,2024-03-31,Q,-15.3369,2.1403
AXON,2024-03-31,Q,5.3375,0.3729
TNXP,2024-03-31,Q,-13.0699,0.083
AXL,2024-03-31,Q,0.6108,4.4416
TOON,2024-03-31,Q,-14.9582,0.0983
AXGN,2024-03-31,Q,-4.1298,0.7423
AXDX,2024-03-31,Q,-119.0197,-1.5185
AX,2024-03-31,Q,4.1837,0.205
TOMZ,2024-03-31,Q,-13.9533,0.327
AXTA,2024-03-31,Q,0.7526,1.9307
TNLX,2024-03-31,Q,8.3695,-0.2775
TMDX,2024-03-31,Q,1.8302,3.1791
TMHC,2024-03-31,Q,2.5421,0.3858
AZEK,2024-03-31,Q,2.5324,0.421
TMP,2024-03-31,Q,1.4181,0.846
AYTU,2024-03-31,Q,-9.3804,0.5431
TMUS,2024-03-31,Q,1.6976,1.3595
TNC,2024-03-31,Q,3.4495,0.3484
TNDM,2024-03-31,Q,-7.233,1.4297
TNET,2024-03-31,Q,8.0745,7.6434
AXTI,2024-03-31,Q,-0.9122,0.2185
TNL,2024-03-31,Q,1.3203,-6.4043
AWX,2024-03-31,Q,-1.552,0.959
TRC,2024-03-31,Q,-0.1722,0.0993
TRCK,2024-03-31,Q,-5.9047,-4.0719
TREE,2024-03-31,Q,0.1332,4.9138
TRGP,2024-03-31,Q,1.9465,2.8521
AVNW,2024-03-31,Q,1.1204,0.1893
TRIN,2024-03-31,Q,2.1486,1.1644
TRIP,2024-03-31,Q,-3.4422,1.0776
AVNS,2024-03-31,Q,0.0358,0.1438
TRAK,2024-03-31,Q,3.3362,0.0046
AVTR,2024-03-31,Q,0.583,0.9975
TOWN,2024-03-31,Q,1.7003,0.0169
TPB,2024-03-31,Q,2.6043,2.2704
AWR,2024-03-31,Q,1.3849,1.141
TPC,2024-03-31,Q,1.3201,0.6148
TPCS,2024-03-31,A,-90.2508,0.9687
AWK,2024-03-31,Q,0.8195,1.3117
AWIN,2024-03-31,Q,-152.4091,-0.4849
TPCS,2024-03-31,Q,-65.6302,0.9687
AWI,2024-03-31,Q,4.9418,0.9745
AWH,2024-03-31,Q,28931.19,-1.4762
TPG,2024-03-31,Q,-0.199,0.3729
TPH,2024-03-31,Q,2.2331,0.4537
TPIC,2024-03-31,Q,-25.022,-2.7686
AVY,2024-03-31,Q,4.0338,1.4702
TPR,2024-03-31,Q,1.3341,2.7742
TPVG,2024-03-31,Q,2.3381,1.2662
TPX,2024-03-31,Q,2.6919,7.8803
TR,2024-03-31,Q,1.8984,0.0013
TMCI,2024-03-31,Q,-10.406,0.42
ULH,2024-03-31,Q,5.6735,0.7092
ULS,2024-03-31,Q,3.871,1.2694
ARVN,2024-03-31,Q,-11.3696,0.0011
ULY,2024-03-31,Q,483.2899,-19.4233
UMAC,2024-03-31,Q,-4.7626,0.0942
ARTNA,2024-03-31,Q,1.075,0.7783
ARTH,2024-03-31,Q,13.5062,-0.6342
UNB,2024-03-31,Q,3.0187,2.6158
ARRY,2024-03-31,Q,0.2436,2.9418
ARQT,2024-03-31,Q,-8.2718,0.9016
ARQ,2024-03-31,Q,-1.7688,0.118
UMH,2024-03-31,Q,-0.117,0.9364
ULCC,2024-03-31,Q,-3.6161,1.0331
ASLE,2024-03-31,Q,1.3777,0.0103
UGI,2024-03-31,Q,4.2903,1.4732
ASIX,2024-03-31,Q,-1.8156,0.3435
UGRO,2024-03-31,Q,-11.5223,0.134
ASH,2024-03-31,Q,2.7118,0.4237
UHAL,2024-03-31,A,4.6766,0.8744
UHAL,2024-03-31,Q,-0.0064,0.8744
UHG,2024-03-31,Q,18.0998,-30.1421
ASB,2024-03-31,Q,1.7253,0.6321
UI,2024-03-31,Q,8.8209,33.8389
UIS,2024-03-31,Q,-43.4517,-3.442
ULBI,2024-03-31,Q,1.9095,0.195
AROW,2024-03-31,Q,1.9006,0.348
UNH,2024-03-31,Q,-0.7816,0.7972
AROC,2024-03-31,Q,1.6553,1.776
UPXI,2024-03-31,Q,-13.4375,1.2089
ARI,2024-03-31,Q,-3.1663,0.6124
ARHS,2024-03-31,Q,4.45,0.1911
ARES,2024-03-31,Q,2.6812,3.3573
URGN,2024-03-31,Q,-56.1926,-2.4316
URI,2024-03-31,Q,2.7884,1.5277
AREC,2024-03-31,Q,-3.4954,-10.3137
AREB,2024-03-31,Q,-49.7606,0.9009
UPWK,2024-03-31,Q,2.6143,1.022
ARE,2024-03-31,Q,0.6259,0.5373
ARDX,2024-03-31,Q,-10.5765,0.6616
USAP,2024-03-31,Q,1.3423,0.3521
USAQ,2024-03-31,Q,4.8477,-4.4958
ARCH,2024-03-31,Q,3.5517,0.0977
USB,2024-03-31,Q,1.2196,1.2456
USCB,2024-03-31,Q,2.365,0.8307
ARCC,2024-03-31,Q,1.9025,0.988
USAC,2024-03-31,Q,0.9051,17.3626
ARIS,2024-03-31,Q,1.4978,0.602
UPST,2024-03-31,Q,-10.5415,1.9475
ARMP,2024-03-31,Q,118.3474,-2.3365
UNM,2024-03-31,Q,2.8951,0.3357
UNP,2024-03-31,Q,3.5019,2.0382
ARMK,2024-03-31,Q,0.6043,2.0481
UNTY,2024-03-31,Q,1.6629,1.161
UONE,2024-03-31,Q,0.878,2.2531
UONEK,2024-03-31,Q,0.878,2.2531
ARLP,2024-03-31,Q,7.0108,0.2243
UP,2024-03-31,Q,-43.5342,261.8002
ARL,2024-03-31,Q,0.2302,0.2222
UPHL,2024-03-31,Q,-9.9779,1.8238
UPLD,2024-03-31,Q,-19.5084,23.6519
ARKO,2024-03-31,Q,-0.0443,4.2357
UPS,2024-03-31,Q,3.1105,1.1819
UFPT,2024-03-31,Q,3.7874,0.161
TXO,2024-03-31,Q,2.0875,0.056
TXT,2024-03-31,Q,1.9919,0.5074
ATER,2024-03-31,Q,-15.6662,0.3126
ATGE,2024-03-31,Q,1.9015,0.4906
TYGO,2024-03-31,Q,-13.0559,0.6223
ATEC,2024-03-31,Q,-8.8262,13.6993
U,2024-03-31,Q,-5.3715,0.7011
ATDS,2024-03-31,Q,21.1693,-0.8959
ATCH,2024-03-31,Q,-1723.275,-6.2674
UA,2024-03-31,A,8.4435,0.3138
TYL,2024-03-31,Q,1.4965,0.1974
TXNM,2024-03-31,Q,0.7438,2.021
TXN,2024-03-31,Q,3.7052,0.8355
ATLO,2024-03-31,Q,1.3918,0.8658
ATLN,2024-03-31,Q,282.9669,-3.4869
TVTX,2024-03-31,Q,-30.0949,5.0991
TWI,2024-03-31,Q,0.8414,0.9084
ATLC,2024-03-31,Q,4.2168,5.1316
TWIN,2024-03-31,Q,2.2334,0.202
ATKR,2024-03-31,Q,5.9065,0.4859
TWKS,2024-03-31,Q,-2.9759,0.387
ATIP,2024-03-31,Q,-3.2084,-4.7167
TWLO,2024-03-31,Q,-0.53,0.1055
TWO,2024-03-31,Q,5.2652,4.5908
ATI,2024-03-31,Q,1.9434,1.5828
UA,2024-03-31,Q,-0.0628,0.3138
ATAI,2024-03-31,Q,-11.2288,0.0932
UAA,2024-03-31,A,8.4435,0.3138
UCB,2024-03-31,Q,1.7278,0.0984
ASRV,2024-03-31,Q,1.4268,0.8695
UCTT,2024-03-31,Q,-0.5344,0.5345
ASRT,2024-03-31,Q,-2.6052,0.2872
UE,2024-03-31,Q,0.089,1.2478
ASPN,2024-03-31,Q,-0.3012,0.2403
ASPI,2024-03-31,Q,-19.7697,1.7249
UEIC,2024-03-31,Q,-5.098,0.2711
ASNS,2024-03-31,Q,-232.8253,-2.5078
ATLX,2024-03-31,Q,-123.3221,10.3621
ASYS,2024-03-31,Q,1.1982,0.0772
UAA,2024-03-31,Q,-0.0628,0.3138
UAL,2024-03-31,Q,-0.3836,2.9685
UAMY,2024-03-31,Q,0.3389,0.0003
UAN,2024-03-31,Q,1.4884,1.8389
ASUR,2024-03-31,Q,-0.1518,0.0267
UAVS,2024-03-31,Q,-67.129,0.6731
ASTS,2024-03-31,Q,-8.9112,0.5635
UBAB,2024-03-31,Q,2.1375,0.1598
UBCP,2024-03-31,Q,2.2906,2.1613
UBFO,2024-03-31,Q,3.0701,0.9208
ASTH,2024-03-31,Q,1.6412,0.594
ASTE,2024-03-31,Q,0.4255,0.2069
BHC,2024-03-31,Q,-0.3605,-126.8621
BHB,2024-03-31,Q,1.3185,0.7572
BH,2024-03-31,Q,3.178,0.1721
BGXX,2024-03-31,Q,-8.4173,0.0298
BGS,2024-03-31,Q,-1.4393,2.6083
BGI,2024-03-31,A,-26.5569,-17.5395
BGSF,2024-03-31,Q,-0.593,0.6912
BHF,2024-03-31,Q,-6.6217,0.7406
BHIL,2024-03-31,Q,-18.1902,1.242
BHLB,2024-03-31,Q,-1.7844,0.4541
BILL,2024-03-31,Q,0.6111,0.2824
BIIB,2024-03-31,Q,1.8295,0.4299
BIGC,2024-03-31,Q,-1.7422,12.6499
BICX,2024-03-31,Q,18.0527,-0.554
BIAF,2024-03-31,Q,-32.5906,0.2168
BHRB,2024-03-31,Q,0.7673,1.1274
BHR,2024-03-31,Q,1.0118,4.1416
BHM,2024-03-31,Q,-0.671,0.2223
BHLL,2024-03-31,Q,-14.518,-2.3131
BGFV,2024-03-31,Q,-3.3583,0.0649
BFC,2024-03-31,Q,2.4805,0.0776
BFAM,2024-03-31,Q,0.7839,0.7802
BETR,2024-03-31,Q,-48.8127,8.7838
BERY,2024-03-31,Q,0.968,2.6454
TBLA,2024-03-31,Q,-2.2425,0.1425
TBMC,2024-03-31,Q,-13.7639,-0.3739
TBNK,2024-03-31,Q,-0.1928,1.0079
TBRG,2024-03-31,Q,-0.6867,1.0007
TBIO,2024-03-31,Q,299.0651,-0.6633
BG,2024-03-31,Q,1.6147,0.442
BFST,2024-03-31,Q,1.7998,0.6631
TALO,2024-03-31,Q,-2.6233,0.5574
BFS,2024-03-31,Q,0.9499,2.7409
TAP,2024-03-31,Q,1.1259,0.4664
TARS,2024-03-31,Q,-11.7096,0.1088
BFIN,2024-03-31,Q,0.8561,0.2801
BFICQ,2024-03-31,Q,-9.497,1.3401
TASK,2024-03-31,Q,1.6557,0.5777
BIO.B,2024-03-31,Q,3.7453,0.1326
BLD,2024-03-31,Q,3.7364,0.5215
BLDR,2024-03-31,Q,2.9889,0.7473
BLBD,2024-03-31,Q,13.1105,0.9321
BL,2024-03-31,Q,1.039,4.9735
BKYI,2024-03-31,Q,-74.4302,0.5333
BKU,2024-03-31,Q,1.8172,1.7475
BKTI,2024-03-31,Q,3.1649,0.3433
BKSY,2024-03-31,Q,-9.5007,1.0402
BLMN,2024-03-31,Q,-6.5454,3.1161
BLMH,2024-03-31,Q,7.2453,-0.5972
BLKB,2024-03-31,Q,0.3375,1.947
BLIN,2024-03-31,Q,-5.5515,0.0583
BLGO,2024-03-31,Q,-14.2673,0.1134
BLFY,2024-03-31,Q,-0.8108,0.9781
BLFS,2024-03-31,Q,-2.9189,0.0772
BIOR,2024-03-31,Q,7.3611,-0.4517
BIOLQ,2024-03-31,Q,-56.5092,52.0706
BIVI,2024-03-31,Q,-42.6285,0.4223
BKR,2024-03-31,Q,2.1626,0.3862
BKNG,2024-03-31,Q,7.8376,-4.2979
BKH,2024-03-31,Q,1.8214,1.2864
BKD,2024-03-31,Q,-0.7013,10.4126
BJRI,2024-03-31,Q,1.7822,0.1545
TCBC,2024-03-31,Q,0.0286,0.1413
TCBK,2024-03-31,Q,1.6751,0.4243
THR,2024-03-31,Q,1.6085,0.3613
THRM,2024-03-31,Q,1.7009,0.3439
THRY,2024-03-31,Q,1.8228,2.0804
THS,2024-03-31,Q,-0.3894,0.8686
BAX,2024-03-31,Q,0.2018,1.6668
THR,2024-03-31,A,8.2298,0.3613
TIL,2024-03-31,Q,-8.4528,0.3968
BATL,2024-03-31,Q,-19.732,5.81
TILE,2024-03-31,Q,1.7466,0.9142
BARK,2024-03-31,Q,-2.7338,0.2864
BARK,2024-03-31,A,-20.6404,0.2864
BATRA,2024-03-31,Q,-4.5195,1.396
BBAI,2024-03-31,Q,-39.7869,1.9149
TGTX,2024-03-31,Q,-4.0955,0.6329
TH,2024-03-31,Q,3.6698,0.4832
THC,2024-03-31,Q,13.1753,2.6055
THCP,2024-03-31,Q,1.5621,-0.109
BBIO,2024-03-31,Q,-5.329,-1.6541
THFF,2024-03-31,Q,1.8856,0.2831
BBGI,2024-03-31,Q,0.0019,1.7739
BBDC,2024-03-31,Q,2.6631,1.1975
THMO,2024-03-31,Q,184.0846,-3.8694
BC,2024-03-31,Q,1.547,1.3794
TIPT,2024-03-31,Q,1.5812,0.6778
TISI,2024-03-31,Q,-5.2692,11.6831
TKYMY,2024-03-31,A,5.0757,0.4069
BAC,2024-03-31,Q,1.1314,2.6545
TLN,2024-03-31,Q,5.9239,0.9501
TKR,2024-03-31,Q,2.4399,0.8774
B,2024-03-31,Q,0.0742,0.987
TLS,2024-03-31,Q,-4.5136,0.0702
AZTR,2024-03-31,Q,-67.4765,0.0086
BA,2024-03-31,Q,-1.1888,-2.8173
TKOMY,2024-03-31,A,11.32,0.1441
BAND,2024-03-31,Q,-1.2874,1.4051
BALY,2024-03-31,Q,-4.2307,8.1821
TKLS,2024-03-31,Q,5.4989,-0.6905
BAH,2024-03-31,Q,2.9104,3.26
BAH,2024-03-31,A,13.777,3.26
TKNO,2024-03-31,Q,-8.3858,0.1581
BAFN,2024-03-31,Q,0.8112,0.2308
TKO,2024-03-31,Q,-2.1555,0.347
BAER,2024-03-31,Q,-9.2791,16.6769
BANR,2024-03-31,Q,1.8743,0.2351
TGNA,2024-03-31,Q,3.2234,1.0986
TGLS,2024-03-31,Q,4.0826,0.2753
TDC,2024-03-31,Q,3.4188,11.4815
TDG,2024-03-31,Q,2.2066,-7.4143
TDOC,2024-03-31,Q,-2.139,0.6726
TDS,2024-03-31,Q,0.3737,0.6979
BDL,2024-03-31,Q,2.5984,0.2962
BDRL,2024-03-31,Q,-19.3081,-6.8127
TDW,2024-03-31,Q,2.7899,0.6855
BDCO,2024-03-31,Q,12.147,0.9724
TDY,2024-03-31,Q,1.4957,0.348
TEAM,2024-03-31,Q,0.6194,0.8594
BCYC,2024-03-31,Q,-6.8665,0.0865
TDUP,2024-03-31,Q,-14.4483,0.491
BDSX,2024-03-31,Q,-45.3664,-6.4624
TCX,2024-03-31,Q,-6.415,-26.8936
BELFB,2024-03-31,Q,3.9035,0.1731
TCBS,2024-03-31,Q,-5.2165,1.4868
BELFA,2024-03-31,Q,3.9035,0.1731
TCBX,2024-03-31,Q,2.4473,0.2938
BEEP,2024-03-31,Q,-1.4717,0.946
BEEM,2024-03-31,Q,-6.4507,0.0048
TCMD,2024-03-31,Q,-1.0091,0.1468
BECN,2024-03-31,Q,0.1231,1.4963
TCPC,2024-03-31,Q,0.224,1.3681
TCRX,2024-03-31,Q,-20.5866,0.246
BE,2024-03-31,Q,-3.2462,2.636
TCS,2024-03-31,A,-30.8963,1.107
BDX,2024-03-31,Q,1.2896,0.7023
TCS,2024-03-31,Q,-18.3565,1.107
BCTF,2024-03-31,Q,-0.9713,0.9277
TEL,2024-03-31,Q,3.5096,0.3369
BCSF,2024-03-31,Q,1.4037,1.1883
BCHT,2024-03-31,Q,-30.9973,0.4054
TFIN,2024-03-31,Q,0.4548,0.2071
TFSL,2024-03-31,Q,0.3018,2.5979
TG,2024-03-31,Q,1.8596,0.1275
BCC,2024-03-31,Q,3.8126,0.2099
TGI,2024-03-31,A,-3.5512,-10.3262
BCBP,2024-03-31,Q,0.7061,1.5949
TGI,2024-03-31,Q,0.5627,-10.3262
TGL,2024-03-31,Q,-55.7257,0.0218
BCAL,2024-03-31,Q,1.6872,0.1535
TCBI,2024-03-31,Q,0.6486,0.5077
TFC,2024-03-31,Q,1.1547,1.1075
TELA,2024-03-31,Q,-10.2836,2.8271
BCRX,2024-03-31,Q,-10.4248,-1.7708
TEM,2024-03-31,Q,6.2949,-0.3024
BCPC,2024-03-31,Q,2.0715,0.2973
TENB,2024-03-31,Q,-2.0048,0.9991
BCOW,2024-03-31,Q,-0.4279,1.1737
BCO,2024-03-31,Q,1.3632,6.905
TEVA,2024-03-31,Q,-1.7366,2.6043
TEX,2024-03-31,Q,4.4235,0.4181
BCML,2024-03-31,Q,1.5208,0.2297
ARCB,2024-03-31,Q,-0.2123,0.1735
AFBI,2024-03-31,Q,1.0827,0.4204
WOLF,2024-03-31,Q,-2.2237,5.5485
AEYE,2024-03-31,Q,-7.1067,1.3736
AESI,2024-03-31,Q,1.7581,0.4513
AES,2024-03-31,Q,0.8784,4.7139
WOW,2024-03-31,Q,-1.2531,3.9652
AFCG,2024-03-31,Q,-0.0146,0.477
AERT,2024-03-31,Q,-7296.383,-4.2936
WPC,2024-03-31,Q,0.9783,0.9071
AEP,2024-03-31,Q,1.5597,1.686
WRB,2024-03-31,Q,4.1561,0.3638
AEON,2024-03-31,Q,61.0562,-0.0256
AERT,2024-03-31,A,-3640.507,-4.2936
AFG,2024-03-31,Q,4.2345,0.3479
WMG,2024-03-31,Q,2.1011,6.8103
AGFY,2024-03-31,Q,34.4979,-3.5637
AGEN,2024-03-31,Q,33.3402,-0.0713
AGCO,2024-03-31,Q,2.0536,0.7836
WMPN,2024-03-31,Q,0.1058,0.5389
WMS,2024-03-31,A,20.5868,1.1527
WMS,2024-03-31,Q,3.8294,1.1527
AFRM,2024-03-31,Q,-1.4893,2.428
WNC,2024-03-31,Q,1.9396,0.7262
WNEB,2024-03-31,Q,0.7872,0.6439
AFIB,2024-03-31,Q,-7.1391,-8.6129
WMB,2024-03-31,Q,1.6961,1.8009
WRLD,2024-03-31,A,8.4029,1.1687
AENT,2024-03-31,Q,-1.8946,1.1265
ADTX,2024-03-31,Q,-152.0043,0.6282
WTRG,2024-03-31,Q,2.0543,1.1529
ADTN,2024-03-31,Q,-69.8094,0.7337
WTTR,2024-03-31,Q,0.4023,0.0846
ADT,2024-03-31,Q,0.8098,2.1117
WU,2024-03-31,Q,4.8567,6.3843
WULF,2024-03-31,Q,-3.5291,0.3686
WTM,2024-03-31,Q,4.0902,0.1088
WVVI,2024-03-31,Q,-0.6489,0.2079
WW,2024-03-31,Q,-110.3715,-1.2834
WWD,2024-03-31,Q,3.2754,0.3396
WWR,2024-03-31,Q,-2.0952,0.0001
WTI,2024-03-31,Q,-2.8331,18.8453
ADV,2024-03-31,Q,-1.7051,1.6687
WSBC,2024-03-31,Q,0.9111,0.5721
AEIS,2024-03-31,Q,0.2845,0.7975
WSBF,2024-03-31,Q,0.3125,1.8762
AEI,2024-03-31,Q,-8.1228,0.016
WSC,2024-03-31,Q,1.1752,2.6397
WSFS,2024-03-31,Q,1.8304,0.4563
AEE,2024-03-31,Q,0.9798,1.485
WSO.B,2024-03-31,Q,3.5428,0.0052
AE,2024-03-31,Q,-0.3937,0.4756
WST,2024-03-31,Q,4.1876,0.0769
WT,2024-03-31,Q,2.6605,0.4953
WTBA,2024-03-31,Q,1.66,2.8588
WRLD,2024-03-31,Q,3.8089,1.1687
WM,2024-03-31,Q,3.0954,2.2744
AGL,2024-03-31,Q,0.452,0.0542
AGM,2024-03-31,Q,1.8848,18.8336
WELL,2024-03-31,Q,0.299,0.5029
WERN,2024-03-31,Q,0.2955,0.3936
WES,2024-03-31,Q,5.5052,2.186
WEST,2024-03-31,Q,-6.4782,3.4935
AIRI,2024-03-31,Q,-3.1841,1.6455
WEX,2024-03-31,Q,1.3541,2.3595
AIN,2024-03-31,Q,1.9435,0.4511
WFCF,2024-03-31,Q,1.8517,0.0053
AIMD,2024-03-31,Q,-13.2336,0.2505
AIP,2024-03-31,Q,-88.3741,0.3228
AKAM,2024-03-31,Q,2.1461,0.764
WBD,2024-03-31,Q,-1.1334,0.9438
AKA,2024-03-31,Q,-3.812,0.7642
AJX,2024-03-31,Q,-9.7428,3.7634
WCN,2024-03-31,Q,1.4681,1.0196
