ticker,comp_name,exchange,per_end_date,per_type,filing_date,filing_type,zacks_sector_code,lterm_debt_net_tot,eps_diluted_net_basic
INSE,Inspired Entertainment,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,16.0,-0.2,-0.2
INOD,Innodata,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,10.0,-0.291,0.03
NXU,"Nxu, Inc.",NASDAQ,2024-03-31,Q,2024-05-10,10-Q,5.0,-0.04,-0.91
INO,Inovio Pharmaceuticals,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,4.0,-16.415,-1.31
INNV,InnovAge,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,-6.427,-0.04
INN,Summit Hotel Properties,NYSE,2024-03-31,Q,2024-05-01,10-Q,13.0,-33.49,-0.02
NYMT,New York Mortgage Trust,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,13.0,358.392,-0.75
INMB,INmune Bio,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,-2.5,-0.61
INM,InMed Pharmaceuticals,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,4.0,0.7252,-3.6
INLX,Intellinetics,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-14,10-Q,10.0,-0.5,-0.04
INSW,International Seaways,NYSE,2024-03-31,Q,2024-05-08,10-Q,15.0,-31.684,2.92
INCY,Incyte,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,4.0,-0.871,0.75
OCFC,OceanFirst Financial,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,13.0,38.8,0.47
OESX,Orion Energy Systems,NASDAQ,2024-03-31,Q,2024-06-12,10-Q,8.0,-0.015,0.06
OFG,OFG Bancorp,NYSE,2024-03-31,Q,2024-05-08,10-Q,13.0,-0.002,1.05
OFIX,Orthofix Medical,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,-0.172,-0.95
IMKTA,Ingles Markets,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,3.0,-11.7181,1.36
IMG,CIMG Inc.,NASDAQ,2024-03-31,Q,2024-05-24,10-Q,1.0,0.1911,-1.28
OFS,OFS Capital,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,13.0,-31.92,-0.67
IMCR,Immunocore,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,4.0,402.5,-0.49
OGE,OGE Energy,NYSE,2024-03-31,Q,2024-05-01,10-Q,14.0,4261.9,0.09
OGN,Organon & Co.,NYSE,2024-03-31,Q,2024-05-03,10-Q,4.0,-2.0,0.78
ILPT,Industrial Logistics Properties Trust,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,13.0,-4.466,-0.36
OGS,ONE Gas,NYSE,2024-03-31,Q,2024-05-07,10-Q,14.0,-773.0,1.75
ILMN,Illumina,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,4.0,1490.0,-0.79
OHI,Omega Healthcare Investors,NYSE,2024-03-31,Q,2024-05-03,10-Q,13.0,-41.878,0.27
OI,OI Glass,NYSE,2024-03-31,Q,2024-05-01,10-Q,7.0,6.0,0.45
OESX,Orion Energy Systems,NASDAQ,2024-03-31,A,2024-06-12,10-K,8.0,-0.015,-0.36
IMO,Imperial Oil,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-04-29,10-Q,12.0,2969.648,1.65
OCGN,Ocugen,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,4.0,1.533,-0.05
INBP,Integrated BioPharma,NASDAQ Other OTC,2024-03-31,Q,2024-05-10,10-Q,4.0,-0.031,0.01
OCLN,OriginOil,NASDAQ Other OTC,2024-03-31,Q,2024-05-15,10-Q,7.0,0.7596,-0.01
INBK,First Internet Bancorp,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,-40.0,0.59
OCSL,Oaktree Specialty Lending,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,13.0,905.642,0.12
INAB,IN8bio,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,-0.188,-0.2
OCTO,Eightco Holdings Inc.,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,16.0,-4.4258,1.4
IMXI,International Money Express,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,16.0,-30.141,0.35
OCUL,Ocular Therapeutix,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,66.456,-0.49
ODFL,Old Dominion Freight Line,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,15.0,59.98,1.34
ODP,The ODP Corporation,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,3.0,-3.0,0.4
OEC,Orion S.A.,NYSE,2024-03-31,Q,2024-05-02,10-Q,6.0,-0.8,0.45
NXPI,NXP Semiconductors,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,10.0,-1000.0,2.47
NUKK,NUKKLEUS INC,NASDAQ,2024-03-31,Q,2024-08-14,10-Q,16.0,1.5159,-1.36
IRDM,Iridium Communications,NASDAQ,2024-03-31,Q,2024-04-18,10-Q,10.0,1587.507,0.16
NUS,Nu Skin Enterprises,NYSE,2024-03-31,Q,2024-05-09,10-Q,1.0,-20.785,-0.01
NUTX,Nutex Health,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,-3.0344,-0.1
IRBT,iRobot,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,7.0,168.636,0.3
IR,Ingersoll Rand,NYSE,2024-03-31,Q,2024-05-03,10-Q,7.0,-7.1,0.5
NUVR,NUVERA COMMUNICATIONS,NASDAQ Other OTC,2024-03-31,Q,2024-05-10,10-Q,10.0,3.7722,0.14
IQV,IQVIA,NYSE,2024-03-31,Q,2024-05-02,10-Q,4.0,-43.0,1.56
NVAX,Novavax,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,4.0,-0.36,-1.05
NVCR,NovoCure Limited,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,4.0,569.652,-0.36
IPW,iPower,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,2.0,-4.35,0.03
IPSC,Century Therapeutics,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,0.02,-0.45
NVEE,NV5 GLOBAL INC,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,16.0,30.62,0.0075
IRM,Iron Mountain,NYSE,2024-03-31,Q,2024-05-02,10-Q,13.0,749.126,0.25
ISPO,Inspirato Incorporated,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,2.0,20.176,-0.18
NTRA,Natera,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,4.0,283.273,-0.56
ISDR,Issuer Direct,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-09,10-Q,7.0,14.917,-0.04
ISBA,Isabella Bank,NASDAQ Other OTC,2024-03-31,Q,2024-05-02,10-Q,13.0,-40.0,0.42
IRWD,Ironwood Pharmaceuticals,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,-25.0,-0.03
NTRS,Northern Trust,NASDAQ,2024-03-31,Q,2024-04-23,10-Q,13.0,6812.5,0.96
IRTC,iRhythm Technologies,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,4.0,603.247,-1.47
NTST,NETSTREIT,NYSE,2024-03-31,Q,2024-04-29,10-Q,13.0,94.961,0.01
IRT,Independence Realty Trust,NYSE,2024-03-31,Q,2024-04-30,10-Q,13.0,-142.537,0.08
NTWK,NetSol Technologies,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,10.0,0.0336,0.03
IROQ,IF Bancorp,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,13.0,76.499,0.22
IRME,"IR-Med, Inc.",NASDAQ Other OTC,2024-03-31,Q,2024-05-13,10-Q,4.0,0.16,-0.01
NUE,Nucor,NYSE,2024-03-31,Q,2024-05-08,10-Q,6.0,-2.5,3.46
IPI,Intrepid Potash,NYSE,2024-03-31,Q,2024-05-09,10-Q,6.0,-0.324,-0.24
NWE,NorthWestern,NASDAQ,2024-03-31,Q,2024-04-26,10-Q,14.0,115.0,1.06
INVH,Invitation Home,NYSE,2024-03-31,Q,2024-05-01,10-Q,13.0,-5.799,0.23
NWFL,Norwood Financial,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,26.943,0.55
INVE,Identiv,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,10.0,-0.081,-0.21
INVA,Innoviva,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,4.0,446.759,0.46
NWL,Newell Brands,NASDAQ,2024-03-31,Q,2024-04-26,10-Q,1.0,4558.0,-0.02
NWN,Northwest Natural,NYSE,2024-03-31,Q,2024-05-06,10-Q,14.0,1574.735,1.69
INUV,Inuvo,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-07,10-Q,10.0,-0.0187,-0.02
NWPX,Northwest Pipe Company,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,7.0,34.997,0.52
INTZ,Intrusion,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,10.0,-0.101,-0.94
NWS,News Corporation,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,2.0,-95.0,0.05
NWSA,News Corporation,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,2.0,-95.0,0.05
INTT,inTest,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-09,10-Q,10.0,-1.181,0.05
INTS,Intensity Therapeutics Inc.,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,0.131,-0.34
INTG,The Intergroup,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,13.0,2.376,-1.44
NXGL,NexGel,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,4.0,-0.017,-0.14
INTC,Intel,NASDAQ,2024-03-31,Q,2024-04-26,10-Q,10.0,2537.0,-0.09
NWBO,Northwest Biotherapeutics,NASDAQ Other OTC,2024-03-31,Q,2024-05-10,10-Q,4.0,7.15,-0.02
NWBI,Northwest Bancshares,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,13.0,644.698,0.23
NVFY,Nova Lifestyle,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,2.0,0.1466,-0.65
IPG,The Interpublic Group of Companies,NYSE,2024-03-31,Q,2024-04-24,10-Q,16.0,2918.4,0.29
IPAR,"Interparfums, Inc.",NASDAQ,2024-03-31,Q,2024-05-07,10-Q,2.0,-5.425,1.27
IP,International Paper,NYSE,2024-03-31,Q,2024-04-26,10-Q,6.0,-3.0,0.16
IOVA,Iovance Biotherapeutics,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,1.0,-0.42
NVR,NVR,NYSE,2024-03-31,Q,2024-05-06,10-Q,8.0,-0.462,116.41
ILAL,"International Land Alliance, Inc.",NASDAQ Other OTC,2024-03-31,Q,2024-07-09,10-Q,13.0,0.043,0.05
NVRI,Enviri Corporation,NYSE,2024-03-31,Q,2024-05-02,10-Q,16.0,30.356,-0.22
NVRO,Nevro,NYSE,2024-03-31,Q,2024-05-07,10-Q,4.0,214.763,-0.7
IONM,Assure,NASDAQ Other OTC,2024-03-31,Q,2024-06-07,10-Q,4.0,-0.408,-9.7122
NVST,Envista,NYSE,2024-03-31,Q,2024-05-01,10-Q,4.0,1390.5,0.14
NVT,nVent Electric,NYSE,2024-03-31,Q,2024-05-03,10-Q,10.0,-7.5,0.62
INZY,Inozyme Pharma,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,45.032,-0.38
IONS,Ionis Pharmaceuticals,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,-0.039,-0.98
POCI,Precision Optics,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,4.0,-0.4171,-0.05
OILCF,Permex Petroleum Corporation,NASDAQ Other OTC,2024-03-31,Q,2024-10-21,10-Q,12.0,0.035,-0.75
HWM,Howmet Aerospace,NYSE,2024-03-31,Q,2024-05-02,10-Q,11.0,3486.0,0.59
ORBT,Orbit International,NASDAQ Other OTC,2024-03-31,Q,2024-05-20,10-Q,10.0,-0.021,-0.22
HWKN,Hawkins,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,6.0,-13.0,0.66
HWKN,Hawkins,NASDAQ,2024-03-31,A,2024-05-15,10-K,6.0,-13.0,3.59
ORC,Orchid Island Capital,NYSE,2024-03-31,Q,2024-04-26,10-Q,13.0,5.8496,0.38
HWH,HWH International Inc.,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,2.0,-0.0263,-0.09
HWC,Hancock Whitney,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,236.355,1.24
ORGN,Origin Materials,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,12.0,3.459,-0.1
HWBK,Hawthorn Bancshares,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,2.0,0.63
ORGO,Organogenesis,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,-1.668,-0.02
ORGS,Orgenesis,NASDAQ Other OTC,2024-03-31,Q,2024-05-20,10-Q,4.0,0.382,-2.9
ORI,Old Republic International,NYSE,2024-03-31,Q,2024-05-03,10-Q,13.0,396.0,1.15
HUT,Hut 8 Corp.,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,13.0,14.849,2.68
HUSA,Houston American Energy,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-15,10-Q,12.0,0.0642,0.0
HURN,Huron Consulting Group,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,16.0,250.0,0.95
HUN,Huntsman,NYSE,2024-03-31,Q,2024-05-03,10-Q,6.0,-31.0,-0.22
ORLY,O'Reilly Automotive,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,3.0,-280.805,9.2
HUMA,"Humacyte, Inc.",NASDAQ,2024-03-31,Q,2024-05-13,10-Q,4.0,19.397,-0.29
ORA,Ormat Technologies,NYSE,2024-03-31,Q,2024-05-10,10-Q,12.0,273.167,0.64
ORMP,Oramed Pharmaceuticals,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,-19.0,0.04
HWNI,High Wire Networks,NASDAQ Other OTC,2024-03-31,Q,2024-05-20,10-Q,10.0,0.1264,0.0
OPHC,OptimumBank,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,13.0,-22.245,0.31
IBCP,Independent Bank,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,13.0,-0.022,0.76
OPI,Office Properties Income Trust,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,13.0,15.5,-0.11
IAS,Integral Ad Science Holding,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,16.0,-30.0,-0.01
OPK,OPKO Health,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,83.713,-0.12
IART,Integra LifeSciences,NASDAQ,2024-03-31,Q,2024-05-06,10-Q,4.0,355.4,-0.04
OPOF,Old Point Financial,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,13.0,0.0,0.34
OPRT,Oportun Financial,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,13.0,-129.147,-0.68
IAC,IAC INC,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,9.0,-7.5,0.51
OPRX,OptimizeRx,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,10.0,-0.5,-0.38
HZO,MarineMax,NYSE,2024-03-31,Q,2024-04-25,10-Q,3.0,-16.883,0.07
HYMC,Hycroft Mining,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,6.0,-38.023,-1.0
OPTX,"Syntec Optics Holdings, Inc.",NASDAQ,2024-03-31,Q,2024-05-23,10-Q,16.0,-0.0889,-0.03
HYFM,Hydrofarm,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,6.0,-2.006,-0.28
OPY,Oppenheimer,NYSE,2024-03-31,Q,2024-04-26,10-Q,13.0,112.713,2.37
HY,"Hyster-Yale, Inc.",NYSE,2024-03-31,Q,2024-05-07,10-Q,7.0,-2.9,2.93
HXL,Hexcel,NYSE,2024-03-31,Q,2024-04-22,10-Q,11.0,14.9,0.43
HUM,Humana,NYSE,2024-03-31,Q,2024-04-24,10-Q,4.0,1588.0,6.11
OSTX,OS Therapies Incorporated,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-20,10-Q,4.0,0.751,-0.13
HSY,Hershey,NYSE,2024-03-31,Q,2024-05-03,10-Q,1.0,-1.568,3.89
OSUR,OraSure Technologies,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,0.204,-0.05
OSW,OneSpaWorld,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,2.0,-20.0,0.21
HST,Host Hotels & Resorts,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,13.0,300.0,0.38
OTEX,Open Text,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,10.0,-559.389,0.36
OTIS,Otis Worldwide,NYSE,2024-03-31,Q,2024-04-25,10-Q,8.0,3.0,0.86
HSIC,Henry Schein,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,30.0,0.72
OTLC,Oncotelic Therapeutics,NASDAQ Other OTC,2024-03-31,Q,2024-05-15,10-Q,4.0,2.2128,0.0
OTLK,Oncobiologics,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,4.0,-0.0043,-8.01
OTRK,Ontrak,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,4.0,1.617,-1.6492
OTTR,Otter Tail,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,14.0,120.0,1.77
HRZN,Horizon Technology Finance,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,13.0,-10.0,0.26
OTTW,OTTAWA BANCORP,NASDAQ Other OTC,2024-03-31,Q,2024-05-10,10-Q,13.0,27.45,0.1
OUST,Ouster,NYSE,2024-03-31,Q,2024-05-13,10-Q,10.0,43.973,-0.55
ORN,Orion Group,NYSE,2024-03-31,Q,2024-04-26,10-Q,8.0,-2.096,-0.19
HTBI,HomeTrust Bancshares,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,301.558,0.88
HTBK,Heritage Commerce Corp,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,39.539,0.17
HUBG,Hub Group,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,15.0,-15.872,0.44
ORRF,Orrstown Financial Services,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,32.111,0.81
HUBB,Hubbell,NYSE,2024-03-31,Q,2024-05-01,10-Q,7.0,-125.0,2.73
HTZ,Hertz Global,NASDAQ,2024-03-31,Q,2024-04-25,10-Q,15.0,87.0,-0.61
OSBC,Old Second Bancorp,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,13.0,85.176,0.47
HTLF,Heartland Financial USA,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,13.0,548.964,1.16
OSCR,Oscar Health,NYSE,2024-03-31,Q,2024-05-07,10-Q,13.0,298.972,0.62
HTLD,Heartland Express,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,15.0,-36.66,-0.19
OSIS,OSI Systems,NASDAQ,2024-03-31,Q,2024-04-30,10-Q,10.0,-5.138,1.95
HTGC,Hercules Capital,NYSE,2024-03-31,Q,2024-05-02,10-Q,13.0,196.0,0.57
OSK,Oshkosh,NYSE,2024-03-31,Q,2024-04-25,10-Q,5.0,598.9,2.71
HTCR,HeartCore Enterprises,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,10.0,-0.212,-0.06
HTCMY,HITACHI CONSTR,NASDAQ Other OTC,2024-03-31,A,2024-04-24,10-K,7.0,98.0352,6.0538
OSS,One Stop Systems,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,10.0,-0.6809,-0.06
OPGN,OpGen,NASDAQ Other OTC,2024-03-31,Q,2024-07-08,10-Q,4.0,-0.0003,0.154
IBEX,IBEX Limited,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,16.0,-0.052,0.57
OPFI,OppFi,NYSE,2024-03-31,Q,2024-05-09,10-Q,16.0,-32.477,0.1
OLN,Olin,NYSE,2024-03-31,Q,2024-04-26,10-Q,6.0,94.7,0.4
IFF,International Flavors & Fragrances,NYSE,2024-03-31,Q,2024-05-06,10-Q,6.0,-833.0,0.23
IEX,IDEX,NYSE,2024-03-31,Q,2024-04-24,10-Q,7.0,1322.9,1.6
OLP,One Liberty Properties,NYSE,2024-03-31,Q,2024-05-07,10-Q,13.0,1.473,0.23
IEP,Icahn Enterprises,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,9.0,-600.0,-0.09
OLPX,Olaplex,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,2.0,-1.688,0.01
OM,Outset Medical,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,66.524,-0.78
IE,Ivanhoe Electric Inc.,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-08,10-Q,16.0,65.228,-0.46
IDXX,IDEXX Laboratories,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,4.0,620.778,2.81
OMC,Omnicom Group,NYSE,2024-03-31,Q,2024-04-17,10-Q,16.0,645.9,1.59
IDXG,Interpace Biosciences,NASDAQ Other OTC,2024-03-31,Q,2024-05-09,10-Q,4.0,-0.6,0.11
OMER,Omeros,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,4.0,-5.141,-0.63
IGC,"IGC Pharma, Inc.",NYSE MKT (ex. AMEX),2024-03-31,A,2024-06-24,10-K,4.0,-0.003,-0.22
OMEX,Odyssey Marine Exploration,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,15.0,-0.1541,-0.18
IGC,"IGC Pharma, Inc.",NYSE MKT (ex. AMEX),2024-03-31,Q,2024-06-24,10-Q,4.0,-0.003,-0.04
OIS,Oil States International,NYSE,2024-03-31,Q,2024-04-26,10-Q,12.0,135.572,-0.21
IIPR,Innovative Industrial Properties,NYSE,2024-03-31,Q,2024-05-09,10-Q,13.0,-4.436,1.36
OKE,ONEOK,NYSE,2024-03-31,Q,2024-05-01,10-Q,12.0,20447.0,1.09
IIIV,i3 Verticals,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,10.0,-16.18,0.08
III,Information Services Group,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,16.0,-5.0,-0.07
OLB,OLB Group,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,3.0,-0.0408,-0.14
IHRT,iHeartMedia,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,2.0,-0.111,-0.12
IGXT,IntelGenx Technologies,NASDAQ Other OTC,2024-03-31,Q,2024-05-15,10-Q,4.0,0.965,-0.02
IGOT,"FOMO WORLDWIDE, INC.",NASDAQ Other OTC,2024-03-31,Q,2024-07-17,10-Q,13.0,0.0807,0.0
IDR,Idaho Strategic Resources,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-06,10-Q,6.0,-0.269,0.17
OMF,OneMain,NYSE,2024-03-31,Q,2024-05-01,10-Q,13.0,-309.0,1.29
ICCH,ICC Holdings,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,13.0,15.0,0.75
ONL,Orion Office REIT Inc.,NYSE,2024-03-31,Q,2024-05-08,10-Q,13.0,469.028,-0.47
ICCC,ImmuCell,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,4.0,10.1692,-0.06
ONTF,ON24,NYSE,2024-03-31,Q,2024-05-08,10-Q,10.0,-0.083,-0.26
IBTX,Independent Bank Group,NASDAQ,2024-03-31,Q,2024-04-23,10-Q,13.0,-125.0,0.58
IBRX,ImmunityBio,NASDAQ,2024-03-31,Q,2024-05-09,10-Q,4.0,-0.021,-0.2
IBP,Installed Building Products,NYSE,2024-03-31,Q,2024-05-09,10-Q,8.0,6.8,1.97
IBOC,International Bancshares,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,13.0,-0.05,1.56
OPAL,OPAL FUELS INC,NASDAQ,2024-03-31,Q,2024-05-10,10-Q,12.0,194.77,-0.01
OPBK,OP Bancorp,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,13.0,105.0,0.34
IBM,International Business Machines,NYSE,2024-03-31,Q,2024-04-30,10-Q,10.0,3380.0,1.72
OPCH,Option Care Health,NASDAQ,2024-03-31,Q,2024-04-23,10-Q,4.0,-1.5,0.26
OPEN,Opendoor Technologies,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,16.0,-100.0,-0.16
IBIO,iBio,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-13,10-Q,4.0,0.101,-0.85
ONIT,Onity Group Inc.,NYSE,2024-03-31,Q,2024-05-02,10-Q,13.0,52.4,3.74
ICCT,iCoreConnect Inc.,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,10.0,1.1131,-0.51
ONFO,Onfolio Holdings Inc.,NASDAQ,2024-03-31,Q,2024-05-20,10-Q,3.0,0.69,-0.14
OMGA,Omega Therapeutics,NASDAQ,2024-03-31,Q,2024-05-06,10-Q,4.0,-1.092,-0.36
OMI,Owens & Minor,NYSE,2024-03-31,Q,2024-05-03,10-Q,4.0,61.075,-0.29
IDCC,InterDigital,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,10.0,-1.59,2.88
OMIC,Singular Genomics Systems,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,4.0,7.627,-10.2102
IDAI,T Stamp Inc.,NASDAQ,2024-03-31,Q,2024-05-16,10-Q,10.0,0.9464,-0.26
OMQS,OMNIQ,NASDAQ Other OTC,2024-03-31,Q,2024-05-15,10-Q,10.0,-1.133,-0.2
IDA,IDACORP,NYSE,2024-03-31,Q,2024-05-02,10-Q,14.0,2775.959,0.95
ICUI,ICU Medical,NASDAQ,2024-03-31,Q,2024-05-07,10-Q,4.0,-12.995,-1.63
OMTK,Omnitek Engineering,NASDAQ Other OTC,2024-03-31,Q,2024-05-17,10-Q,7.0,0.199,0.0
ICU,SeaStar Medical Holding Corporation,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,4.0,0.019,-4.75
ON,ON Semiconductor,NASDAQ,2024-03-31,Q,2024-04-29,10-Q,10.0,-0.9,1.04
OII,Oceaneering International,NYSE,2024-03-31,Q,2024-04-26,10-Q,12.0,478.173,0.15
ICMB,Investcorp Credit Management BDC,NASDAQ,2024-03-31,Q,2024-05-14,10-Q,13.0,120.6925,0.17
ONCO,"Onconetix, Inc.",NASDAQ,2024-03-31,Q,2024-05-20,10-Q,4.0,5.6786,-20.0
ICHR,Ichor Holdings,NASDAQ,2024-03-31,Q,2024-05-08,10-Q,10.0,-116.875,-0.3
ONDS,Ondas,NASDAQ,2024-03-31,Q,2024-05-15,10-Q,10.0,1.9659,-0.17
ICFI,ICF International,NASDAQ,2024-03-31,Q,2024-05-02,10-Q,16.0,461.975,1.44
ONEW,OneWater Marine,NASDAQ,2024-03-31,Q,2024-05-03,10-Q,2.0,51.807,-0.27
ICE,Intercontinental Exchange,NYSE,2024-03-31,Q,2024-05-02,10-Q,13.0,-638.0,1.33
ICDI,Independence Contract Drilling,NASDAQ Other OTC,2024-03-31,Q,2024-05-01,10-Q,12.0,-1.257,-0.62
ONB,Old National Bancorp,NASDAQ,2024-03-31,Q,2024-05-01,10-Q,13.0,-25.191,0.4
DTSS,Datasea,NASDAQ,2024-03-31,Q,2024-05-13,10-Q,10.0,-2.2693,-1.55
BDN,Brandywine Realty Trust,NYSE,2024-03-31,Q,2024-04-24,10-Q,13.0,37.0,-0.1
BDL,Flanigan's Enterprises,NYSE MKT (ex. AMEX),2024-03-31,Q,2024-05-14,10-Q,3.0,-0.645,1.04
BDCO,Blue Dolphin Energy Co.,NASDAQ Other OTC,2024-03-31,Q,2024-05-15,10-Q,12.0,-0.345,0.44
TXN,Texas Instruments,NASDAQ,2024-03-31,Q,2024-04-24,10-Q,10.0,2980.0,1.2
BDRL,Blonder Tongue Laboratories,NASDAQ Other OTC,2024-03-31,Q,2024-05-20,10-Q,10.0,-0.058,-0.02
