ticker,per_end_date,per_type,shares_out
VFC,2024-03-31,Q,388.89
ULS,2024-03-31,Q,200.0
AMTX,2024-03-31,Q,42.69
UONEK,2024-03-31,Q,49.67
CAR,2024-03-31,Q,35.65
UMAC,2024-03-31,Q,9.33
WSBF,2024-03-31,Q,19.92
VERX,2024-03-31,Q,154.98
CARM,2024-03-31,Q,41.54
ARQT,2024-03-31,Q,115.53
UNB,2024-03-31,Q,4.52
WGS,2024-03-31,Q,26.12
WSBC,2024-03-31,Q,59.42
AMP,2024-03-31,Q,99.32
WSC,2024-03-31,Q,190.18
CARE,2024-03-31,Q,23.02
UMBF,2024-03-31,Q,48.74
AMN,2024-03-31,Q,37.89
ARRY,2024-03-31,Q,151.73
WHLR,2024-03-31,Q,0.09
CBFV,2024-03-31,Q,5.14
UMH,2024-03-31,Q,69.36
WY,2024-03-31,Q,729.02
CENT,2024-03-31,Q,67.5
CAH,2024-03-31,Q,243.57
ALL,2024-03-31,Q,263.92
CENTA,2024-03-31,Q,67.5
ALKT,2024-03-31,Q,97.51
UAN,2024-03-31,Q,10.57
ALKS,2024-03-31,Q,169.22
CENX,2024-03-31,Q,92.7
BLBD,2024-03-31,Q,32.28
UAVS,2024-03-31,Q,0.22
VECO,2024-03-31,Q,56.35
ALLE,2024-03-31,Q,87.44
UAMY,2024-03-31,Q,107.65
UAL,2024-03-31,Q,328.8
BOWL,2024-03-31,Q,149.93
ALIT,2024-03-31,Q,561.7
ASNS,2024-03-31,Q,3.01
CERO,2024-03-31,Q,14.72
WYNN,2024-03-31,Q,112.08
URG,2024-03-31,Q,281.63
ALK,2024-03-31,Q,125.8
BL,2024-03-31,Q,61.8
VIR,2024-03-31,Q,136.06
BKYI,2024-03-31,Q,1.03
WWW,2024-03-31,Q,79.93
ASLE,2024-03-31,Q,53.01
ARHS,2024-03-31,Q,140.29
CEIN,2024-03-31,Q,151.94
UPXI,2024-03-31,Q,1.04
CEIX,2024-03-31,Q,29.61
CAKE,2024-03-31,Q,51.04
UBER,2024-03-31,Q,2081.39
ALLY,2024-03-31,Q,303.96
UPWK,2024-03-31,Q,132.58
BLDR,2024-03-31,Q,121.98
CEG,2024-03-31,Q,315.12
UBFO,2024-03-31,Q,17.32
ALLR,2024-03-31,Q,0.08
BLCO,2024-03-31,Q,351.4
CELU,2024-03-31,Q,19.38
CELC,2024-03-31,Q,30.45
WELL,2024-03-31,Q,597.92
BLD,2024-03-31,Q,31.82
CELH,2024-03-31,Q,231.01
UBCP,2024-03-31,Q,5.7
CFFI,2024-03-31,Q,3.37
URI,2024-03-31,Q,66.59
XBP,2024-03-31,Q,30.17
BKNG,2024-03-31,Q,33.93
CFG,2024-03-31,Q,455.02
WEC,2024-03-31,Q,315.82
ALEX,2024-03-31,Q,72.59
BKR,2024-03-31,Q,998.0
WPC,2024-03-31,Q,218.82
CADL,2024-03-31,Q,29.35
ALE,2024-03-31,Q,57.58
CFLT,2024-03-31,Q,317.26
ALCO,2024-03-31,Q,7.62
ASRT,2024-03-31,Q,95.12
ALCE,2024-03-31,Q,3.2
TYGO,2024-03-31,Q,60.36
TYL,2024-03-31,Q,42.46
CFBK,2024-03-31,Q,5.29
U,2024-03-31,Q,390.74
ASPI,2024-03-31,Q,48.92
ALGS,2024-03-31,Q,3.03
BKTI,2024-03-31,Q,3.53
URGN,2024-03-31,Q,23.45
BKSY,2024-03-31,Q,18.35
ALGT,2024-03-31,Q,18.23
CERS,2024-03-31,Q,184.89
WYY,2024-03-31,Q,9.56
ALHC,2024-03-31,Q,191.2
CERT,2024-03-31,Q,160.19
UAA,2024-03-31,Q,435.96
BKU,2024-03-31,Q,74.76
UA,2024-03-31,Q,435.96
CETX,2024-03-31,Q,0.02
CFB,2024-03-31,Q,49.29
WWR,2024-03-31,Q,57.11
CF,2024-03-31,Q,182.78
X,2024-03-31,Q,224.85
VIRT,2024-03-31,Q,157.19
ALGM,2024-03-31,Q,193.13
CETY,2024-03-31,Q,42.67
ALG,2024-03-31,Q,12.05
ASPN,2024-03-31,Q,76.76
ALTO,2024-03-31,Q,75.7
VIAV,2024-03-31,Q,223.24
ALTM,2024-03-31,Q,1074.4
WU,2024-03-31,Q,338.33
VICI,2024-03-31,Q,1043.14
WTW,2024-03-31,Q,102.24
VEEE,2024-03-31,Q,9.52
ALTR,2024-03-31,Q,83.03
CDE,2024-03-31,Q,399.32
ALTS,2024-03-31,Q,8.59
UPLD,2024-03-31,Q,27.86
CDNS,2024-03-31,Q,272.13
CDP,2024-03-31,Q,112.64
CDLX,2024-03-31,Q,48.17
ALTG,2024-03-31,Q,32.81
WULF,2024-03-31,Q,302.23
ALTI,2024-03-31,Q,119.33
ALSN,2024-03-31,Q,87.48
ASB,2024-03-31,Q,150.77
UDR,2024-03-31,Q,329.31
ALV,2024-03-31,Q,81.38
WTS,2024-03-31,Q,33.37
CCS,2024-03-31,Q,31.79
UPHL,2024-03-31,Q,18.81
WTRG,2024-03-31,Q,273.52
UE,2024-03-31,Q,118.82
AMZN,2024-03-31,Q,10406.63
CCSI,2024-03-31,Q,19.22
BLZE,2024-03-31,Q,41.47
AN,2024-03-31,Q,40.27
BLUE,2024-03-31,Q,193.58
UCTT,2024-03-31,Q,44.66
ARIS,2024-03-31,Q,58.09
WEX,2024-03-31,Q,41.9
WTTR,2024-03-31,Q,118.92
BLNK,2024-03-31,Q,100.99
CDXS,2024-03-31,Q,70.56
WERN,2024-03-31,Q,63.41
CDZI,2024-03-31,Q,67.47
WWD,2024-03-31,Q,60.3
CE,2024-03-31,Q,109.21
BLIN,2024-03-31,Q,10.42
CDXC,2024-03-31,Q,75.52
WES,2024-03-31,Q,380.48
UPS,2024-03-31,Q,855.56
UBSI,2024-03-31,Q,135.04
BLKB,2024-03-31,Q,51.63
ALNT,2024-03-31,Q,16.74
WEN,2024-03-31,Q,205.13
ANDE,2024-03-31,Q,34.05
CECO,2024-03-31,Q,34.94
BOTJ,2024-03-31,Q,4.57
ASIX,2024-03-31,Q,26.82
BLFS,2024-03-31,Q,45.3
UPST,2024-03-31,Q,87.81
BLFY,2024-03-31,Q,23.93
ARI,2024-03-31,Q,142.16
ALNY,2024-03-31,Q,126.49
CDW,2024-03-31,Q,134.4
ASH,2024-03-31,Q,50.13
ALRS,2024-03-31,Q,19.74
BLND,2024-03-31,Q,252.32
WEST,2024-03-31,Q,88.03
CDRE,2024-03-31,Q,40.61
ASGN,2024-03-31,Q,46.5
UCB,2024-03-31,Q,119.14
BLMN,2024-03-31,Q,87.07
WW,2024-03-31,Q,79.28
ALRM,2024-03-31,Q,50.19
BWB,2024-03-31,Q,27.59
TPC,2024-03-31,Q,52.28
VASO,2024-03-31,Q,185.63
AVNS,2024-03-31,Q,45.9
TPB,2024-03-31,Q,17.62
ZIMV,2024-03-31,Q,27.22
BRK.A,2024-03-31,Q,1.44
ACEL,2024-03-31,Q,83.78
ACDC,2024-03-31,Q,159.6
BSY,2024-03-31,Q,285.79
ACCO,2024-03-31,Q,95.64
AVNW,2024-03-31,Q,12.56
CPAY,2024-03-31,Q,72.2
BTAI,2024-03-31,Q,37.03
VSAT,2024-03-31,Q,125.32
ZION,2024-03-31,Q,147.6
AVNT,2024-03-31,Q,91.25
BRK.B,2024-03-31,Q,2155.19
BBAI,2024-03-31,Q,246.08
ZIP,2024-03-31,Q,99.28
COYA,2024-03-31,Q,14.6
BTBD,2024-03-31,Q,6.25
TPIC,2024-03-31,Q,47.47
ACHR,2024-03-31,Q,319.98
BBGI,2024-03-31,Q,1.52
COSM,2024-03-31,Q,16.93
TPHS,2024-03-31,Q,64.05
CORZQ,2024-03-31,Q,388.26
BBIO,2024-03-31,Q,187.13
ZI,2024-03-31,Q,376.16
VZ,2024-03-31,Q,4209.25
UTZ,2024-03-31,Q,140.82
ACGL,2024-03-31,Q,375.14
VYX,2024-03-31,Q,144.29
BBDC,2024-03-31,Q,106.07
TPG,2024-03-31,Q,364.68
ACHC,2024-03-31,Q,92.43
COTY,2024-03-31,Q,867.9
TPH,2024-03-31,Q,94.88
TOWN,2024-03-31,Q,75.0
CPMD,2024-03-31,Q,660.63
CPNG,2024-03-31,Q,1795.0
APO,2024-03-31,Q,568.16
VSEC,2024-03-31,Q,15.77
BATL,2024-03-31,Q,16.46
TOON,2024-03-31,Q,35.37
BRKL,2024-03-31,Q,89.65
ACA,2024-03-31,Q,48.58
VWESQ,2024-03-31,Q,62.76
BSRR,2024-03-31,Q,14.65
BARK,2024-03-31,Q,175.53
CPRI,2024-03-31,Q,116.57
AVT,2024-03-31,Q,90.38
UVE,2024-03-31,Q,28.76
BRKR,2024-03-31,Q,145.34
VSH,2024-03-31,Q,137.51
TOMZ,2024-03-31,Q,19.95
BSX,2024-03-31,Q,1470.18
CPHC,2024-03-31,Q,4.98
BAX,2024-03-31,Q,509.58
WKHS,2024-03-31,Q,15.73
TOVX,2024-03-31,Q,0.69
CPF,2024-03-31,Q,27.04
AQB,2024-03-31,Q,3.86
BATRA,2024-03-31,Q,61.87
CPIX,2024-03-31,Q,14.18
CPK,2024-03-31,Q,22.27
AVPT,2024-03-31,Q,185.22
CPHI,2024-03-31,Q,14.82
UTGN,2024-03-31,Q,3.16
COHN,2024-03-31,Q,1.93
COF,2024-03-31,Q,380.39
COFS,2024-03-31,Q,7.56
VRSK,2024-03-31,Q,142.68
BCAL,2024-03-31,Q,18.53
COIN,2024-03-31,Q,245.57
BTMD,2024-03-31,Q,62.88
COKE,2024-03-31,Q,9.37
ZEO,2024-03-31,Q,40.26
COLB,2024-03-31,Q,209.31
ACRE,2024-03-31,Q,54.42
COHR,2024-03-31,Q,151.81
AVD,2024-03-31,Q,27.99
COHU,2024-03-31,Q,47.09
VRSN,2024-03-31,Q,99.6
BC,2024-03-31,Q,68.8
ACR,2024-03-31,Q,7.67
TRAK,2024-03-31,Q,18.21
BCC,2024-03-31,Q,39.48
BCBP,2024-03-31,Q,16.95
WMB,2024-03-31,Q,1218.43
ZCAR,2024-03-31,Q,6.29
COCH,2024-03-31,Q,19.6
ZBRA,2024-03-31,Q,51.42
APH,2024-03-31,Q,1201.21
ACU,2024-03-31,Q,3.65
BTSG,2024-03-31,Q,171.19
VRNS,2024-03-31,Q,111.59
AR,2024-03-31,Q,310.81
AVB,2024-03-31,Q,142.18
ZD,2024-03-31,Q,46.13
COEP,2024-03-31,Q,36.09
VRRM,2024-03-31,Q,166.52
CODI,2024-03-31,Q,75.38
ACT,2024-03-31,Q,158.0
TRC,2024-03-31,Q,26.8
COCO,2024-03-31,Q,56.68
ACTG,2024-03-31,Q,100.02
VRPX,2024-03-31,Q,1.17
COLD,2024-03-31,Q,284.03
UTL,2024-03-31,Q,16.16
COP,2024-03-31,Q,1169.53
COOP,2024-03-31,Q,64.72
TPST,2024-03-31,Q,22.22
ACLX,2024-03-31,Q,53.29
COOK,2024-03-31,Q,128.14
ACLS,2024-03-31,Q,32.6
TPR,2024-03-31,Q,229.77
ACM,2024-03-31,Q,136.02
APLS,2024-03-31,Q,121.29
WKC,2024-03-31,Q,59.94
VRTX,2024-03-31,Q,258.46
ACIW,2024-03-31,Q,106.26
AVDX,2024-03-31,Q,206.43
UTI,2024-03-31,Q,53.8
WAB,2024-03-31,Q,176.38
ZETA,2024-03-31,Q,218.68
ACNB,2024-03-31,Q,8.51
AQST,2024-03-31,Q,91.04
ACNT,2024-03-31,Q,10.13
WM,2024-03-31,Q,401.08
ACON,2024-03-31,Q,7.15
WABC,2024-03-31,Q,26.68
TR,2024-03-31,Q,71.52
BTM,2024-03-31,Q,59.62
COLL,2024-03-31,Q,32.71
WK,2024-03-31,Q,54.83
ZG,2024-03-31,Q,236.19
COMM,2024-03-31,Q,212.28
ACMR,2024-03-31,Q,56.99
W,2024-03-31,Q,120.36
APLE,2024-03-31,Q,242.35
VRTS,2024-03-31,Q,7.18
COMP,2024-03-31,Q,492.31
ZEUS,2024-03-31,Q,11.13
TPX,2024-03-31,Q,173.61
VATE,2024-03-31,Q,7.99
TPVG,2024-03-31,Q,37.62
AAP,2024-03-31,Q,59.61
BRY,2024-03-31,Q,76.94
AYTU,2024-03-31,Q,5.57
AAOI,2024-03-31,Q,38.73
AAPL,2024-03-31,Q,15334.08
TMUS,2024-03-31,Q,1171.85
AX,2024-03-31,Q,56.97
BRO,2024-03-31,Q,285.25
BRX,2024-03-31,Q,301.3
CRON,2024-03-31,Q,382.01
VTS,2024-03-31,Q,29.45
AWX,2024-03-31,Q,3.9
CROX,2024-03-31,Q,60.7
AAT,2024-03-31,Q,60.89
AWR,2024-03-31,Q,37.23
BSBK,2024-03-31,Q,13.25
CRK,2024-03-31,Q,292.2
ABAT,2024-03-31,Q,51.88
CRI,2024-03-31,Q,36.5
AWK,2024-03-31,Q,194.82
TNC,2024-03-31,Q,19.01
WLK,2024-03-31,Q,128.57
ZTS,2024-03-31,Q,456.3
VAC,2024-03-31,Q,35.18
AATC,2024-03-31,Q,5.46
VTSI,2024-03-31,Q,11.11
AZEK,2024-03-31,Q,145.49
CRL,2024-03-31,Q,51.51
VABK,2024-03-31,Q,5.39
CRKN,2024-03-31,Q,0.35
ZWS,2024-03-31,Q,172.7
TMDX,2024-03-31,Q,32.71
AXS,2024-03-31,Q,84.66
WLDN,2024-03-31,Q,13.82
AXL,2024-03-31,Q,117.54
WLFC,2024-03-31,Q,7.08
BRSP,2024-03-31,Q,130.64
AXSM,2024-03-31,Q,47.5
VTR,2024-03-31,Q,404.77
CRWS,2024-03-31,Q,10.24
APTV,2024-03-31,Q,272.06
VTOL,2024-03-31,Q,28.39
AXP,2024-03-31,Q,719.3
VTNRQ,2024-03-31,Q,93.51
AA,2024-03-31,Q,179.56
AXON,2024-03-31,Q,75.46
VTLE,2024-03-31,Q,36.66
TMCI,2024-03-31,Q,61.76
AAL,2024-03-31,Q,656.09
CRTO,2024-03-31,Q,56.14
ZVRA,2024-03-31,Q,43.43
CRSR,2024-03-31,Q,103.91
BRT,2024-03-31,Q,18.58
CRS,2024-03-31,Q,49.61
VAL,2024-03-31,Q,72.41
TMO,2024-03-31,Q,381.72
AXDX,2024-03-31,Q,21.66
TMP,2024-03-31,Q,14.41
TMHC,2024-03-31,Q,106.43
BROS,2024-03-31,Q,177.18
AXTA,2024-03-31,Q,220.65
VTRS,2024-03-31,Q,1190.66
AXTI,2024-03-31,Q,44.25
AXGN,2024-03-31,Q,43.71
AAGR,2024-03-31,Q,9.44
CRH,2024-03-31,Q,686.68
ABLT,2024-03-31,Q,0.03
BALY,2024-03-31,Q,40.49
CQP,2024-03-31,Q,484.04
UVV,2024-03-31,Q,24.57
BSM,2024-03-31,Q,210.31
CR,2024-03-31,Q,57.09
BALL,2024-03-31,Q,315.64
APPN,2024-03-31,Q,72.24
CRBG,2024-03-31,Q,611.64
BAH,2024-03-31,Q,129.75
AVY,2024-03-31,Q,80.55
CRAI,2024-03-31,Q,6.92
ABL,2024-03-31,Q,63.0
CRBP,2024-03-31,Q,10.51
TNXP,2024-03-31,Q,2.64
ABR,2024-03-31,Q,188.51
TOFB,2024-03-31,Q,5.15
APYX,2024-03-31,Q,34.64
APP,2024-03-31,Q,328.96
CPT,2024-03-31,Q,106.54
ABT,2024-03-31,Q,1739.63
CPSH,2024-03-31,Q,14.52
ABSI,2024-03-31,Q,113.08
VVX,2024-03-31,Q,31.45
TOI,2024-03-31,Q,74.31
CPSS,2024-03-31,Q,21.13
BANC,2024-03-31,Q,157.27
BANR,2024-03-31,Q,34.37
BAND,2024-03-31,Q,26.98
ABNB,2024-03-31,Q,644.04
UVSP,2024-03-31,Q,29.27
AVTR,2024-03-31,Q,679.27
VVV,2024-03-31,Q,129.65
BANF,2024-03-31,Q,32.97
ABOS,2024-03-31,Q,60.08
CPS,2024-03-31,Q,17.29
AWH,2024-03-31,Q,12.34
B,2024-03-31,Q,50.7
WLKP,2024-03-31,Q,35.23
CREX,2024-03-31,Q,10.45
ABCP,2024-03-31,Q,41.99
BA,2024-03-31,Q,613.88
ABCL,2024-03-31,Q,293.92
V,2024-03-31,Q,1828.94
VSTM,2024-03-31,Q,25.31
AWIN,2024-03-31,Q,0.92
TNDM,2024-03-31,Q,64.59
VSTO,2024-03-31,Q,58.15
AZTR,2024-03-31,Q,0.96
CRGY,2024-03-31,Q,177.36
TNET,2024-03-31,Q,50.56
ABCB,2024-03-31,Q,69.01
AWI,2024-03-31,Q,43.76
ABBV,2024-03-31,Q,1765.87
VST,2024-03-31,Q,347.89
BRLT,2024-03-31,Q,97.86
BAER,2024-03-31,Q,44.84
CRD.A,2024-03-31,Q,49.2
BSGM,2024-03-31,Q,11.2
VVI,2024-03-31,Q,21.12
CRC,2024-03-31,Q,68.53
BAFN,2024-03-31,Q,4.13
CRD.B,2024-03-31,Q,49.2
BAC,2024-03-31,Q,7820.37
TNL,2024-03-31,Q,71.26
ABEO,2024-03-31,Q,27.55
ZPTA,2024-03-31,Q,29.12
TNLX,2024-03-31,Q,13.5
APPS,2024-03-31,Q,102.02
BACK,2024-03-31,Q,1.15
ABG,2024-03-31,Q,20.17
VAPO,2024-03-31,Q,6.21
CNMD,2024-03-31,Q,30.8
BVFL,2024-03-31,Q,11.38
BCSF,2024-03-31,Q,64.56
AE,2024-03-31,Q,2.57
ATXG,2024-03-31,Q,4.3
CNNE,2024-03-31,Q,62.77
CMLS,2024-03-31,Q,16.89
TRT,2024-03-31,Q,4.17
VRCA,2024-03-31,Q,42.42
YUMC,2024-03-31,Q,392.03
CMPD,2024-03-31,Q,1.29
USPH,2024-03-31,Q,15.07
YORW,2024-03-31,Q,14.33
BE,2024-03-31,Q,226.93
WASH,2024-03-31,Q,17.03
TRS,2024-03-31,Q,40.73
CNK,2024-03-31,Q,122.35
CMP,2024-03-31,Q,41.31
CNO,2024-03-31,Q,108.26
APAM,2024-03-31,Q,80.38
CMI,2024-03-31,Q,136.78
TRIP,2024-03-31,Q,139.14
WMPN,2024-03-31,Q,9.55
AEI,2024-03-31,Q,9.24
BCPC,2024-03-31,Q,32.42
ATUS,2024-03-31,Q,459.96
TRIN,2024-03-31,Q,49.15
BECN,2024-03-31,Q,63.43
BRBS,2024-03-31,Q,22.98
Z,2024-03-31,Q,236.19
ARAY,2024-03-31,Q,99.17
TRTX,2024-03-31,Q,77.87
AEE,2024-03-31,Q,266.51
VOYA,2024-03-31,Q,100.7
VBTX,2024-03-31,Q,54.5
CNOB,2024-03-31,Q,38.33
WMG,2024-03-31,Q,517.91
BRCC,2024-03-31,Q,212.21
BRDG,2024-03-31,Q,120.97
VRDN,2024-03-31,Q,63.82
TRU,2024-03-31,Q,194.2
BCRX,2024-03-31,Q,206.33
CNP,2024-03-31,Q,639.72
ADM,2024-03-31,Q,494.44
AUDAQ,2024-03-31,Q,4.73
BUSE,2024-03-31,Q,55.27
TRN,2024-03-31,Q,81.84
ADT,2024-03-31,Q,922.32
APD,2024-03-31,Q,222.31
ADTN,2024-03-31,Q,79.12
BDCO,2024-03-31,Q,14.92
CMTG,2024-03-31,Q,138.75
TRNS,2024-03-31,Q,8.83
APCX,2024-03-31,Q,24.68
CNA,2024-03-31,Q,270.9
TRNR,2024-03-31,Q,0.0
BURU,2024-03-31,Q,0.02
TRNO,2024-03-31,Q,96.52
ADP,2024-03-31,Q,409.29
CNC,2024-03-31,Q,533.66
BDC,2024-03-31,Q,40.68
ATYR,2024-03-31,Q,67.94
BDSX,2024-03-31,Q,114.69
CMPS,2024-03-31,Q,61.94
CMPR,2024-03-31,Q,25.45
CNFR,2024-03-31,Q,12.22
YUM,2024-03-31,Q,281.5
BCTF,2024-03-31,Q,7.44
WAT,2024-03-31,Q,59.31
CMPO,2024-03-31,Q,80.56
CNH,2024-03-31,Q,1257.48
APEI,2024-03-31,Q,17.56
ADMA,2024-03-31,Q,231.77
YOSH,2024-03-31,Q,1.24
AUB,2024-03-31,Q,89.77
CMS,2024-03-31,Q,298.64
BDN,2024-03-31,Q,172.27
AUPH,2024-03-31,Q,143.02
ADTX,2024-03-31,Q,0.01
CMT,2024-03-31,Q,9.15
CNDT,2024-03-31,Q,208.64
ADNT,2024-03-31,Q,89.82
TROX,2024-03-31,Q,157.84
BV,2024-03-31,Q,94.4
TRMK,2024-03-31,Q,61.18
CNET,2024-03-31,Q,1.8
ADV,2024-03-31,Q,323.89
BDRL,2024-03-31,Q,14.52
TRGP,2024-03-31,Q,221.72
AP,2024-03-31,Q,19.87
BW,2024-03-31,Q,89.48
BEEP,2024-03-31,Q,30.71
CLX,2024-03-31,Q,124.19
ADCT,2024-03-31,Q,82.81
BEN,2024-03-31,Q,526.09
AERT,2024-03-31,Q,15.62
YHGJ,2024-03-31,Q,20.77
CNX,2024-03-31,Q,153.24
TRVN,2024-03-31,Q,0.73
BCML,2024-03-31,Q,11.33
VRNA,2024-03-31,Q,80.82
CMCSA,2024-03-31,Q,3923.63
AES,2024-03-31,Q,710.81
ATSG,2024-03-31,Q,65.68
CNTA,2024-03-31,Q,100.74
AVA,2024-03-31,Q,78.19
BELFA,2024-03-31,Q,12.62
VRME,2024-03-31,Q,10.15
USM,2024-03-31,Q,85.0
BCO,2024-03-31,Q,44.72
AENT,2024-03-31,Q,50.94
TRVI,2024-03-31,Q,70.43
CMCT,2024-03-31,Q,23.25
ACVA,2024-03-31,Q,164.6
CMCO,2024-03-31,Q,28.7
BWA,2024-03-31,Q,227.84
CMBM,2024-03-31,Q,27.89
BTU,2024-03-31,Q,127.29
AEP,2024-03-31,Q,526.59
VRM,2024-03-31,Q,1.8
CNTY,2024-03-31,Q,30.68
APG,2024-03-31,Q,274.29
ADC,2024-03-31,Q,100.63
TREE,2024-03-31,Q,13.23
AEON,2024-03-31,Q,38.12
WMS,2024-03-31,Q,77.62
VBFC,2024-03-31,Q,1.5
CLW,2024-03-31,Q,16.68
TRUP,2024-03-31,Q,42.02
VC,2024-03-31,Q,27.6
CME,2024-03-31,Q,360.07
CNSL,2024-03-31,Q,118.43
CLVT,2024-03-31,Q,668.14
BELFB,2024-03-31,Q,12.62
BVS,2024-03-31,Q,79.17
VRE,2024-03-31,Q,92.58
APA,2024-03-31,Q,301.11
TRUG,2024-03-31,Q,13.26
CMA,2024-03-31,Q,132.59
CNVS,2024-03-31,Q,13.33
AVAH,2024-03-31,Q,192.38
ZBH,2024-03-31,Q,205.73
BCOW,2024-03-31,Q,6.01
WAL,2024-03-31,Q,110.11
AEIS,2024-03-31,Q,37.44
BRBR,2024-03-31,Q,130.98
TRV,2024-03-31,Q,228.99
YETI,2024-03-31,Q,85.22
BEEM,2024-03-31,Q,14.53
ADD,2024-03-31,Q,0.51
CMAX,2024-03-31,Q,3.8
AESI,2024-03-31,Q,100.03
ADEA,2024-03-31,Q,108.51
VREX,2024-03-31,Q,40.9
CRWD,2024-04-30,Q,243.36
ABM,2024-04-30,Q,63.29
TTC,2024-04-30,Q,103.87
UNFI,2024-04-30,Q,59.44
TOL,2024-04-30,Q,102.65
KR,2024-04-30,Q,721.69
A,2024-04-30,Q,291.76
KEYS,2024-04-30,Q,174.54
ADSK,2024-04-30,Q,215.51
CDMO,2024-04-30,Q,63.48
WMT,2024-04-30,Q,8058.05
ODC,2024-04-30,Q,7.29
HEI,2024-04-30,Q,138.5
NDSN,2024-04-30,Q,57.27
SMTC,2024-04-30,Q,64.59
HEI.A,2024-04-30,Q,138.5
CMTL,2024-04-30,Q,28.47
AXR,2024-04-30,Q,5.27
CASY,2024-04-30,Q,37.02
FL,2024-04-30,Q,94.5
JILL,2024-04-30,Q,10.75
THO,2024-04-30,Q,53.33
MEI,2024-04-30,Q,35.3
KFY,2024-04-30,Q,52.54
CURV,2024-04-30,Q,104.35
ZUO,2024-04-30,Q,146.0
PD,2024-04-30,Q,95.6
BF.B,2024-04-30,Q,472.6
OLLI,2024-04-30,Q,61.29
KIRK,2024-04-30,Q,13.04
SWBI,2024-04-30,Q,46.1
BF.A,2024-04-30,Q,472.6
IHT,2024-04-30,Q,9.02
TITN,2024-04-30,Q,22.82
TJX,2024-04-30,Q,1130.15
BNED,2024-04-30,Q,0.53
AMWD,2024-04-30,Q,15.85
SNPS,2024-04-30,Q,153.22
CBRL,2024-04-30,Q,22.2
CRM,2024-04-30,Q,969.0
LMNR,2024-04-30,Q,18.0
PPIH,2024-04-30,Q,8.02
CRMT,2024-04-30,Q,6.39
PNST,2024-04-30,Q,40.09
ASAN,2024-04-30,Q,228.1
VNCE,2024-04-30,Q,12.51
OOMA,2024-04-30,Q,26.42
MDT,2024-04-30,Q,1327.82
GIII,2024-04-30,Q,44.97
DY,2024-04-30,Q,29.09
SVBL,2024-04-30,Q,35.68
OKTA,2024-04-30,Q,168.23
SMAR,2024-04-30,Q,138.34
PDCO,2024-04-30,Q,89.59
CVGW,2024-04-30,Q,17.8
BRC,2024-04-30,Q,47.48
RH,2024-04-30,Q,18.34
SJM,2024-04-30,Q,106.18
DG,2024-04-30,Q,219.9
GCO,2024-04-30,Q,11.63
RENT,2024-04-30,Q,3.67
HPQ,2024-04-30,Q,978.56
VIRC,2024-04-30,Q,16.35
RFIL,2024-04-30,Q,10.5
PSTG,2024-04-30,Q,319.52
LZB,2024-04-30,Q,42.64
CIEN,2024-04-30,Q,144.6
RFL,2024-04-30,Q,24.47
BBCP,2024-04-30,Q,53.74
REVG,2024-04-30,Q,51.91
DOMO,2024-04-30,Q,36.92
M,2024-04-30,Q,276.41
HPE,2024-04-30,Q,1299.67
NVDA,2024-04-30,Q,24600.0
DCI,2024-04-30,Q,120.4
IOT,2024-04-30,Q,550.8
ENZ,2024-04-30,Q,51.23
BBY,2024-04-30,Q,216.35
MTN,2024-04-30,Q,37.62
PVH,2024-04-30,Q,56.61
PANW,2024-04-30,Q,323.8
LE,2024-04-30,Q,31.49
TPET,2024-04-30,Q,2.52
OXM,2024-04-30,Q,15.64
CPB,2024-04-30,Q,298.55
BIGGQ,2024-04-30,Q,29.51
BBWI,2024-04-30,Q,223.66
SPWH,2024-04-30,Q,37.63
HQY,2024-04-30,Q,87.01
GEF.B,2024-04-30,Q,47.14
WLY,2024-04-30,Q,54.43
DELL,2024-04-30,Q,713.79
PLAY,2024-04-30,Q,40.3
STRM,2024-04-30,Q,4.14
MRVL,2024-04-30,Q,865.6
HSCS,2024-04-30,Q,0.66
SGMA,2024-04-30,Q,6.09
KSS,2024-04-30,Q,110.91
GEF,2024-04-30,Q,47.14
CHWY,2024-04-30,Q,434.92
YYAI,2024-04-30,Q,1.83
ANF,2024-04-30,Q,51.1
NAPA,2024-04-30,Q,147.05
BOX,2024-04-30,Q,144.35
ADI,2024-04-30,Q,496.22
PLCE,2024-04-30,Q,12.69
PURE,2024-04-30,Q,111.86
SAIC,2024-04-30,Q,51.23
INTU,2024-04-30,Q,279.55
GMS,2024-04-30,Q,39.8
COO,2024-04-30,Q,199.12
AVGO,2024-04-30,Q,4634.21
CONNQ,2024-04-30,Q,24.89
MSS,2024-04-30,Q,19.69
ASO,2024-04-30,Q,73.79
WLYB,2024-04-30,Q,54.43
PLAB,2024-04-30,Q,63.36
HRL,2024-04-30,Q,548.3
NX,2024-04-30,Q,33.1
CNM,2024-04-30,Q,201.45
FCEL,2024-04-30,Q,15.05
MDB,2024-04-30,Q,73.35
JWN,2024-04-30,Q,163.26
AVAV,2024-04-30,Q,28.14
ALOT,2024-04-30,Q,7.49
DLTH,2024-04-30,Q,31.7
DLTR,2024-04-30,Q,218.22
VLGEA,2024-04-30,Q,14.79
NTNX,2024-04-30,Q,246.93
PHR,2024-04-30,Q,57.4
LAKE,2024-04-30,Q,7.38
ZDGE,2024-04-30,Q,14.03
GME,2024-04-30,Q,306.18
GES,2024-04-30,Q,53.46
TGT,2024-04-30,Q,462.64
BURL,2024-04-30,Q,63.83
ESTC,2024-04-30,Q,100.8
