ticker,per_end_date,per_type,shares_out
CPSH,2024-06-30,Q,14.53
TOFB,2024-06-30,Q,5.15
THR,2024-06-30,Q,33.87
CYH,2024-06-30,Q,138.94
THG,2024-06-30,Q,35.98
D,2024-06-30,Q,838.94
THC,2024-06-30,Q,95.82
CPNG,2024-06-30,Q,1790.0
TH,2024-06-30,Q,100.43
DAL,2024-06-30,Q,645.42
CPMD,2024-06-30,Q,660.63
TOON,2024-06-30,Q,39.39
CZWI,2024-06-30,Q,10.41
THFF,2024-06-30,Q,11.81
CYTK,2024-06-30,Q,104.85
CPS,2024-06-30,Q,17.32
TPB,2024-06-30,Q,17.71
CPRI,2024-06-30,Q,117.78
CZNC,2024-06-30,Q,15.38
TOMZ,2024-06-30,Q,19.95
CZR,2024-06-30,Q,216.34
THCP,2024-06-30,Q,9.49
COOP,2024-06-30,Q,64.48
DGICA,2024-06-30,Q,33.44
DGICB,2024-06-30,Q,33.44
TPST,2024-06-30,Q,20.84
COOK,2024-06-30,Q,128.87
DGLY,2024-06-30,Q,3.5
DGX,2024-06-30,Q,111.32
DH,2024-06-30,Q,117.93
TEL,2024-06-30,Q,303.92
TPR,2024-06-30,Q,229.77
DFH,2024-06-30,Q,93.73
DFIN,2024-06-30,Q,29.03
DFLI,2024-06-30,Q,6.79
TELO,2024-06-30,Q,29.61
COP,2024-06-30,Q,1161.25
TELA,2024-06-30,Q,24.68
TDY,2024-06-30,Q,46.78
COLL,2024-06-30,Q,32.72
TR,2024-06-30,Q,71.52
DIN,2024-06-30,Q,15.3
TDW,2024-06-30,Q,52.76
DINO,2024-06-30,Q,190.82
TEAM,2024-06-30,Q,260.56
DHC,2024-06-30,Q,240.63
TPVG,2024-06-30,Q,37.85
TECH,2024-06-30,Q,157.59
DFCO,2024-06-30,Q,97.18
DHR,2024-06-30,Q,722.21
TPX,2024-06-30,Q,173.63
DHX,2024-06-30,Q,48.34
COMP,2024-06-30,Q,494.49
COMM,2024-06-30,Q,215.85
COYA,2024-06-30,Q,14.62
TFC,2024-06-30,Q,1338.1
DDOG,2024-06-30,Q,336.77
TEX,2024-06-30,Q,66.9
TEVA,2024-06-30,Q,1132.91
TPG,2024-06-30,Q,364.77
DEA,2024-06-30,Q,103.04
DCTH,2024-06-30,Q,27.79
TPC,2024-06-30,Q,52.39
DD,2024-06-30,Q,417.49
TFIN,2024-06-30,Q,23.36
DDD,2024-06-30,Q,133.59
COTY,2024-06-30,Q,867.8
DERM,2024-06-30,Q,20.02
TENB,2024-06-30,Q,118.87
DENN,2024-06-30,Q,51.37
TPH,2024-06-30,Q,93.59
TPHS,2024-06-30,Q,64.05
DEI,2024-06-30,Q,167.38
COSM,2024-06-30,Q,16.93
TPIC,2024-06-30,Q,47.24
CORZQ,2024-06-30,Q,388.26
CYAN,2024-06-30,Q,6.95
CTGO,2024-06-30,Q,12.06
CROX,2024-06-30,Q,59.38
TLF,2024-06-30,Q,8.4
CRON,2024-06-30,Q,382.28
CTKB,2024-06-30,Q,131.27
CTLP,2024-06-30,Q,72.81
CTBI,2024-06-30,Q,18.03
CRS,2024-06-30,Q,49.61
CTCX,2024-06-30,Q,20.91
CTLT,2024-06-30,Q,180.98
CTS,2024-06-30,Q,30.36
CTSH,2024-06-30,Q,495.66
CTSO,2024-06-30,Q,52.78
TKR,2024-06-30,Q,70.14
TKOMY,2024-06-30,Q,1975.45
CRL,2024-06-30,Q,51.63
CTRI,2024-06-30,Q,88.52
CTM,2024-06-30,Q,53.03
CTNT,2024-06-30,Q,2.02
CTO,2024-06-30,Q,23.12
CTOS,2024-06-30,Q,236.21
TMUS,2024-06-30,Q,1166.78
CTRA,2024-06-30,Q,744.23
CTRE,2024-06-30,Q,142.06
CSX,2024-06-30,Q,1954.93
CSGS,2024-06-30,Q,29.69
TMDX,2024-06-30,Q,33.36
CSL,2024-06-30,Q,46.24
CRWS,2024-06-30,Q,10.31
CSGP,2024-06-30,Q,409.82
TMCI,2024-06-30,Q,62.01
TLSI,2024-06-30,Q,27.16
CSTAF,2024-06-30,Q,12.24
CSTL,2024-06-30,Q,27.61
TMO,2024-06-30,Q,382.0
CRTO,2024-06-30,Q,56.69
CSV,2024-06-30,Q,15.21
CSWC,2024-06-30,Q,45.85
TMP,2024-06-30,Q,14.4
TLS,2024-06-30,Q,71.76
CSPI,2024-06-30,Q,9.75
CRSR,2024-06-30,Q,104.15
CSR,2024-06-30,Q,15.3
CSSEQ,2024-06-30,Q,32.46
TMHC,2024-06-30,Q,104.24
CTV,2024-06-30,Q,146.41
CVU,2024-06-30,Q,12.86
CVV,2024-06-30,Q,6.83
CVX,2024-06-30,Q,1828.92
CW,2024-06-30,Q,38.3
CWAN,2024-06-30,Q,246.32
CRC,2024-06-30,Q,67.88
CWBC,2024-06-30,Q,18.87
CRBP,2024-06-30,Q,10.69
CRBG,2024-06-30,Q,592.01
CWCO,2024-06-30,Q,15.83
CWD,2024-06-30,Q,22.05
TILE,2024-06-30,Q,58.3
CRD.B,2024-06-30,Q,49.2
TIL,2024-06-30,Q,6.5
CRD.A,2024-06-30,Q,49.2
CVRX,2024-06-30,Q,21.79
CVS,2024-06-30,Q,1255.37
CWEN,2024-06-30,Q,202.14
THS,2024-06-30,Q,52.6
THRY,2024-06-30,Q,36.3
TNXP,2024-06-30,Q,17.45
CXT,2024-06-30,Q,57.13
CXW,2024-06-30,Q,111.26
THRM,2024-06-30,Q,31.33
CXDO,2024-06-30,Q,26.7
CWH,2024-06-30,Q,84.6
CWK,2024-06-30,Q,229.25
CRAI,2024-06-30,Q,6.78
CVNA,2024-06-30,Q,206.94
CWST,2024-06-30,Q,58.13
CWT,2024-06-30,Q,58.83
CR,2024-06-30,Q,57.21
CQP,2024-06-30,Q,493.9
CULL,2024-06-30,Q,7.25
CRH,2024-06-30,Q,686.68
CRGY,2024-06-30,Q,177.46
TNDM,2024-06-30,Q,65.46
TNET,2024-06-30,Q,49.67
CUEN,2024-06-30,Q,2.73
CUE,2024-06-30,Q,48.64
CRKN,2024-06-30,Q,3.31
TKO,2024-06-30,Q,170.33
CTVA,2024-06-30,Q,692.25
CRK,2024-06-30,Q,292.2
TKNO,2024-06-30,Q,40.92
TNC,2024-06-30,Q,19.01
CUBE,2024-06-30,Q,224.97
CRI,2024-06-30,Q,36.13
CUBI,2024-06-30,Q,31.49
CVGI,2024-06-30,Q,34.38
TIPT,2024-06-30,Q,36.79
CVI,2024-06-30,Q,100.53
CVLG,2024-06-30,Q,13.17
TNL,2024-06-30,Q,69.76
TNLX,2024-06-30,Q,13.5
CVEO,2024-06-30,Q,14.37
CUTR,2024-06-30,Q,20.1
CUZ,2024-06-30,Q,152.14
CREX,2024-06-30,Q,10.45
CVBF,2024-06-30,Q,139.64
CVM,2024-06-30,Q,54.27
CVCO,2024-06-30,Q,8.25
TISI,2024-06-30,Q,4.42
DIOD,2024-06-30,Q,46.1
TDUP,2024-06-30,Q,110.26
EAF,2024-06-30,Q,257.17
CMI,2024-06-30,Q,137.05
TRUG,2024-06-30,Q,13.26
EAT,2024-06-30,Q,44.49
SYPR,2024-06-30,Q,22.77
DYNT,2024-06-30,Q,5.31
CMLS,2024-06-30,Q,16.94
DZSI,2024-06-30,Q,38.03
TRTX,2024-06-30,Q,80.93
TRU,2024-06-30,Q,194.3
EA,2024-06-30,Q,265.73
SYNA,2024-06-30,Q,39.5
EBS,2024-06-30,Q,52.91
TRVN,2024-06-30,Q,0.73
SYF,2024-06-30,Q,395.23
CMCSA,2024-06-30,Q,3872.5
EBTC,2024-06-30,Q,12.38
CMCO,2024-06-30,Q,28.88
SYBX,2024-06-30,Q,11.71
SYBT,2024-06-30,Q,29.39
ECBK,2024-06-30,Q,9.22
ECC,2024-06-30,Q,76.95
ECDA,2024-06-30,Q,32.0
CMCT,2024-06-30,Q,23.25
EB,2024-06-30,Q,96.43
EBAY,2024-06-30,Q,489.0
EBC,2024-06-30,Q,176.63
TRUP,2024-06-30,Q,42.0
EBET,2024-06-30,Q,10.0
CME,2024-06-30,Q,360.1
EBMT,2024-06-30,Q,8.02
SYK,2024-06-30,Q,381.08
TRVI,2024-06-30,Q,70.43
TRV,2024-06-30,Q,227.93
CMS,2024-06-30,Q,298.73
TROX,2024-06-30,Q,157.92
DVN,2024-06-30,Q,626.2
DVAX,2024-06-30,Q,130.89
DUK,2024-06-30,Q,771.77
CMTG,2024-06-30,Q,138.75
DUOL,2024-06-30,Q,43.5
DUOT,2024-06-30,Q,7.53
DV,2024-06-30,Q,170.04
CMT,2024-06-30,Q,9.14
DVA,2024-06-30,Q,87.7
T,2024-06-30,Q,7170.24
CMPS,2024-06-30,Q,68.38
CMP,2024-06-30,Q,41.33
TRS,2024-06-30,Q,40.65
DXYN,2024-06-30,Q,15.59
DYAI,2024-06-30,Q,29.24
SYRS,2024-06-30,Q,26.81
TRT,2024-06-30,Q,4.25
DXPE,2024-06-30,Q,15.93
CMPR,2024-06-30,Q,25.45
DWSN,2024-06-30,Q,30.81
CMPO,2024-06-30,Q,81.76
DX,2024-06-30,Q,74.71
DXC,2024-06-30,Q,180.81
DXCM,2024-06-30,Q,400.73
CMPD,2024-06-30,Q,1.32
SYY,2024-06-30,Q,497.98
EFOI,2024-06-30,Q,4.73
EFSC,2024-06-30,Q,37.37
EFSH,2024-06-30,Q,0.04
EFTR,2024-06-30,Q,4.7
CLPR,2024-06-30,Q,16.08
EFX,2024-06-30,Q,123.74
EG,2024-06-30,Q,43.27
EGAN,2024-06-30,Q,29.83
EGBN,2024-06-30,Q,30.19
EEFT,2024-06-30,Q,45.86
CLRC,2024-06-30,Q,4.55
EEX,2024-06-30,Q,203.84
SWIM,2024-06-30,Q,115.57
EFC,2024-06-30,Q,85.04
TSE,2024-06-30,Q,35.29
SWI,2024-06-30,Q,169.41
SVV,2024-06-30,Q,161.79
CLMB,2024-06-30,Q,4.59
EGP,2024-06-30,Q,48.73
EGY,2024-06-30,Q,103.46
TSLA,2024-06-30,Q,3194.64
SVT,2024-06-30,Q,2.56
EHAB,2024-06-30,Q,50.16
EHC,2024-06-30,Q,100.63
TSLX,2024-06-30,Q,92.72
EHTH,2024-06-30,Q,29.12
CLH,2024-06-30,Q,53.97
EGHT,2024-06-30,Q,127.96
TSCO,2024-06-30,Q,107.87
TSHA,2024-06-30,Q,187.02
CLNE,2024-06-30,Q,223.26
CLMT,2024-06-30,Q,80.39
CLX,2024-06-30,Q,123.86
ECVT,2024-06-30,Q,116.47
SXC,2024-06-30,Q,84.09
ED,2024-06-30,Q,345.83
SWX,2024-06-30,Q,71.71
CMBM,2024-06-30,Q,27.9
ECIA,2024-06-30,Q,11.88
CMAX,2024-06-30,Q,3.8
ECL,2024-06-30,Q,284.54
CMA,2024-06-30,Q,132.67
SXT,2024-06-30,Q,42.38
SXI,2024-06-30,Q,11.74
ECPG,2024-06-30,Q,23.69
EDBL,2024-06-30,Q,0.55
CLST,2024-06-30,Q,4.53
EDSA,2024-06-30,Q,3.22
CLSD,2024-06-30,Q,74.73
EE,2024-06-30,Q,108.42
SWKH,2024-06-30,Q,12.47
CLW,2024-06-30,Q,16.68
CLVT,2024-06-30,Q,668.24
SWK,2024-06-30,Q,153.96
TSBK,2024-06-30,Q,8.02
EDR,2024-06-30,Q,684.33
DNB,2024-06-30,Q,441.79
TREE,2024-06-30,Q,13.34
CNX,2024-06-30,Q,151.23
DNA,2024-06-30,Q,51.97
DMN,2024-06-30,Q,0.37
DMRC,2024-06-30,Q,21.37
DMSLQ,2024-06-30,Q,4.44
DMTKQ,2024-06-30,Q,34.96
TCMD,2024-06-30,Q,23.76
TCBI,2024-06-30,Q,46.2
TCBC,2024-06-30,Q,4.23
CNTA,2024-06-30,Q,100.48
CNTY,2024-06-30,Q,30.68
DOCN,2024-06-30,Q,91.09
TCBK,2024-06-30,Q,33.17
DNMR,2024-06-30,Q,2.92
CNVS,2024-06-30,Q,15.61
TRGP,2024-06-30,Q,219.08
TCBX,2024-06-30,Q,13.65
DOC,2024-06-30,Q,699.29
TCBS,2024-06-30,Q,3.19
DNUT,2024-06-30,Q,168.7
COHR,2024-06-30,Q,152.46
DK,2024-06-30,Q,64.13
COHN,2024-06-30,Q,1.93
TDC,2024-06-30,Q,96.1
DKL,2024-06-30,Q,47.23
DKNG,2024-06-30,Q,878.44
TCX,2024-06-30,Q,10.96
DJCO,2024-06-30,Q,1.38
DLAPQ,2024-06-30,Q,7.05
COLD,2024-06-30,Q,284.04
COLB,2024-06-30,Q,209.38
DIS,2024-06-30,Q,1858.0
TDS,2024-06-30,Q,113.0
COKE,2024-06-30,Q,8.76
TDOC,2024-06-30,Q,171.22
COIN,2024-06-30,Q,248.48
DIT,2024-06-30,Q,0.63
TRAK,2024-06-30,Q,18.22
COHU,2024-06-30,Q,46.92
DLR,2024-06-30,Q,312.43
TCPC,2024-06-30,Q,85.59
DLX,2024-06-30,Q,44.21
COCO,2024-06-30,Q,56.78
DM,2024-06-30,Q,33.23
COCH,2024-06-30,Q,19.6
COFS,2024-06-30,Q,8.77
COF,2024-06-30,Q,381.86
DLHC,2024-06-30,Q,14.18
COEP,2024-06-30,Q,37.12
TCRX,2024-06-30,Q,52.93
TRC,2024-06-30,Q,26.8
CODI,2024-06-30,Q,75.65
DLPN,2024-06-30,Q,11.06
TCS,2024-06-30,Q,3.44
DTSS,2024-06-30,Q,3.59
CNET,2024-06-30,Q,1.8
TARS,2024-06-30,Q,37.78
CNDT,2024-06-30,Q,204.58
DSS,2024-06-30,Q,7.07
TASK,2024-06-30,Q,88.63
CNH,2024-06-30,Q,1253.78
DSAQ,2024-06-30,Q,5.75
CNFR,2024-06-30,Q,12.22
DSGR,2024-06-30,Q,46.76
TRMK,2024-06-30,Q,61.2
TRNR,2024-06-30,Q,0.01
DTI,2024-06-30,Q,29.77
CNA,2024-06-30,Q,270.84
TRNS,2024-06-30,Q,9.14
DTM,2024-06-30,Q,97.11
TALO,2024-06-30,Q,183.92
TRN,2024-06-30,Q,82.45
TAP,2024-06-30,Q,207.18
DTC,2024-06-30,Q,91.58
CNC,2024-06-30,Q,526.03
DTE,2024-06-30,Q,206.94
TRNO,2024-06-30,Q,96.7
TRIP,2024-06-30,Q,138.57
TBMC,2024-06-30,Q,2.12
DPZ,2024-06-30,Q,34.97
TBLA,2024-06-30,Q,290.73
TBNK,2024-06-30,Q,8.83
DORM,2024-06-30,Q,30.57
DOV,2024-06-30,Q,137.46
TBRG,2024-06-30,Q,15.01
DOW,2024-06-30,Q,700.92
CNSL,2024-06-30,Q,118.48
TRIN,2024-06-30,Q,49.48
DRS,2024-06-30,Q,263.7
TBBK,2024-06-30,Q,48.96
CNK,2024-06-30,Q,122.38
DRTTF,2024-06-30,Q,192.58
CNMD,2024-06-30,Q,30.83
TBIO,2024-06-30,Q,1.68
DRCT,2024-06-30,Q,14.66
CNP,2024-06-30,Q,641.97
DRVN,2024-06-30,Q,164.08
DRH,2024-06-30,Q,210.06
CNO,2024-06-30,Q,105.76
DRIO,2024-06-30,Q,29.92
CNNE,2024-06-30,Q,62.77
CNOB,2024-06-30,Q,38.33
HWBK,2024-06-30,Q,7.0
BIO.B,2024-06-30,Q,27.87
HWC,2024-06-30,Q,86.63
BIO,2024-06-30,Q,27.87
SANW,2024-06-30,Q,2.28
HUT,2024-06-30,Q,90.94
HUSA,2024-06-30,Q,10.91
SATS,2024-06-30,Q,271.67
HUM,2024-06-30,Q,120.4
HUMA,2024-06-30,Q,119.35
HUN,2024-06-30,Q,173.0
SASR,2024-06-30,Q,45.06
VLDX,2024-06-30,Q,8.61
HURN,2024-06-30,Q,17.79
BIOR,2024-06-30,Q,3.59
BIOLQ,2024-06-30,Q,36.6
HYFM,2024-06-30,Q,45.98
HYMC,2024-06-30,Q,23.1
BIAF,2024-06-30,Q,11.66
BHRB,2024-06-30,Q,14.85
HWH,2024-06-30,Q,16.22
BILL,2024-06-30,Q,106.14
HWKN,2024-06-30,Q,20.9
HWM,2024-06-30,Q,408.15
HXL,2024-06-30,Q,81.75
HY,2024-06-30,Q,17.5
BIIB,2024-06-30,Q,145.6
SAMG,2024-06-30,Q,13.99
VLO,2024-06-30,Q,320.38
BIGC,2024-06-30,Q,77.75
SBFG,2024-06-30,Q,6.76
HTBI,2024-06-30,Q,17.44
BK,2024-06-30,Q,737.96
HTBK,2024-06-30,Q,61.29
SBEV,2024-06-30,Q,51.98
HTCR,2024-06-30,Q,20.86
BJRI,2024-06-30,Q,23.38
BJDX,2024-06-30,Q,0.05
SBCF,2024-06-30,Q,84.93
HTGC,2024-06-30,Q,162.38
SBC,2024-06-30,Q,5.03
SBIG,2024-06-30,Q,46.15
HST,2024-06-30,Q,705.04
SBH,2024-06-30,Q,103.51
BKD,2024-06-30,Q,193.01
SBGI,2024-06-30,Q,66.28
HSY,2024-06-30,Q,202.29
VIVK,2024-06-30,Q,27.71
SAVEQ,2024-06-30,Q,109.52
HUBB,2024-06-30,Q,53.68
HUBG,2024-06-30,Q,62.17
VLCN,2024-06-30,Q,0.21
HTLD,2024-06-30,Q,79.05
HTLF,2024-06-30,Q,42.83
SBAC,2024-06-30,Q,107.47
BHR,2024-06-30,Q,66.48
BGC,2024-06-30,Q,489.04
BG,2024-06-30,Q,141.65
ICMB,2024-06-30,Q,14.4
RYAN,2024-06-30,Q,261.45
RYAM,2024-06-30,Q,65.58
BFST,2024-06-30,Q,25.5
ICCT,2024-06-30,Q,10.26
BGI,2024-06-30,Q,19.17
RYTM,2024-06-30,Q,60.97
ICDI,2024-06-30,Q,15.21
ICE,2024-06-30,Q,574.14
RYN,2024-06-30,Q,148.88
ICFI,2024-06-30,Q,18.76
BGFV,2024-06-30,Q,22.71
RYI,2024-06-30,Q,33.2
ICHR,2024-06-30,Q,33.47
BFIN,2024-06-30,Q,12.46
BFICQ,2024-06-30,Q,27.4
IDCC,2024-06-30,Q,25.13
BFH,2024-06-30,Q,49.68
RWWI,2024-06-30,Q,33.59
RWT,2024-06-30,Q,132.15
VNO,2024-06-30,Q,190.48
IDAI,2024-06-30,Q,11.38
RXT,2024-06-30,Q,223.85
BFS,2024-06-30,Q,24.14
RXST,2024-06-30,Q,36.99
RXRX,2024-06-30,Q,280.97
ICU,2024-06-30,Q,4.17
ICUI,2024-06-30,Q,24.37
RXO,2024-06-30,Q,117.55
IDA,2024-06-30,Q,53.25
RZLV,2024-06-30,Q,7.13
ICCH,2024-06-30,Q,3.14
BHF,2024-06-30,Q,62.11
IART,2024-06-30,Q,77.58
BHE,2024-06-30,Q,36.11
IAS,2024-06-30,Q,161.37
BHC,2024-06-30,Q,367.1
VLY,2024-06-30,Q,509.18
BHB,2024-06-30,Q,15.23
SAFE,2024-06-30,Q,71.44
SAH,2024-06-30,Q,34.12
BHIL,2024-06-30,Q,6.09
HZO,2024-06-30,Q,22.32
IAC,2024-06-30,Q,80.31
BHM,2024-06-30,Q,3.95
BHLB,2024-06-30,Q,43.29
VLTO,2024-06-30,Q,247.11
SAIA,2024-06-30,Q,26.59
IBOC,2024-06-30,Q,62.19
IBP,2024-06-30,Q,28.23
IBRX,2024-06-30,Q,691.57
IBTX,2024-06-30,Q,41.38
BGNE,2024-06-30,Q,96.96
ICCC,2024-06-30,Q,7.81
BGS,2024-06-30,Q,79.05
VMC,2024-06-30,Q,132.06
IBCP,2024-06-30,Q,20.9
BH,2024-06-30,Q,2.28
IBEX,2024-06-30,Q,17.21
VMI,2024-06-30,Q,20.17
SACH,2024-06-30,Q,47.45
BGXX,2024-06-30,Q,190.17
IBIO,2024-06-30,Q,8.62
VMD,2024-06-30,Q,38.83
SABS,2024-06-30,Q,9.23
SABR,2024-06-30,Q,385.7
IBM,2024-06-30,Q,921.15
VITL,2024-06-30,Q,42.18
BKH,2024-06-30,Q,68.93
HLNE,2024-06-30,Q,54.2
HLT,2024-06-30,Q,250.05
HLX,2024-06-30,Q,152.05
BMBL,2024-06-30,Q,126.47
SCSC,2024-06-30,Q,24.71
HLMN,2024-06-30,Q,196.16
HLLY,2024-06-30,Q,118.68
BMRC,2024-06-30,Q,16.29
HL,2024-06-30,Q,626.29
HLF,2024-06-30,Q,100.72
HLIO,2024-06-30,Q,33.22
BMNM,2024-06-30,Q,10.07
HLIT,2024-06-30,Q,116.33
VHI,2024-06-30,Q,28.29
SCPH,2024-06-30,Q,36.14
HMN,2024-06-30,Q,40.96
SCOR,2024-06-30,Q,4.83
VIAV,2024-06-30,Q,221.91
HMST,2024-06-30,Q,18.86
VICI,2024-06-30,Q,1047.17
HMY,2024-06-30,Q,632.63
BLZE,2024-06-30,Q,42.89
BMRN,2024-06-30,Q,189.88
SCPX,2024-06-30,Q,0.49
BLUE,2024-06-30,Q,193.58
VFC,2024-06-30,Q,389.18
HHH,2024-06-30,Q,50.24
SDIG,2024-06-30,Q,12.98
VFF,2024-06-30,Q,111.73
SDHC,2024-06-30,Q,51.28
SDGR,2024-06-30,Q,72.8
SDOT,2024-06-30,Q,5.47
HGTY,2024-06-30,Q,340.85
BNL,2024-06-30,Q,188.52
HGV,2024-06-30,Q,103.7
HIG,2024-06-30,Q,293.01
BMY,2024-06-30,Q,2027.4
HIW,2024-06-30,Q,106.01
HII,2024-06-30,Q,39.22
BNCC,2024-06-30,Q,3.54
HR,2024-06-30,Q,363.03
HRB,2024-06-30,Q,139.53
BKU,2024-06-30,Q,74.76
SBUX,2024-06-30,Q,1133.2
BKTI,2024-06-30,Q,3.53
HRGN,2024-06-30,Q,14.36
SBT,2024-06-30,Q,52.37
VIRT,2024-06-30,Q,155.86
HRI,2024-06-30,Q,28.4
BKSY,2024-06-30,Q,18.61
SBSI,2024-06-30,Q,30.27
HQI,2024-06-30,Q,14.0
HPK,2024-06-30,Q,127.86
HPP,2024-06-30,Q,141.15
BLBD,2024-06-30,Q,32.3
VIR,2024-06-30,Q,136.64
BL,2024-06-30,Q,61.82
BKYI,2024-06-30,Q,1.82
HSIC,2024-06-30,Q,126.71
BKNG,2024-06-30,Q,33.52
HRZN,2024-06-30,Q,36.06
SBSAA,2024-06-30,Q,8.55
HRMY,2024-06-30,Q,56.79
HROW,2024-06-30,Q,35.38
SBRA,2024-06-30,Q,231.5
HRTG,2024-06-30,Q,30.64
HRTX,2024-06-30,Q,150.65
BKR,2024-06-30,Q,993.42
SCM,2024-06-30,Q,24.13
SCLX,2024-06-30,Q,181.79
HOFV,2024-06-30,Q,6.55
BLMN,2024-06-30,Q,86.48
HOG,2024-06-30,Q,131.62
BLKB,2024-06-30,Q,51.63
HNVR,2024-06-30,Q,7.25
HOMB,2024-06-30,Q,200.32
HNI,2024-06-30,Q,47.14
HNNA,2024-06-30,Q,7.68
BLNK,2024-06-30,Q,101.06
HNRG,2024-06-30,Q,37.03
HNST,2024-06-30,Q,98.64
BLND,2024-06-30,Q,254.21
BLDR,2024-06-30,Q,122.06
HOUS,2024-06-30,Q,111.27
HOWL,2024-06-30,Q,43.46
HP,2024-06-30,Q,98.75
BLD,2024-06-30,Q,31.82
BLCO,2024-06-30,Q,351.83
HPH,2024-06-30,Q,247.03
SCHW,2024-06-30,Q,1777.28
BLIN,2024-06-30,Q,10.42
SCL,2024-06-30,Q,22.48
HON,2024-06-30,Q,649.67
HONE,2024-06-30,Q,44.68
HOOD,2024-06-30,Q,884.55
SCCO,2024-06-30,Q,781.16
HOPE,2024-06-30,Q,120.61
BLFY,2024-06-30,Q,23.71
SCI,2024-06-30,Q,145.61
BLFS,2024-06-30,Q,46.07
BFC,2024-06-30,Q,10.08
ROAD,2024-06-30,Q,52.76
IPG,2024-06-30,Q,375.59
BATRA,2024-06-30,Q,61.87
VSEC,2024-06-30,Q,18.42
IPI,2024-06-30,Q,13.27
BATL,2024-06-30,Q,16.46
VSH,2024-06-30,Q,137.24
IOVA,2024-06-30,Q,279.83
IP,2024-06-30,Q,347.37
IPAR,2024-06-30,Q,32.02
BAX,2024-06-30,Q,509.58
RNG,2024-06-30,Q,91.82
BANR,2024-06-30,Q,34.45
IQV,2024-06-30,Q,182.3
BANF,2024-06-30,Q,32.99
IR,2024-06-30,Q,403.48
BAND,2024-06-30,Q,27.3
IRBT,2024-06-30,Q,30.23
BANC,2024-06-30,Q,158.42
IRDM,2024-06-30,Q,118.38
RNGR,2024-06-30,Q,22.22
RNST,2024-06-30,Q,56.37
BARK,2024-06-30,Q,178.93
IPSC,2024-06-30,Q,84.5
RNR,2024-06-30,Q,52.16
IPW,2024-06-30,Q,31.36
RNLXY,2024-06-30,Q,77.18
BBAI,2024-06-30,Q,246.08
VRTX,2024-06-30,Q,258.05
INTS,2024-06-30,Q,13.71
INTT,2024-06-30,Q,12.49
ROP,2024-06-30,Q,107.2
ROOT,2024-06-30,Q,15.0
INTZ,2024-06-30,Q,6.04
INUV,2024-06-30,Q,139.88
INVA,2024-06-30,Q,62.56
INSM,2024-06-30,Q,148.6
VRTS,2024-06-30,Q,7.13
INSW,2024-06-30,Q,49.37
INTC,2024-06-30,Q,4276.0
INTG,2024-06-30,Q,2.19
BBIO,2024-06-30,Q,188.03
INVE,2024-06-30,Q,23.38
INZY,2024-06-30,Q,62.73
ROIV,2024-06-30,Q,739.05
ROII,2024-06-30,Q,32.83
ROIC,2024-06-30,Q,127.45
VSAT,2024-06-30,Q,127.78
IONM,2024-06-30,Q,0.59
IONS,2024-06-30,Q,146.21
ROG,2024-06-30,Q,18.6
ROK,2024-06-30,Q,113.47
INVH,2024-06-30,Q,612.59
BBGI,2024-06-30,Q,1.52
BBDC,2024-06-30,Q,105.95
ROL,2024-06-30,Q,484.31
ITGR,2024-06-30,Q,33.53
RLGT,2024-06-30,Q,47.0
ITP,2024-06-30,Q,10.07
RLBY,2024-06-30,Q,300.0
RLJ,2024-06-30,Q,155.02
IT,2024-06-30,Q,77.06
AZEK,2024-06-30,Q,144.69
AYTU,2024-06-30,Q,5.97
ITRI,2024-06-30,Q,44.96
RL,2024-06-30,Q,62.4
AXS,2024-06-30,Q,84.18
VTLE,2024-06-30,Q,36.66
IVP,2024-06-30,Q,4.94
AXP,2024-06-30,Q,710.91
RIVN,2024-06-30,Q,1008.27
IVT,2024-06-30,Q,67.93
AXSM,2024-06-30,Q,47.5
ITT,2024-06-30,Q,82.3
AXTI,2024-06-30,Q,44.4
ITW,2024-06-30,Q,296.9
AXTA,2024-06-30,Q,219.3
RKLB,2024-06-30,Q,496.5
RKT,2024-06-30,Q,1989.45
VST,2024-06-30,Q,347.46
BAFN,2024-06-30,Q,4.13
IRT,2024-06-30,Q,225.12
IRTC,2024-06-30,Q,31.24
IRWD,2024-06-30,Q,159.74
BAER,2024-06-30,Q,53.17
BACK,2024-06-30,Q,1.15
RMNI,2024-06-30,Q,90.7
BAC,2024-06-30,Q,7759.58
ISDR,2024-06-30,Q,3.82
IROQ,2024-06-30,Q,3.35
BALY,2024-06-30,Q,40.63
IRM,2024-06-30,Q,293.34
BALL,2024-06-30,Q,303.57
BAH,2024-06-30,Q,129.19
RMTI,2024-06-30,Q,30.32
AZTR,2024-06-30,Q,0.96
ISPO,2024-06-30,Q,6.68
RMBL,2024-06-30,Q,35.32
RMBI,2024-06-30,Q,11.06
ISSC,2024-06-30,Q,17.49
RMAX,2024-06-30,Q,18.85
RM,2024-06-30,Q,10.16
ISTR,2024-06-30,Q,9.83
RMD,2024-06-30,Q,146.91
VSTM,2024-06-30,Q,26.88
BA,2024-06-30,Q,616.17
B,2024-06-30,Q,50.77
VSTO,2024-06-30,Q,58.36
BECN,2024-06-30,Q,63.6
IIPR,2024-06-30,Q,28.33
VOYA,2024-06-30,Q,98.32
RTX,2024-06-30,Q,1330.24
RUSHA,2024-06-30,Q,78.57
BEEP,2024-06-30,Q,30.9
RUN,2024-06-30,Q,221.66
III,2024-06-30,Q,48.67
BEEM,2024-06-30,Q,14.62
