ticker,per_end_date,per_type,mkt_val
CONNQ,2024-06-30,Q,27.5
COO,2024-06-30,Q,17383.17
COLB,2024-06-30,Q,4164.53
COP,2024-06-30,Q,132823.75
COOP,2024-06-30,Q,5238.02
COOK,2024-06-30,Q,309.29
COIN,2024-06-30,Q,55219.2
COCO,2024-06-30,Q,1581.39
COCH,2024-06-30,Q,46.26
CNXC,2024-06-30,Q,4134.02
CNX,2024-06-30,Q,3674.81
COHU,2024-06-30,Q,1553.04
COHR,2024-06-30,Q,11047.33
COHN,2024-06-30,Q,17.07
COKE,2024-06-30,Q,9505.34
COFS,2024-06-30,Q,251.36
COF,2024-06-30,Q,52867.98
COEP,2024-06-30,Q,10.73
CODI,2024-06-30,Q,1656.03
CLH,2024-06-30,Q,12205.9
CLF,2024-06-30,Q,7203.14
CLDT,2024-06-30,Q,416.7
CLDI,2024-06-30,Q,12.94
CLMB,2024-06-30,Q,287.99
CLPR,2024-06-30,Q,58.04
CLNE,2024-06-30,Q,596.11
CLMT,2024-06-30,Q,1290.24
CLBK,2024-06-30,Q,1569.08
CLAR,2024-06-30,Q,258.18
CL,2024-06-30,Q,79290.14
CLB,2024-06-30,Q,951.86
CLRC,2024-06-30,Q,52.3
CMI,2024-06-30,Q,37952.61
CME,2024-06-30,Q,70794.95
CMLS,2024-06-30,Q,34.55
CMPS,2024-06-30,Q,413.02
CMPR,2024-06-30,Q,2229.75
CMPO,2024-06-30,Q,555.94
CMPD,2024-06-30,Q,2.71
CMP,2024-06-30,Q,426.98
CLW,2024-06-30,Q,808.41
CLVT,2024-06-30,Q,3802.27
CLST,2024-06-30,Q,52.49
CLSD,2024-06-30,Q,97.15
CMCSA,2024-06-30,Q,151647.16
CMCO,2024-06-30,Q,997.53
CMC,2024-06-30,Q,6323.43
CMBM,2024-06-30,Q,77.83
CMCT,2024-06-30,Q,61.3
CMA,2024-06-30,Q,6771.47
CLX,2024-06-30,Q,16903.38
CMAX,2024-06-30,Q,10.61
CSL,2024-06-30,Q,18738.09
CSGS,2024-06-30,Q,1222.17
CSGP,2024-06-30,Q,30383.82
CSTL,2024-06-30,Q,601.01
CSTAF,2024-06-30,Q,138.35
CSSEQ,2024-06-30,Q,6.3
CSR,2024-06-30,Q,1034.75
CSPI,2024-06-30,Q,145.33
CRWD,2024-06-30,Q,93253.37
CRTO,2024-06-30,Q,2138.25
CRSR,2024-06-30,Q,1149.78
CRWS,2024-06-30,Q,53.92
CTSO,2024-06-30,Q,37.1
CTSH,2024-06-30,Q,33704.74
CTS,2024-06-30,Q,1537.39
CTRE,2024-06-30,Q,3565.81
CTRA,2024-06-30,Q,19848.69
CTOS,2024-06-30,Q,1027.52
CULL,2024-06-30,Q,72.12
CUK,2024-06-30,Q,3231.8
CUEN,2024-06-30,Q,0.57
CUE,2024-06-30,Q,60.32
CUBI,2024-06-30,Q,1510.65
CUBE,2024-06-30,Q,10162.0
CTVA,2024-06-30,Q,37339.8
CTV,2024-06-30,Q,270.85
CTO,2024-06-30,Q,403.68
CTBI,2024-06-30,Q,787.02
CTAS,2024-06-30,Q,70564.45
CSX,2024-06-30,Q,65392.31
CSWC,2024-06-30,Q,1196.33
CSV,2024-06-30,Q,408.2
CTCX,2024-06-30,Q,27.8
CTM,2024-06-30,Q,9.86
CTLT,2024-06-30,Q,10176.5
CTLP,2024-06-30,Q,480.54
CTNT,2024-06-30,Q,13.47
CTKB,2024-06-30,Q,732.5
CTGO,2024-06-30,Q,217.97
CRS,2024-06-30,Q,5436.07
CPNG,2024-06-30,Q,37500.5
CPMD,2024-06-30,Q,9.25
CPK,2024-06-30,Q,2365.09
CPIX,2024-06-30,Q,21.71
CPRI,2024-06-30,Q,3896.23
CPT,2024-06-30,Q,11634.93
CPSS,2024-06-30,Q,209.01
CPSH,2024-06-30,Q,24.69
CPS,2024-06-30,Q,215.45
COYA,2024-06-30,Q,88.59
COTY,2024-06-30,Q,8695.36
COST,2024-06-30,Q,376830.34
COSM,2024-06-30,Q,17.61
CPHI,2024-06-30,Q,3.94
CPHC,2024-06-30,Q,108.82
CPF,2024-06-30,Q,573.75
CPB,2024-06-30,Q,13491.65
CPAY,2024-06-30,Q,18720.23
CRL,2024-06-30,Q,10665.88
CRKN,2024-06-30,Q,14.75
CRK,2024-06-30,Q,3033.06
CRI,2024-06-30,Q,2239.16
CRH,2024-06-30,Q,51487.07
CRGY,2024-06-30,Q,2102.96
CRM,2024-06-30,Q,249129.91
CROX,2024-06-30,Q,8666.67
CRON,2024-06-30,Q,890.71
CRMT,2024-06-30,Q,385.15
CRC,2024-06-30,Q,3612.41
CRBP,2024-06-30,Q,483.57
CRBG,2024-06-30,Q,17239.43
CRAI,2024-06-30,Q,1167.6
CR,2024-06-30,Q,8294.31
CQP,2024-06-30,Q,24255.43
CREX,2024-06-30,Q,48.99
CRD.B,2024-06-30,Q,394.06
CRD.A,2024-06-30,Q,425.05
ECBK,2024-06-30,Q,115.03
ECC,2024-06-30,Q,773.33
FND,2024-06-30,Q,10653.12
FNB,2024-06-30,Q,4921.42
FNA,2024-06-30,Q,567.39
FNF,2024-06-30,Q,13503.43
FNLC,2024-06-30,Q,276.74
FNKO,2024-06-30,Q,526.27
FLXS,2024-06-30,Q,160.15
FLWS,2024-06-30,Q,611.33
FLS,2024-06-30,Q,6319.11
FLYX,2024-06-30,Q,313.65
FMAO,2024-06-30,Q,317.7
FMNB,2024-06-30,Q,469.0
FMC,2024-06-30,Q,7183.64
FMBH,2024-06-30,Q,785.71
FNWB,2024-06-30,Q,91.5
FRBA,2024-06-30,Q,249.31
FRAF,2024-06-30,Q,124.31
FR,2024-06-30,Q,6287.76
FPI,2024-06-30,Q,555.36
FPH,2024-06-30,Q,434.49
FRD,2024-06-30,Q,105.24
FRHC,2024-06-30,Q,4578.36
FLR,2024-06-30,Q,7455.35
FPAY,2024-06-30,Q,27.84
FOR,2024-06-30,Q,1620.41
FONR,2024-06-30,Q,101.25
FOLD,2024-06-30,Q,2942.18
FOA,2024-06-30,Q,48.89
FOXO,2024-06-30,Q,3.0
FOXF,2024-06-30,Q,2008.71
FOX,2024-06-30,Q,14771.1
FOUR,2024-06-30,Q,6409.62
FOSL,2024-06-30,Q,76.51
FORR,2024-06-30,Q,325.55
FORM,2024-06-30,Q,4672.92
FOXA,2024-06-30,Q,15855.18
FLO,2024-06-30,Q,4687.34
FFDF,2024-06-30,Q,79.09
FFBC,2024-06-30,Q,2121.12
FFIC,2024-06-30,Q,382.26
FGEN,2024-06-30,Q,88.76
FGBI,2024-06-30,Q,112.54
FG,2024-06-30,Q,4799.6
FFWM,2024-06-30,Q,370.15
FFNW,2024-06-30,Q,193.86
FFIE,2024-06-30,Q,223.68
FETM,2024-06-30,Q,101.09
FET,2024-06-30,Q,207.1
FDS,2024-06-30,Q,15530.59
FDP,2024-06-30,Q,1047.42
FDBC,2024-06-30,Q,251.23
FCX,2024-06-30,Q,69813.41
FDUS,2024-06-30,Q,645.98
FDX,2024-06-30,Q,73251.59
FENC,2024-06-30,Q,166.98
FEMY,2024-06-30,Q,25.33
FGF,2024-06-30,Q,26.88
FEDU,2024-06-30,Q,25.27
FEAM,2024-06-30,Q,76.58
FE,2024-06-30,Q,22040.55
FELE,2024-06-30,Q,4399.15
FGI,2024-06-30,Q,10.71
FL,2024-06-30,Q,2360.37
FIX,2024-06-30,Q,10849.97
FIVN,2024-06-30,Q,3257.58
FITB,2024-06-30,Q,24960.79
FISI,2024-06-30,Q,298.43
FLNT,2024-06-30,Q,49.31
FLL,2024-06-30,Q,173.19
FIS,2024-06-30,Q,41919.11
FLIC,2024-06-30,Q,225.61
FLGT,2024-06-30,Q,594.42
FLGC,2024-06-30,Q,13.63
FLG,2024-06-30,Q,3393.94
FLEX,2024-06-30,Q,11709.63
FI,2024-06-30,Q,85806.07
FHN,2024-06-30,Q,8624.1
FHI,2024-06-30,Q,2716.05
FIBK,2024-06-30,Q,2903.65
FICO,2024-06-30,Q,36499.76
FIP,2024-06-30,Q,877.62
FINW,2024-06-30,Q,130.62
FRME,2024-06-30,Q,1947.69
GCI,2024-06-30,Q,680.43
GCBC,2024-06-30,Q,573.97
GBX,2024-06-30,Q,1542.54
GBTG,2024-06-30,Q,3120.9
GCMG,2024-06-30,Q,1842.64
GBNY,2024-06-30,Q,22.98
GCO,2024-06-30,Q,300.65
GDOT,2024-06-30,Q,507.53
GDEN,2024-06-30,Q,900.59
GDDY,2024-06-30,Q,19695.29
GD,2024-06-30,Q,79723.96
GCTS,2024-06-30,Q,243.2
GCTK,2024-06-30,Q,11.12
GCT,2024-06-30,Q,1258.26
GBNHF,2024-06-30,Q,3.51
GANX,2024-06-30,Q,32.22
GAN,2024-06-30,Q,66.95
GAMI,2024-06-30,Q,602.24
GALT,2024-06-30,Q,140.46
GAIA,2024-06-30,Q,103.4
GAHC,2024-06-30,Q,0.44
GBDC,2024-06-30,Q,2694.54
GATX,2024-06-30,Q,4712.02
GATO,2024-06-30,Q,722.25
GBCI,2024-06-30,Q,4231.89
GDRX,2024-06-30,Q,2959.73
GEVO,2024-06-30,Q,131.63
GETY,2024-06-30,Q,1332.02
GETR,2024-06-30,Q,13.53
GES,2024-06-30,Q,1091.94
GERN,2024-06-30,Q,2514.88
GFF,2024-06-30,Q,3164.48
GEO,2024-06-30,Q,1957.36
GECC,2024-06-30,Q,111.55
GE,2024-06-30,Q,172372.92
GEF,2024-06-30,Q,2709.09
GEF.B,2024-06-30,Q,2945.73
GEG,2024-06-30,Q,57.38
GENK,2024-06-30,Q,296.71
GEN,2024-06-30,Q,15367.83
GEL,2024-06-30,Q,1752.46
GEHC,2024-06-30,Q,35583.12
FSP,2024-06-30,Q,158.46
FSLY,2024-06-30,Q,1007.02
FSLR,2024-06-30,Q,24134.8
FSK,2024-06-30,Q,5525.71
FSTR,2024-06-30,Q,235.65
FSS,2024-06-30,Q,5116.09
FRST,2024-06-30,Q,258.67
FRPT,2024-06-30,Q,6266.49
FRT,2024-06-30,Q,8375.73
FSEA,2024-06-30,Q,45.69
FSBW,2024-06-30,Q,284.17
FSFG,2024-06-30,Q,122.45
FSBC,2024-06-30,Q,504.22
FRZA,2024-06-30,Q,6.03
FTDR,2024-06-30,Q,2585.76
FVCB,2024-06-30,Q,196.4
FUSB,2024-06-30,Q,53.14
FWRD,2024-06-30,Q,503.39
FWRG,2024-06-30,Q,1060.14
GABC,2024-06-30,Q,1048.68
G,2024-06-30,Q,5793.54
FYBR,2024-06-30,Q,6518.3
FTNT,2024-06-30,Q,46042.54
FTK,2024-06-30,Q,145.62
FTI,2024-06-30,Q,11201.95
FTHM,2024-06-30,Q,36.02
FTEL,2024-06-30,Q,337.94
FTRE,2024-06-30,Q,2086.6
FUNC,2024-06-30,Q,135.76
FUN,2024-06-30,Q,2785.06
FULT,2024-06-30,Q,3086.3
FUL,2024-06-30,Q,4195.98
FTV,2024-06-30,Q,25960.32
EMR,2024-06-30,Q,63088.64
EMN,2024-06-30,Q,11448.81
EMMA,2024-06-30,Q,6.46
EML,2024-06-30,Q,158.64
EMKR,2024-06-30,Q,10.7
ENG,2024-06-30,Q,6.7
ELV,2024-06-30,Q,125649.67
ELUT,2024-06-30,Q,140.25
ELTP,2024-06-30,Q,212.59
ELS,2024-06-30,Q,12147.95
EME,2024-06-30,Q,17033.67
ENLC,2024-06-30,Q,6221.51
EMBC,2024-06-30,Q,720.88
EPAM,2024-06-30,Q,10905.56
EPAC,2024-06-30,Q,2073.18
EOSE,2024-06-30,Q,274.94
EOLS,2024-06-30,Q,684.58
EOG,2024-06-30,Q,71569.63
EPD,2024-06-30,Q,62895.34
EPR,2024-06-30,Q,3176.74
EPM,2024-06-30,Q,175.79
ENSG,2024-06-30,Q,7064.39
ENSC,2024-06-30,Q,3.84
ENS,2024-06-30,Q,4163.89
ENR,2024-06-30,Q,2120.69
ENPH,2024-06-30,Q,13502.94
ENOV,2024-06-30,Q,2480.53
ENSV,2024-06-30,Q,8.57
ENZ,2024-06-30,Q,56.09
ENVX,2024-06-30,Q,2725.36
ENV,2024-06-30,Q,3449.28
ENTG,2024-06-30,Q,20442.47
ENVA,2024-06-30,Q,1643.17
EE,2024-06-30,Q,1999.21
EDUC,2024-06-30,Q,15.91
EDSA,2024-06-30,Q,13.76
EDR,2024-06-30,Q,18497.56
EEFT,2024-06-30,Q,4746.43
EFTR,2024-06-30,Q,1.36
EFSH,2024-06-30,Q,1.96
EFSC,2024-06-30,Q,1528.7
EFOI,2024-06-30,Q,6.56
EFC,2024-06-30,Q,1027.31
EEX,2024-06-30,Q,1159.83
ECPG,2024-06-30,Q,988.45
ECL,2024-06-30,Q,67719.95
ECIA,2024-06-30,Q,4.99
ECDA,2024-06-30,Q,38.72
EDBL,2024-06-30,Q,0.71
ED,2024-06-30,Q,30924.54
ECVT,2024-06-30,Q,1044.7
EFX,2024-06-30,Q,30001.13
EG,2024-06-30,Q,16488.09
ELAN,2024-06-30,Q,7131.04
ELAB,2024-06-30,Q,10.96
ELA,2024-06-30,Q,117.98
EL,2024-06-30,Q,38164.47
EKSO,2024-06-30,Q,19.46
EIX,2024-06-30,Q,27731.35
ELEV,2024-06-30,Q,147.52
ELF,2024-06-30,Q,11882.1
ELME,2024-06-30,Q,1402.01
EGHT,2024-06-30,Q,284.08
EGBN,2024-06-30,Q,570.58
EGAN,2024-06-30,Q,188.21
EHTH,2024-06-30,Q,131.93
EHC,2024-06-30,Q,8632.65
EHAB,2024-06-30,Q,447.39
EGY,2024-06-30,Q,648.67
EGP,2024-06-30,Q,8289.01
EPRT,2024-06-30,Q,4858.4
EYEN,2024-06-30,Q,33.16
EYE,2024-06-30,Q,1029.34
EXTR,2024-06-30,Q,1747.8
EXR,2024-06-30,Q,32935.84
EXPE,2024-06-30,Q,16401.31
EZFL,2024-06-30,Q,10.34
FALC,2024-06-30,Q,12.2
FAF,2024-06-30,Q,5550.79
FACO,2024-06-30,Q,146.5
FA,2024-06-30,Q,2333.32
F,2024-06-30,Q,49849.63
EZPW,2024-06-30,Q,573.13
EXP,2024-06-30,Q,7310.78
EWBC,2024-06-30,Q,10189.46
EW,2024-06-30,Q,55643.69
EVTV,2024-06-30,Q,30.93
EVTC,2024-06-30,Q,2127.3
EVRI,2024-06-30,Q,706.24
EVRG,2024-06-30,Q,12179.35
EWCZ,2024-06-30,Q,595.07
EXLS,2024-06-30,Q,5061.65
EXFY,2024-06-30,Q,128.88
EXE,2024-06-30,Q,10789.5
EXC,2024-06-30,Q,34627.24
EXAS,2024-06-30,Q,7806.53
FANG,2024-06-30,Q,35702.63
FCCO,2024-06-30,Q,131.6
FCBC,2024-06-30,Q,673.09
FCAP,2024-06-30,Q,100.53
FC,2024-06-30,Q,497.59
FBYD,2024-06-30,Q,705.14
FCEL,2024-06-30,Q,317.51
FCF,2024-06-30,Q,1412.72
FCPT,2024-06-30,Q,2269.31
FCNCA,2024-06-30,Q,24462.41
FCFS,2024-06-30,Q,4693.63
EVR,2024-06-30,Q,7990.29
FBRT,2024-06-30,Q,1031.05
FAT,2024-06-30,Q,80.76
FAST,2024-06-30,Q,35985.08
FARO,2024-06-30,Q,307.29
FARM,2024-06-30,Q,56.99
FBIN,2024-06-30,Q,8059.55
FBP,2024-06-30,Q,3043.95
FBNC,2024-06-30,Q,1314.15
FBK,2024-06-30,Q,1833.93
FBIZ,2024-06-30,Q,306.82
FBIO,2024-06-30,Q,34.9
FBMS,2024-06-30,Q,811.06
ESCA,2024-06-30,Q,191.15
ESAB,2024-06-30,Q,5707.42
ES,2024-06-30,Q,19976.39
ERNA,2024-06-30,Q,9.9
ESI,2024-06-30,Q,6566.9
ESGR,2024-06-30,Q,4656.32
EQIX,2024-06-30,Q,71805.68
EQH,2024-06-30,Q,13065.35
EQBK,2024-06-30,Q,535.32
EQR,2024-06-30,Q,26289.28
EQT,2024-06-30,Q,16330.37
EQS,2024-06-30,Q,17.93
EVCM,2024-06-30,Q,2032.4
EVC,2024-06-30,Q,182.67
EVBN,2024-06-30,Q,155.2
EVI,2024-06-30,Q,239.92
EVH,2024-06-30,Q,2193.53
EVEX,2024-06-30,Q,1090.93
ET,2024-06-30,Q,54661.78
ESTC,2024-06-30,Q,11586.38
ESTA,2024-06-30,Q,1250.27
ESSA,2024-06-30,Q,178.21
ESS,2024-06-30,Q,17480.11
ESRT,2024-06-30,Q,1552.06
ESPR,2024-06-30,Q,420.6
ETWO,2024-06-30,Q,1534.71
ETSY,2024-06-30,Q,6768.09
ETR,2024-06-30,Q,22848.45
ETON,2024-06-30,Q,84.52
ETNB,2024-06-30,Q,788.06
ETN,2024-06-30,Q,124824.25
ETD,2024-06-30,Q,708.74
APTV,2024-06-30,Q,18714.83
APPS,2024-06-30,Q,170.3
AQST,2024-06-30,Q,236.7
AQB,2024-06-30,Q,6.21
APYX,2024-06-30,Q,46.42
APPN,2024-06-30,Q,2232.68
APLD,2024-06-30,Q,816.39
APH,2024-06-30,Q,81132.94
APG,2024-06-30,Q,10336.79
APLE,2024-06-30,Q,3523.71
APP,2024-06-30,Q,27809.51
APOG,2024-06-30,Q,1378.17
APO,2024-06-30,Q,67245.04
APLS,2024-06-30,Q,4670.96
AR,2024-06-30,Q,10148.16
ARLP,2024-06-30,Q,3132.4
ARKO,2024-06-30,Q,725.71
ARIS,2024-06-30,Q,910.37
ARI,2024-06-30,Q,1391.77
ARHS,2024-06-30,Q,2379.4
ARRY,2024-06-30,Q,1557.15
ARQT,2024-06-30,Q,1076.61
AROW,2024-06-30,Q,434.99
AROC,2024-06-30,Q,3415.95
ARMP,2024-06-30,Q,99.43
ARQ,2024-06-30,Q,218.76
ARCH,2024-06-30,Q,2753.0
ARCC,2024-06-30,Q,13137.26
ARCB,2024-06-30,Q,2509.06
ARAY,2024-06-30,Q,180.62
ARES,2024-06-30,Q,41651.69
AREC,2024-06-30,Q,57.9
AREB,2024-06-30,Q,2.76
ARE,2024-06-30,Q,20461.11
ARDX,2024-06-30,Q,1744.52
APEI,2024-06-30,Q,308.97
APD,2024-06-30,Q,57368.25
AMTB,2024-06-30,Q,760.29
AMT,2024-06-30,Q,90791.34
AMSF,2024-06-30,Q,836.91
AMSC,2024-06-30,Q,865.39
AMS,2024-06-30,Q,20.22
AMRX,2024-06-30,Q,1965.32
AMTX,2024-06-30,Q,133.64
AMWD,2024-06-30,Q,1225.17
AN,2024-06-30,Q,6324.07
AMZN,2024-06-30,Q,2028268.25
AMRK,2024-06-30,Q,739.8
AMN,2024-06-30,Q,1946.59
AMKR,2024-06-30,Q,9860.49
AMIX,2024-06-30,Q,22.11
AMP,2024-06-30,Q,41945.22
AMRC,2024-06-30,Q,1509.72
AMR,2024-06-30,Q,3648.91
AMPY,2024-06-30,Q,268.57
AMPH,2024-06-30,Q,1956.08
AMPG,2024-06-30,Q,10.2
AMPS,2024-06-30,Q,630.28
AON,2024-06-30,Q,63777.95
AOMR,2024-06-30,Q,327.48
AORT,2024-06-30,Q,1069.6
AOS,2024-06-30,Q,11927.23
AOSL,2024-06-30,Q,1072.58
APCX,2024-06-30,Q,23.25
APAM,2024-06-30,Q,3316.95
APA,2024-06-30,Q,10927.9
AP,2024-06-30,Q,15.3
ANGI,2024-06-30,Q,960.47
ANF,2024-06-30,Q,9088.57
ANDE,2024-06-30,Q,1689.8
ANIP,2024-06-30,Q,1339.89
ANSS,2024-06-30,Q,28094.81
ANRO,2024-06-30,Q,287.39
AUPH,2024-06-30,Q,816.44
AVD,2024-06-30,Q,240.67
AVB,2024-06-30,Q,29416.84
AVAV,2024-06-30,Q,5124.86
AVAH,2024-06-30,Q,530.97
AVA,2024-06-30,Q,2706.12
AUDAQ,2024-06-30,Q,0.59
ATROB,2024-06-30,Q,700.32
ATRO,2024-06-30,Q,697.88
ATRC,2024-06-30,Q,1108.84
ATRA,2024-06-30,Q,40.94
ATR,2024-06-30,Q,9348.15
ATPC,2024-06-30,Q,16.33
ATSG,2024-06-30,Q,911.59
AUB,2024-06-30,Q,2949.37
ATYR,2024-06-30,Q,107.66
ATXG,2024-06-30,Q,3.35
ATUS,2024-06-30,Q,939.59
AVDX,2024-06-30,Q,2506.62
AWIN,2024-06-30,Q,0.46
AWI,2024-06-30,Q,4948.6
AWH,2024-06-30,Q,21.27
AVY,2024-06-30,Q,17605.49
AWK,2024-06-30,Q,25168.51
AWR,2024-06-30,Q,2701.7
AXL,2024-06-30,Q,821.7
AXIL,2024-06-30,Q,44.74
AXGN,2024-06-30,Q,316.42
AXDX,2024-06-30,Q,25.8
AX,2024-06-30,Q,3255.69
AWX,2024-06-30,Q,8.58
ATOM,2024-06-30,Q,105.93
AVGO,2024-06-30,Q,747355.63
AVNS,2024-06-30,Q,915.3
AVNT,2024-06-30,Q,3985.8
AVTR,2024-06-30,Q,14412.62
AVT,2024-06-30,Q,4653.68
AVPT,2024-06-30,Q,1944.97
AVO,2024-06-30,Q,700.59
AVNW,2024-06-30,Q,360.5
ATO,2024-06-30,Q,17599.81
ASLE,2024-06-30,Q,366.82
ASIX,2024-06-30,Q,612.26
ASH,2024-06-30,Q,4614.12
ASGN,2024-06-30,Q,4047.0
ASRV,2024-06-30,Q,37.33
ASRT,2024-06-30,Q,117.96
ASPN,2024-06-30,Q,1816.44
ASPI,2024-06-30,Q,201.75
ASO,2024-06-30,Q,3840.68
ASNS,2024-06-30,Q,11.59
ARW,2024-06-30,Q,6393.54
ARVN,2024-06-30,Q,1827.41
ARTW,2024-06-30,Q,7.91
ARTNA,2024-06-30,Q,361.73
ASB,2024-06-30,Q,3191.55
ASAN,2024-06-30,Q,3191.18
ASTC,2024-06-30,Q,15.15
ASTH,2024-06-30,Q,1990.72
ATIP,2024-06-30,Q,19.64
ATI,2024-06-30,Q,6901.52
ATGE,2024-06-30,Q,2565.14
ATKR,2024-06-30,Q,4915.57
ATLC,2024-06-30,Q,416.84
ATNM,2024-06-30,Q,220.4
ATNI,2024-06-30,Q,349.23
ATNF,2024-06-30,Q,1.6
ATMU,2024-06-30,Q,2398.98
ATLX,2024-06-30,Q,153.65
ATLN,2024-06-30,Q,264.15
ASTE,2024-06-30,Q,675.22
ASYS,2024-06-30,Q,83.26
ASUR,2024-06-30,Q,216.83
ASTS,2024-06-30,Q,3126.07
ATEC,2024-06-30,Q,1467.81
ATER,2024-06-30,Q,24.11
ATAI,2024-06-30,Q,222.65
ADEA,2024-06-30,Q,1218.08
ADD,2024-06-30,Q,11.11
ADCT,2024-06-30,Q,261.58
ADC,2024-06-30,Q,6232.69
ADI,2024-06-30,Q,113266.46
ADBE,2024-06-30,Q,246326.42
ADP,2024-06-30,Q,97693.75
ADNT,2024-06-30,Q,2154.46
ADMA,2024-06-30,Q,2605.24
ADM,2024-06-30,Q,28903.69
ACRE,2024-06-30,Q,362.47
ACR,2024-06-30,Q,101.55
ACON,2024-06-30,Q,2.35
ACNT,2024-06-30,Q,98.87
ACT,2024-06-30,Q,4822.58
ACVA,2024-06-30,Q,3030.04
ACU,2024-06-30,Q,128.42
ACTG,2024-06-30,Q,501.11
AESI,2024-06-30,Q,2189.57
AES,2024-06-30,Q,12490.94
AERT,2024-06-30,Q,29.52
AEP,2024-06-30,Q,46688.21
AEON,2024-06-30,Q,41.08
AENT,2024-06-30,Q,152.62
AFCG,2024-06-30,Q,252.14
AFBI,2024-06-30,Q,136.03
AEYE,2024-06-30,Q,209.19
ADV,2024-06-30,Q,1040.13
ADTX,2024-06-30,Q,2.73
ADTN,2024-06-30,Q,416.15
ADT,2024-06-30,Q,6929.89
ADSK,2024-06-30,Q,53327.58
AEIS,2024-06-30,Q,4097.27
AEI,2024-06-30,Q,15.33
AEE,2024-06-30,Q,18962.93
AE,2024-06-30,Q,71.88
ACNB,2024-06-30,Q,309.73
ACN,2024-06-30,Q,190144.98
ABCP,2024-06-30,Q,10.92
ABCL,2024-06-30,Q,870.4
ABCB,2024-06-30,Q,3479.55
ABBV,2024-06-30,Q,302963.28
ABAT,2024-06-30,Q,73.25
ABEO,2024-06-30,Q,173.68
ABLT,2024-06-30,Q,2.8
ABL,2024-06-30,Q,652.94
ABG,2024-06-30,Q,4596.65
AAGR,2024-06-30,Q,2.55
AA,2024-06-30,Q,7142.88
AAL,2024-06-30,Q,7440.46
AATC,2024-06-30,Q,34.73
AAT,2024-06-30,Q,1362.8
AAPL,2024-06-30,Q,3202295.25
AAP,2024-06-30,Q,3775.88
AAOI,2024-06-30,Q,322.55
ABM,2024-06-30,Q,3173.96
ACHR,2024-06-30,Q,1181.97
ACHC,2024-06-30,Q,6266.0
ACGL,2024-06-30,Q,37883.61
ACEL,2024-06-30,Q,847.83
ACI,2024-06-30,Q,11437.89
ACMR,2024-06-30,Q,1314.11
ACM,2024-06-30,Q,11998.27
ACLX,2024-06-30,Q,2952.81
ACLS,2024-06-30,Q,4637.9
ACIW,2024-06-30,Q,4143.38
ACCO,2024-06-30,Q,450.25
ABT,2024-06-30,Q,180792.7
ABSI,2024-06-30,Q,348.3
ABR,2024-06-30,Q,2705.68
ABOS,2024-06-30,Q,145.39
ABNB,2024-06-30,Q,97289.37
ACCD,2024-06-30,Q,286.43
ACDC,2024-06-30,Q,1187.08
ACA,2024-06-30,Q,4069.07
ALLY,2024-06-30,Q,12058.93
ALLR,2024-06-30,Q,7.46
ALLE,2024-06-30,Q,10294.18
ALL,2024-06-30,Q,42156.72
ALKT,2024-06-30,Q,2819.1
ALKS,2024-06-30,Q,3968.51
ALK,2024-06-30,Q,5126.43
ALRM,2024-06-30,Q,3188.99
ALOT,2024-06-30,Q,116.01
ALNY,2024-06-30,Q,31196.46
ALNT,2024-06-30,Q,423.92
ALIT,2024-06-30,Q,4076.71
ALCO,2024-06-30,Q,197.54
ALCE,2024-06-30,Q,30.03
ALBT,2024-06-30,Q,5.41
ALB,2024-06-30,Q,11226.77
ALHC,2024-06-30,Q,1495.97
ALGT,2024-06-30,Q,919.05
ALGS,2024-06-30,Q,27.92
ALGM,2024-06-30,Q,5476.31
ALG,2024-06-30,Q,2086.38
ALEX,2024-06-30,Q,1231.67
ALE,2024-06-30,Q,3600.98
ALRS,2024-06-30,Q,390.45
AMC,2024-06-30,Q,1799.55
AMBC,2024-06-30,Q,579.78
AMCR,2024-06-30,Q,14135.46
AMH,2024-06-30,Q,13619.09
AMGN,2024-06-30,Q,167609.03
AMAL,2024-06-30,Q,836.36
AMED,2024-06-30,Q,3005.59
AME,2024-06-30,Q,38599.36
AMD,2024-06-30,Q,262533.94
AMCX,2024-06-30,Q,425.99
ALTS,2024-06-30,Q,28.2
ALTR,2024-06-30,Q,8325.64
ALTO,2024-06-30,Q,110.75
ALTM,2024-06-30,Q,3612.71
ALTI,2024-06-30,Q,625.96
ALTG,2024-06-30,Q,264.92
ALSN,2024-06-30,Q,6613.77
AM,2024-06-30,Q,7093.79
ALXO,2024-06-30,Q,314.16
ALV,2024-06-30,Q,8567.73
AL,2024-06-30,Q,5293.74
AGS,2024-06-30,Q,453.73
AGRI,2024-06-30,Q,7.46
AGR,2024-06-30,Q,13746.95
AGO,2024-06-30,Q,4200.27
AGNC,2024-06-30,Q,6934.9
AHCO,2024-06-30,Q,1333.77
AHH,2024-06-30,Q,747.34
AFRM,2024-06-30,Q,9396.91
AFL,2024-06-30,Q,50015.95
AFIB,2024-06-30,Q,1.06
AFG,2024-06-30,Q,10317.31
AGL,2024-06-30,Q,2689.65
AGM,2024-06-30,Q,1967.47
AGFY,2024-06-30,Q,6.35
AGEN,2024-06-30,Q,351.74
AGCO,2024-06-30,Q,7303.76
AJX,2024-06-30,Q,162.82
AJINY,2024-06-30,Q,18174.37
AJG,2024-06-30,Q,56814.82
AIZ,2024-06-30,Q,8642.64
AIV,2024-06-30,Q,1200.62
AIT,2024-06-30,Q,7488.91
AIRT,2024-06-30,Q,58.87
