ticker,per_end_date,per_type,mkt_val
HMY,2024-03-31,Q,5168.62
MMC,2024-03-31,Q,101491.3
MMATQ,2024-03-31,Q,20.56
HNI,2024-03-31,Q,2134.52
HNST,2024-03-31,Q,392.98
HNRG,2024-03-31,Q,194.72
HNNA,2024-03-31,Q,52.96
MPAA,2024-03-31,Q,158.09
HII,2024-03-31,Q,11493.63
MOH,2024-03-31,Q,24074.64
MOGU,2024-03-31,Q,15.53
MOG.B,2024-03-31,Q,5019.14
MOFG,2024-03-31,Q,369.19
MP,2024-03-31,Q,2363.89
HHH,2024-03-31,Q,3648.87
MOTS,2024-03-31,Q,2.29
MOS,2024-03-31,Q,10442.02
MORN,2024-03-31,Q,13181.46
HIG,2024-03-31,Q,30477.59
MODV,2024-03-31,Q,333.24
HLF,2024-03-31,Q,1004.67
MNTX,2024-03-31,Q,139.7
MNTS,2024-03-31,Q,5.17
HLIO,2024-03-31,Q,1483.6
MNTK,2024-03-31,Q,597.47
HLIT,2024-03-31,Q,1566.33
HLLY,2024-03-31,Q,527.67
HLMN,2024-03-31,Q,2084.82
MNST,2024-03-31,Q,61753.65
HLNE,2024-03-31,Q,6113.0
HLT,2024-03-31,Q,53337.32
MNRO,2024-03-31,Q,943.11
MODG,2024-03-31,Q,2968.33
MOD,2024-03-31,Q,4970.26
HIW,2024-03-31,Q,2774.97
MO,2024-03-31,Q,74922.86
HL,2024-03-31,Q,2966.77
MOBX,2024-03-31,Q,51.97
NET,2024-03-31,Q,32902.18
MTDR,2024-03-31,Q,8331.58
NBHC,2024-03-31,Q,1364.36
NBBK,2024-03-31,Q,583.36
GRND,2024-03-31,Q,1776.71
GRNQ,2024-03-31,Q,10.51
NCDL,2024-03-31,Q,989.97
GRBK,2024-03-31,Q,2706.17
GRC,2024-03-31,Q,1036.64
NC,2024-03-31,Q,225.0
NBY,2024-03-31,Q,3.78
NBTB,2024-03-31,Q,1729.65
GREE,2024-03-31,Q,34.25
NBR,2024-03-31,Q,921.86
GRNT,2024-03-31,Q,847.92
NAVI,2024-03-31,Q,1945.75
NAPA,2024-03-31,Q,1074.46
GSAT,2024-03-31,Q,2769.37
GSBC,2024-03-31,Q,639.09
GSBD,2024-03-31,Q,1679.31
NANX,2024-03-31,Q,38.34
GSHD,2024-03-31,Q,2530.94
NAII,2024-03-31,Q,37.08
GS,2024-03-31,Q,134689.78
NASB,2024-03-31,Q,243.45
GROM,2024-03-31,Q,7.41
GROV,2024-03-31,Q,63.76
GROW,2024-03-31,Q,38.86
GRPN,2024-03-31,Q,521.52
GRTSQ,2024-03-31,Q,275.33
NATL,2024-03-31,Q,1423.97
NATH,2024-03-31,Q,289.19
NEN,2024-03-31,Q,204.04
NEM,2024-03-31,Q,41328.55
GOOD,2024-03-31,Q,557.95
GOOG,2024-03-31,Q,1881629.0
GOOGL,2024-03-31,Q,1865192.88
NEE,2024-03-31,Q,131305.19
NECB,2024-03-31,Q,221.26
GOSS,2024-03-31,Q,266.94
NE,2024-03-31,Q,6925.04
GORV,2024-03-31,Q,56.68
NDSN,2024-03-31,Q,15701.56
NEO,2024-03-31,Q,2007.63
GNTY,2024-03-31,Q,350.2
GNW,2024-03-31,Q,2814.55
GO,2024-03-31,Q,2880.51
NEPH,2024-03-31,Q,23.09
GOLF,2024-03-31,Q,4175.81
NEP,2024-03-31,Q,2813.66
GOCO,2024-03-31,Q,238.38
GOEV,2024-03-31,Q,237.07
NEON,2024-03-31,Q,21.5
GOGO,2024-03-31,Q,1124.45
NEOG,2024-03-31,Q,3418.07
GPRE,2024-03-31,Q,1493.98
GPRO,2024-03-31,Q,334.27
NCNO,2024-03-31,Q,4273.86
GPUS,2024-03-31,Q,11.34
NCMI,2024-03-31,Q,499.68
NCLH,2024-03-31,Q,8979.51
NCL,2024-03-31,Q,13.66
NCRA,2024-03-31,Q,16.58
GPC,2024-03-31,Q,21581.54
NDLS,2024-03-31,Q,85.93
GPI,2024-03-31,Q,3954.83
NDAQ,2024-03-31,Q,36379.21
GPK,2024-03-31,Q,8966.84
NCSM,2024-03-31,Q,39.85
GPOR,2024-03-31,Q,2901.65
GPMT,2024-03-31,Q,242.28
GPN,2024-03-31,Q,34116.68
MUEL,2024-03-31,Q,73.51
MU,2024-03-31,Q,130547.62
MTZ,2024-03-31,Q,7409.5
GWRS,2024-03-31,Q,314.56
MTX,2024-03-31,Q,2427.64
GWW,2024-03-31,Q,49917.7
MTW,2024-03-31,Q,502.55
GXO,2024-03-31,Q,6419.85
GUTS,2024-03-31,Q,354.3
GVA,2024-03-31,Q,2522.35
MVBF,2024-03-31,Q,286.48
MUX,2024-03-31,Q,487.48
MUSA,2024-03-31,Q,8684.86
MUR,2024-03-31,Q,6972.73
HAL,2024-03-31,Q,34898.57
HALO,2024-03-31,Q,5168.57
MTH,2024-03-31,Q,6372.54
MTG,2024-03-31,Q,5960.89
MTEX,2024-03-31,Q,15.49
HAS,2024-03-31,Q,7868.49
HASI,2024-03-31,Q,3231.04
MTSI,2024-03-31,Q,6896.27
H,2024-03-31,Q,16148.15
MTRN,2024-03-31,Q,2731.3
HAIN,2024-03-31,Q,706.08
MTN,2024-03-31,Q,8460.44
MTNB,2024-03-31,Q,58.94
HAFC,2024-03-31,Q,482.0
HAE,2024-03-31,Q,4334.6
GURE,2024-03-31,Q,15.44
MYRG,2024-03-31,Q,2963.29
GT,2024-03-31,Q,3898.7
GTE,2024-03-31,Q,223.71
MYGN,2024-03-31,Q,1929.0
GTEC,2024-03-31,Q,30.04
MYFW,2024-03-31,Q,138.62
GTES,2024-03-31,Q,4629.04
MYE,2024-03-31,Q,855.88
NABL,2024-03-31,Q,2414.85
MYSZ,2024-03-31,Q,1.54
GTHP,2024-03-31,Q,6.44
GTX,2024-03-31,Q,2246.34
GTY,2024-03-31,Q,1476.0
MWA,2024-03-31,Q,2512.89
MVST,2024-03-31,Q,265.5
MX,2024-03-31,Q,213.51
GTIM,2024-03-31,Q,27.17
GTLS,2024-03-31,Q,7050.19
GTN,2024-03-31,Q,626.89
MXL,2024-03-31,Q,1552.0
GTN.A,2024-03-31,Q,854.04
KLG,2024-03-31,Q,1613.37
TCBI,2024-03-31,Q,2871.5
WAT,2024-03-31,Q,20416.2
BLMN,2024-03-31,Q,2497.18
ALXO,2024-03-31,Q,557.5
BLND,2024-03-31,Q,820.04
WASH,2024-03-31,Q,457.85
BLKB,2024-03-31,Q,3827.56
BLFS,2024-03-31,Q,840.32
BLFY,2024-03-31,Q,223.99
TIL,2024-03-31,Q,70.24
AM,2024-03-31,Q,6766.25
BLIN,2024-03-31,Q,12.08
BLNK,2024-03-31,Q,303.98
ALV,2024-03-31,Q,9799.94
THRM,2024-03-31,Q,1822.11
BLUE,2024-03-31,Q,247.79
THR,2024-03-31,Q,1103.15
THS,2024-03-31,Q,2097.91
THRY,2024-03-31,Q,796.47
TILE,2024-03-31,Q,980.15
W,2024-03-31,Q,8170.03
BKSY,2024-03-31,Q,199.68
BKTI,2024-03-31,Q,51.53
TJX,2024-03-31,Q,114906.21
WAB,2024-03-31,Q,25695.76
BKU,2024-03-31,Q,2093.19
WABC,2024-03-31,Q,1304.01
TKR,2024-03-31,Q,6156.17
BKNG,2024-03-31,Q,123085.02
TKOMY,2024-03-31,Q,61970.01
VZ,2024-03-31,Q,176620.33
TKO,2024-03-31,Q,14865.71
AMC,2024-03-31,Q,980.61
BKR,2024-03-31,Q,33432.92
TKNO,2024-03-31,Q,108.18
BLCO,2024-03-31,Q,6079.25
TIPT,2024-03-31,Q,635.58
AMAL,2024-03-31,Q,732.01
BLD,2024-03-31,Q,14021.78
WAL,2024-03-31,Q,7067.99
BLDR,2024-03-31,Q,25438.61
BKYI,2024-03-31,Q,2.17
AMBC,2024-03-31,Q,706.87
BL,2024-03-31,Q,3991.21
TITN,2024-03-31,Q,566.14
BLBD,2024-03-31,Q,1237.62
TISI,2024-03-31,Q,31.83
BLZE,2024-03-31,Q,424.24
ALRM,2024-03-31,Q,3637.18
TG,2024-03-31,Q,224.49
TFX,2024-03-31,Q,10652.89
WCC,2024-03-31,Q,8704.68
BNL,2024-03-31,Q,2952.7
BNGO,2024-03-31,Q,74.21
TGLS,2024-03-31,Q,2445.24
TGL,2024-03-31,Q,44.49
ALRS,2024-03-31,Q,430.88
TGI,2024-03-31,Q,1156.93
TFSL,2024-03-31,Q,3525.73
WCN,2024-03-31,Q,44382.23
TFC,2024-03-31,Q,52158.98
TEX,2024-03-31,Q,4334.12
BOC,2024-03-31,Q,484.83
TEVA,2024-03-31,Q,15981.56
TFIN,2024-03-31,Q,1850.91
ALOT,2024-03-31,Q,133.4
THG,2024-03-31,Q,4892.53
THFF,2024-03-31,Q,452.83
ALTR,2024-03-31,Q,7153.28
BMNM,2024-03-31,Q,7.35
ALTO,2024-03-31,Q,165.02
WBD,2024-03-31,Q,21391.24
ALTM,2024-03-31,Q,4630.65
THCP,2024-03-31,Q,103.81
BMRC,2024-03-31,Q,273.31
THO,2024-03-31,Q,6257.1
BMBL,2024-03-31,Q,1431.4
THMO,2024-03-31,Q,5.68
WBA,2024-03-31,Q,18712.25
ALTS,2024-03-31,Q,22.6
BMRN,2024-03-31,Q,16584.1
TGTX,2024-03-31,Q,2350.6
TGT,2024-03-31,Q,81983.05
BNCC,2024-03-31,Q,82.43
ALSN,2024-03-31,Q,7099.73
WBS,2024-03-31,Q,8719.91
BNED,2024-03-31,Q,38.53
TGNA,2024-03-31,Q,2631.03
ALTI,2024-03-31,Q,675.41
THC,2024-03-31,Q,10267.46
ALTG,2024-03-31,Q,424.83
BMY,2024-03-31,Q,109929.64
TH,2024-03-31,Q,1088.15
AMPH,2024-03-31,Q,2145.7
TNET,2024-03-31,Q,6699.2
BGNE,2024-03-31,Q,14957.13
AMPG,2024-03-31,Q,17.98
TNDM,2024-03-31,Q,2287.11
TNC,2024-03-31,Q,2311.5
BGS,2024-03-31,Q,904.35
AMP,2024-03-31,Q,43548.02
AMPS,2024-03-31,Q,764.2
TNLX,2024-03-31,Q,12.01
TNL,2024-03-31,Q,3489.06
BGFV,2024-03-31,Q,79.64
VSTO,2024-03-31,Q,1906.06
BGI,2024-03-31,Q,63.92
BHC,2024-03-31,Q,3891.71
BHE,2024-03-31,Q,1081.64
BHF,2024-03-31,Q,3221.19
AMN,2024-03-31,Q,2368.41
BHIL,2024-03-31,Q,42.47
BHLB,2024-03-31,Q,996.18
TMP,2024-03-31,Q,724.48
BHM,2024-03-31,Q,66.83
BGXX,2024-03-31,Q,46.33
BH,2024-03-31,Q,431.62
TMUS,2024-03-31,Q,191270.05
BHB,2024-03-31,Q,402.1
VSTM,2024-03-31,Q,298.63
BFAM,2024-03-31,Q,6575.35
AMRX,2024-03-31,Q,1870.26
TOL,2024-03-31,Q,13476.47
BFC,2024-03-31,Q,877.29
TOI,2024-03-31,Q,117.41
TOFB,2024-03-31,Q,4.38
BFH,2024-03-31,Q,1846.52
VSEC,2024-03-31,Q,1261.53
TOON,2024-03-31,Q,48.45
AMSF,2024-03-31,Q,960.0
BF.A,2024-03-31,Q,25020.16
VSH,2024-03-31,Q,3118.62
BF.B,2024-03-31,Q,24391.7
AMSC,2024-03-31,Q,415.25
TOMZ,2024-03-31,Q,13.57
AMS,2024-03-31,Q,18.67
BFICQ,2024-03-31,Q,15.62
VST,2024-03-31,Q,24230.2
BFST,2024-03-31,Q,567.81
AMPY,2024-03-31,Q,261.84
BG,2024-03-31,Q,14516.33
BGC,2024-03-31,Q,3842.95
AMR,2024-03-31,Q,4307.6
AMRK,2024-03-31,Q,701.41
BFS,2024-03-31,Q,923.05
BFIN,2024-03-31,Q,130.84
TNXP,2024-03-31,Q,15.72
AMRC,2024-03-31,Q,1262.48
ALNY,2024-03-31,Q,18904.2
VTLE,2024-03-31,Q,1926.21
VVV,2024-03-31,Q,5778.46
AMED,2024-03-31,Q,3011.5
VVX,2024-03-31,Q,1469.16
AME,2024-03-31,Q,42335.79
BJDX,2024-03-31,Q,2.16
VVI,2024-03-31,Q,833.96
VWESQ,2024-03-31,Q,22.59
AMCR,2024-03-31,Q,13745.21
BKH,2024-03-31,Q,3728.61
VYX,2024-03-31,Q,1822.39
AMD,2024-03-31,Q,291728.5
BJRI,2024-03-31,Q,846.0
AMCX,2024-03-31,Q,528.4
TLF,2024-03-31,Q,39.07
BK,2024-03-31,Q,43380.45
BKD,2024-03-31,Q,1251.53
BIGC,2024-03-31,Q,527.77
TMCI,2024-03-31,Q,805.91
VTRS,2024-03-31,Q,14216.51
BIGGQ,2024-03-31,Q,127.79
AMIX,2024-03-31,Q,56.76
BIIB,2024-03-31,Q,31395.06
BILL,2024-03-31,Q,7293.76
VTR,2024-03-31,Q,17623.85
TMO,2024-03-31,Q,221857.34
TMHC,2024-03-31,Q,6616.69
BHR,2024-03-31,Q,132.96
VTNRQ,2024-03-31,Q,130.92
VTOL,2024-03-31,Q,772.17
BIAF,2024-03-31,Q,23.26
AMKR,2024-03-31,Q,7936.53
TMDX,2024-03-31,Q,2418.82
VTS,2024-03-31,Q,698.94
BIOLQ,2024-03-31,Q,6.31
BIOR,2024-03-31,Q,39.47
TLSI,2024-03-31,Q,260.89
TLS,2024-03-31,Q,304.96
AMH,2024-03-31,Q,13473.32
TLRY,2024-03-31,Q,1911.85
AMGN,2024-03-31,Q,152519.11
BIO,2024-03-31,Q,9865.58
BIO.B,2024-03-31,Q,9475.65
VTSI,2024-03-31,Q,114.21
AIT,2024-03-31,Q,7625.95
BTM,2024-03-31,Q,112.97
T,2024-03-31,Q,126194.91
BTMD,2024-03-31,Q,364.72
BTAI,2024-03-31,Q,104.44
BTBD,2024-03-31,Q,10.31
WINT,2024-03-31,Q,3.25
WINV,2024-03-31,Q,45.04
AIV,2024-03-31,Q,1186.01
AIZ,2024-03-31,Q,9784.27
BTU,2024-03-31,Q,3088.11
SYRS,2024-03-31,Q,143.0
SYPR,2024-03-31,Q,36.21
WKHS,2024-03-31,Q,73.81
AIRS,2024-03-31,Q,353.28
SYY,2024-03-31,Q,40426.22
WK,2024-03-31,Q,4649.15
AIRT,2024-03-31,Q,62.64
BTSG,2024-03-31,Q,1860.84
WKC,2024-03-31,Q,1585.37
BSY,2024-03-31,Q,14923.89
BSET,2024-03-31,Q,130.31
TASK,2024-03-31,Q,1036.52
TARS,2024-03-31,Q,1373.18
BSGM,2024-03-31,Q,7.4
TBBK,2024-03-31,Q,1748.39
BRX,2024-03-31,Q,7065.46
WHR,2024-03-31,Q,6536.06
BRY,2024-03-31,Q,619.36
AKRO,2024-03-31,Q,1746.76
AKR,2024-03-31,Q,1755.12
BSBK,2024-03-31,Q,93.78
WING,2024-03-31,Q,10761.1
BSRR,2024-03-31,Q,295.89
AJX,2024-03-31,Q,140.56
TALO,2024-03-31,Q,2562.0
AJINY,2024-03-31,Q,19397.23
BSX,2024-03-31,Q,100692.61
AJG,2024-03-31,Q,54633.74
AKA,2024-03-31,Q,104.2
AKBA,2024-03-31,Q,383.15
BSM,2024-03-31,Q,3360.81
TAP,2024-03-31,Q,14248.41
WINA,2024-03-31,Q,1265.02
AKAM,2024-03-31,Q,16480.44
AIRI,2024-03-31,Q,15.58
WM,2024-03-31,Q,85490.86
AIG,2024-03-31,Q,51878.93
BX,2024-03-31,Q,93883.04
BXC,2024-03-31,Q,1128.1
WMB,2024-03-31,Q,47482.02
BXMT,2024-03-31,Q,3456.06
BWXT,2024-03-31,Q,9380.22
AILE,2024-03-31,Q,77.98
BWMN,2024-03-31,Q,536.21
SXC,2024-03-31,Q,947.53
WLY,2024-03-31,Q,2087.02
SWX,2024-03-31,Q,5456.17
WLYB,2024-03-31,Q,2077.17
SWIM,2024-03-31,Q,456.93
SWI,2024-03-31,Q,2122.2
AHT,2024-03-31,Q,54.4
BYND,2024-03-31,Q,535.53
BYON,2024-03-31,Q,1642.29
AHR,2024-03-31,Q,1941.07
BXP,2024-03-31,Q,10256.88
BYFC,2024-03-31,Q,49.66
BXSL,2024-03-31,Q,5968.37
BY,2024-03-31,Q,957.89
SWKH,2024-03-31,Q,217.35
SWK,2024-03-31,Q,15069.34
WMG,2024-03-31,Q,17101.42
BYD,2024-03-31,Q,6387.13
BUSE,2024-03-31,Q,1329.28
SYNA,2024-03-31,Q,3834.11
BV,2024-03-31,Q,1123.36
WLK,2024-03-31,Q,19645.49
BVFL,2024-03-31,Q,117.51
AIR,2024-03-31,Q,2121.02
WLDN,2024-03-31,Q,400.55
AIRE,2024-03-31,Q,53.83
BURL,2024-03-31,Q,14828.73
BURU,2024-03-31,Q,5.22
WLFC,2024-03-31,Q,351.53
AIP,2024-03-31,Q,281.67
BWB,2024-03-31,Q,321.15
BWEN,2024-03-31,Q,51.58
BWFG,2024-03-31,Q,205.14
SXT,2024-03-31,Q,2931.23
BWIN,2024-03-31,Q,3381.0
SXI,2024-03-31,Q,2163.06
AIM,2024-03-31,Q,23.9
SYK,2024-03-31,Q,136330.5
WLKP,2024-03-31,Q,782.07
BVS,2024-03-31,Q,411.66
SYF,2024-03-31,Q,17314.56
BW,2024-03-31,Q,101.11
BWA,2024-03-31,Q,7915.08
SYBX,2024-03-31,Q,20.81
SYBT,2024-03-31,Q,1436.33
AIN,2024-03-31,Q,2917.51
TDY,2024-03-31,Q,20341.75
ALIT,2024-03-31,Q,5532.75
TDW,2024-03-31,Q,4808.94
TDUP,2024-03-31,Q,220.43
TEAM,2024-03-31,Q,50786.77
ALL,2024-03-31,Q,45659.99
BOWL,2024-03-31,Q,2054.08
ALKT,2024-03-31,Q,2395.96
WEC,2024-03-31,Q,25935.35
BOX,2024-03-31,Q,4088.08
ALKS,2024-03-31,Q,4580.82
TECH,2024-03-31,Q,11064.72
ALK,2024-03-31,Q,5408.12
BOXL,2024-03-31,Q,6.4
WERN,2024-03-31,Q,2480.71
TCX,2024-03-31,Q,201.0
ALGM,2024-03-31,Q,5206.67
WES,2024-03-31,Q,13526.19
ALG,2024-03-31,Q,2751.99
BPMC,2024-03-31,Q,5805.43
ALHC,2024-03-31,Q,948.34
TDS,2024-03-31,Q,1810.26
TDOC,2024-03-31,Q,2560.78
WELL,2024-03-31,Q,55869.29
ALGT,2024-03-31,Q,1371.25
BPOP,2024-03-31,Q,6368.35
ALGS,2024-03-31,Q,74.15
WEN,2024-03-31,Q,3864.72
TDC,2024-03-31,Q,3739.39
WDAY,2024-03-31,Q,72006.0
ALLY,2024-03-31,Q,12337.77
WDC,2024-03-31,Q,22282.04
WDFC,2024-03-31,Q,3433.02
BOLT,2024-03-31,Q,53.38
TENB,2024-03-31,Q,5869.47
BOKF,2024-03-31,Q,5935.38
ALNT,2024-03-31,Q,597.25
BODI,2024-03-31,Q,65.93
BOF,2024-03-31,Q,7.58
WD,2024-03-31,Q,3407.55
BOH,2024-03-31,Q,2476.62
TELA,2024-03-31,Q,139.79
TEL,2024-03-31,Q,44476.63
ALLE,2024-03-31,Q,11779.14
BOTJ,2024-03-31,Q,47.4
ALLR,2024-03-31,Q,14.37
BOOM,2024-03-31,Q,385.63
TELO,2024-03-31,Q,152.49
WEAV,2024-03-31,Q,814.85
TCS,2024-03-31,Q,58.84
WGO,2024-03-31,Q,2165.88
BRLT,2024-03-31,Q,292.6
TBRG,2024-03-31,Q,135.1
WGS,2024-03-31,Q,238.5
BRK.A,2024-03-31,Q,911560.81
TCBK,2024-03-31,Q,1219.95
BRK.B,2024-03-31,Q,906301.88
UTZ,2024-03-31,Q,2596.78
ALBT,2024-03-31,Q,3.55
TCBC,2024-03-31,Q,59.42
BRKL,2024-03-31,Q,892.87
BRKR,2024-03-31,Q,13652.74
ALB,2024-03-31,Q,15483.07
BRSP,2024-03-31,Q,900.09
AKTS,2024-03-31,Q,58.28
WHLM,2024-03-31,Q,25.07
BRT,2024-03-31,Q,312.19
WHLR,2024-03-31,Q,10.68
TBNK,2024-03-31,Q,71.14
TBIO,2024-03-31,Q,13.24
BRO,2024-03-31,Q,24970.72
AL,2024-03-31,Q,5728.71
TBMC,2024-03-31,Q,95.58
WH,2024-03-31,Q,6184.27
BROS,2024-03-31,Q,5846.87
TBLA,2024-03-31,Q,1310.12
AKYA,2024-03-31,Q,231.59
WHD,2024-03-31,Q,3984.76
WHF,2024-03-31,Q,288.21
TCBS,2024-03-31,Q,46.51
BRBS,2024-03-31,Q,61.83
ALE,2024-03-31,Q,3433.97
BRC,2024-03-31,Q,2865.1
BRCC,2024-03-31,Q,908.28
BRBR,2024-03-31,Q,7731.7
BQ,2024-03-31,Q,1.15
TCRX,2024-03-31,Q,380.36
WEST,2024-03-31,Q,909.39
BR,2024-03-31,Q,24126.82
TCPC,2024-03-31,Q,892.72
ALEX,2024-03-31,Q,1195.59
WEX,2024-03-31,Q,9952.63
ALCO,2024-03-31,Q,223.14
ALCE,2024-03-31,Q,34.27
TCBX,2024-03-31,Q,272.41
WFRD,2024-03-31,Q,8443.45
WFC,2024-03-31,Q,202066.83
TCMD,2024-03-31,Q,386.09
BRDG,2024-03-31,Q,828.64
BETR,2024-03-31,Q,375.3
UCTT,2024-03-31,Q,2051.66
ATXG,2024-03-31,Q,3.91
AR,2024-03-31,Q,9013.4
VFC,2024-03-31,Q,5965.53
VFF,2024-03-31,Q,136.71
UDR,2024-03-31,Q,12319.36
ATSG,2024-03-31,Q,903.81
VERX,2024-03-31,Q,4922.07
UEIC,2024-03-31,Q,129.81
UE,2024-03-31,Q,2051.94
ARAY,2024-03-31,Q,244.95
ATUS,2024-03-31,Q,1200.5
UCB,2024-03-31,Q,3135.67
AQB,2024-03-31,Q,7.79
AUPH,2024-03-31,Q,716.53
ATYR,2024-03-31,Q,132.49
AQST,2024-03-31,Q,387.82
AUB,2024-03-31,Q,3169.66
AUDAQ,2024-03-31,Q,0.86
ATNF,2024-03-31,Q,1.99
UIS,2024-03-31,Q,339.91
ATNI,2024-03-31,Q,486.88
ATNM,2024-03-31,Q,233.2
UI,2024-03-31,Q,7004.43
UHT,2024-03-31,Q,507.52
ATO,2024-03-31,Q,17930.32
UHS,2024-03-31,Q,12265.21
ATOM,2024-03-31,Q,165.63
VEL,2024-03-31,Q,593.85
ATLX,2024-03-31,Q,249.19
ULH,2024-03-31,Q,970.02
ATMU,2024-03-31,Q,2688.23
ULCC,2024-03-31,Q,1816.3
ULBI,2024-03-31,Q,145.07
ARCH,2024-03-31,Q,2912.94
VERO,2024-03-31,Q,4.39
ATRO,2024-03-31,Q,663.39
UFPT,2024-03-31,Q,1934.5
ATROB,2024-03-31,Q,637.96
UFPI,2024-03-31,Q,7596.35
UFI,2024-03-31,Q,108.77
UHG,2024-03-31,Q,338.12
VERA,2024-03-31,Q,2348.2
UHAL,2024-03-31,Q,13243.1
ATPC,2024-03-31,Q,25.4
ARCC,2024-03-31,Q,12653.64
UGRO,2024-03-31,Q,16.88
VERB,2024-03-31,Q,21.01
ATR,2024-03-31,Q,9534.67
ARCB,2024-03-31,Q,3349.3
ATRA,2024-03-31,Q,83.57
ATRC,2024-03-31,Q,1471.56
VERI,2024-03-31,Q,198.33
APYX,2024-03-31,Q,47.12
TXT,2024-03-31,Q,18293.75
TXO,2024-03-31,Q,551.96
TXNM,2024-03-31,Q,3395.14
TXN,2024-03-31,Q,158615.11
APPS,2024-03-31,Q,267.3
AVNS,2024-03-31,Q,913.95
AVGO,2024-03-31,Q,614223.13
TYL,2024-03-31,Q,18043.91
TYGO,2024-03-31,Q,64.58
VIR,2024-03-31,Q,1378.28
APP,2024-03-31,Q,22770.54
VIRC,2024-03-31,Q,178.68
AVT,2024-03-31,Q,4481.05
TWO,2024-03-31,Q,1370.27
APOG,2024-03-31,Q,1310.11
AVNT,2024-03-31,Q,3960.48
APPN,2024-03-31,Q,2886.05
AVNW,2024-03-31,Q,481.75
AVO,2024-03-31,Q,840.95
AVPT,2024-03-31,Q,1466.91
UBSI,2024-03-31,Q,4833.04
UBER,2024-03-31,Q,160246.3
UBCP,2024-03-31,Q,82.52
AVA,2024-03-31,Q,2738.17
UBFO,2024-03-31,Q,133.5
VHI,2024-03-31,Q,486.0
UAVS,2024-03-31,Q,8.58
UAA,2024-03-31,Q,3217.41
VICI,2024-03-31,Q,31075.05
AVD,2024-03-31,Q,362.4
UA,2024-03-31,Q,3112.78
U,2024-03-31,Q,10432.71
AVDX,2024-03-31,Q,2714.57
AVAH,2024-03-31,Q,479.02
UAN,2024-03-31,Q,830.67
APTV,2024-03-31,Q,21669.77
UAMY,2024-03-31,Q,26.91
AVAV,2024-03-31,Q,4312.65
AVB,2024-03-31,Q,26383.62
UAL,2024-03-31,Q,15743.11
VIAV,2024-03-31,Q,2029.23
USEG,2024-03-31,Q,29.23
ARQT,2024-03-31,Q,1144.85
VAPO,2024-03-31,Q,8.2
ASNS,2024-03-31,Q,3.1
USIO,2024-03-31,Q,45.54
ASIX,2024-03-31,Q,767.02
ARRY,2024-03-31,Q,2262.24
ASLE,2024-03-31,Q,380.61
USFD,2024-03-31,Q,13237.48
ASO,2024-03-31,Q,4983.85
AROC,2024-03-31,Q,3074.16
USAC,2024-03-31,Q,2747.06
ASRT,2024-03-31,Q,91.25
ASRV,2024-03-31,Q,44.58
VATE,2024-03-31,Q,55.98
ARMP,2024-03-31,Q,151.13
ASTC,2024-03-31,Q,15.23
URI,2024-03-31,Q,48018.66
ARQ,2024-03-31,Q,216.92
USAP,2024-03-31,Q,206.04
USCB,2024-03-31,Q,224.01
ASPI,2024-03-31,Q,202.05
ASPN,2024-03-31,Q,1351.01
USB,2024-03-31,Q,69648.56
AROW,2024-03-31,Q,417.64
USAQ,2024-03-31,Q,0.89
VASO,2024-03-31,Q,55.71
ASTE,2024-03-31,Q,995.07
UTGN,2024-03-31,Q,101.27
UVSP,2024-03-31,Q,609.44
ASAN,2024-03-31,Q,3532.28
UVV,2024-03-31,Q,1270.93
ARTW,2024-03-31,Q,10.64
ASB,2024-03-31,Q,3242.99
ARTNA,2024-03-31,Q,381.8
ARW,2024-03-31,Q,6891.14
UTL,2024-03-31,Q,846.15
ARVN,2024-03-31,Q,2819.77
UVE,2024-03-31,Q,584.39
UTI,2024-03-31,Q,857.6
ASGN,2024-03-31,Q,4871.34
USM,2024-03-31,Q,3102.5
VAL,2024-03-31,Q,5449.64
ASH,2024-03-31,Q,4880.91
VAC,2024-03-31,Q,3789.69
V,2024-03-31,Q,510420.13
VABK,2024-03-31,Q,162.25
USPH,2024-03-31,Q,1700.73
ASTH,2024-03-31,Q,2352.51
ATGE,2024-03-31,Q,1932.97
UNH,2024-03-31,Q,455163.53
UNFI,2024-03-31,Q,682.93
VCTR,2024-03-31,Q,2744.0
UNCY,2024-03-31,Q,51.9
ARES,2024-03-31,Q,41179.65
VCNX,2024-03-31,Q,9.13
ATEC,2024-03-31,Q,1927.92
UNP,2024-03-31,Q,150047.33
UNM,2024-03-31,Q,10162.3
ATER,2024-03-31,Q,21.17
UNIT,2024-03-31,Q,1417.52
ARHS,2024-03-31,Q,2158.99
ATKR,2024-03-31,Q,6999.21
UMBF,2024-03-31,Q,4239.99
ATLC,2024-03-31,Q,438.04
UMAC,2024-03-31,Q,16.33
ULY,2024-03-31,Q,25.23
ATLN,2024-03-31,Q,1.14
VEEE,2024-03-31,Q,8.19
UMH,2024-03-31,Q,1126.37
ARDX,2024-03-31,Q,1708.03
AREC,2024-03-31,Q,111.64
UNB,2024-03-31,Q,137.84
AREB,2024-03-31,Q,1.68
ARE,2024-03-31,Q,22544.19
ATI,2024-03-31,Q,6367.67
VECO,2024-03-31,Q,1982.0
ATIP,2024-03-31,Q,23.44
ARLP,2024-03-31,Q,2567.64
UPLD,2024-03-31,Q,86.08
ASYS,2024-03-31,Q,76.77
VBTX,2024-03-31,Q,1116.73
UPHL,2024-03-31,Q,19.56
VC,2024-03-31,Q,3245.63
UPS,2024-03-31,Q,127161.73
